,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
18,18,Facundo Bertoglio,ARG,M,1.71,66,30-06-90,San José de la  Esquina,Colón (Santa Fe),Dynamo Kiev,2010,Ukrainian
19,19,Denys Harmash,UKR,M,1.86,75,19-04-90,Luhansk,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
20,20,Oleh Husyev,UKR,M,1.79,74,25-04-83,Sumy,Arsenal Kiev,Dynamo Kiev,2010,Ukrainian
21,21,Gerson Magrão,BRA,M,1.81,72,13-06-85,Diadema,Cruzeiro,Dynamo Kiev,2010,Ukrainian
22,22,Artem Kravets,UKR,F,1.85,73,03-06-89,Dniprodzerzhynsk,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
23,23,Roman Eremenko,FIN,M,1.80,67,19-03-87,Moscow,Udinese,Dynamo Kiev,2010,Ukrainian
26,26,Andriy Nesmachnyy,UKR,D,1.82,72,28-02-79,Bryansk,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
28,28,Chahir Belghazouani,FRA,M,1.80,70,06-10-86,Porto-Vecchio,Grenoble,Dynamo Kiev,2010,Ukrainian
30,30,Badr El Kaddouri,MAR,M,1.77,70,31-01-81,Casablanca,BAK,Dynamo Kiev,2010,Ukrainian
31,31,Stanislav Bohush,UKR,G,1.92,84,25-10-83,Zaporozhye,Metalurh Zaporizhya,Dynamo Kiev,2010,Ukrainian
34,34,Yevhen Khacheridi,UKR,D,1.97,80,28-07-87,Melitopol,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
35,35,Maksym Koval,UKR,G,1.84,70,09-12-92,Zaporozhye,Metalurh Zaporizhya,Dynamo Kiev,2010,Ukrainian
36,36,Milo Ninković,SRB,M,1.80,76,25-12-84,Belgrade,Čukarički,Dynamo Kiev,2010,Ukrainian
37,37,Ayila Yussuf,NGA,M,1.82,73,04-11-84,Lagos,Union Bank,Dynamo Kiev,2010,Ukrainian
41,44,Leandro Almeida,BRA,D,1.88,83,14-03-87,Belo Horizonte,Atlético Mineiro,Dynamo Kiev,2010,Ukrainian
42,45,Vladyslav Kalytvyntsev,UKR,M,1.78,65,04-01-93,Moscow,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
43,49,Roman Zozulya,UKR,F,1.75,62,17-11-89,Kiev,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
44,53,Serhiy Lohinov,UKR,D,1.89,79,24-08-90,Dnipropetrovsk,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
45,71,Denys Boyko,UKR,G,1.91,84,29-01-88,Kiev,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
46,74,Artem Kychak,UKR,G,1.98,88,16-05-89,Vinnytsia,Dynamo Kiev-2,Dynamo Kiev,2010,Ukrainian
2,2,Stanislav  Mykytsey,UKR,D,1.82,74,07-09-89,Donetsk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
3,3,Dmytro Nevmyvaka,UKR,D,1.91,84,19-03-84,Zaporozhye,Metalurh Zaporizhya,Illichivets Mariupol,2010,Ukrainian
4,4,Ivan Ordets,UKR,D,1.81,82,08-07-92,Volnovakha,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
5,5,Adrian Pukanych,UKR,M,1.80,68,22-06-83,Donetsk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
6,6,Dmytro Hrechyshkin,UKR,M,1.73,63,22-09-91,Sievierodonetsk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
7,7,Kostyantyn Kravchenko,UKR,M,1.80,79,24-09-86,Dnipropetrovsk,Shakhtar Donetsk,Illichivets Mariupol,2010,Ukrainian
8,8,Ihor Chaykovskyy,UKR,M,1.71,69,07-10-91,Chernivtsi,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
9,9,Kostyantyn Yaroshenko,UKR,F,1.74,70,12-09-86,Luhansk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
11,11,Ivan Kryvosheyenko,UKR,M,1.81,78,11-05-84,Kiev,Metalurh Donetsk,Illichivets Mariupol,2010,Ukrainian
13,13,Artem Chornyy,UKR,M,1.70,65,23-10-89,Mykolaiv,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
14,14,Artem Savin,UKR,D,1.79,74,20-01-81,Luhansk,Zorya Luhansk,Illichivets Mariupol,2010,Ukrainian
15,15,Rizvan Ablitarov,UKR,D,1.92,80,18-04-89,Sudak,Dnipro Dnipropetrovsk,Illichivets Mariupol,2010,Ukrainian
17,17,Vitaliy Fedotov,UKR,M,1.68,57,16-07-91,Donetsk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
18,18,Andriy Zadoyko,UKR,D,1.78,70,11-03-92,,Nyva Ternopil,Illichivets Mariupol,2010,Ukrainian
19,19,Ihor Tyshchenko,UKR,M,1.80,79,11-05-89,Vladivostok,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
21,21,Serhiy Yavorskyy,UKR,D,1.92,81,05-07-89,Donetsk,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
22,22,Artur Zapadnya,UKR,M,1.83,69,04-06-90,Pervomaisk,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
23,23,Ihor Bazhan,UKR,G,1.87,82,02-12-81,Kirovohrad,Metalist Kharkiv,Illichivets Mariupol,2010,Ukrainian
25,25,Vladyslav Nasybulin,UKR,M,1.73,62,06-07-89,Debaltsevo,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
26,26,Yehor Ivanov,UKR,F,1.84,75,30-08-91,,Vorskla Poltava-2,Illichivets Mariupol,2010,Ukrainian
27,27,Roman Khudchenko,UKR,D,1.83,70,12-10-90,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
28,28,Andriy Klyuchyk,UKR,M,1.88,83,14-02-90,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
29,29,Mykola Kobets,UKR,D,1.89,80,27-03-92,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
30,30,Mykyta Shevchenko,UKR,G,1.87,80,26-01-93,Horlivka,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
31,31,Serhiy Hubanov,UKR,D,1.72,65,14-10-93,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
33,33,Bohdan Shust,UKR,G,1.89,83,04-03-86,Sudovaya Vishnya,Shakhtar Donetsk,Illichivets Mariupol,2010,Ukrainian
35,35,Yuriy Pazyuk,UKR,M,1.74,63,13-07-91,,Metalurh Zaporizhya,Illichivets Mariupol,2010,Ukrainian
36,36,Artem Tyeryekhov,UKR,D,1.87,76,31-03-92,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
41,42,Yevhen Buravlov,UKR,M,1.76,72,05-02-91,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
42,44,Dmytro Skoblov,UKR,M,1.73,61,30-11-89,Mariupol,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
43,45,Yehor Kartushov,UKR,F,1.75,65,05-01-91,Saky,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
44,46,Anton Kicha,UKR,M,1.73,68,01-05-90,Dnipropetrovsk,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
45,47,Ruslan Romanov,UKR,F,1.85,78,02-02-89,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
46,50,Illya Lubashev,UKR,M,1.97,78,24-04-91,,Metalurh Donetsk,Illichivets Mariupol,2010,Ukrainian
47,51,Oleksandr Yatsenko,UKR,D,1.80,75,24-02-85,Kiev,Chernomorets Odessa,Illichivets Mariupol,2010,Ukrainian
48,53,Dmytro  Ryeznikov,UKR,D,1.80,76,18-01-91,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
49,69,Oleksiy Antonov,UKR,F,1.79,72,08-05-86,Dnipropetrovsk,Metalist Kharkiv,Illichivets Mariupol,2010,Ukrainian
50,70,Vladlen Yurchenko,UKR,F,1.79,64,22-01-94,Mykolaiv,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
51,74,Ivan Otrok,UKR,M,1.80,70,13-02-91,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
52,77,Artem Putivtsev,UKR,M,1.86,79,29-08-88,Kharkiv,Metalist Kharkiv,Illichivets Mariupol,2010,Ukrainian
53,80,Tornike Okriashvili,GEO,M,1.81,71,12-02-92,Tbilisi,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
54,82,Gediminas Paulauskas,LTU,D,1.89,78,27-10-82,Kupikis,Vetra,Illichivets Mariupol,2010,Ukrainian
55,87,Yaroslav Khomenko,UKR,G,1.88,78,22-05-91,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
56,90,Serhiy Semeno,UKR,G,1.83,81,06-03-90,,Illichivets Mariupol-2,Illichivets Mariupol,2010,Ukrainian
57,92,Pylyp Budkivskyy,UKR,F,1.94,78,10-03-92,Kiev,Shakhtar Donetsk-2,Illichivets Mariupol,2010,Ukrainian
2,2,Viktor Chumak,UKR,D,1.80,76,17-06-92,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
3,3,Yaroslav Kutsyaba,UKR,M,1.84,74,12-04-89,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
4,4,Ivan Miloević,SRB,D,1.91,84,03-11-84,Čačak,Mladost Lučani,Karpaty Lviv,2010,Ukrainian
7,7,Samson Godwin,NGA,M,1.78,73,11-11-83,Warri,GKS Katowice,Karpaty Lviv,2010,Ukrainian
8,8,Ihor Oshchypko,UKR,D,1.75,72,25-10-85,Serafince,Shakhtar Donetsk-2,Karpaty Lviv,2010,Ukrainian
9,9,Denis Kozhanov,UKR,F,1.72,69,13-06-87,Donetsk,Shakhtar Donetsk-2,Karpaty Lviv,2010,Ukrainian
10,10,Aleksandre  Guruli,GEO,M,1.79,73,09-11-85,Batumi,Lyon-Duchère,Karpaty Lviv,2010,Ukrainian
11,11,Sergei Zenjov,EST,F,1.83,70,20-04-89,Pärnu,TVMK,Karpaty Lviv,2010,Ukrainian
13,13,Oleksiy Omelchenko,UKR,F,1.87,74,20-06-89,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
14,14,Ostap Tolochko,UKR,M,1.72,62,07-06-93,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
15,15,Taras Petrivskyy,UKR,D,1.84,77,03-02-84,Stryi,Karpaty-2,Karpaty Lviv,2010,Ukrainian
16,16,Ihor Khudobyak,UKR,M,1.75,66,20-02-85,Ivano-Frankivsk,Spartak Ivano-Frankivsk,Karpaty Lviv,2010,Ukrainian
17,17,Oleh Holodyuk,UKR,M,1.77,70,02-01-88,Sobischytsi,Karpaty-2,Karpaty Lviv,2010,Ukrainian
18,18,Mykhaylo Kopolovets,UKR,M,1.71,68,29-01-84,Uzhgorod,Zakarpattya Uzhgorod,Karpaty Lviv,2010,Ukrainian
19,19,Yaroslav Martynyuk,UKR,M,1.82,81,20-02-89,Vinnytsia,Karpaty-2,Karpaty Lviv,2010,Ukrainian
20,20,Ostap Fostyak,UKR,F,1.89,68,16-01-91,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
21,21,Gregor Balaic,SVN,D,1.90,83,12-02-88,Murska Sobota,Gorica,Karpaty Lviv,2010,Ukrainian
22,22,Andriy Tlumak,UKR,G,1.88,75,07-03-79,Lviv,Zorya Luhansk,Karpaty Lviv,2010,Ukrainian
24,24,Roman Dankovych,UKR,G,1.80,74,28-12-92,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
25,25,Andriy Tkachuk,UKR,M,1.81,71,18-11-87,Zhytomyr,Karpaty-2,Karpaty Lviv,2010,Ukrainian
29,29,Lucas,ESP,M,1.80,78,10-09-88,La Coruña,Rayo Vallecano,Karpaty Lviv,2010,Ukrainian
31,31,Yaroslav Svorak,UKR,M,1.79,71,07-02-89,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
32,32,Martin  Bogatinov,MKD,G,1.89,80,26-04-86,Kratovo,Rabotnički Skopje,Karpaty Lviv,2010,Ukrainian
36,36,Volodymyr Hudyma,UKR,F,1.60,55,20-07-90,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
37,37,Ihor Tistyk,UKR,M,1.76,59,27-05-89,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
38,38,Oleh  Tarasenko,UKR,D,1.90,73,23-06-90,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
39,39,Mykola Zhovtyuk,UKR,D,1.82,66,21-05-92,Novohrad-Volynskyi,Karpaty-2,Karpaty Lviv,2010,Ukrainian
40,40,Pavlo  Hordiychuk,UKR,F,1.75,66,04-08-90,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
41,41,Stepan Hirskyy,UKR,D,1.78,63,08-01-91,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
42,43,Ihor Ozarkiv,UKR,M,1.76,69,21-01-92,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
43,44,Artem Fedetskyy,UKR,D,1.83,76,26-04-85,Novovolynsk,Shakhtar Donetsk,Karpaty Lviv,2010,Ukrainian
44,46,Oleh Bilyy,UKR,M,1.77,70,29-05-93,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
45,47,Valeriy  Doroshenko,UKR,D,1.78,68,01-01-92,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
46,48,Vitaliy Bilovus,UKR,M,1.73,70,17-02-91,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
47,49,Roman Botvynnyk,UKR,F,1.77,61,27-04-93,,Karpaty-2,Karpaty Lviv,2010,Ukrainian
