,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
5,5,Tobias Carlsson,SWE,D,1.90,87,25-02-75,Kalmar,Molde,Kalmar FF,2008,Swedish
6,6,Mikael Eklund,SWE,D,1.82,79,14-09-81,Falun,IK Brage,Kalmar FF,2008,Swedish
7,7,Jimmie Augustsson,SWE,M,1.74,75,13-04-81,Tyringe,Trelleborgs FF,Kalmar FF,2008,Swedish
8,8,Henrik Rydström,SWE,M,1.78,72,16-02-76,Karlskrona,Listerby IK,Kalmar FF,2008,Swedish
9,9,Stefan Larsson,SWE,D,1.83,79,21-01-83,Storfors,Degerfors IF,Kalmar FF,2008,Swedish
10,10,Patrik Ingelsten,SWE,F,1.78,78,25-01-82,Hillerstorp,Halmstads BK,Kalmar FF,2008,Swedish
11,11,Abiola Dauda,NGA,F,1.80,72,03-02-88,Lagos,Sölvesborgs GIF,Kalmar FF,2008,Swedish
12,12,Daniel Sobralense,BRA,M,1.73,67,10-02-83,Sobral,Fortaleza,Kalmar FF,2008,Swedish
13,13,David Elm,SWE,F,1.91,95,10-01-83,Johansfors,Falkenbergs FF,Kalmar FF,2008,Swedish
14,14,Patrik Rosengren,SWE,D,1.91,83,25-07-71,Sölvesborg,Mjällby AIF,Kalmar FF,2008,Swedish
16,16,Petter  Lennartsson,SWE,M,1.87,80,13-03-88,,Myresjö IF,Kalmar FF,2008,Swedish
17,17,Viktor  Elm,SWE,M,1.92,87,13-11-85,Kalmar,Falkenbergs FF,Kalmar FF,2008,Swedish
18,18,Rasmus Elm,SWE,M,1.84,75,17-03-88,Kalmar,Emmaboda IS,Kalmar FF,2008,Swedish
20,20,Erik  Israelsson,SWE,M,1.81,73,25-02-89,Kalmar,Lindsdals IF,Kalmar FF,2008,Swedish
21,21,Lasse Johansson,SWE,M,1.82,79,02-04-75,Virestad,GAIS,Kalmar FF,2008,Swedish
23,23,Mattias Johansson,SWE,D,1.71,64,16-02-92,Jönköping,IF Hallby,Kalmar FF,2008,Swedish
24,24,Robin Östlind,SWE,M,1.76,60,14-03-90,Alingsås,Allingsås IF,Kalmar FF,2008,Swedish
26,26,Emin Nouri,SWE,D,1.81,75,22-07-85,Kardzhali,Östers IF,Kalmar FF,2008,Swedish
27,27,Filip Jägerbrink,SWE,D,1.81,73,03-03-89,,Lindsdals IF,Kalmar FF,2008,Swedish
28,28,Marcel Sacramento,BRA,F,1.83,75,24-08-87,Salvador,Ceará,Kalmar FF,2008,Swedish
29,29,Hampus Bohman,SWE,M,1.74,68,12-06-92,,Aneby SK,Kalmar FF,2008,Swedish
30,30,Ludvig Öhman,SWE,D,1.89,80,09-10-91,Umeå,Sandåkerns SK,Kalmar FF,2008,Swedish
31,31,Marcus Mårtensson,SWE,F,1.83,73,23-04-90,,IFK Berga,Kalmar FF,2008,Swedish
32,32,Zlatan Azinović,SWE,G,1.82,80,31-01-88,Kalmar,Persnäs AIF,Kalmar FF,2008,Swedish
33,33,Etrit Berisha,ALB,G,1.94,92,10-03-89,Pritina,2 Korriku,Kalmar FF,2008,Swedish
1,1,Colin Burns,USA,G,1.93,93,30-06-82,"Newark, DE",KPV Kokkola,Ljungskile SK,2008,Swedish
2,2,Richard Jansson,SWE,D,1.83,78,19-07-84,,Nyköpings BIS,Ljungskile SK,2008,Swedish
3,3,Markus Senften,SWE,D,1.82,93,19-03-78,,Kristianstads FF,Ljungskile SK,2008,Swedish
4,4,Peter Hiir-Salakka,SWE,M,1.84,84,26-03-73,,Fässbergs IF,Ljungskile SK,2008,Swedish
5,5,Edwin Phiri,ZAM,D,1.76,75,17-09-83,,Örgryte IS,Ljungskile SK,2008,Swedish
6,6,Jon Lundblad,SWE,F,1.80,76,19-02-82,Örebro,Örebro SK,Ljungskile SK,2008,Swedish
8,8,Daniel Åkervall,SWE,M,1.86,82,23-05-82,,IF Sylvia,Ljungskile SK,2008,Swedish
9,9,Jörgen Wålermark,SWE,F,1.88,84,03-04-72,,AEL Limassol,Ljungskile SK,2008,Swedish
10,10,Martin Smedberg-Dalence,SWE,M,1.87,80,10-05-84,Norrköping,IFK Göteborg,Ljungskile SK,2008,Swedish
11,11,Robert Johansson,SWE,D,1.78,77,29-03-80,Uddevalla,AIK,Ljungskile SK,2008,Swedish
12,12,Niklas Lövgren,SWE,F,1.82,82,21-02-79,,Skärhamns IK,Ljungskile SK,2008,Swedish
13,13,Liridon Kalludra,SWE,M,1.70,68,05-11-91,Kosovska Mitrovica,IFK Uddevalla,Ljungskile SK,2008,Swedish
14,14,Anders Augustsson,SWE,M,1.79,81,04-03-75,,IK Brage,Ljungskile SK,2008,Swedish
15,15,Daryl Smylie,NIR,M,1.84,78,10-09-85,Portadown,Östersunds FK,Ljungskile SK,2008,Swedish
16,16,Etchu Tabe,USA,D,1.93,82,12-07-86,Buea,Georgia SW State Univ,Ljungskile SK,2008,Swedish
17,17,David Leinar,SWE,D,1.88,94,12-11-79,,Motala AIF,Ljungskile SK,2008,Swedish
18,18,Čedomir arković,SRB,D,1.83,83,31-07-82,,Spartak Subotica,Ljungskile SK,2008,Swedish
20,20,Damir Vitas,SRB,D,1.92,87,11-03-81,,NK  Medjimurje,Ljungskile SK,2008,Swedish
22,22,Pascal Kondaponi,NGA,F,1.86,86,16-12-80,Lagos,Desportivo das Aves,Ljungskile SK,2008,Swedish
24,24,Aleksandar Kitić,BIH,M,1.84,77,26-08-83,,Kozara Gradika,Ljungskile SK,2008,Swedish
26,26,Mathias Carlsson,SWE,M,1.87,74,10-01-89,,Herrestads AIF,Ljungskile SK,2008,Swedish
30,30,Michal Slawuta,POL,G,1.90,88,10-02-77,Częstochowa,FC Lahti,Ljungskile SK,2008,Swedish
35,35,Andreas Samuelsson,SWE,G,1.93,80,13-07-91,,Smögens IF,Ljungskile SK,2008,Swedish
1,1,Jonas Sandqvist,SWE,G,1.93,83,06-05-81,Landskrona,Landskrona  BoIS,Malmö FF,2008,Swedish
2,2,Ulrich Vinzents,DEN,D,1.76,80,04-11-76,Ringsted,Odense,Malmö FF,2008,Swedish
3,3,Robert Åhman-Persson,SWE,M,1.88,84,26-03-87,Uppsala,Viborg,Malmö FF,2008,Swedish
4,4,Jimmy Dixon,LBR,D,1.83,76,10-10-81,Tubmanburg,BK  Häcken,Malmö FF,2008,Swedish
5,5,Gabriel,BRA,D,1.90,73,20-08-83,São Paulo,Santo  André,Malmö FF,2008,Swedish
6,6,Markus Halsti,ISL,D,1.85,82,19-03-84,Helsinki,GAIS,Malmö FF,2008,Swedish
7,7,Anders Andersson,SWE,M,1.74,74,15-03-74,Tomelilla,Belenenses,Malmö FF,2008,Swedish
10,10,Rick Kruys,NED,M,1.77,71,09-05-85,Utrecht,FC Utrecht,Malmö FF,2008,Swedish
11,11,Jeffrey Aubynn,SWE,F,1.83,84,12-05-77,Gothenburg,Aalesund,Malmö FF,2008,Swedish
13,13,Babis  Stefanidis,SWE,M,1.80,71,08-03-81,Skellefteå,Helsingborgs IF,Malmö FF,2008,Swedish
14,14,Guillermo Molins,SWE,M,1.86,81,26-09-88,Montevideo,Kävlinge GIF,Malmö FF,2008,Swedish
15,15,Mike Jensen,DEN,M,1.76,75,19-02-88,Rødovre,Brøndby,Malmö FF,2008,Swedish
16,16,Christian Järdler,SWE,D,1.83,74,03-06-82,,Gençlerbirliği,Malmö FF,2008,Swedish
17,17,Joakim Nilsson,SWE,M,1.77,75,16-05-85,,Höllvikens GIF,Malmö FF,2008,Swedish
18,18,Edward Ofere,NGA,F,1.90,80,28-03-86,Enugu,Enugu  Rangers,Malmö FF,2008,Swedish
20,20,Ola  Toivonen,SWE,F,1.90,74,03-07-86,Degerfors,Örgryte IS,Malmö FF,2008,Swedish
21,21,Jimmy Tuoma,SWE,M,1.80,65,22-03-89,,BK Forward,Malmö FF,2008,Swedish
23,23,Labinot  Harbuzi,SWE,M,1.75,68,04-04-86,Allhelgona,Feyenoord,Malmö FF,2008,Swedish
24,24,Agon Mehmeti,SWE,F,1.82,72,20-11-89,Podujevo,IFK Malmö,Malmö FF,2008,Swedish
26,26,Jiloan Hamad,SWE,F,1.70,66,06-11-90,Baku,BK Forward,Malmö FF,2008,Swedish
29,29,Jasmin Sudic,SWE,D,1.88,80,24-11-90,Malmö,BK Olympic,Malmö FF,2008,Swedish
30,30,Daniel Andersson,SWE,M,1.78,78,28-08-77,Borgholm,Ancona,Malmö FF,2008,Swedish
31,31,Jonatan Johansson,FIN,F,1.84,80,16-08-75,Stockholm,Charlton  Ath,Malmö FF,2008,Swedish
35,35,Dejan Garaca,SWE,G,1.85,80,21-07-91,Örebro,BK Forward,Malmö FF,2008,Swedish
40,40,Duan Melichárek,CZE,G,1.96,92,29-11-83,Vykov,Mjällby AIF,Malmö FF,2008,Swedish
1,1,Sasa Sjanić,SWE,G,1.95,80,18-02-86,Sarajevo,Kalmar FF,IFK Norrköping,2008,Swedish
2,2,Anders Whass,SWE,D,1.87,85,16-03-81,Norrköping,IK Sleipner,IFK Norrköping,2008,Swedish
3,3,Richard Spong,SWE,D,1.82,75,23-09-83,Falun,Djurgårdens IF,IFK Norrköping,2008,Swedish
4,4,Djordje Mrdjanin,SRB,D,1.90,85,26-02-81,Novi Sad,Hajduk Kula,IFK Norrköping,2008,Swedish
5,5,Mikael Roth,SWE,D,1.83,80,08-07-86,Halmstad,Malmö FF,IFK Norrköping,2008,Swedish
7,7,Mikael Blomberg,SWE,M,1.75,80,23-10-74,Nyköping,Kalmar FF,IFK Norrköping,2008,Swedish
8,8,Kristoffer Arvhage,SWE,D,1.82,78,03-11-77,Borås,AIK,IFK Norrköping,2008,Swedish
10,10,Viktor Rönneklev,SWE,D,1.76,75,16-08-82,Jönköping,Husqvarna FF,IFK Norrköping,2008,Swedish
11,11,Russel Mwafulirwa,MWI,F,1.86,78,22-02-86,Zomba,Ajax Cape Town,IFK Norrköping,2008,Swedish
13,13,Eirik Dybendal,NOR,M,1.78,79,21-04-78,Kongsvinger,BK Häcken,IFK Norrköping,2008,Swedish
14,14,Daniel Bamberg,BRA,M,1.75,65,23-04-84,São Lourenço do Oeste,Fortaleza,IFK Norrköping,2008,Swedish
15,15,Armando Ibraković,SWE,D,1.79,82,23-10-88,Zenica,IF Sylvia,IFK Norrköping,2008,Swedish
16,16,Magnus Samuelsson,SWE,M,1.75,70,15-04-72,Norrköping,IF Elfsborg,IFK Norrköping,2008,Swedish
17,17,Gunnar  Thór Gunnarsson,ISL,D,1.83,81,04-10-85,,Hammarby IF,IFK Norrköping,2008,Swedish
19,19,Imad Khalili,SWE,F,1.80,75,03-04-87,Helsingborg,Helsingborgs IF,IFK Norrköping,2008,Swedish
20,20,Christopher Telo,SWE,D,1.72,69,04-11-89,Westminster,Kimstad GIF,IFK Norrköping,2008,Swedish
21,21,Thomas Magnusson,SWE,D,1.87,90,25-01-78,Helsingborg,Höllvikens GIF,IFK Norrköping,2008,Swedish
22,22,"Feliciano ""Felix"" Magro",SUI,M,1.83,77,02-02-79,Zürich,Djurgårdens  IF,IFK Norrköping,2008,Swedish
23,23,Riki Cakić,SWE,M,1.71,63,17-06-90,Banja Luka,IF Sylvia,IFK Norrköping,2008,Swedish
24,24,Kevin Amuneke,NGA,F,1.76,66,10-05-86,Lagos,CSKA Sofia,IFK Norrköping,2008,Swedish
25,25,Marcin Burkhardt,POL,M,1.86,80,25-09-83,Elbląg,Legia Warszawa,IFK Norrköping,2008,Swedish
26,26,Andreas Haglund,SWE,F,1.77,73,01-01-90,Bogotá,Visby IF Gute,IFK Norrköping,2008,Swedish
27,27,Nuredin Bakiu,SWE,G,1.93,88,19-01-82,Skopje,Nybro IF,IFK Norrköping,2008,Swedish
40,40,Anders Alé,SWE,G,1.93,90,08-12-67,Fagersta,Djurgårdens IF,IFK Norrköping,2008,Swedish
1,1,Peter Westman,SWE,G,1.85,86,12-07-72,Örnsköldsvik,Ludvika FK,Örebro SK,2008,Swedish
3,3,Bertin Ze Ndille,CMR,D,1.94,84,17-12-88,Yaoundé,Canon Yaoundé,Örebro SK,2008,Swedish
4,4,Magnus Wikström,SWE,D,1.95,93,07-12-77,Örebro,Gefle IF,Örebro SK,2008,Swedish
5,5,Per Johansson,SWE,D,1.85,78,06-04-89,Örebro,Djurgårdens IF,Örebro SK,2008,Swedish
6,6,Kim Olsen,DEN,F,1.93,86,11-02-79,Herning,Silkeborg,Örebro SK,2008,Swedish
7,7,Magnus Kihlberg,SWE,M,1.82,80,25-10-73,Örebro,Aalesund,Örebro SK,2008,Swedish
9,9,Patrik Anttonen,SWE,D,1.78,73,06-03-80,Örebro,BK Forward,Örebro SK,2008,Swedish
10,10,Robin Staaf,SWE,F,1.82,78,26-09-86,Helsingborg,Ramlösa Södra FF,Örebro SK,2008,Swedish
11,11,Stefan Rodevåg,SWE,F,1.83,78,11-06-80,Götene,Falkenbergs FF,Örebro SK,2008,Swedish
12,12,Yunus Ismail,SOM,F,1.83,72,14-09-85,,IK Franke,Örebro SK,2008,Swedish
13,13,Robert Walker,SWE,M,1.78,74,06-03-87,Örebro,GIF Sundsvall,Örebro SK,2008,Swedish
14,14,Glenn Holgersson,SWE,D,1.83,83,05-09-79,,Malmö FF,Örebro SK,2008,Swedish
15,15,Eric Bassomberg,CMR,M,1.81,78,02-11-83,,Les Astres,Örebro SK,2008,Swedish
16,16,Gustaf Lundholm,SWE,M,1.75,72,08-03-90,Örebro,ÖSK Ungdom,Örebro SK,2008,Swedish
18,18,Joakim Gren,SWE,D,1.83,76,01-05-86,,Mellringe Eker IF,Örebro SK,2008,Swedish
20,20,Samuel Wowoah,LBR,F,1.75,72,17-06-76,Buchanan,EN Paralimni,Örebro SK,2008,Swedish
21,21,Sebastian Henriksson,SWE,F,1.89,84,12-10-74,Degerfors,Odd,Örebro SK,2008,Swedish
22,22,James Frempong,SWE,M,1.72,63,11-01-89,,ÖSK Ungdom,Örebro SK,2008,Swedish
24,24,Stellan Carlsson,SWE,F,1.83,77,05-03-85,,BK Forward,Örebro SK,2008,Swedish
25,25,Nordin Gerzić,BIH,M,1.75,79,09-01-83,Gradika,Rynninge IK,Örebro SK,2008,Swedish
26,26,Michael Jidsjö,SWE,F,1.90,86,07-04-90,Örebro,Karlslund IF,Örebro SK,2008,Swedish
28,28,Oskar Johansson,SWE,D,1.91,86,27-12-90,Örebro,Karlslund IF,Örebro SK,2008,Swedish
30,30,Peter Rosendal,SWE,G,1.95,83,27-04-88,,Bullermyrens IK,Örebro SK,2008,Swedish
33,33,Roni Porokara,FIN,M,1.85,85,12-12-83,Helsinki,FC Honka,Örebro SK,2008,Swedish
41,82,John Alvbåge,SWE,G,1.87,88,10-08-82,Gothenburg,Viborg,Örebro SK,2008,Swedish
42,100,Fredrik Nordback,ISL,M,1.82,79,20-03-79,Hangö,Hangö IK,Örebro SK,2008,Swedish
1,1,Fredrik Sundfors,SWE,G,1.84,85,08-08-71,Härnösand,IK Sirius,GIF Sundsvall,2008,Swedish
2,2,Abubaker Tabula,UGA,D,1.76,70,12-06-80,,APR FC,GIF Sundsvall,2008,Swedish
4,4,Sverrir Garðarsson,ISL,D,1.89,86,15-09-84,Reykjavik,FH Hafnarfjarðar,GIF Sundsvall,2008,Swedish
5,5,Billy Berntsson,SWE,D,1.80,79,06-01-84,Karlshamn,Falkenbergs FF,GIF Sundsvall,2008,Swedish
6,6,Stefan Ålander,SWE,D,1.84,80,25-04-83,Sundsvall,IFK Timrå,GIF Sundsvall,2008,Swedish
8,8,Robert Mambo Mumba,KEN,M,1.85,75,25-10-78,Mombasa,BK Häcken,GIF Sundsvall,2008,Swedish
9,9,Tobias Eriksson,SWE,M,1.78,70,19-03-85,Ljusdal,Ljusdals IF,GIF Sundsvall,2008,Swedish
11,11,Ari Skúlason,ISL,M,1.75,70,14-05-87,Reykjavik,BK Häcken,GIF Sundsvall,2008,Swedish
13,13,Benny Mattsson,SWE,F,1.73,83,05-08-78,Sundsvall,Gefle IF,GIF Sundsvall,2008,Swedish
14,14,Christian Söderberg,SWE,D,1.75,78,15-04-85,Kumla,Helsingborgs IF,GIF Sundsvall,2008,Swedish
15,15,Johan Patriksson,SWE,F,1.74,74,28-05-82,Uddevalla,Ljungskile SK,GIF Sundsvall,2008,Swedish
16,16,Joel Cedergren,SWE,M,1.88,80,22-07-74,Västerås,Sogndal,GIF Sundsvall,2008,Swedish
18,18,Linus Hallenius,SWE,F,1.85,75,01-04-89,Sundsvall,None,GIF Sundsvall,2008,Swedish
19,19,Hannes Sigurðsson,ISL,F,1.89,89,10-04-83,Reykjavik,Viking,GIF Sundsvall,2008,Swedish
20,20,Andreas Lindberg,SWE,G,1.92,88,14-12-80,Stockholm,IFK Norrköping,GIF Sundsvall,2008,Swedish
21,21,Magnus Powell,SWE,F,1.80,84,28-10-74,Gävle,Lyn,GIF Sundsvall,2008,Swedish
22,22,Anton Andersson,SWE,M,1.86,80,15-09-87,Luleå,IFK Luleå,GIF Sundsvall,2008,Swedish
23,23,Erkan Saglik,SWE,D,1.87,85,19-08-85,Gothenburg,Västra Frölunda,GIF Sundsvall,2008,Swedish
24,24,Kali Ongala,TAN,M,1.86,76,31-08-79,London,Väsby United,GIF Sundsvall,2008,Swedish
25,25,Nuri Mustafi,MKD,M,1.85,78,16-03-83,Semsovo,PoPa,GIF Sundsvall,2008,Swedish
27,27,Kristian Ek,SWE,D,,,18-06-89,Sundsvall,None,GIF Sundsvall,2008,Swedish
1,1,Fredrik Persson,SWE,G,1.86,100,20-02-83,Kevlinge,Staffanstorp GIF,Trelleborgs FF,2008,Swedish
2,2,Jens Sloth,SWE,D,1.86,83,09-09-82,,Östra Torp GIF,Trelleborgs FF,2008,Swedish
3,3,Dennis Melander,SWE,D,1.75,72,19-01-83,,None,Trelleborgs FF,2008,Swedish
4,4,Kristian Haynes,SWE,M,1.80,75,20-12-80,Malmö,AIK,Trelleborgs FF,2008,Swedish
5,5,Mikael Bengtsson,SWE,D,1.86,79,05-12-81,Malmö,BK Näset,Trelleborgs FF,2008,Swedish
7,7,Mattias Thylander,SWE,M,1.83,80,22-10-74,,Silkeborg,Trelleborgs FF,2008,Swedish
8,8,Hasan Cetinkaya,SWE,M,1.79,81,27-01-77,,Jönköping Södra,Trelleborgs FF,2008,Swedish
10,10,Erik Sundin,SWE,M,1.72,67,01-03-79,Stockholm,Assyriska FF,Trelleborgs FF,2008,Swedish
11,11,Olcay Senoglu,DEN,F,1.77,74,10-05-84,,Køge,Trelleborgs FF,2008,Swedish
13,13,Fredrik Jensen,SWE,F,1.84,84,13-06-85,,Höörs IS,Trelleborgs FF,2008,Swedish
15,15,Emil Mårtensson,SWE,M,1.85,81,09-01-85,Trelleborg,Anderslöv Boik,Trelleborgs FF,2008,Swedish
16,16,Rasmus Östman,SWE,M,1.86,83,01-03-88,Örebro,BK Forward,Trelleborgs FF,2008,Swedish
17,17,Thommie Persson,SWE,D,1.85,76,04-08-84,,Malmö FF,Trelleborgs FF,2008,Swedish
18,18,Michael Mensah,GHA,F,1.87,86,05-07-81,,Rakuunat,Trelleborgs FF,2008,Swedish
20,20,Yousef Fakhro,SWE,D,1.84,83,03-05-83,,None,Trelleborgs FF,2008,Swedish
21,21,Magnus Andersson,SWE,F,1.81,78,27-04-81,,Halmstads BK,Trelleborgs FF,2008,Swedish
22,22,Jonas Bjurström,SWE,M,1.77,77,24-03-79,,Esbjerg,Trelleborgs FF,2008,Swedish
23,23,Max Fuxberg,SWE,D,1.79,75,23-07-85,,Bunkeflo IF,Trelleborgs FF,2008,Swedish
24,24,Andreas Drugge,SWE,F,1.85,87,20-01-83,Borås,Degerfors IF,Trelleborgs FF,2008,Swedish
25,25,Rasmus Bengtsson,SWE,D,1.86,80,26-06-86,Malmö,Malmö FF,Trelleborgs FF,2008,Swedish
26,26,Jetullah Bathiri,SWE,F,1.77,72,30-01-88,,None,Trelleborgs FF,2008,Swedish
27,27,Paulino Tavares,POR,M,1.73,75,10-12-84,Lisbon,Villemomble,Trelleborgs FF,2008,Swedish
28,28,Fisnik Shala,SWE,F,1.84,81,16-01-89,,None,Trelleborgs FF,2008,Swedish
29,29,Mattias Andersson,SWE,D,1.96,86,09-02-89,,Glemmingebro IF,Trelleborgs FF,2008,Swedish
30,30,Carl Wachtmeister,SWE,G,1.83,79,23-06-89,,Lunds BK,Trelleborgs FF,2008,Swedish
31,31,Viktor Noring,SWE,G,1.94,90,03-02-91,Malmö,Husie IF,Trelleborgs FF,2008,Swedish
32,32,Marcus Sahlman,SWE,G,1.98,89,02-01-85,Halmstad,Halmstads BK,Trelleborgs FF,2008,Swedish
33,33,Mattias Nylund,SWE,D,1.82,77,23-09-80,Sundsvall,Aalesund,Trelleborgs FF,2008,Swedish
