,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
25,25,Yussuf Saleh,ETH,M,1.76,65,22-03-84,Solna,Vasalunds IF,AIK,2008,Swedish
26,26,Daniel Mendes,BRA,F,1.75,73,18-01-81,São Paulo,Degerfors IF,AIK,2008,Swedish
29,29,Gabriel Özkan,SWE,M,1.77,69,23-05-86,Stockholm,IF  Brommapojkarna,AIK,2008,Swedish
41,76,Lee Baxter,SWE,G,1.87,87,17-06-76,Helsingborg,Landskrona BoIS,AIK,2008,Swedish
2,2,Philip Hellquist,SWE,M,1.76,72,21-05-91,Stockholm,None,Djurgĺrdens IF,2008,Swedish
4,4,Patrik Haginge,SWE,D,1.83,74,02-04-85,Örebro,Örebro SK,Djurgĺrdens IF,2008,Swedish
6,6,Toni Kuivasto,FIN,D,1.87,83,31-12-75,Tampere,Viking,Djurgĺrdens IF,2008,Swedish
7,7,Prince Ikpe Ekong,NGA,M,1.79,76,25-10-78,Lagos,GAIS,Djurgĺrdens IF,2008,Swedish
8,8,Jan Tauer,GER,M,1.88,84,26-08-83,Düsseldorf,Eintracht Braunschweig,Djurgĺrdens IF,2008,Swedish
9,9,Jones Kusi-Asare,SWE,F,1.78,75,21-05-80,,Landskrona BoIS,Djurgĺrdens IF,2008,Swedish
10,10,Enrico,BRA,M,1.76,70,04-05-84,Belo Horizonte,Atlético  Mineiro,Djurgĺrdens IF,2008,Swedish
11,11,Daniel Sjölund,FIN,M,1.78,80,22-04-83,Mariehamn,IFK  Mariehamn,Djurgĺrdens IF,2008,Swedish
12,12,Mattias  Jonson,SWE,F,1.79,78,16-01-74,Gothenburg,Norwich  C,Djurgĺrdens IF,2008,Swedish
14,14,Kebba Ceesay,SWE,D,1.77,76,14-11-87,Bakau,IK Brage,Djurgĺrdens IF,2008,Swedish
15,15,Pa Dembo Touray,GAM,G,1.98,105,31-03-80,Banjul,Vålerenga,Djurgĺrdens IF,2008,Swedish
16,16,Markus Johannesson,SWE,M,1.85,84,29-05-75,Rölanda,Örgryte IS,Djurgĺrdens IF,2008,Swedish
18,18,Mikael Dahlberg,SWE,F,1.92,87,16-03-85,Umeå,GIF Sundsvall,Djurgĺrdens IF,2008,Swedish
19,19,Quirino,BRA,F,1.83,79,04-01-85,Belo Horizonte,Atlético Mineiro,Djurgĺrdens IF,2008,Swedish
20,20,Martin Andersson,SWE,M,1.77,75,09-05-82,,Enköpings SK,Djurgĺrdens IF,2008,Swedish
21,21,Kristian Junegard,SWE,F,1.78,74,07-09-89,,None,Djurgĺrdens IF,2008,Swedish
22,22,Andrej Komac,SVN,M,1.76,72,04-12-79,Nova Gorica,Gorica,Djurgĺrdens IF,2008,Swedish
23,23,Lance Davids,RSA,M,1.76,73,11-04-85,Cape Town,1860 Munich,Djurgĺrdens IF,2008,Swedish
24,24,Peter Magnusson,SWE,D,1.91,83,16-07-84,,Vasalunds IF,Djurgĺrdens IF,2008,Swedish
25,25,Sebastian Rajalakso,SWE,M,1.86,81,23-09-88,Enköping,Enköpings SK,Djurgĺrdens IF,2008,Swedish
27,27,Johan Oremo,SWE,F,1.86,78,24-10-86,Söderhamn,Gefle IF,Djurgĺrdens IF,2008,Swedish
28,28,Kristoffer Näfver,SWE,M,1.79,69,28-03-86,,Örebro SK,Djurgĺrdens IF,2008,Swedish
29,29,Aki Riihilahti,FIN,M,1.85,84,09-09-76,Helsinki,Kaiserslautern,Djurgĺrdens IF,2008,Swedish
30,30,Oskar Wahlström,SWE,G,1.98,95,16-08-76,Bie,Västerås SK,Djurgĺrdens IF,2008,Swedish
31,31,Niklas Pentillä,SWE,M,1.89,82,06-01-91,,Fagersta Södra IK,Djurgĺrdens IF,2008,Swedish
35,35,Tommi Vaiho,SWE,G,1.89,89,13-09-88,Stockholm,IF Brommapojkarna,Djurgĺrdens IF,2008,Swedish
1,1,Abbas Hassan,SWE,G,1.97,97,10-05-85,Monrovia,Arvidstorp  IK,IF Elfsborg,2008,Swedish
2,2,Mathias Florén,SWE,D,1.79,80,11-08-76,Söderhamn,FC Groningen,IF Elfsborg,2008,Swedish
3,3,Johan Sjöberg,SWE,D,1.85,80,14-11-80,Borås,Mariedals IK,IF Elfsborg,2008,Swedish
4,4,Johan Karlsson,SWE,D,1.76,83,06-04-75,Linköping,Åtvidabergs FF,IF Elfsborg,2008,Swedish
5,5,Martin Andersson,SWE,D,1.88,84,16-01-81,Arentorp,Arenstorps SK,IF Elfsborg,2008,Swedish
6,6,Helgi Daníelsson,ISL,M,1.86,76,13-07-81,Reykjavik,Östers IF,IF Elfsborg,2008,Swedish
7,7,Jari Ilola,FIN,M,1.86,79,24-11-78,Oulu,HJK Helsinki,IF Elfsborg,2008,Swedish
8,8,Anders Svensson,SWE,M,1.80,78,17-07-76,Elfsborg,Southampton,IF Elfsborg,2008,Swedish
9,9,Lasse Nilsson,SWE,F,1.80,70,03-01-82,Borlänge,St-Etienne,IF Elfsborg,2008,Swedish
10,10,Denni Avdić,SWE,F,1.90,80,05-09-88,Huskvarna,Brøndby,IF Elfsborg,2008,Swedish
11,11,Daniel Mobaeck,SWE,M,1.84,79,22-05-80,Åtvidaberg,Kalmar FF,IF Elfsborg,2008,Swedish
12,12,Joakim Sjöhage,SWE,F,1.84,72,27-09-86,Målsryd,Brann,IF Elfsborg,2008,Swedish
14,14,Jesper Florén,SWE,M,1.78,74,11-09-90,Örebro,Ajax,IF Elfsborg,2008,Swedish
15,15,Teddy Lučić,SWE,D,1.80,80,15-04-73,Biskopsgården,BK Häcken,IF Elfsborg,2008,Swedish
16,16,Daniel Nordmark,SWE,M,1.83,66,04-01-88,Lidköping,IF Heimer,IF Elfsborg,2008,Swedish
17,17,James  Keene,ENG,F,1.79,74,26-12-85,Wells,Portsmouth,IF Elfsborg,2008,Swedish
18,18,Fredrik Berglund,SWE,F,1.77,82,21-03-79,Borås,FC København,IF Elfsborg,2008,Swedish
20,20,Emir  Bajrami,SWE,M,1.78,77,07-03-88,Pritina,Köpings  FF,IF Elfsborg,2008,Swedish
21,21,Henrik Svedberg,SWE,F,1.85,81,19-05-88,,Borås AIK,IF Elfsborg,2008,Swedish
22,22,Andreas Augustsson,SWE,D,1.84,81,26-11-76,Häljarp,Sandefjord,IF Elfsborg,2008,Swedish
23,23,Viktor Adebahr,SWE,M,1.79,80,24-03-89,,Herrestad,IF Elfsborg,2008,Swedish
24,24,Stefan Ishizaki,SWE,M,1.80,76,15-05-82,Stockholm,Vålerenga,IF Elfsborg,2008,Swedish
25,25,Elmin Kurbegović,SWE,M,1.87,80,03-06-87,Kotor Varo,None,IF Elfsborg,2008,Swedish
26,26,Victor Sköld,SWE,F,1.80,77,31-07-89,Kalmar,Holmalunds IF,IF Elfsborg,2008,Swedish
27,27,Markus Falk-Olander,SWE,D,1.81,84,21-05-87,Ödeshög,Ödeshögs  IK,IF Elfsborg,2008,Swedish
28,28,Marcus Översjö,SWE,D,1.87,82,07-02-89,,None,IF Elfsborg,2008,Swedish
30,30,Johan Wiland,SWE,G,1.88,78,24-01-81,Borås,Rydboholms SK,IF Elfsborg,2008,Swedish
31,31,Jesper Hansen,SWE,G,1.91,90,30-11-86,,Dalsjöfors GoIF,IF Elfsborg,2008,Swedish
1,1,Dime Jankulovski,SWE,G,1.87,89,18-09-77,Gothenburg,IFK Norrköping,GAIS,2008,Swedish
2,2,Richard Ekunde,COD,D,1.76,72,04-08-82,Kinshasa,Åtvidabergs FF,GAIS,2008,Swedish
3,3,Andreas Tobiasson,SWE,D,1.86,85,14-12-83,,Jonsereds IF,GAIS,2008,Swedish
5,5,Bobbie Friberg Da Cruz,SWE,D,1.87,77,16-02-82,Gothenburg,IF Stendy,GAIS,2008,Swedish
6,6,Reuben Ayarna,GHA,M,1.78,73,22-10-85,Accra,Boston College,GAIS,2008,Swedish
7,7,Jonas Lundén,SWE,D,1.79,75,27-12-80,Borlänge,IF Elfsborg,GAIS,2008,Swedish
10,10,Daniel Morais Reis,BRA,F,1.89,79,12-05-86,Belo Horizonte,América Mineiro,GAIS,2008,Swedish
11,11,Tommy Lycén,SWE,M,1.75,70,10-10-81,Rångedala,IF Brommapojkarna,GAIS,2008,Swedish
14,14,Daniel Nicklasson,SWE,M,1.75,70,23-04-81,Hässleholm,Mjällby AIF,GAIS,2008,Swedish
15,15,Fredrik Lundgren,SWE,M,1.87,76,26-10-79,,Torslanda IK,GAIS,2008,Swedish
16,16,David Durmaz,SWE,D,1.77,75,21-12-81,,Assyriska FF,GAIS,2008,Swedish
17,17,Johan Mårtensson,SWE,M,,,01-04-89,,Ulvåkers IF,GAIS,2008,Swedish
19,19,Levon Pachajyan,ARM,M,1.71,70,23-09-83,Yerevan,Pyunik,GAIS,2008,Swedish
20,20,Kenneth Gustavsson,SWE,D,1.84,80,15-09-83,,IFK Hindås,GAIS,2008,Swedish
22,22,Björn Andersson,SWE,D,1.91,90,13-02-82,Fåglum,Qviding FIF,GAIS,2008,Swedish
23,23,Eyjólfur Héðinsson,ISL,M,1.85,77,01-01-85,Reykjavik,ÍR,GAIS,2008,Swedish
25,25,Wanderson do  Carmo,BRA,M,1.80,75,18-02-86,Baturité,River AC,GAIS,2008,Swedish
27,27,Mervan Celik,SWE,M,1.77,68,26-05-90,Gothenburg,BK Häcken,GAIS,2008,Swedish
28,28,Pablo Campos,BRA,F,1.88,88,29-11-83,Rio de Janeiro,Fresno Fuego,GAIS,2008,Swedish
29,29,Matão,BRA,F,,,26-03-86,Jaboticabal,São José,GAIS,2008,Swedish
30,30,Axel Wibrån,SWE,G,1.93,94,09-09-85,,Örgryte  IS,GAIS,2008,Swedish
31,31,Emir Yazvin,SWE,G,1.91,83,23-09-89,,Dalen KFF,GAIS,2008,Swedish
1,1,Mattias Hugosson,SWE,G,1.90,88,24-01-74,,Forsbacka IK,Gefle IF,2008,Swedish
2,2,Thomas Hedlund,SWE,D,1.87,92,07-01-73,,Söderhamns FF,Gefle IF,2008,Swedish
3,3,Daniel Theorin,SWE,D,1.92,84,04-08-83,Härnösand,Malmö FF,Gefle IF,2008,Swedish
4,4,André Grim,SWE,D,1.89,82,09-06-83,,IFK Timrå,Gefle IF,2008,Swedish
5,5,Andreas Revahl,SWE,D,1.81,73,15-05-78,,IFK Gävle,Gefle IF,2008,Swedish
6,6,Anders Wikström,SWE,D,1.81,82,14-12-81,Gävle,Brynäs IF,Gefle IF,2008,Swedish
7,7,Ryan Raybould,USA,D,1.80,70,30-05-83,Leawood,Sandvikens IF,Gefle IF,2008,Swedish
8,8,Johannes Ericsson,SWE,M,1.83,78,11-07-76,,Brynäs IF,Gefle IF,2008,Swedish
9,9,Jonathan  Hellström,SWE,D,1.81,78,09-08-88,,None,Gefle IF,2008,Swedish
10,10,Yannick  Bapupa-Ngabu,COD,M,1.79,75,21-01-82,Kinshasa,Åtvidabergs FF,Gefle IF,2008,Swedish
11,11,Johan Claesson,SWE,M,1.78,71,12-08-81,Uppsala,IK Sirius,Gefle IF,2008,Swedish
12,12,Daniel Bernhardsson,SWE,M,1.82,77,31-01-78,Årsunda,Gamla Hammarby IF,Gefle IF,2008,Swedish
13,13,Hasse Berggren,SWE,F,1.87,88,18-02-73,,BK Häcken,Gefle IF,2008,Swedish
14,14,Mathias Woxlin,SWE,M,1.75,77,10-02-72,Sandviken,Locarno,Gefle IF,2008,Swedish
15,15,Amadou Jawo,SWE,F,1.75,71,26-09-84,Banjul,Vallentuna BK,Gefle IF,2008,Swedish
16,16,Alexander Gerndt,SWE,F,1.85,77,14-07-86,Visby,IK Sirius,Gefle IF,2008,Swedish
17,17,Jonas Lantto,SWE,M,1.69,68,22-05-87,Kiruna,Kiruna FF,Gefle IF,2008,Swedish
18,18,Andreas Dahlén,SWE,D,1.81,75,11-12-82,Gävle,Umeå FC,Gefle IF,2008,Swedish
19,19,Marcus Hansson,SWE,D,1.86,83,12-02-90,Hille,Brynäs IF,Gefle IF,2008,Swedish
20,20,Daniel Westlin,SWE,F,1.82,83,24-01-80,,IFK Göteborg,Gefle IF,2008,Swedish
21,21,Tomas Gonzáles,SWE,M,1.73,71,08-06-90,,IK Sätra,Gefle IF,2008,Swedish
22,22,Martin  Sundström,SWE,G,1.78,79,30-06-86,,Hedesunda IF,Gefle IF,2008,Swedish
23,23,Peter Bergqvist,SWE,G,1.85,87,27-08-74,,Sandvikens IF,Gefle IF,2008,Swedish
24,24,Yussif Chibsah,GHA,M,1.78,68,30-12-83,Accra,Hapoel Nazareth Illit,Gefle IF,2008,Swedish
1,1,Kim Christensen,DEN,G,1.85,81,16-07-79,Fredericia,FC Nordsjælland,IFK Göteborg,2008,Swedish
2,2,Sebastian Eriksson,SWE,D,1.85,72,31-01-89,Gothenburg,Åsebro IF,IFK Göteborg,2008,Swedish
3,3,Nicklas Carlsson,SWE,D,1.82,81,13-11-79,Stockholm,AIK,IFK Göteborg,2008,Swedish
5,5,Mattias Bjärsmyr,SWE,M,1.86,83,03-01-86,Hestra,Husqvarna FF,IFK Göteborg,2008,Swedish
6,6,Adam Johansson,SWE,D,1.82,76,21-02-83,Jönköping,Kungsladugård,IFK Göteborg,2008,Swedish
7,7,Tobias Hysén,SWE,M,1.80,82,09-03-82,Gothenburg,Sunderland,IFK Göteborg,2008,Swedish
8,8,Thomas Olsson,SWE,M,1.79,80,15-02-76,Åtvidaberg,Malmö  FF,IFK Göteborg,2008,Swedish
9,9,Stefan Selakovic,SWE,F,1.79,80,09-01-77,Varberg,SC Heerenveen,IFK Göteborg,2008,Swedish
10,10,Niclas Alexandersson,SWE,M,1.81,76,29-12-71,Halmstad,Everton,IFK Göteborg,2008,Swedish
12,12,David Stenman,SWE,G,1.86,84,08-10-88,Smögen,Kungshamns IF,IFK Göteborg,2008,Swedish
13,13,Gustav  Svensson,SWE,D,1.83,80,07-02-87,Gothenburg,None,IFK Göteborg,2008,Swedish
14,14,Hjálmar Jónsson,ISL,D,1.82,77,29-07-80,Egilsstaðir,Keflavík,IFK Göteborg,2008,Swedish
15,15,Jakob Johansson,SWE,M,1.87,86,21-06-90,Trollhättan,FC Trollhättan,IFK Göteborg,2008,Swedish
16,16,Erik Lund,SWE,D,1.86,76,06-11-88,Gothenburg,Aston Villa,IFK Göteborg,2008,Swedish
17,17,Daniel Alexandersson,SWE,F,1.83,76,03-12-78,Halmstad,IF Elfsborg,IFK Göteborg,2008,Swedish
18,18,Jonas Wallerstedt,SWE,F,1.80,83,18-03-78,Linköping,GIF  Sundsvall,IFK Göteborg,2008,Swedish
19,19,Pontus  Wernbloom,SWE,M,1.87,87,25-06-86,Kungälv,IK  Kongahälla,IFK Göteborg,2008,Swedish
22,22,Ragnar Sigurðsson,ISL,D,1.87,90,19-06-86,Reykjavík,Fylkir,IFK Göteborg,2008,Swedish
23,23,Oskar Gustafsson,SWE,D,1.83,70,22-02-88,Gothenburg,None,IFK Göteborg,2008,Swedish
24,24,Jonatan  Berg,SWE,M,1.79,75,09-05-85,Torsby,Torsby IF,IFK Göteborg,2008,Swedish
25,25,Erik Dahlin,SWE,G,1.86,83,28-04-89,Trollhättan,FC Trollhättan,IFK Göteborg,2008,Swedish
26,26,Ali Ahmed Selim,SWE,M,1.74,67,01-07-90,,IF Stendy,IFK Göteborg,2008,Swedish
27,27,William Atashkadeh,SWE,F,1.80,80,12-04-92,Gothenburg,Azalea BK,IFK Göteborg,2008,Swedish
28,28,Niklas Bärkroth,SWE,F,1.71,70,19-01-92,Gothenburg,Balltorps FF,IFK Göteborg,2008,Swedish
29,29,Robin Söder,SWE,F,,,01-04-91,Ellös,Stenungsunds IF,IFK Göteborg,2008,Swedish
1,1,Conny Johansson,SWE,G,1.86,80,17-07-71,,Laholms FK,Halmstads BK,2008,Swedish
2,2,Per Johansson,SWE,D,1.87,81,06-05-78,,GAIS,Halmstads BK,2008,Swedish
3,3,Jesper Westerberg,SWE,D,1.83,80,01-02-86,Kristianstad,IFK Hässleholm,Halmstads BK,2008,Swedish
4,4,Tommy Jönsson,SWE,D,1.85,84,04-03-76,,Malmö FF,Halmstads BK,2008,Swedish
5,5,Markus Gustafson,SWE,D,1.86,82,12-08-87,,BK Forward,Halmstads BK,2008,Swedish
6,6,Mikael  Rosén,SWE,D,1.86,81,15-08-74,,Viborg  FF,Halmstads BK,2008,Swedish
7,7,Michael Görlitz,GER,M,1.72,68,08-03-87,Nuremberg,Bayern Munich II,Halmstads BK,2008,Swedish
8,8,Ajsel  Kujovic,SWE,F,1.96,93,01-03-86,Bijelo  Polje,Feyenoord,Halmstads BK,2008,Swedish
9,9,Emir Kujović,SWE,F,1.94,94,22-06-88,Bijelo Polje,Falkenbergs FF,Halmstads BK,2008,Swedish
10,10,Magnus  Arvidsson,SWE,F,1.75,72,12-02-73,Angelholm,Hansa Rostock,Halmstads BK,2008,Swedish
11,11,Alexander Prent,NED,F,1.86,80,25-05-83,Utrecht,NEC Nijmegen,Halmstads BK,2008,Swedish
12,12,Tomas  virgdauskas,LTU,D,1.87,86,18-05-75,Trakai,Widzew Łódź,Halmstads BK,2008,Swedish
13,13,Andreas Johansson,SWE,M,1.84,72,10-03-82,Halmstad,None,Halmstads BK,2008,Swedish
14,14,Anselmo,BRA,F,1.82,76,24-10-80,Rio de Janeiro,Boavista-RJ,Halmstads BK,2008,Swedish
15,15,Joe Sise,SWE,M,1.92,82,12-12-89,Halmstad,Snöstorp Nyhem FF,Halmstads BK,2008,Swedish
16,16,Tim  Sparv,FIN,M,1.94,86,20-02-87,Vaasa,Southampton,Halmstads BK,2008,Swedish
18,18,Marcus Olsson,SWE,M,1.80,68,17-05-88,,Högaborgs BK,Halmstads BK,2008,Swedish
19,19,Daniel Johansson,SWE,D,1.82,77,28-07-87,Lund,Stafsinge IF,Halmstads BK,2008,Swedish
20,20,Magnus Bahne,FIN,G,1.88,93,15-03-79,Kaarina,Inter Turku,Halmstads BK,2008,Swedish
21,21,Anel Raskaj,SWE,M,1.80,69,19-08-89,Prizren,None,Halmstads BK,2008,Swedish
22,22,Karl-Johan Johnsson,SWE,G,1.87,83,28-01-90,Ränneslöv,None,Halmstads BK,2008,Swedish
23,23,Emil Jensen,SWE,D,1.75,77,19-06-79,,None,Halmstads BK,2008,Swedish
24,24,Sebastian Johansson,SWE,M,1.78,76,04-09-80,Ulricehamn,Malatyaspor,Halmstads BK,2008,Swedish
1,1,Rami Shaaban,SWE,G,1.94,91,30-06-75,Stockholm,Fredrikstad,Hammarby IF,2008,Swedish
2,2,David Johansson,SWE,D,1.77,74,28-05-82,Skövde,Tidaholms  GIF,Hammarby IF,2008,Swedish
3,3,José  Monteiro,SWE,D,1.85,74,02-06-82,Algiers,FoC Farsta,Hammarby IF,2008,Swedish
4,4,Christian  Traoré,DEN,D,1.80,80,18-04-82,Hvidovre,FC Midtjylland,Hammarby IF,2008,Swedish
5,5,Emil Johansson,SWE,D,1.72,67,11-08-86,Karlskoga,Degerfors IF,Hammarby IF,2008,Swedish
6,6,Louay Chanko,SYR,M,1.73,70,29-11-79,Södertälje,AEK,Hammarby IF,2008,Swedish
7,7,Süleyman Sleyman,SWE,D,1.78,81,28-12-79,Södertälje,Syrianska IF,Hammarby IF,2008,Swedish
8,8,Olof Guterstam,SWE,F,1.88,83,04-01-83,Stockholm,IF Brommapojkarna,Hammarby IF,2008,Swedish
10,10,Charlie Davies,USA,F,1.78,74,25-06-86,"Manchester, NH",Boston College,Hammarby IF,2008,Swedish
11,11,Freddy Söderberg,SWE,F,1.85,80,11-07-84,Värnamo,IFK Värnamo,Hammarby IF,2008,Swedish
13,13,Isak  Dahlin,SWE,D,1.85,78,26-06-87,,Spånga IS,Hammarby IF,2008,Swedish
14,14,Mikkel Jensen,DEN,M,1.82,77,06-01-77,Værløse,FC Midtjylland,Hammarby IF,2008,Swedish
15,15,Nathan Paulse,RSA,F,1.90,84,07-04-82,Cape Town,Ajax Cape Town,Hammarby IF,2008,Swedish
16,16,Fredrik Söderström,SWE,M,1.77,73,30-01-73,Ludovica,Lanzarote,Hammarby IF,2008,Swedish
17,17,Erkan Zengin,SWE,M,1.80,72,05-08-85,Fittja,Norsborgs IF,Hammarby IF,2008,Swedish
18,18,Haris Laitinen,SWE,M,1.72,73,05-12-84,Stockholm,Spårvägens FF,Hammarby IF,2008,Swedish
20,20,Alagie Sosseh,GAM,F,1.91,91,21-07-86,Stockholm,Spårvägens FF,Hammarby IF,2008,Swedish
21,21,Kléber Saarenpää,SWE,D,1.79,83,14-12-75,Stockholm,Vejle,Hammarby IF,2008,Swedish
22,22,Sebastian  Castro-Tello,SWE,M,1.80,83,14-03-87,Stockholm,Hammarby TFF,Hammarby IF,2008,Swedish
23,23,Christer Gustafsson,SWE,M,1.80,80,31-03-87,Stockholm,Hammarby TFF,Hammarby IF,2008,Swedish
24,24,Erland Hellström,SWE,G,1.90,87,16-12-80,Kaiserslautern,Assyriska FF,Hammarby IF,2008,Swedish
25,25,Fadi Malke,SWE,D,1.77,73,13-01-86,,Topkapi,Hammarby IF,2008,Swedish
26,26,Simon Helg,SWE,F,1.77,72,10-04-90,Eskilstuna,IFK Eskilstuna,Hammarby IF,2008,Swedish
27,27,Matthias Olsson,SWE,D,1.73,68,21-09-89,,None,Hammarby IF,2008,Swedish
29,29,Carlos Gaete,SWE,M,1.78,78,04-11-87,,Hammarby TFF,Hammarby IF,2008,Swedish
30,30,George  Moussan,SWE,G,1.88,86,08-11-89,,Valsta Syrianska IK,Hammarby IF,2008,Swedish
32,32,Marcus Törnstrand,SWE,D,1.86,78,10-01-90,Stockholm,IF Brommapojkarna,Hammarby IF,2008,Swedish
33,33,Maic Sema,SWE,M,1.72,65,02-12-88,Lycksele,IF Sylvia,Hammarby IF,2008,Swedish
35,35,Kristoffer Björklund,SWE,G,1.90,93,19-04-78,Stockholm,IF Brommapojkarna,Hammarby IF,2008,Swedish
40,40,Johannes Hopf,SWE,G,1.95,93,16-06-87,Räng,Ystads IF,Hammarby IF,2008,Swedish
1,1,Daniel Andersson,SWE,G,1.87,87,18-12-72,Ängelholm,Hibernian,Helsingborgs IF,2008,Swedish
2,2,Isaac Chansa,ZAM,M,1.70,70,23-03-84,Kitwe,Orlando PIrates,Helsingborgs IF,2008,Swedish
3,3,Adama  Tamboura,MLI,D,1.70,72,18-05-85,Bamako,Djoliba  AC,Helsingborgs IF,2008,Swedish
4,4,Andreas Landgren,SWE,D,1.76,72,17-03-89,Helsingborg,None,Helsingborgs IF,2008,Swedish
5,5,Hannu Patronen,FIN,M,1.82,80,23-05-84,Järvenpää,FC Honka,Helsingborgs IF,2008,Swedish
6,6,Samir Beloufa,ALG,D,1.80,77,27-08-79,Melun,Westerlo,Helsingborgs IF,2008,Swedish
8,8,Fredrik Svanbäck,FIN,M,1.73,68,12-05-79,Jakobstad,FF Jaro,Helsingborgs IF,2008,Swedish
10,10,Marcus Lantz,SWE,M,1.78,75,23-10-75,Kristianstad,Brøndby,Helsingborgs IF,2008,Swedish
11,11,Roman Kienast,AUT,F,1.90,75,29-03-84,Salzburg,HamKam,Helsingborgs IF,2008,Swedish
13,13,Ólafur-Ingi Skúlason,ISL,M,1.83,75,01-04-83,Reykjavik,Brentford,Helsingborgs IF,2008,Swedish
14,14,Johan Eiswohld,SWE,M,1.82,73,21-06-90,,Lunds BK,Helsingborgs IF,2008,Swedish
16,16,René Makondele,COD,M,1.75,72,20-04-82,Kinshasa,Gefle IF,Helsingborgs IF,2008,Swedish
17,17,Henrik  Larsson,SWE,F,1.77,74,20-09-71,Helsingborg,Barcelona,Helsingborgs IF,2008,Swedish
18,18,Mathias Unkuri,SWE,M,1.73,70,16-01-88,,None,Helsingborgs IF,2008,Swedish
19,19,Martin Kolář,CZE,M,1.78,69,18-06-83,Provodice,Anderlecht,Helsingborgs IF,2008,Swedish
21,21,Christoffer Andersson,SWE,D,1.73,71,22-10-78,Kalmar,Hannover 96,Helsingborgs IF,2008,Swedish
22,22,Oscar Berglund,SWE,G,2.00,94,13-04-84,Örebro,Adolfsbergs IK,Helsingborgs IF,2008,Swedish
23,23,Erik Wahlstedt,SWE,D,1.78,74,16-04-76,Sollentuna,Esbjerg,Helsingborgs IF,2008,Swedish
24,24,Marcus Nilsson,SWE,D,1.94,82,26-02-88,Helsingborg,Rydebäcks IF,Helsingborgs IF,2008,Swedish
25,25,Oskar  Rönningberg,SWE,D,1.81,77,02-04-86,Lund,Torns  IF,Helsingborgs IF,2008,Swedish
26,26,Joel Ekstrand,SWE,M,1.88,77,04-02-89,Lund,None,Helsingborgs IF,2008,Swedish
27,27,Mike SSerumagga,UGA,F,1.75,69,03-08-89,Kampala,Police FC,Helsingborgs IF,2008,Swedish
29,29,Rasmus Jönsson,SWE,F,1.92,70,27-01-90,Helsingborg,Vikens IK,Helsingborgs IF,2008,Swedish
32,32,Christopher Nilsson,SWE,F,1.82,69,12-03-90,,Högadals IS,Helsingborgs IF,2008,Swedish
33,33,Marcus Bergholtz,SWE,M,1.86,80,15-12-89,Örkelljunga,Ekets Goif,Helsingborgs IF,2008,Swedish
35,35,Hampus Nilsson,SWE,G,1.90,93,17-07-90,Osby,IFK Osby,Helsingborgs IF,2008,Swedish
1,1,Petter Wastå,SWE,G,1.86,93,02-02-76,Torsås,Östers IF,Kalmar FF,2008,Swedish
2,2,Arthur Sorin,FRA,D,1.83,73,01-11-85,Laval,Vannes,Kalmar FF,2008,Swedish
3,3,Joachim Lantz,SWE,D,1.95,84,10-05-77,Kalmar,IFK  Västerås,Kalmar FF,2008,Swedish
4,4,Marcus Lindberg,SWE,D,1.87,83,31-08-80,Kågeröd,Mjällby AIF,Kalmar FF,2008,Swedish
