,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
4,4,Johan Karlsson,SWE,D,1.76,83,06-04-75,Linköping,Åtvidabergs FF,IF Elfsborg,2009,Swedish
5,5,Martin Andersson,SWE,D,1.88,84,16-01-81,Arentorp,Arenstorps SK,IF Elfsborg,2009,Swedish
6,6,Helgi Daníelsson,ISL,M,1.86,76,13-07-81,Reykjavik,Östers IF,IF Elfsborg,2009,Swedish
7,7,Jari Ilola,FIN,M,1.86,79,24-11-78,Oulu,HJK Helsinki,IF Elfsborg,2009,Swedish
8,8,Anders Svensson,SWE,M,1.80,78,17-07-76,Elfsborg,Southampton,IF Elfsborg,2009,Swedish
9,9,Denni Avdić,SWE,F,1.90,80,05-09-88,Huskvarna,Brøndby,IF Elfsborg,2009,Swedish
10,10,Martin Ericsson,SWE,M,1.78,76,04-09-80,Kustavi,Brøndby,IF Elfsborg,2009,Swedish
11,11,Daniel Mobaeck,SWE,M,1.84,79,22-05-80,Åtvidaberg,Kalmar FF,IF Elfsborg,2009,Swedish
12,12,Amadou Jawo,SWE,F,1.75,71,26-09-84,Banjul,Gefle IF,IF Elfsborg,2009,Swedish
13,13,Anders Wikström,SWE,D,1.81,82,14-12-81,Gävle,Gefle IF,IF Elfsborg,2009,Swedish
14,14,Jesper Florén,SWE,M,1.78,74,11-09-90,Örebro,Ajax,IF Elfsborg,2009,Swedish
15,15,Teddy Lučić,SWE,D,1.80,80,15-04-73,Biskopsgården,BK Häcken,IF Elfsborg,2009,Swedish
16,16,Daniel Nordmark,SWE,M,1.83,66,04-01-88,Lidköping,IF Heimer,IF Elfsborg,2009,Swedish
17,17,James  Keene,ENG,F,1.79,74,26-12-85,Wells,Portsmouth,IF Elfsborg,2009,Swedish
19,19,Joel Johansson,SWE,F,1.76,74,16-01-86,Halmstad,Falkenbergs FF,IF Elfsborg,2009,Swedish
20,20,Emir  Bajrami,SWE,M,1.78,77,07-03-88,Pritina,Köpings  FF,IF Elfsborg,2009,Swedish
21,21,Henrik Svedberg,SWE,F,1.85,81,19-05-88,,Borås AIK,IF Elfsborg,2009,Swedish
23,23,Niklas Hult,SWE,M,1.73,65,13-02-90,Värnamo,IFK Värnamo,IF Elfsborg,2009,Swedish
24,24,Stefan Ishizaki,SWE,M,1.80,76,15-05-82,Stockholm,Vålerenga,IF Elfsborg,2009,Swedish
29,29,Briar Mohammed,SWE,D,,,,,Borås AIK,IF Elfsborg,2009,Swedish
30,30,Joakim Wulff,SWE,G,1.85,85,06-02-79,Halmstad,Falkenbergs FF,IF Elfsborg,2009,Swedish
31,31,Ante Čović,AUS,G,1.93,89,13-06-75,Sydney,Newcastle U Jets,IF Elfsborg,2009,Swedish
32,32,Anton Wede,SWE,M,1.73,71,20-04-90,Fagersta,Västanfors IF,IF Elfsborg,2009,Swedish
40,40,Andreas Andersson,SWE,G,1.92,86,27-02-91,Borås,Gerdsken BK,IF Elfsborg,2009,Swedish
1,1,Dime Jankulovski,SWE,G,1.87,89,18-09-77,Gothenburg,IFK Norrköping,GAIS,2009,Swedish
2,2,Richard Ekunde,COD,D,1.76,72,04-08-82,,Åtvidabergs FF,GAIS,2009,Swedish
4,4,Hallgrímur Jónasson,ISL,D,1.84,79,04-05-86,Húsavík,Keflavík,GAIS,2009,Swedish
6,6,Reuben Ayarna,GHA,M,1.78,73,22-10-85,Accra,Boston College,GAIS,2009,Swedish
7,7,Jonas Lundén,SWE,D,1.79,75,27-12-80,Borlänge,IF Elfsborg,GAIS,2009,Swedish
8,8,Richard Spong,SWE,D,1.82,75,23-09-83,Falun,IFK Norrköping,GAIS,2009,Swedish
9,9,Guðjón Baldvinsson,ISL,F,1.85,81,15-02-86,Reykjavík,KR Reykjavík,GAIS,2009,Swedish
11,11,Tommy Lycén,SWE,M,1.75,70,10-10-81,Rångedala,IF Brommapojkarna,GAIS,2009,Swedish
12,12,Magnus Jonsson,SWE,G,1.86,80,23-09-77,Gothenburg,Hammarby IF,GAIS,2009,Swedish
13,13,Calum Angus,ENG,D,1.79,80,15-04-86,Portsmouth,Wilmington Hammerheads,GAIS,2009,Swedish
15,15,Fredrik Lundgren,SWE,M,1.87,76,26-10-79,,Torslanda IK,GAIS,2009,Swedish
16,16,Mikael Dahlgren,SWE,D,1.86,73,19-07-84,,Landskrona BoIS,GAIS,2009,Swedish
17,17,Johan Mårtensson,SWE,M,1.80,72,16-02-89,Skövde,Ulvåkers IF,GAIS,2009,Swedish
18,18,Pär Ericsson,SWE,F,1.83,78,21-07-88,Karlstad,Carlstad U,GAIS,2009,Swedish
20,20,Kenneth Gustavsson,SWE,D,1.84,80,15-09-83,,IFK Hindås,GAIS,2009,Swedish
21,21,Mattias  Lindström,SWE,M,1.83,80,18-04-80,Helsingborg,Mattersburg,GAIS,2009,Swedish
22,22,Björn Andersson,SWE,D,1.91,90,13-02-82,Fåglum,Qviding FIF,GAIS,2009,Swedish
23,23,Eyjólfur Héðinsson,ISL,M,1.85,77,01-01-85,Reykjavik,ÍR,GAIS,2009,Swedish
24,24,Johan Pettersson,SWE,M,1.80,60,08-09-89,,Mölnlycke IF,GAIS,2009,Swedish
25,25,Wanderson do  Carmo,BRA,M,1.80,75,18-02-86,Baturité,River AC,GAIS,2009,Swedish
27,27,Mervan Celik,SWE,M,1.77,68,26-05-90,Gothenburg,BK Häcken,GAIS,2009,Swedish
29,29,Romarinho,BRA,M,1.74,71,10-08-85,Imperatriz,Imperatriz,GAIS,2009,Swedish
31,31,Emir Yazvin,SWE,G,1.91,83,23-09-89,,Dalen KFF,GAIS,2009,Swedish
32,32,Tobias  Holmqvist,SWE,F,1.92,84,23-01-88,Lund,Helsingborgs IF,GAIS,2009,Swedish
1,1,Mattias Hugosson,SWE,G,1.90,88,24-01-74,,Forsbacka IK,Gefle IF,2009,Swedish
2,2,Olof Mård,SWE,D,1.92,86,31-01-89,,Sandvikens IF,Gefle IF,2009,Swedish
3,3,Daniel Theorin,SWE,D,1.92,84,04-08-83,Härnösand,Malmö FF,Gefle IF,2009,Swedish
5,5,Omar Jawo,SWE,D,1.87,77,08-11-81,Banjul,Väsby United,Gefle IF,2009,Swedish
7,7,Linus Bolin,SWE,M,1.85,76,27-11-84,,Falu FK,Gefle IF,2009,Swedish
8,8,Johannes Ericsson,SWE,M,1.83,78,11-07-76,,Brynäs IF,Gefle IF,2009,Swedish
9,9,Jonathan  Hellström,SWE,D,1.81,78,09-08-88,,None,Gefle IF,2009,Swedish
10,10,Yannick  Bapupa-Ngabu,COD,M,1.79,75,21-01-82,Kinshasa,Åtvidabergs FF,Gefle IF,2009,Swedish
11,11,Hjalmar Öhagen,SWE,M,1.75,72,17-05-85,,Halmstads BK,Gefle IF,2009,Swedish
12,12,Daniel Bernhardsson,SWE,M,1.82,77,31-01-78,Årsunda,Gamla Hammarby IF,Gefle IF,2009,Swedish
13,13,Hasse Berggren,SWE,F,1.87,88,18-02-73,,BK Häcken,Gefle IF,2009,Swedish
14,14,Bernhard Nyström,SWE,M,1.86,77,08-05-85,,Falu FK,Gefle IF,2009,Swedish
16,16,Alexander Gerndt,SWE,F,1.85,77,14-07-86,Visby,IK Sirius,Gefle IF,2009,Swedish
17,17,Jonas Lantto,SWE,M,1.69,68,22-05-87,Kiruna,Kiruna FF,Gefle IF,2009,Swedish
18,18,Andreas Dahlén,SWE,D,1.81,75,11-12-82,Gävle,Umeå FC,Gefle IF,2009,Swedish
19,19,Marcus Hansson,SWE,D,1.86,83,12-02-90,Hille,Brynäs IF,Gefle IF,2009,Swedish
20,20,Daniel Westlin,SWE,F,1.82,83,24-01-80,,IFK Göteborg,Gefle IF,2009,Swedish
21,21,Tomas Gonzáles,SWE,M,1.73,71,08-06-90,,IK Sätra,Gefle IF,2009,Swedish
22,22,Emil Hedvall,SWE,G,1.91,82,09-06-83,Leksand,Söderhamns FF,Gefle IF,2009,Swedish
23,23,Jonatan  Berg,SWE,M,1.79,75,09-05-85,Torsby,IFK Göteborg,Gefle IF,2009,Swedish
24,24,Yussif Chibsah,GHA,M,1.78,68,30-12-83,Accra,Hapoel Nazareth Illit,Gefle IF,2009,Swedish
30,30,Tobias Skärberg,SWE,G,1.90,83,10-08-91,,IK Huge,Gefle IF,2009,Swedish
1,1,Kim Christensen,DEN,G,1.85,81,16-07-79,Fredericia,FC Nordsjælland,IFK Göteborg,2009,Swedish
2,2,Karl Svensson,SWE,D,1.89,82,21-03-84,Jönköping,Caen,IFK Göteborg,2009,Swedish
3,3,Nicklas Carlsson,SWE,D,1.82,81,13-11-79,Stockholm,AIK,IFK Göteborg,2009,Swedish
4,4,Petter Björlund,SWE,D,1.80,83,06-06-89,Gothenburg,Bohus IF,IFK Göteborg,2009,Swedish
5,5,Tuomo Turunen,FIN,D,1.79,75,30-08-87,Kotka,FC Honka,IFK Göteborg,2009,Swedish
6,6,Adam Johansson,SWE,D,1.82,76,21-02-83,Jönköping,Kungsladugård,IFK Göteborg,2009,Swedish
7,7,Tobias Hysén,SWE,M,1.80,82,09-03-82,Gothenburg,Sunderland,IFK Göteborg,2009,Swedish
8,8,Thomas Olsson,SWE,M,1.79,80,15-02-76,Åtvidaberg,Malmö  FF,IFK Göteborg,2009,Swedish
9,9,Stefan Selakovic,SWE,F,1.79,80,09-01-77,Varberg,SC Heerenveen,IFK Göteborg,2009,Swedish
10,10,Ragnar Sigurðsson,ISL,D,1.87,90,19-06-86,Reykjavík,Fylkir,IFK Göteborg,2009,Swedish
11,11,Robin Söder,SWE,F,1.76,67,01-04-91,Ellös,Stenungsunds IF,IFK Göteborg,2009,Swedish
12,12,Marcus Sandberg,SWE,G,1.91,79,07-11-90,Rönnäng,Rönnängs FF,IFK Göteborg,2009,Swedish
13,13,Gustav  Svensson,SWE,D,1.83,80,07-02-87,Gothenburg,None,IFK Göteborg,2009,Swedish
14,14,Hjálmar Jónsson,ISL,D,1.82,77,29-07-80,Egilsstaðir,Keflavík,IFK Göteborg,2009,Swedish
15,15,Jakob Johansson,SWE,M,1.87,86,21-06-90,Trollhättan,FC Trollhättan,IFK Göteborg,2009,Swedish
16,16,Erik Lund,SWE,D,1.86,76,06-11-88,Gothenburg,Aston Villa,IFK Göteborg,2009,Swedish
17,17,Daniel Alexandersson,SWE,F,1.83,76,03-12-78,Halmstad,IF Elfsborg,IFK Göteborg,2009,Swedish
19,19,Hannes Stiller,SWE,F,1.80,84,03-07-78,Gothenburg,Qviding FIF,IFK Göteborg,2009,Swedish
21,21,Niklas Bärkroth,SWE,F,1.71,70,19-01-92,Gothenburg,Balltorps FF,IFK Göteborg,2009,Swedish
22,22,Tobias Sana,SWE,M,1.73,63,11-07-89,Gothenburg,Qviding FIF,IFK Göteborg,2009,Swedish
23,23,Sebastian Eriksson,SWE,D,1.85,72,31-01-89,Gothenburg,Åsebro IF,IFK Göteborg,2009,Swedish
24,24,Mikael  Dyrestam,SWE,D,1.85,75,10-12-91,Växjö,None,IFK Göteborg,2009,Swedish
28,28,Teddy  Bjarnason,ISL,M,1.83,75,04-03-87,Reykjavík,Lyn,IFK Göteborg,2009,Swedish
1,1,Christoffer Källqvist,SWE,G,1.93,96,26-08-83,Gothenburg,None,BK Häcken,2009,Swedish
2,2,Johan Lind,SWE,D,1.75,75,08-02-74,,Lundby IF,BK Häcken,2009,Swedish
3,3,Mattias Östberg,SWE,D,1.89,86,24-08-77,Falun,GAIS,BK Häcken,2009,Swedish
4,4,Mohammed Ali Khan,SWE,D,1.82,85,21-01-86,Gelsenkirchen,Västra Frölunda IF,BK Häcken,2009,Swedish
5,5,Emil Wahlström,SWE,D,1.82,83,02-03-87,Backa,Backa IF,BK Häcken,2009,Swedish
6,6,David Frölund,SWE,D,1.72,73,04-06-79,Biskopsgården,Örgryte IS,BK Häcken,2009,Swedish
7,7,Janne Saarinen,FIN,M,1.86,82,28-02-77,Espoo,FC Honka,BK Häcken,2009,Swedish
8,8,Josef Karlsson,SWE,M,1.80,80,13-07-82,,Qviding FIF,BK Häcken,2009,Swedish
9,9,John Chibuike,NGA,M,1.82,76,10-10-88,Enugu,Enugu Rangers,BK Häcken,2009,Swedish
10,10,Paulinho,BRA,F,1.73,76,09-03-86,São Paulo,Democrata,BK Häcken,2009,Swedish
11,11,Vinícius Lopes,BRA,F,1.84,76,29-01-88,Montes Claros,Cruzeiro,BK Häcken,2009,Swedish
12,12,Robin Wikman,SWE,D,1.78,74,21-01-86,,Landskrona BoIS,BK Häcken,2009,Swedish
13,13,Mathias Ranégie,SWE,F,1.97,92,14-06-84,Gothenburg,IFK Göteborg,BK Häcken,2009,Swedish
14,14,Peter Nyström,SWE,M,1.94,90,27-08-84,Gothenburg,Sogndal,BK Häcken,2009,Swedish
15,15,Jacob Johansson,SWE,F,1.76,77,08-02-89,,IFK Valla,BK Häcken,2009,Swedish
16,16,Marcus Jarlegren,SWE,D,1.76,71,16-09-83,,None,BK Häcken,2009,Swedish
17,17,Erik Friberg,SWE,M,1.80,66,10-02-86,Lindome,Västra Frölunda IF,BK Häcken,2009,Swedish
18,18,Dominic Chatto,NGA,M,1.81,78,07-12-85,Kaduna,Inter Turku,BK Häcken,2009,Swedish
21,21,Jonas Henriksson,SWE,M,1.75,75,29-12-76,,IFK Göteborg,BK Häcken,2009,Swedish
22,22,Daniel Forsell,SWE,D,1.78,76,04-01-82,,None,BK Häcken,2009,Swedish
23,23,Sebastian Frick,SWE,G,1.89,81,13-03-91,,Åsa IF,BK Häcken,2009,Swedish
26,26,Damir Mehić,BIH,G,1.91,90,18-04-87,,Gunnilse IS,BK Häcken,2009,Swedish
27,27,Tom Söderberg,SWE,D,1.99,89,25-08-87,Norrköping,Viking,BK Häcken,2009,Swedish
28,28,Jonas Bjurström,SWE,M,1.77,77,24-03-79,,Trelleborgs FF,BK Häcken,2009,Swedish
30,30,Philip Lundin,SWE,F,,,,,None,BK Häcken,2009,Swedish
1,1,Karl-Johan Johnsson,SWE,G,1.87,83,28-01-90,Ränneslöv,None,Halmstads BK,2009,Swedish
2,2,Per Johansson,SWE,D,1.87,81,06-05-78,,GAIS,Halmstads BK,2009,Swedish
3,3,Johnny Lundberg,SWE,D,1.89,86,15-04-82,Landskrona,FC Nordsjælland,Halmstads BK,2009,Swedish
4,4,Tommy Jönsson,SWE,D,1.85,84,04-03-76,,Malmö FF,Halmstads BK,2009,Swedish
5,5,Markus Gustafson,SWE,D,1.86,82,12-08-87,,BK Forward,Halmstads BK,2009,Swedish
6,6,Mikael  Rosén,SWE,D,1.86,81,15-08-74,,Viborg  FF,Halmstads BK,2009,Swedish
7,7,Michael Görlitz,GER,M,1.72,68,08-03-87,Nuremberg,Bayern Munich II,Halmstads BK,2009,Swedish
8,8,Ajsel  Kujovic,SWE,F,1.96,93,01-03-86,Bijelo  Polje,Feyenoord,Halmstads BK,2009,Swedish
9,9,Emir Kujović,SWE,F,1.94,94,22-06-88,Bijelo Polje,Falkenbergs FF,Halmstads BK,2009,Swedish
10,10,Anel Raskaj,SWE,M,1.80,69,19-08-89,Prizren,None,Halmstads BK,2009,Swedish
11,11,Alexander Prent,NED,F,1.86,80,25-05-83,Utrecht,NEC Nijmegen,Halmstads BK,2009,Swedish
12,12,Tomas  virgdauskas,LTU,D,1.87,86,18-05-75,Trakai,Widzew Łódź,Halmstads BK,2009,Swedish
13,13,Mahamat Azrack,CHA,M,1.81,70,24-03-88,Créteil,Espanyol B,Halmstads BK,2009,Swedish
14,14,Anselmo,BRA,F,1.82,76,24-10-80,Rio de Janeiro,Boavista-RJ,Halmstads BK,2009,Swedish
15,15,Joe Sise,SWE,M,1.92,82,12-12-89,Halmstad,Snöstorp Nyhem FF,Halmstads BK,2009,Swedish
16,16,Tim  Sparv,FIN,M,1.94,86,20-02-87,Vaasa,Southampton,Halmstads BK,2009,Swedish
17,17,Christian Järdler,SWE,D,1.83,74,03-06-82,,Malmö FF,Halmstads BK,2009,Swedish
18,18,Marcus Olsson,SWE,M,1.80,68,17-05-88,Gävle,Högaborgs BK,Halmstads BK,2009,Swedish
19,19,Emil Salomonsson,SWE,D,1.83,75,28-04-89,Örkelljunga,Ängelholms FF,Halmstads BK,2009,Swedish
20,20,Magnus Bahne,FIN,G,1.88,93,15-03-79,Kaarina,Inter Turku,Halmstads BK,2009,Swedish
23,23,Emil Jensen,SWE,D,1.75,77,19-06-79,,None,Halmstads BK,2009,Swedish
24,24,Jónas Guðni Sævarsson,ISL,M,1.70,68,28-11-83,,KR Reykjavík,Halmstads BK,2009,Swedish
25,25,Kujtim Bala,SWE,M,1.66,70,24-05-90,,Varbergs BoIS,Halmstads BK,2009,Swedish
1,1,Rami Shaaban,SWE,G,1.94,91,30-06-75,Stockholm,Fredrikstad,Hammarby IF,2009,Swedish
2,2,David Johansson,SWE,D,1.77,74,28-05-82,Skövde,Tidaholms  GIF,Hammarby IF,2009,Swedish
3,3,José  Monteiro,SWE,D,1.85,74,02-06-82,Algiers,FoC Farsta,Hammarby IF,2009,Swedish
4,4,Christian  Traoré,DEN,D,1.80,80,18-04-82,Hvidovre,FC Midtjylland,Hammarby IF,2009,Swedish
5,5,Emil Johansson,SWE,D,1.72,67,11-08-86,Karlskoga,Degerfors IF,Hammarby IF,2009,Swedish
6,6,Patrik Gerrbrand,SWE,D,1.87,81,27-04-81,Stockholm,Fredrikstad,Hammarby IF,2009,Swedish
7,7,Carlos Gaete,SWE,M,1.78,78,04-11-87,,Hammarby TFF,Hammarby IF,2009,Swedish
8,8,Fredrik Söderström,SWE,M,1.77,73,30-01-73,Ludovica,Lanzarote,Hammarby IF,2009,Swedish
9,9,Sebastian  Castro-Tello,SWE,M,1.80,83,14-03-87,Stockholm,Hammarby TFF,Hammarby IF,2009,Swedish
11,11,Freddy Söderberg,SWE,F,1.85,80,11-07-84,Värnamo,IFK Värnamo,Hammarby IF,2009,Swedish
13,13,Igor Armaş,MDA,D,1.94,79,14-07-87,Chişinău,Zimbru Chişinău,Hammarby IF,2009,Swedish
15,15,Nathan Paulse,RSA,F,1.90,84,07-04-82,Cape Town,Ajax Cape Town,Hammarby IF,2009,Swedish
