,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
6,6,Saeid Ezatolahi,IRN,M,1.90,78,01-10-96,Bandar-e Anzali,FC Rostov,Anzhi Makhachkala,2016,Russian
7,7,Kamil Agalarov,RUS,M,1.78,70,11-06-88,Makhachkala,FC Rostov,Anzhi Makhachkala,2016,Russian
8,8,Arsen Khubulov,RUS,M,1.81,74,13-12-90,Vladikavkaz,Kuban Krasnodar,Anzhi Makhachkala,2016,Russian
9,9,Shamil Asildarov,RUS,F,1.86,83,18-05-83,Makhachkala,Tobol Kostanay,Anzhi Makhachkala,2016,Russian
10,10,Adlan Katsaev,RUS,M,1.80,73,20-02-88,Achkhoy-Martan,Terek Grozny,Anzhi Makhachkala,2016,Russian
13,13,Dmitriy Kudryashov,RUS,M,1.76,75,13-05-83,Izevsk,Spartak Moscow-2,Anzhi Makhachkala,2016,Russian
14,14,Aslan Dudiyev,RUS,M,1.81,71,15-06-90,Alagir,Tom Tomsk,Anzhi Makhachkala,2016,Russian
15,15,Dmytro Shcherbak,UKR,M,1.82,75,08-12-96,Poltava,Kuban Krasnodar-2,Anzhi Makhachkala,2016,Russian
16,16,Yuriy Shafinskiy,RUS,G,1.90,82,06-05-94,Moscow,Torpedo Moscow-2,Anzhi Makhachkala,2016,Russian
17,17,Svyatoslav Georgievskiy,RUS,M,1.74,65,26-08-95,Moscow,Kuban Krasnodar,Anzhi Makhachkala,2016,Russian
19,19,Pavel Dolgov,RUS,F,1.87,83,16-08-96,Kaliningrad,Zenit-2,Anzhi Makhachkala,2016,Russian
21,21,Maksim Batov,RUS,M,1.76,66,05-06-92,Perm,Rubin Kazan,Anzhi Makhachkala,2016,Russian
22,22,Sergey Karetnik,UKR,M,1.91,80,14-02-95,Lubny,Kuban Krasnodar,Anzhi Makhachkala,2016,Russian
24,24,Sergey Parshivlyuk,RUS,D,1.78,73,18-03-89,Moscow,Spartak Moscow,Anzhi Makhachkala,2016,Russian
26,26,Xandão,BRA,D,1.93,87,23-02-88,Araçatuba,Kuban Krasnodar,Anzhi Makhachkala,2016,Russian
28,28,Pylyp Budkivskyy,UKR,F,1.94,78,10-03-92,Kyiv,Shakhtar Donetsk,Anzhi Makhachkala,2016,Russian
30,30,Shamil Gasanov,RUS,D,1.85,79,30-07-93,Makhachkala,FC Podolye,Anzhi Makhachkala,2016,Russian
37,37,Batraz Khadartsev,RUS,M,1.73,73,23-05-93,Vladikavkaz,FC Tosno,Anzhi Makhachkala,2016,Russian
41,45,Thomas Phibel,FRA,D,1.92,90,21-05-86,Les Abymes,Crvena Zvezda,Anzhi Makhachkala,2016,Russian
42,57,Magomed Musalov,RUS,D,1.80,72,09-02-94,Khushtada,Anzhi-2,Anzhi Makhachkala,2016,Russian
43,77,Ayaz Guliev,RUS,M,1.69,64,27-11-96,Moscow,Spartak Moscow-2,Anzhi Makhachkala,2016,Russian
44,83,Gadzhi Adzhiev,RUS,M,1.73,67,01-06-94,Khasavyurt,Dynamo Bryansk,Anzhi Makhachkala,2016,Russian
45,85,Aleksandr Filtsov,RUS,G,1.97,85,02-01-90,Shimanovsk,Rubin Kazan,Anzhi Makhachkala,2016,Russian
46,88,Yuriy Shleev,RUS,G,1.88,70,26-06-95,,Mashuk-KMV,Anzhi Makhachkala,2016,Russian
47,90,Andrey Lyakh,RUS,M,1.90,80,24-09-90,Rostov-on-Don,Tom Tomsk,Anzhi Makhachkala,2016,Russian
48,91,Pavel Yakovlev,RUS,F,1.80,69,07-04-91,Lyubertsy,Spartak Moscow,Anzhi Makhachkala,2016,Russian
49,92,Sergey Bryzgalov,RUS,D,1.78,72,15-11-92,Pavlovo,Terek Grozny,Anzhi Makhachkala,2016,Russian
50,94,Felicio Brown Forbes,GER,M,1.88,81,28-08-91,Berlin,Arsenal Tula,Anzhi Makhachkala,2016,Russian
51,99,Aleksandr Prudnikov,RUS,F,1.85,78,26-02-89,Smolensk,FC Orenburg,Anzhi Makhachkala,2016,Russian
2,2,Ivan Yershov,RUS,D,1.72,70,22-05-79,Polyarnye Zori,Chernomorets Novorossiysk,Arsenal Tula,2016,Russian
5,5,Anri Khagush,RUS,D,1.77,74,23-09-86,Gagra,BATE,Arsenal Tula,2016,Russian
6,6,Maksim Belyayev,RUS,D,1.85,76,30-09-91,Ozyory,Shinnik,Arsenal Tula,2016,Russian
7,7,Kantemir Berkhamov,RUS,M,1.80,72,07-08-88,Moscow,FC Tosno,Arsenal Tula,2016,Russian
9,9,Kirill Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Tom Tomsk,Arsenal Tula,2016,Russian
13,13,Stoppila Sunzu,ZAM,D,1.89,80,22-06-89,Chingola,Lille,Arsenal Tula,2016,Russian
17,17,Guram Adzhoyev,RUS,F,1.85,80,27-02-95,Miskolc,Dynamo Moscow-2,Arsenal Tula,2016,Russian
18,18,Nikita Burmistrov,RUS,F,1.81,75,06-07-89,Moscow,FC Krasnodar,Arsenal Tula,2016,Russian
19,19,Federico Raić,ARG,F,1.94,84,24-03-92,La Plata,Gimnasia y Esgrima (LP),Arsenal Tula,2016,Russian
20,20,Vadim Steklov,RUS,M,1.71,71,24-03-85,Moscow,Torpedo Moscow,Arsenal Tula,2016,Russian
21,21,Jherson Vergara,COL,D,1.90,83,26-05-94,Florida,Milan,Arsenal Tula,2016,Russian
25,25,Vladimir Gabulov,RUS,G,1.90,81,19-10-83,Mozdok,Dynamo Moscow,Arsenal Tula,2016,Russian
26,26,Moussa Doumbia,MLI,M,1.73,68,15-08-94,Bamako,FC Rostov,Arsenal Tula,2016,Russian
28,28,Vladislav Rizhkov,RUS,M,1.68,67,28-02-90,Voronezh,Sibir Novosibirsk,Arsenal Tula,2016,Russian
31,31,Aleksey Berezin,RUS,G,1.90,82,16-04-93,Kazan,Dnepr Smolensk,Arsenal Tula,2016,Russian
36,36,Mikhail Levashov,RUS,G,1.93,86,04-10-91,Bogoroditsk,Volga Nizhny Novgorod,Arsenal Tula,2016,Russian
39,39,Igor Gorbatenko,RUS,M,1.70,68,13-02-89,Belgorod,Krylia Sovetov,Arsenal Tula,2016,Russian
41,61,Gia Grigalava,GEO,D,1.90,89,05-08-89,Kutaisi,Ethnikos Achnas,Arsenal Tula,2016,Russian
42,62,Alexandru Bourceanu,ROU,M,1.75,72,24-04-85,Galaţi,Steaua Bucureşti,Arsenal Tula,2016,Russian
43,71,Aleksandr Denisov,RUS,D,1.86,78,23-02-89,Tula,Volgar Astrakhan,Arsenal Tula,2016,Russian
44,78,Ilya Maksimov,RUS,M,1.83,74,02-02-87,Nizhny Novgorod,Anzhi Makhachkala,Arsenal Tula,2016,Russian
45,79,Danila Buranov,RUS,M,1.78,71,11-02-96,Moscow,Belshina Bobruisk,Arsenal Tula,2016,Russian
46,84,Oleg Vlasov,RUS,M,1.77,73,10-12-84,Priladozhsky,Mordovia Saransk,Arsenal Tula,2016,Russian
47,86,Ivan Ivanov,BUL,M,1.86,77,25-02-88,Zlatitsa,Panathinaikos,Arsenal Tula,2016,Russian
48,88,Igor Shevchenko,RUS,F,1.80,70,02-02-85,Samara,FC Ufa,Arsenal Tula,2016,Russian
49,98,Mihail Aleksandrov,BUL,M,1.79,67,11-06-89,Sofia,Legia Warszawa,Arsenal Tula,2016,Russian
50,99,Dimitiry Starodub,RUS,M,1.81,71,19-05-95,Vladivostok,Dynamo Moscow-2,Arsenal Tula,2016,Russian
1,1,Sergey Chepchugov,RUS,G,1.85,82,15-07-85,Krasnoyarsk,Sibir Novosibirsk,CSKA Moscow,2016,Russian
2,2,Mário Fernandes,BRA,D,1.89,77,19-09-90,São Caetano,Grêmio,CSKA Moscow,2016,Russian
3,3,Pontus Wernbloom,SWE,M,1.87,87,25-06-86,Kungälv,AZ Alkmaar,CSKA Moscow,2016,Russian
4,4,Sergey Ignashevich,RUS,D,1.86,75,14-07-79,Moscow,Lokomotiv Moscow,CSKA Moscow,2016,Russian
5,5,Viktor Vasin,RUS,D,1.92,80,06-10-88,St. Petersburg,Spartak Nalchik,CSKA Moscow,2016,Russian
6,6,Aleksey Berezutskiy,RUS,D,1.90,82,20-06-82,Moscow,Chernomorets,CSKA Moscow,2016,Russian
7,7,Zoran Toić,SRB,M,1.71,69,28-04-87,Zrenjanin,Manchester U,CSKA Moscow,2016,Russian
8,8,Georgi Milanov,BUL,M,1.84,69,19-02-92,Levski,Litex Lovech,CSKA Moscow,2016,Russian
10,10,Alan Dzagoev,RUS,M,1.79,70,17-06-90,Beslan,CSKA-2,CSKA Moscow,2016,Russian
11,11,Aleksey Ionov,RUS,M,1.77,68,18-02-89,Kingisepp,Dynamo Moscow,CSKA Moscow,2016,Russian
14,14,Kirill Nababkin,RUS,D,1.76,71,08-09-86,Moscow,FC Moscow,CSKA Moscow,2016,Russian
17,17,Aleksandr Golovin,RUS,M,1.80,69,30-05-96,Kaltan,CSKA-2,CSKA Moscow,2016,Russian
20,20,Vitinho,BRA,F,1.78,69,09-10-93,Rio de Janeiro,Botafogo,CSKA Moscow,2016,Russian
24,24,Vasiliy Berezutskiy,RUS,D,1.89,83,20-06-82,Moscow,Torpedo-ZIL,CSKA Moscow,2016,Russian
25,25,Roman Eremenko,FIN,M,1.80,67,19-03-87,Moscow,Rubin Kazan,CSKA Moscow,2016,Russian
35,35,Igor Akinfeev,RUS,G,1.85,81,08-04-86,Vidnoye,CSKA-2,CSKA Moscow,2016,Russian
41,42,Georgi Schennikov,RUS,D,1.78,69,27-04-91,Moscow,CSKA-2,CSKA Moscow,2016,Russian
42,45,Ilya Pomazun,RUS,G,1.89,84,16-08-96,Kaliningrad,CSKA-2,CSKA Moscow,2016,Russian
43,63,Fyodor Chalov,RUS,F,1.80,77,10-04-98,Moscow,CSKA-2,CSKA Moscow,2016,Russian
44,66,Bibras Natkho,ISR,M,1.75,73,18-02-88,Kfar Kama,PAOK,CSKA Moscow,2016,Russian
45,72,Astemir Gordyushenko,RUS,M,1.77,73,30-03-97,Nalchik,CSKA-2,CSKA Moscow,2016,Russian
46,75,Timur Zhamaletdinov,RUS,F,1.81,73,21-05-97,Moscow,CSKA-2,CSKA Moscow,2016,Russian
47,89,Konstantin Kuchaev,RUS,M,1.78,72,18-03-98,Ryazan,CSKA-2,CSKA Moscow,2016,Russian
48,99,Aaron Samuel,NGA,F,1.89,88,04-06-94,Port Harcourt,Guangzhou R&F,CSKA Moscow,2016,Russian
1,1,Stanislav Kritsyuk,RUS,G,1.92,80,01-12-90,Tolyatti,Sporting Braga,FC Krasnodar,2016,Russian
3,3,Naldo,BRA,D,1.88,88,25-08-88,Santo André,Sporting CP,FC Krasnodar,2016,Russian
4,4,Alyaksandr Martynovich,BLR,D,1.92,85,26-08-87,Minsk,Dinamo Minsk,FC Krasnodar,2016,Russian
5,5,Dmitriy Torbinskiy,RUS,M,1.72,60,28-04-84,Moscow,FC Rostov,FC Krasnodar,2016,Russian
6,6,Andreas Granqvist,SWE,D,1.92,84,16-04-85,Helsingborg,Genoa,FC Krasnodar,2016,Russian
7,7,Pavel Mamaev,RUS,M,1.78,70,17-09-88,Moscow,CSKA Moscow,FC Krasnodar,2016,Russian
8,8,Yuriy Gazinskiy,RUS,M,1.84,75,20-07-89,Komsomolsk-on-Amur,Torpedo Moscow,FC Krasnodar,2016,Russian
11,11,Vyacheslav Podberezkin,RUS,M,1.87,76,21-06-92,Moscow,FC Ural,FC Krasnodar,2016,Russian
12,12,Cristian Ramírez,ECU,D,1.71,69,12-08-94,Santo Domingo,Ferencváros,FC Krasnodar,2016,Russian
14,14,Wanderson do Carmo,BRA,M,1.80,75,18-02-86,Baturité,GAIS,FC Krasnodar,2016,Russian
15,15,Ilya Zhigulyov,RUS,M,1.75,70,01-02-96,Chernomorski,FC Krasnodar-2,FC Krasnodar,2016,Russian
16,16,Viktor Claesson,SWE,M,1.83,75,02-01-92,Värnamo,IF Elfsborg,FC Krasnodar,2016,Russian
17,17,Vitaliy Kaleshin,RUS,D,1.73,67,03-10-80,Krasnodar,Rubin Kazan,FC Krasnodar,2016,Russian
18,18,Vladimir Bystrov,RUS,M,1.78,69,31-01-84,Luga,Zenit St Petersburg,FC Krasnodar,2016,Russian
19,19,Ilya Abaev,RUS,G,1.92,83,02-08-81,Moscow,Lokomotiv Moscow,FC Krasnodar,2016,Russian
21,21,Ricardo Laborde,COL,M,1.73,67,16-02-88,Cartagena,Anorthosis Famagusta,FC Krasnodar,2016,Russian
22,22,Joãozinho,BRA,M,1.62,57,25-12-88,Ubatuba,Levski Sofia,FC Krasnodar,2016,Russian
30,30,Roman Shishkin,RUS,D,1.77,73,27-01-87,Voronezh,Lokomotiv Moscow,FC Krasnodar,2016,Russian
33,33,Mauricio Pereyra,URU,M,1.77,75,15-03-90,Montevideo,Lanús,FC Krasnodar,2016,Russian
41,70,Tornike Okriashvili,GEO,M,1.81,71,12-02-92,Tbilisi,KRC Genk,FC Krasnodar,2016,Russian
42,77,Charles Kaboré,BFA,M,1.81,75,09-02-88,Bobo-Dioulasso,Kuban Krasnodar,FC Krasnodar,2016,Russian
43,88,Andrey Sinitsyn,RUS,G,1.96,86,23-06-88,Krasnokamensk,Yenisey Krasnoyarsk,FC Krasnodar,2016,Russian
44,90,Fedor Smolov,RUS,F,1.87,80,09-02-90,Saratov,Dynamo Moscow,FC Krasnodar,2016,Russian
45,98,Sergey Petrov,RUS,D,1.80,72,02-01-91,St. Petersburg,Krylia Sovetov,FC Krasnodar,2016,Russian
2,2,Evgeniy Bashkirov,RUS,M,1.73,63,06-07-91,St. Petersburg,Tom Tomsk,Krylia Sovetov,2016,Russian
3,3,Dmitriy Yatchenko,RUS,D,1.72,68,25-08-86,Moscow,Terek Grozny,Krylia Sovetov,2016,Russian
4,4,Ivan Taranov,RUS,D,1.85,74,22-06-86,Tomsk,CSKA Moscow,Krylia Sovetov,2016,Russian
5,5,Ali Gadzhibekov,RUS,D,1.80,72,06-08-89,Makhachkala,Anzhi Makhachkala,Krylia Sovetov,2016,Russian
6,6,Nadson,BRA,D,1.90,83,18-10-84,Ubaitaba,KRC Genk,Krylia Sovetov,2016,Russian
7,7,Alan Chochiev,RUS,M,1.80,70,07-09-91,Vladikavkaz,Lokomotiv Moscow-2,Krylia Sovetov,2016,Russian
8,8,Siarhei Karnilenka,BLR,F,1.85,78,14-06-83,Vitebsk,Zenit St Petersburg,Krylia Sovetov,2016,Russian
9,9,Berat Sadik,FIN,F,1.91,84,14-09-86,Skopje,Thun,Krylia Sovetov,2016,Russian
10,10,Christian Pasquato,ITA,M,1.72,70,20-07-89,Padua,Juventus,Krylia Sovetov,2016,Russian
11,11,Aliaksandr Hleb,BLR,M,1.85,74,01-05-81,Minsk,BATE,Krylia Sovetov,2016,Russian
13,13,Yevgeniy Konyukhov,RUS,G,1.88,86,21-11-86,Murom,Torpedo Moscow,Krylia Sovetov,2016,Russian
16,16,Artem Hromov,UKR,M,1.78,72,14-01-90,Stryi,Dynamo Kyiv,Krylia Sovetov,2016,Russian
17,17,Giorgi Loria,GEO,G,1.97,85,27-01-86,Tbilisi,Olympiakos,Krylia Sovetov,2016,Russian
19,19,Sheldon Bateau,TRI,D,1.86,81,29-01-91,Port of Spain,Mechelen,Krylia Sovetov,2016,Russian
20,20,Srdjan Mijailović,SRB,M,1.78,68,10-11-93,Poega,Kayserispor,Krylia Sovetov,2016,Russian
21,21,Vyacheslav Zinkov,RUS,M,1.85,72,26-05-93,Petrozavodsk,Zenit-2,Krylia Sovetov,2016,Russian
22,22,Sandro Tsveiba,RUS,D,1.83,79,05-09-93,Kyiv,Aktobe,Krylia Sovetov,2016,Russian
27,27,Aleksandr Zuev,RUS,M,1.75,62,26-06-96,Kostanay,Spartak Moscow,Krylia Sovetov,2016,Russian
28,28,Pavel Kudryashov,RUS,F,1.76,65,27-11-96,Omsk,Tom Tomsk,Krylia Sovetov,2016,Russian
29,29,Gianni Bruno,BEL,F,1.78,64,19-08-91,Rocourt,Évian TG,Krylia Sovetov,2016,Russian
31,31,Georgiy Zotov,RUS,D,1.74,72,12-01-90,Novosibirsk,Kuban Krasnodar,Krylia Sovetov,2016,Russian
33,33,Milan Rodić,SRB,D,1.83,70,02-04-91,Belgrade,Zenit St Petersburg,Krylia Sovetov,2016,Russian
40,40,Sergey Bozhin,RUS,D,1.80,70,12-09-94,Samara,Krylia Sovetov-2,Krylia Sovetov,2016,Russian
41,69,Egor Golenkov,RUS,F,1.89,82,07-07-99,,Krylia Sovetov-2,Krylia Sovetov,2016,Russian
42,77,Sergey Tkachev,RUS,M,1.83,77,19-05-89,Boguchar,CSKA Moscow,Krylia Sovetov,2016,Russian
43,88,Vitaliy Shilnikov,RUS,G,1.94,83,23-09-97,Novosibirsk,Krylia Sovetov-2,Krylia Sovetov,2016,Russian
44,98,Ilya Viznovich,RUS,F,1.82,75,10-02-98,Tolyatti,Lada Tolyatti,Krylia Sovetov,2016,Russian
1,1,Guilherme,RUS,G,1.97,78,12-12-85,Cataguases,Atlético Paranaense,Lokomotiv Moscow,2016,Russian
3,3,Timofey Margasov,RUS,D,1.81,74,12-06-92,Tolyatti,Krylia Sovetov,Lokomotiv Moscow,2016,Russian
4,4,Manuel Fernandes,POR,M,1.76,75,05-02-86,Lisbon,Beşiktaş,Lokomotiv Moscow,2016,Russian
5,5,Nemanja Pejčinović,SRB,D,1.85,84,04-11-87,Kragujevac,Nice,Lokomotiv Moscow,2016,Russian
7,7,Maicon,BRA,F,1.82,67,18-02-90,Duque de Caxias,Fluminense,Lokomotiv Moscow,2016,Russian
8,8,Jefferson Farfán,PER,M,1.78,73,28-10-84,Lima,Al-Jazira,Lokomotiv Moscow,2016,Russian
9,9,Igor Portnyagin,RUS,F,1.90,75,07-01-89,Vladivostok,Rubin Kazan,Lokomotiv Moscow,2016,Russian
10,10,Dmitriy Loskov,RUS,M,1.78,78,12-02-74,Kurgan,Saturn,Lokomotiv Moscow,2016,Russian
11,11,Alan Kasaev,RUS,M,1.73,67,08-04-86,Vladikavkaz,Rubin Kazan,Lokomotiv Moscow,2016,Russian
14,14,Vedran Ćorluka,CRO,D,1.93,84,05-02-86,Derventa,Tottenham H,Lokomotiv Moscow,2016,Russian
17,17,Taras Mykhalyk,UKR,D,1.85,77,28-10-83,Lyubeshiv,Dynamo Kyiv,Lokomotiv Moscow,2016,Russian
18,18,Aleksandr Kolomeytsev,RUS,M,1.82,78,21-02-89,Surgut,Amkar Perm,Lokomotiv Moscow,2016,Russian
20,20,Vladislav Ignatyev,RUS,M,1.80,72,20-01-87,Naberezhnye Chelny,Kuban Krasnodar,Lokomotiv Moscow,2016,Russian
21,21,Amir Natkho,RUS,M,1.82,75,09-07-96,Maykop,FC Krasnodar,Lokomotiv Moscow,2016,Russian
23,23,Dmitriy Tarasov,RUS,M,1.88,73,18-03-87,Tomsk,FC Moscow,Lokomotiv Moscow,2016,Russian
27,27,Igor Denisov,RUS,M,1.76,75,17-05-84,St. Petersburg,Dynamo Moscow,Lokomotiv Moscow,2016,Russian
28,28,Boris Rotenberg,FIN,D,1.89,83,19-05-86,St. Petersburg,Dynamo Moscow,Lokomotiv Moscow,2016,Russian
29,29,Vitaliy Denisov,UZB,D,1.78,75,23-02-87,Tashkent,Dnipro Dnipropetrovsk,Lokomotiv Moscow,2016,Russian
32,32,Petar kuletić,SRB,F,1.89,79,29-06-90,Nikić,Partizan Belgrade,Lokomotiv Moscow,2016,Russian
33,33,Solomon Kvirkvelia,GEO,D,1.90,75,06-02-92,Samtredia,Rubin Kazan,Lokomotiv Moscow,2016,Russian
36,36,Dmitriy Barinov,RUS,M,1.79,72,11-09-96,Ogudnevo,Lokomotiv-2,Lokomotiv Moscow,2016,Russian
41,41,Miroslav Lobantsev,RUS,G,1.89,80,27-05-95,Moscow,Lokomotiv-2,Lokomotiv Moscow,2016,Russian
42,55,Renat Yanbaev,RUS,D,1.78,71,07-04-84,Noginsk,Kuban Krasnodar,Lokomotiv Moscow,2016,Russian
43,57,Artyom Galadzhan,RUS,F,1.80,71,22-05-98,Novorossiysk,Lokomotiv-2,Lokomotiv Moscow,2016,Russian
44,59,Aleksey Miranchuk,RUS,M,1.82,74,17-10-95,Slavyansk-na-Kubani,Lokomotiv-2,Lokomotiv Moscow,2016,Russian
45,60,Anton Miranchuk,RUS,M,1.83,72,17-10-95,Slavyansk-na-Kubani,Lokomotiv-2,Lokomotiv Moscow,2016,Russian
46,77,Anton Kochenkov,RUS,G,1.97,87,02-04-87,Bishkek,Mordovia Saransk,Lokomotiv Moscow,2016,Russian
47,88,Delvin Ndinga,CGO,M,1.82,73,03-04-88,Pointe Noire,Monaco,Lokomotiv Moscow,2016,Russian
48,90,Ari,BRA,F,1.82,87,11-12-85,Fortaleza,FC Krasnodar,Lokomotiv Moscow,2016,Russian
1,1,Aleksandr Rudenko,RUS,G,2.01,85,04-03-93,,Chernomorets Novorossiysk,FC Orenburg,2016,Russian
2,2,Vladimir Poluyakhtov,RUS,D,1.80,78,11-07-89,Krasavino,Zhemchuzhina-Sochi,FC Orenburg,2016,Russian
3,3,Mikhail Sivakov,BLR,M,1.86,77,16-01-88,Minsk,Zorya Luhansk,FC Orenburg,2016,Russian
4,4,Ivica unić,CRO,D,1.95,85,11-09-88,Jajce,Volyn Lutsk,FC Orenburg,2016,Russian
5,5,Roman Vorobyov,RUS,M,1.75,70,24-03-84,St. Petersburg,Dinamo St Petersburg,FC Orenburg,2016,Russian
8,8,Marat Shogenov,RUS,M,1.85,80,26-08-84,Nalchik,Spartak Nalchik,FC Orenburg,2016,Russian
9,9,Vladimir Parnyakov,RUS,M,1.74,67,30-01-84,Vologda,Dynamo Vologda,FC Orenburg,2016,Russian
10,10,Anzor Sanaya,RUS,F,1.88,84,22-05-89,Mineralnye Vody,Tom Tomsk,FC Orenburg,2016,Russian
12,12,Andrey Malykh,RUS,D,1.76,72,24-08-88,Kirov,Dynamo Kirov,FC Orenburg,2016,Russian
13,13,Pavel Nyakhaychyk,BLR,M,1.80,70,15-07-88,Minsk,Tom Tomsk,FC Orenburg,2016,Russian
15,15,Dmitriy Andreyev,RUS,D,1.88,84,26-09-80,Elista,FC Tyumen,FC Orenburg,2016,Russian
16,16,Michal Ďuri,SVK,F,1.83,75,01-06-88,Uherské Hraditě,Viktoria Plzeň,FC Orenburg,2016,Russian
17,17,Dmitriy Efremov,RUS,M,1.80,70,01-04-95,Ulyanovsk,CSKA Moscow,FC Orenburg,2016,Russian
20,20,Aleksey Pomerko,RUS,M,1.82,69,03-05-90,Gorodovikovsk,Krylia Sovetov,FC Orenburg,2016,Russian
22,22,Georgiy Gabulov,RUS,M,1.90,74,04-09-88,Mozdok,Krylia Sovetov,FC Orenburg,2016,Russian
23,23,Sergey Breyev,RUS,M,1.77,72,22-04-87,Naberezhnye Chelny,FC Khimki,FC Orenburg,2016,Russian
24,24,Igor Koronov,RUS,M,1.77,72,06-04-86,Naberezhnye Chelny,Spartak Nalchik,FC Orenburg,2016,Russian
27,27,Maksim Bardachow,BLR,D,1.90,83,18-06-96,Grodno,Tom Tomsk,FC Orenburg,2016,Russian
29,29,Vadim Afonin,UZB,M,1.76,68,29-09-87,Tashkent,Salyut Belgorod,FC Orenburg,2016,Russian
30,30,Alyaksandr Hutar,BLR,G,1.90,83,18-04-89,Minsk,Dinamo Minsk,FC Orenburg,2016,Russian
32,32,Denis Popovič,SVN,M,1.82,74,15-10-89,Celje,Wisła Kraków,FC Orenburg,2016,Russian
33,33,Dmitriy Abakumov,RUS,G,1.85,76,08-07-89,Voronezh,Mordovia Saransk,FC Orenburg,2016,Russian
40,40,Blagoy Georgiev,BUL,M,1.85,80,21-12-81,Sofia,Rubin Kazan,FC Orenburg,2016,Russian
41,41,Mikhail Kerzhakov,RUS,G,1.89,84,28-01-87,Kingisepp,Zenit St Petersburg,FC Orenburg,2016,Russian
42,45,Elguja Lobjanidze,GEO,F,1.93,82,17-09-92,Tbilisi,Dinamo Batumi,FC Orenburg,2016,Russian
