,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
4,4,Dmitriy Torbinskiy,RUS,M,1.72,60,28-04-84,Moscow,Rubin Kazan,FC Rostov,2014,Russian
5,5,Vitaliy Dyakov,RUS,D,1.92,88,31-01-89,Krasnodar,Lokomotiv Moscow-2,FC Rostov,2014,Russian
6,6,Aleksey Rebko,RUS,M,1.78,65,23-04-86,Moscow,Amkar Perm,FC Rostov,2014,Russian
7,7,Maksim Grigoryev,RUS,M,1.88,75,06-07-90,Lipetsk,Lokomotiv Moscow,FC Rostov,2014,Russian
8,8,Moussa Doumbia,MLI,M,1.73,68,15-08-94,Bamako,Real Bamako,FC Rostov,2014,Russian
9,9,Kanga Kaku Guélor,GAB,M,1.67,63,01-09-90,Oyem,CF Mounana,FC Rostov,2014,Russian
10,10,Yoo Byung-Soo,KOR,F,1.82,76,26-03-88,Daegu,Al-Hilal [KSA],FC Rostov,2014,Russian
11,11,Aleksandr Bukharov,RUS,F,1.91,83,12-03-85,Naberezhnye Chelny,Zenit St Petersburg,FC Rostov,2014,Russian
14,14,Dmitriy Poloz,RUS,F,1.83,73,12-07-91,Stavropol,Lokomotiv Moscow-2,FC Rostov,2014,Russian
15,15,Maksim Bardachow,BLR,D,1.90,83,18-06-96,Grodno,Tom Tomsk,FC Rostov,2014,Russian
16,16,Mihai Plătică,MDA,M,1.85,77,15-03-90,Chişinău,Zimbru Chișinău,FC Rostov,2014,Russian
17,17,Vakhit Orazsakhedov,TKM,F,1.80,70,26-01-92,Ashgabat,Osmanlıspor,FC Rostov,2014,Russian
19,19,Hrvoje Milić,CRO,D,1.83,74,10-05-89,Osijek,Istra 1961,FC Rostov,2014,Russian
20,20,Sardar Azmoun,IRN,F,1.78,72,01-01-95,Gonbad,Rubin Kazan,FC Rostov,2014,Russian
22,22,Artem Dzyuba,RUS,F,1.93,89,22-08-88,Moscow,Spartak Moscow,FC Rostov,2014,Russian
23,23,Aleksandr Troshechkin,RUS,M,1.83,78,23-04-96,Moscow,Anzhi Makhachkala,FC Rostov,2014,Russian
25,25,Ivan Novoseltsev,RUS,D,1.91,82,25-08-91,Moscow,Torpedo Moscow,FC Rostov,2014,Russian
27,27,Igor Lolo,CIV,D,1.79,68,22-07-82,Abidjan,Kuban Krasnodar,FC Rostov,2014,Russian
35,35,Soslan Dzhanaev,RUS,G,1.90,84,13-03-87,Vladikavkaz,Spartak Moscow,FC Rostov,2014,Russian
41,55,Siyanda Xulu,RSA,D,1.88,76,30-12-91,Durban,Mamelodi Sundowns,FC Rostov,2014,Russian
42,77,Bastos,ANG,D,1.84,75,23-11-91,Luanda,Petro Atlético,FC Rostov,2014,Russian
43,84,Aleksandr Gaţcan,RUS,M,1.85,78,27-03-84,Chişinău,Rubin Kazan,FC Rostov,2014,Russian
44,99,Nemanja Nikolić,SRB,F,1.88,78,19-10-92,Kraljevo,Grbalj,FC Rostov,2014,Russian
1,1,Sergey Ryzhikov,RUS,G,1.94,83,19-09-80,Shebekino,Lokomotiv Moscow,Rubin Kazan,2014,Russian
2,2,Oleg Kuzmin,RUS,D,1.75,72,09-05-81,Moscow,Lokomotiv Moscow,Rubin Kazan,2014,Russian
3,3,Elmir Nabiullin,RUS,D,1.76,68,08-03-95,Kazan,Rubin-2,Rubin Kazan,2014,Russian
4,4,Guillermo Cotugno,URU,D,1.76,69,17-03-95,Montevideo,Danubio,Rubin Kazan,2014,Russian
5,5,Solomon Kvirkvelia,GEO,D,1.90,75,06-02-92,Samtredia,Zenit-2,Rubin Kazan,2014,Russian
7,7,Igor Portnyagin,RUS,F,1.90,75,07-01-89,Vladivostok,Rubin-2,Rubin Kazan,2014,Russian
9,9,Dmitriy Otstavnov,RUS,F,1.90,84,04-06-93,Tula,Dynamo Moscow,Rubin Kazan,2014,Russian
10,10,Marko Livaja,CRO,F,1.82,81,26-08-93,Split,Atalanta,Rubin Kazan,2014,Russian
12,12,Aleksandr Filtsov,RUS,G,1.97,85,02-01-90,Shimanovsk,FC Krasnodar,Rubin Kazan,2014,Russian
15,15,Syarhey Kislyak,BLR,M,1.85,70,06-08-87,Kamyanyets,Dinamo Minsk,Rubin Kazan,2014,Russian
20,20,Vladimir Sobolev,RUS,M,1.67,65,30-07-91,Gukovo,Dynamo Moscow,Rubin Kazan,2014,Russian
22,22,Vladimir Dyadyun,RUS,F,1.80,71,12-07-88,Omsk,Dynamo Moscow,Rubin Kazan,2014,Russian
23,23,Mamuka Kobakhidze,GEO,M,1.89,81,23-08-92,Tbilisi,Dila Gori,Rubin Kazan,2014,Russian
27,27,Magomed Ozdoev,RUS,M,1.82,75,05-11-92,Grozny,Lokomotiv Moscow,Rubin Kazan,2014,Russian
29,29,Shota Bibilov,RUS,M,1.79,68,06-08-90,Vladikavkaz,Volga Nizhny Novgorod,Rubin Kazan,2014,Russian
33,33,Inal Getigezhev,RUS,D,1.87,81,23-05-87,Rostov-on-Don,FC Rostov,Rubin Kazan,2014,Russian
41,44,César Navas,ESP,D,1.96,89,14-02-80,Móstoles,Racing Santander,Rubin Kazan,2014,Russian
42,45,Timur Akmurzin,RUS,G,1.89,80,07-12-97,Moscow,Rubin-2,Rubin Kazan,2014,Russian
43,49,Vitaliy Ustinov,RUS,D,1.80,70,03-05-91,Moscow,Rotor Volgograd,Rubin Kazan,2014,Russian
44,61,Gökdeniz Karadeniz,TUR,M,1.69,66,11-01-80,Giresun,Trabzonspor,Rubin Kazan,2014,Russian
45,77,Blagoy Georgiev,BUL,M,1.85,80,21-12-81,Sofia,Amkar Perm,Rubin Kazan,2014,Russian
46,80,Egor Sorokin,RUS,D,1.89,81,04-11-95,St. Petersburg,Rubin-2,Rubin Kazan,2014,Russian
47,85,Ilzat Akhmetov,RUS,M,1.72,65,31-12-97,Bishkek,Rubin-2,Rubin Kazan,2014,Russian
48,87,Carlos Eduardo,BRA,M,1.71,68,18-07-87,Ajuricaba,1899 Hoffenheim,Rubin Kazan,2014,Russian
49,88,Ruslan Kambolov,RUS,D,1.80,79,01-01-90,Moscow,Neftekhimik Nizhnekamsk,Rubin Kazan,2014,Russian
50,91,Yuriy Nesterenko,RUS,G,1.89,85,12-06-91,Krasnodar,Rubin-2,Rubin Kazan,2014,Russian
51,99,Maksim Kanunnikov,RUS,F,1.83,74,14-07-91,St. Petersburg,Amkar Perm,Rubin Kazan,2014,Russian
1,1,Anton Mitryushkin,RUS,G,1.86,79,08-02-96,Krasnoyarsk,Spartak Moscow-2,Spartak Moscow,2014,Russian
2,2,Juan Insaurralde,ARG,D,1.88,85,03-10-84,Resistencia,Boca Juniors,Spartak Moscow,2014,Russian
3,3,Sergey Bryzgalov,RUS,D,1.78,72,15-11-92,Pavlovo,Saturn,Spartak Moscow,2014,Russian
4,4,Sergey Parshivlyuk,RUS,D,1.78,73,18-03-89,Moscow,Spartak Moscow-2,Spartak Moscow,2014,Russian
7,7,Jano Ananidze,GEO,M,1.70,60,10-10-92,Kobuleti,Spartak Moscow-2,Spartak Moscow,2014,Russian
8,8,Denis Glushakov,RUS,M,1.78,72,27-01-87,Millerovo,Lokomotiv Moscow,Spartak Moscow,2014,Russian
10,10,Yura Movsisyan,ARM,F,1.83,82,06-07-87,Baku,FC Krasnodar,Spartak Moscow,2014,Russian
11,11,Aras Özbiliz,ARM,M,1.70,71,09-03-90,Bakırköy,Kuban Krasnodar,Spartak Moscow,2014,Russian
15,15,Rômulo,BRA,M,1.84,80,19-09-90,Picos,Vasco da Gama,Spartak Moscow,2014,Russian
19,19,José Manuel Jurado,ESP,M,1.73,72,29-06-86,Sanlúcar de Barrameda,Schalke,Spartak Moscow,2014,Russian
20,20,Patrick Ebert,GER,M,1.72,68,17-03-87,Potsdam,Valladolid,Spartak Moscow,2014,Russian
21,21,Kim Källström,SWE,M,1.81,79,24-08-82,Sandviken,Lyon,Spartak Moscow,2014,Russian
23,23,Dmitriy Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Dynamo Moscow,Spartak Moscow,2014,Russian
24,24,Quincy Promes,NED,M,1.74,72,04-01-92,Amsterdam,FC Twente,Spartak Moscow,2014,Russian
30,30,Sergey Pesyakov,RUS,G,1.95,85,16-12-88,Ivanovo,Shinnik,Spartak Moscow,2014,Russian
32,32,Artem Rebrov,RUS,G,1.89,85,04-03-84,Moscow,Shinnik,Spartak Moscow,2014,Russian
34,34,Evgeniy Makeev,RUS,D,1.81,69,24-07-89,Cherepovets,Spartak Moscow-2,Spartak Moscow,2014,Russian
35,35,Serdar Taşçı,GER,D,1.86,80,24-04-87,Esslingen,Stuttgart,Spartak Moscow,2014,Russian
37,37,Georgiy Melkadze,RUS,M,1.80,77,04-04-97,Moscow,Spartak Moscow-2,Spartak Moscow,2014,Russian
40,40,Artem Timofeev,RUS,M,1.85,83,12-01-94,Saratov,Spartak Moscow-2,Spartak Moscow,2014,Russian
41,55,João Carlos,BRA,D,1.89,85,01-01-82,Realengo,Anzhi Makhachkala,Spartak Moscow,2014,Russian
42,57,Vyacheslav Krotov,RUS,F,1.81,71,14-02-93,Astrakhan,Volgar-Gazprom,Spartak Moscow,2014,Russian
43,64,Denis Kutin,RUS,D,1.84,67,05-10-93,Hamburg,Akademia Chertanovo,Spartak Moscow,2014,Russian
44,69,Denis Davydov,RUS,F,1.75,65,22-03-95,Moscow,Spartak Moscow-2,Spartak Moscow,2014,Russian
45,87,Aleksandr Zuev,RUS,M,1.75,62,26-06-96,Kostanay,Spartak Moscow-2,Spartak Moscow,2014,Russian
1,1,Yaroslav Hodzyur,UKR,G,1.94,90,06-03-85,Ivano-Frankivsk,Dynamo Kyiv-2,Terek Grozny,2014,Russian
2,2,Rodolfo,BRA,D,1.83,77,23-10-82,Santos,Vasco da Gama,Terek Grozny,2014,Russian
3,3,Adolphe Teikeu,CMR,D,1.89,80,23-06-90,Bandjoun,Chornomorets Odessa,Terek Grozny,2014,Russian
4,4,Juhani Ojala,FIN,D,1.91,83,19-06-89,Vantaa,Young Boys,Terek Grozny,2014,Russian
6,6,Adilson,BRA,M,1.81,70,16-01-87,Bom Princípio,Grêmio,Terek Grozny,2014,Russian
7,7,Khalid Kadyrov,RUS,M,1.64,56,19-04-94,,Terek-2,Terek Grozny,2014,Russian
8,8,Maurício,BRA,M,1.80,73,21-10-88,São José dos Campos,Fluminense,Terek Grozny,2014,Russian
9,9,Aílton Almeida,BRA,F,1.80,79,20-08-84,Hematita,APOEL,Terek Grozny,2014,Russian
10,10,Kanu,BRA,M,1.90,82,23-09-87,Salvador,Anderlecht,Terek Grozny,2014,Russian
13,13,Fedor Kudryashov,RUS,D,1.83,80,05-04-87,Moscow,Spartak Moscow,Terek Grozny,2014,Russian
14,14,Ismaïl Aissati,MAR,M,1.74,70,16-08-88,Utrecht,Antalyaspor,Terek Grozny,2014,Russian
15,15,Andrey Semenov,RUS,D,1.90,86,24-03-89,Moscow,Amkar Perm,Terek Grozny,2014,Russian
16,16,Evgeniy Gorodov,RUS,G,1.85,75,13-12-85,Barnaul,FC Krasnodar,Terek Grozny,2014,Russian
17,17,Ablaye Mbengue,SEN,F,1.87,78,19-03-91,Thiès,Sapins,Terek Grozny,2014,Russian
18,18,Jeremy Bokila,COD,F,1.88,78,14-11-88,Kinshasa,Zulte-Waregem,Terek Grozny,2014,Russian
19,19,Oleg Ivanov,RUS,M,1.91,82,04-08-86,Moscow,FC Rostov,Terek Grozny,2014,Russian
20,20,Adlan Katsaev,RUS,M,1.80,73,20-02-88,Achkhoy-Martan,Terek-2,Terek Grozny,2014,Russian
21,21,Daler Kuzyayev,RUS,M,1.90,86,15-01-93,Orenburg,Neftekhimik Nizhnekamsk,Terek Grozny,2014,Russian
22,22,Marko ćepović,SRB,F,1.90,83,23-05-91,Belgrade,Olympiakos,Terek Grozny,2014,Russian
23,23,Facundo Píriz,URU,M,1.78,74,27-03-90,Treinta y Tres,Nacional [URU],Terek Grozny,2014,Russian
24,24,Marcin Komorowski,POL,D,1.86,75,17-04-84,Pabianice,Legia Warszawa,Terek Grozny,2014,Russian
31,31,Maciej Rybus,POL,M,1.72,75,19-08-89,Łowicz,Legia Warszawa,Terek Grozny,2014,Russian
33,33,Vitaliy Gudiyev,RUS,G,1.81,65,22-04-95,Vladikavkaz,Alania Vladikavkaz,Terek Grozny,2014,Russian
40,40,Rizvan Utsiev,RUS,D,1.73,68,07-02-88,Argun,Terek-2,Terek Grozny,2014,Russian
41,55,Igor Lebedenko,RUS,M,1.82,78,27-05-83,Moscow,Rubin Kazan,Terek Grozny,2014,Russian
42,93,Apti Akhyadov,RUS,F,1.73,67,24-08-93,Gudermes,Terek-2,Terek Grozny,2014,Russian
4,4,Arnór Smárason,ISL,M,1.85,74,07-09-88,Akranes,Helsinborgs IF,Torpedo Moscow,2014,Russian
5,5,Ivan Knyazev,RUS,D,1.89,84,05-11-92,Timashevsk,Kuban Krasnodar-2,Torpedo Moscow,2014,Russian
6,6,Tomas Mikuckis,LTU,D,1.84,78,13-01-83,Jonava,SKA-Energia,Torpedo Moscow,2014,Russian
7,7,Semen Fomin,RUS,M,1.80,79,10-01-89,Vladivostok,Rotor Volgograd,Torpedo Moscow,2014,Russian
9,9,Kirill Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Spartak Moscow,Torpedo Moscow,2014,Russian
10,10,Sergey Davydov,RUS,F,1.88,76,22-07-85,Moscow,Rubin Kazan,Torpedo Moscow,2014,Russian
11,11,Reziuan Mirzov,RUS,M,1.80,74,22-06-93,Baksan,Zvezda Ryazan,Torpedo Moscow,2014,Russian
13,13,Goran Blaević,CRO,G,1.95,89,07-06-86,Split,Levski Sofia,Torpedo Moscow,2014,Russian
14,14,Anton Putsilo,BLR,M,1.80,74,23-06-87,Orsha,Volga Nizhny Novgorod,Torpedo Moscow,2014,Russian
15,15,Egor Tarakanov,RUS,D,1.76,66,17-04-87,,Volga Nizhny Novgorod,Torpedo Moscow,2014,Russian
16,16,Dalibor Stevanovič,SVN,M,1.83,75,27-09-84,Ljubljana,Śląsk Wrocław,Torpedo Moscow,2014,Russian
18,18,Aleksey Pugin,RUS,M,1.82,75,07-03-87,Kirov,Rotor Volgograd,Torpedo Moscow,2014,Russian
19,19,Sergei Zenjov,EST,F,1.83,70,20-04-89,Pärnu,Blackpool,Torpedo Moscow,2014,Russian
20,20,Vadim Steklov,RUS,M,1.71,71,24-03-85,Moscow,FC Istra,Torpedo Moscow,2014,Russian
21,21,Denis Voynov,RUS,M,1.76,73,01-03-90,Fryazino,Lokomotiv Moscow,Torpedo Moscow,2014,Russian
22,22,Konstantin Bazelyuk,RUS,F,1.87,78,12-04-93,Moscow,CSKA Moscow,Torpedo Moscow,2014,Russian
23,23,Diniyar Bilyaletdinov,RUS,M,1.86,77,27-02-85,Moscow,Spartak Moscow,Torpedo Moscow,2014,Russian
27,27,Hugo Vieira,POR,F,1.78,72,25-07-88,Barcelos,Sporting Braga,Torpedo Moscow,2014,Russian
30,30,Yuriy Zhevnov,BLR,G,1.83,78,17-04-81,Dobrush,Zenit St Petersburg,Torpedo Moscow,2014,Russian
33,33,Vladimir Rykov,RUS,D,1.91,83,13-11-87,Novosibirsk,Dynamo Moscow,Torpedo Moscow,2014,Russian
34,34,Aleksandr Katsalapov,RUS,D,1.85,78,05-04-86,Volgograd,FC Tyumen,Torpedo Moscow,2014,Russian
41,71,Georgiy Tigiev,RUS,D,1.76,77,26-05-95,Beslan,Kuban Krasnodar,Torpedo Moscow,2014,Russian
42,77,Aleksandr Salugin,RUS,F,1.85,75,23-10-88,Moscow,Volga Nizhny Novgorod,Torpedo Moscow,2014,Russian
43,98,Aleksandr Budakov,RUS,G,1.86,79,10-02-85,Magnitogorsk,FC Khimki,Torpedo Moscow,2014,Russian
1,1,David Yurchenko,BLR,G,1.86,71,27-03-86,Ashgabat,Mordovia Saransk,FC Ufa,2014,Russian
3,3,Pavel Alikin,RUS,D,1.85,79,06-03-84,Perm,SKA-Energia,FC Ufa,2014,Russian
4,4,Pavlo Stepanets,UKR,D,1.85,80,26-05-87,Horodnia,Mordovia Saransk,FC Ufa,2014,Russian
5,5,Emmanuel Frimpong,GHA,M,1.83,83,10-01-92,Accra,Barnsley,FC Ufa,2014,Russian
9,9,Haris Handzić,BIH,F,1.91,85,20-06-90,Sarajevo,Borac Banja Luka,FC Ufa,2014,Russian
10,10,Marcinho,BRA,M,1.82,72,14-05-86,Volta Redonda,CSKA Sofia,FC Ufa,2014,Russian
11,11,Diego Carlos,BRA,F,1.74,67,15-05-88,São Paulo,Luch-Energia,FC Ufa,2014,Russian
13,13,Azamat Zaseev,RUS,M,1.79,69,29-04-88,Samara,FAYUR Beslan,FC Ufa,2014,Russian
14,14,Maksim Semakin,RUS,M,1.80,78,26-10-83,Krasnoyarsk,FC Ufa,FC Ufa,2014,Russian
16,16,Syarhey Vyeramko,BLR,G,1.90,90,16-10-82,Minsk,Krylia Sovetov,FC Ufa,2014,Russian
17,17,Oleksandr Zinchenko,UKR,M,1.75,61,15-12-96,Illichivsk,Shakhtar Donetsk,FC Ufa,2014,Russian
18,18,Dmitriy Golubov,RUS,F,1.75,67,24-06-85,Moscow,Alania Vladikavkaz,FC Ufa,2014,Russian
19,19,Ivan Paurević,CRO,M,1.94,87,01-07-91,Essen,Fortuna Düsseldorf,FC Ufa,2014,Russian
20,20,Denis Tumasyan,RUS,D,1.85,82,24-04-85,Kyiv,FC Ural,FC Ufa,2014,Russian
22,22,Vagiz Galiulin,UZB,M,1.74,67,10-10-87,Kazan,Rubin Kazan,FC Ufa,2014,Russian
23,23,Anton Kilin,RUS,M,1.69,61,14-11-90,Izhevsk,FC Chelyabinsk,FC Ufa,2014,Russian
28,28,Felicio Brown Forbes,GER,D,1.88,81,28-08-91,Berlin,Krylia Sovetov,FC Ufa,2014,Russian
33,33,Aleksandr Sukhov,RUS,D,1.74,71,03-01-86,Moscow,Shinnik,FC Ufa,2014,Russian
39,39,Dmitriy Stotskiy,RUS,M,1.71,64,01-12-89,Kaliningrad,Baltika Kaliningrad,FC Ufa,2014,Russian
41,70,Nikolay Safronidi,RUS,M,1.80,72,10-09-83,Vladikavkaz,FC Ural,FC Ufa,2014,Russian
42,71,Artem Leonov,RUS,G,1.82,70,28-06-94,Orenburg,FC Krasnodar,FC Ufa,2014,Russian
43,81,Dzmitry Verkhawtsow,BLR,D,1.90,85,10-10-86,Mogilev,Krylia Sovetov,FC Ufa,2014,Russian
44,87,Igor Bezdenezhnykh,RUS,M,1.75,65,08-08-96,Ufa,FC Ufa-2,FC Ufa,2014,Russian
45,88,Igor Shevchenko,RUS,F,1.80,70,02-02-85,Samara,Torpedo Moscow,FC Ufa,2014,Russian
46,99,Denis Gaysin,RUS,F,1.75,70,15-01-94,,FC Ufa-2,FC Ufa,2014,Russian
2,2,Vladimir Khozin,RUS,D,1.83,80,03-07-89,Rostov-on-Don,Alania Vladikavkaz,FC Ural,2014,Russian
3,3,Chisamba Lungu,ZAM,F,1.78,68,31-01-91,Kafue,Baia Zugdidi,FC Ural,2014,Russian
7,7,Aleksandr Dantsev,RUS,D,1.78,70,14-10-84,Rostov,Luch-Energia,FC Ural,2014,Russian
8,8,Ivan Chudin,RUS,M,1.81,77,07-03-90,Yekaterinburg,FC Ural-2,FC Ural,2014,Russian
9,9,Spartak Gogniev,RUS,F,1.85,75,19-01-81,Vladikavkaz,FC Krasnodar,FC Ural,2014,Russian
10,10,Edgar Manucharyan,ARM,F,1.76,74,19-01-87,Yerevan,Ajax,FC Ural,2014,Russian
12,12,Aleksandr Novikov,RUS,D,1.85,78,12-10-84,Omsk,Irtysh-1946,FC Ural,2014,Russian
14,14,Vyacheslav Podberezkin,RUS,M,1.87,76,21-06-92,Moscow,Lokomotiv Moscow-2,FC Ural,2014,Russian
21,21,Gerson Acevedo,CHI,M,1.82,79,05-04-88,Santiago,Mordovia Saransk,FC Ural,2014,Russian
24,24,Denis Fomin,RUS,D,1.85,76,03-05-96,Lisakovsk,Tekstilshchik Ivanovo,FC Ural,2014,Russian
25,25,Aleksandr Stavpets,RUS,F,1.80,75,04-07-89,Oryol,Rotor Volgograd,FC Ural,2014,Russian
28,28,Nikolay Zabolotniy,RUS,G,1.84,81,16-04-90,St. Petersburg,Spartak Moscow,FC Ural,2014,Russian
29,29,Pablo Fontanello,ARG,D,1.91,84,26-09-84,Lincoln [ARG],Stabæk,FC Ural,2014,Russian
33,33,Igor Kot,RUS,G,1.87,86,03-06-80,Krasnodar,Gazovik Orenburg,FC Ural,2014,Russian
34,34,Denis Dorozhkin,RUS,F,1.91,82,08-06-87,Volgograd,Spartak Nalchik,FC Ural,2014,Russian
35,35,Dmitriy Arapov,RUS,G,1.85,77,09-06-93,Yekaterinburg,FC Ural-2,FC Ural,2014,Russian
41,41,Aleksandr Sapeta,RUS,M,1.79,73,28-06-89,Engels,Dynamo Moscow,FC Ural,2014,Russian
42,50,Nikolay Markov,RUS,D,1.78,74,20-04-85,Tashkent,FC Krasnodar,FC Ural,2014,Russian
43,57,Artem Fidler,RUS,M,1.78,74,14-07-83,Yekaterinburg,Kuban Krasnodar,FC Ural,2014,Russian
44,63,Aleksandr Belozerov,RUS,D,1.83,79,27-10-81,Togliatti,Volga Nizhny Novgorod,FC Ural,2014,Russian
45,75,Sergey Serchenkov,RUS,M,1.79,66,01-01-97,Krasnodar,FC Ural-2,FC Ural,2014,Russian
46,88,Aleksey Gerasimov,RUS,D,1.94,87,15-04-93,,FC Ural-2,FC Ural,2014,Russian
47,89,Aleksandr Erokhin,RUS,M,1.93,79,13-10-89,Barnaul,SKA-Energia,FC Ural,2014,Russian
48,90,Fedor Smolov,RUS,F,1.87,80,09-02-90,Saratov,Dynamo Moscow,FC Ural,2014,Russian
49,92,Roman Emelyanov,RUS,M,1.89,85,08-05-92,Pavlovo,Shakhtar Donetsk,FC Ural,2014,Russian
50,93,Semen Pomogaev,RUS,M,1.86,78,01-11-93,Yekaterinburg,FC Ural-2,FC Ural,2014,Russian
51,99,Kostyantyn Yaroshenko,UKR,M,1.74,70,12-09-86,Luhansk,Sevastopol,FC Ural,2014,Russian
1,1,Yuri Lodigin,RUS,G,1.85,82,26-05-90,Vladimir,Skoda Xanthi,Zenit St. Petersburg,2014,Russian
2,2,Aleksandr Anyukov,RUS,D,1.78,70,28-09-82,Samara,Krylia Sovetov,Zenit St. Petersburg,2014,Russian
4,4,Domenico Criscito,ITA,D,1.83,70,30-12-86,Cercola,Genoa,Zenit St. Petersburg,2014,Russian
5,5,Aleksandr Ryazantsev,RUS,M,1.76,70,05-09-86,Moscow,Rubin Kazan,Zenit St. Petersburg,2014,Russian
6,6,Nicolas Lombaerts,BEL,D,1.88,78,20-03-85,Brugge,KAA Gent,Zenit St. Petersburg,2014,Russian
7,7,Hulk,BRA,F,1.76,68,25-07-86,Campina Grande,FC Porto,Zenit St. Petersburg,2014,Russian
8,8,Pavel Mogilevets,RUS,M,1.83,70,25-01-93,Kingisepp,Zenit-2,Zenit St. Petersburg,2014,Russian
10,10,Andrey Arshavin,RUS,M,1.72,71,29-05-81,St. Petersburg,Arsenal,Zenit St. Petersburg,2014,Russian
11,11,Aleksandr Kerzhakov,RUS,F,1.75,67,27-11-82,Kingisepp,Dynamo Moscow,Zenit St. Petersburg,2014,Russian
13,13,Luís Neto,POR,D,1.85,71,26-05-88,Póvoa de Varzim,Siena,Zenit St. Petersburg,2014,Russian
16,16,Vyacheslav Malafeev,RUS,G,1.85,79,04-03-79,St. Petersburg,Zenit-2,Zenit St. Petersburg,2014,Russian
17,17,Oleg Shatov,RUS,M,1.73,64,29-07-90,Nizhny Tagil,Anzhi Makhachkala,Zenit St. Petersburg,2014,Russian
19,19,Igor Smolnikov,RUS,D,1.78,70,08-08-88,Moscow,FC Krasnodar,Zenit St. Petersburg,2014,Russian
20,20,Viktor Fayzulin,RUS,M,1.76,72,22-04-86,Nakhodka,Spartak Nalchik,Zenit St. Petersburg,2014,Russian
21,21,Javi García,ESP,M,1.86,78,08-02-87,Murcia,Manchester C,Zenit St. Petersburg,2014,Russian
23,23,José Salomón Rondón,VEN,F,1.90,86,16-09-89,Caracas,Rubin Kazan,Zenit St. Petersburg,2014,Russian
24,24,Ezequiel Garay,ARG,D,1.89,83,10-10-86,Rosario,Benfica,Zenit St. Petersburg,2014,Russian
28,28,Axel Witsel,BEL,M,1.86,73,12-01-89,Liège,Benfica,Zenit St. Petersburg,2014,Russian
33,33,Milan Rodić,SRB,D,1.83,70,02-04-91,Belgrade,OFK Belgrade,Zenit St. Petersburg,2014,Russian
35,35,Danny,POR,M,1.78,70,07-08-83,Caracas,Dynamo Moscow,Zenit St. Petersburg,2014,Russian
41,44,Anatoliy Tymoshchuk,UKR,M,1.81,75,30-03-79,Lutsk,Bayern Munich,Zenit St. Petersburg,2014,Russian
42,57,Dzhamaldin Khodzhaniyazov,RUS,D,1.80,70,18-07-96,Baýramaly,Zenit-2,Zenit St. Petersburg,2014,Russian
43,71,Egor Baburin,RUS,G,1.84,78,09-08-93,Chernihiv,Zenit-2,Zenit St. Petersburg,2014,Russian
44,90,Ramil Sheydaev,RUS,F,1.86,75,15-03-96,St. Petersburg,Zenit-2,Zenit St. Petersburg,2014,Russian
45,94,Aleksey Evseev,RUS,M,1.87,77,30-03-94,St. Petersburg,Zenit-2,Zenit St. Petersburg,2014,Russian
46,99,Ivan Solovyev,RUS,M,1.68,63,29-03-93,Kaluga,Dynamo Moscow,Zenit St. Petersburg,2014,Russian
