,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
42,77,Anatoliy Katrich,RUS,M,1.80,70,09-07-94,Primorsko-Akhtarsk,Dynamo Moscow-2,Dynamo Moscow,2014,Russian
43,81,Egor Danilkin,RUS,D,1.86,79,01-08-95,Vladimir,Dynamo Moscow-2,Dynamo Moscow,2014,Russian
44,88,Aleksandr Tashaev,RUS,M,1.77,74,23-06-94,Moscow,Dynamo Moscow-2,Dynamo Moscow,2014,Russian
45,96,Maksim Kuzmin,RUS,M,1.78,69,01-06-96,Samara,Akademiya Tolyatti,Dynamo Moscow,2014,Russian
4,4,Alyaksandr Martynovich,BLR,D,1.92,85,26-08-87,Minsk,Dinamo Minsk,FC Krasnodar,2014,Russian
5,5,Artur Jędrzejczyk,POL,D,1.89,78,04-11-87,Dębica,Legia Warszawa,FC Krasnodar,2014,Russian
6,6,Andreas Granqvist,SWE,D,1.92,84,16-04-85,Helsingborg,Genoa,FC Krasnodar,2014,Russian
7,7,Pavel Mamaev,RUS,M,1.78,70,17-09-88,Moscow,CSKA Moscow,FC Krasnodar,2014,Russian
8,8,Yuriy Gazinskiy,RUS,M,1.84,75,20-07-89,Komsomolsk-on-Amur,Torpedo Moscow,FC Krasnodar,2014,Russian
9,9,Ari,BRA,F,1.82,87,11-12-85,Fortaleza,Spartak Moscow,FC Krasnodar,2014,Russian
10,10,Odil Ahmedov,UZB,M,1.82,70,25-11-87,Namangan,Anzhi Makhachkala,FC Krasnodar,2014,Russian
11,11,Marat Izmailov,RUS,M,1.72,70,21-09-82,Moscow,FC Porto,FC Krasnodar,2014,Russian
14,14,Wanderson do Carmo,BRA,M,1.80,75,18-02-86,Baturité,GAIS,FC Krasnodar,2014,Russian
15,15,Roman Shirokov,RUS,M,1.83,74,06-07-81,Dedovsk,Spartak Moscow,FC Krasnodar,2014,Russian
17,17,Vitaliy Kaleshin,RUS,D,1.73,67,03-10-80,Krasnodar,Rubin Kazan,FC Krasnodar,2014,Russian
18,18,Vladimir Bystrov,RUS,M,1.78,69,31-01-84,Luga,Zenit St Petersburg,FC Krasnodar,2014,Russian
20,20,Ruslan Adzhindzhal,RUS,M,1.68,68,22-06-74,Gagra,Krylia Sovetov,FC Krasnodar,2014,Russian
21,21,Ricardo Laborde,COL,M,1.73,67,16-02-88,Cartagena,Anorthosis Famagusta,FC Krasnodar,2014,Russian
22,22,Joãozinho,BRA,M,1.62,57,25-12-88,Ubatuba,Levski Sofia,FC Krasnodar,2014,Russian
25,25,Evgeniy Shipitsin,RUS,M,1.75,68,16-01-85,Perm,Salyut-Energia,FC Krasnodar,2014,Russian
27,27,Ragnar Sigurðsson,ISL,D,1.87,90,19-06-86,Reykjavík,FC København,FC Krasnodar,2014,Russian
31,31,Andriy Dikan,UKR,G,1.92,84,16-07-77,Kharkiv,Spartak Moscow,FC Krasnodar,2014,Russian
33,33,Mauricio Pereyra,URU,M,1.77,75,15-03-90,Montevideo,Lanús,FC Krasnodar,2014,Russian
41,51,Denis Kavlinov,RUS,G,1.89,80,10-01-95,Elista,Krasnodar-2,FC Krasnodar,2014,Russian
42,88,Andrey Sinitsyn,RUS,G,1.96,86,23-06-88,Krasnokamensk,Yenisey Krasnoyarsk,FC Krasnodar,2014,Russian
43,98,Sergey Petrov,RUS,M,1.80,72,02-01-91,St. Petersburg,Krylia Sovetov,FC Krasnodar,2014,Russian
1,1,Eduard Baychora,RUS,G,1.94,85,04-02-92,,Kuban-2,Kuban Krasnodar,2014,Russian
2,2,Igor Armaş,MDA,D,1.94,79,14-07-87,Chişinău,Hammarby IF,Kuban Krasnodar,2014,Russian
4,4,Xandão,BRA,D,1.93,87,23-02-88,Araçatuba,Desportivo Brasil,Kuban Krasnodar,2014,Russian
7,7,Vladislav Kulik,RUS,M,1.80,76,27-02-85,Poltava,Rubin Kazan,Kuban Krasnodar,2014,Russian
8,8,Artur Tlisov,RUS,M,1.80,71,10-06-82,Cherkessk,CSKA Moscow,Kuban Krasnodar,2014,Russian
9,9,Arsen Khubulov,RUS,M,1.81,74,13-12-90,Vladikavkaz,Alania Vladikavkaz,Kuban Krasnodar,2014,Russian
10,10,Charles Kaboré,BFA,M,1.81,75,09-02-88,Bobo-Dioulasso,Marseille,Kuban Krasnodar,2014,Russian
11,11,Gheorghe Bucur,ROU,F,1.71,70,08-04-80,Bucharest,FC Timişoara,Kuban Krasnodar,2014,Russian
13,13,Evgeniy Pomazan,RUS,G,1.93,85,31-01-89,Angren,Anzhi Makhachkala,Kuban Krasnodar,2014,Russian
14,14,Toni unjić,BIH,D,1.92,93,15-12-88,Mostar,Zorya Luhansk,Kuban Krasnodar,2014,Russian
17,17,Mohammed Rabiu,GHA,M,1.87,76,31-12-89,Accra,Évian TG,Kuban Krasnodar,2014,Russian
18,18,Vladislav Ignatyev,RUS,M,1.80,72,20-01-87,Naberezhnye Chelny,FC Krasnodar,Kuban Krasnodar,2014,Russian
20,20,Hugo Almeida,POR,F,1.91,93,23-05-84,Figueira da Foz,Cesena,Kuban Krasnodar,2014,Russian
22,22,Anton Sosnin,RUS,M,1.78,72,27-01-90,St. Petersburg,Krylia Sovetov,Kuban Krasnodar,2014,Russian
23,23,Aleksandr Belenov,RUS,G,1.97,94,13-09-86,Belgorod,Spartak Moscow,Kuban Krasnodar,2014,Russian
25,25,Lorenzo Melgarejo,PAR,D,1.78,71,10-08-90,Loma Grande,Benfica,Kuban Krasnodar,2014,Russian
29,29,Stanislav Manolev,BUL,M,1.83,72,16-12-85,Blagoevgrad,Dynamo Moscow,Kuban Krasnodar,2014,Russian
38,38,Andrei Yeschenko,RUS,D,1.76,74,09-02-84,Irkutsk,Anzhi Makhachkala,Kuban Krasnodar,2014,Russian
41,42,Sergey Karetnik,UKR,M,1.91,80,14-02-95,Lubny,Kuban-2,Kuban Krasnodar,2014,Russian
42,43,Roman Bugaev,RUS,D,1.81,70,11-02-89,Bratsk,Kuban-2,Kuban Krasnodar,2014,Russian
43,71,Ivelin Popov,BUL,M,1.82,72,26-10-87,Sofia,Gaziantepspor,Kuban Krasnodar,2014,Russian
44,77,Sergey Tkachev,RUS,M,1.83,77,19-05-89,Boguchar,Lokomotiv Moscow,Kuban Krasnodar,2014,Russian
45,99,Ibrahima Baldé,SEN,F,1.87,80,01-09-90,Pikine,Osasuna,Kuban Krasnodar,2014,Russian
1,1,Guilherme,BRA,G,1.97,78,12-12-85,Cataguases,Atlético Paranaense,Lokomotiv Moscow,2014,Russian
3,3,Alan Kasaev,RUS,M,1.73,67,08-04-86,Vladikavkaz,Rubin Kazan,Lokomotiv Moscow,2014,Russian
4,4,Manuel Fernandes,POR,M,1.76,75,05-02-86,Lisbon,Beşiktaş,Lokomotiv Moscow,2014,Russian
5,5,Nemanja Pejčinović,SRB,D,1.85,84,04-11-87,Kragujevac,Nice,Lokomotiv Moscow,2014,Russian
7,7,Maicon,BRA,F,1.82,67,18-02-90,Duque de Caxias,Fluminense,Lokomotiv Moscow,2014,Russian
8,8,Aleksandr Sheshukov,RUS,M,1.81,77,15-04-83,Omsk,FC Rostov,Lokomotiv Moscow,2014,Russian
9,9,Roman Pavlyuchenko,RUS,F,1.88,78,15-12-81,Mostovskoy,Tottenham H,Lokomotiv Moscow,2014,Russian
11,11,Mbark Boussoufa,MAR,M,1.68,58,15-08-84,Amsterdam,Anzhi Makhachkala,Lokomotiv Moscow,2014,Russian
14,14,Vedran Ćorluka,CRO,D,1.93,84,05-02-86,Derventa,Tottenham H,Lokomotiv Moscow,2014,Russian
15,15,Arseniy Logashov,RUS,D,1.83,68,20-08-91,Kursk,Anzhi Makhachkala,Lokomotiv Moscow,2014,Russian
16,16,Ilya Lantratov,RUS,G,1.91,76,11-11-95,Prokhorovka,Salyut Belgorod,Lokomotiv Moscow,2014,Russian
17,17,Taras Mykhalyk,UKR,D,1.85,77,28-10-83,Lyubeshiv,Dynamo Kyiv,Lokomotiv Moscow,2014,Russian
19,19,Aleksandr Samedov,RUS,M,1.74,64,19-07-84,Moscow,Dynamo Moscow,Lokomotiv Moscow,2014,Russian
21,21,Oumar Niasse,SEN,F,1.88,75,18-04-90,Ouakam,Akhisar Belediyespor,Lokomotiv Moscow,2014,Russian
22,22,Maksim Belyayev,RUS,D,1.85,76,30-09-91,Ozyory,Lokomotiv-2,Lokomotiv Moscow,2014,Russian
23,23,Dmitriy Tarasov,RUS,M,1.88,73,18-03-87,Tomsk,FC Moscow,Lokomotiv Moscow,2014,Russian
25,25,Petar kuletić,SRB,F,1.89,79,29-06-90,Nikić,Partizan Belgrade,Lokomotiv Moscow,2014,Russian
26,26,Yan Tsiharow,BLR,M,1.82,74,10-03-84,Minsk,Tom Tomsk,Lokomotiv Moscow,2014,Russian
28,28,Ján Ďurica,SVK,D,1.87,85,10-11-81,Bratislava,Saturn,Lokomotiv Moscow,2014,Russian
29,29,Vitaliy Denisov,UZB,D,1.78,75,23-02-87,Tashkent,Dnipro Dnipropetrovsk,Lokomotiv Moscow,2014,Russian
36,36,Dmitriy Barinov,RUS,M,1.79,72,11-09-96,Ogudnevo,Lokomotiv-2,Lokomotiv Moscow,2014,Russian
41,41,Miroslav Lobantsev,RUS,G,1.89,80,27-05-95,Moscow,Lokomotiv-2,Lokomotiv Moscow,2014,Russian
42,49,Roman Shishkin,RUS,D,1.77,73,27-01-87,Voronezh,Spartak Moscow,Lokomotiv Moscow,2014,Russian
43,55,Renat Yanbaev,RUS,D,1.78,71,07-04-84,Noginsk,Kuban Krasnodar,Lokomotiv Moscow,2014,Russian
44,59,Aleksey Miranchuk,RUS,M,1.82,74,17-10-95,Slavyansk-na-Kubani,Lokomotiv-2,Lokomotiv Moscow,2014,Russian
45,60,Anton Miranchuk,RUS,M,1.83,72,17-10-95,Slavyansk-na-Kubani,Lokomotiv-2,Lokomotiv Moscow,2014,Russian
46,81,Ilya Abaev,RUS,G,1.92,83,02-08-81,Moscow,Volga Nizhny Novgorod,Lokomotiv Moscow,2014,Russian
1,1,Anton Kochenkov,RUS,G,1.97,87,02-04-87,Bishkek,Spartak Nalchik,Mordovia Saransk,2014,Russian
3,3,Evgeniy Gapon,RUS,D,1.89,73,20-04-91,Novosibirsk,Shinnik,Mordovia Saransk,2014,Russian
4,4,Igor Shitov,BLR,D,1.85,80,24-10-86,Polotsk,Dynamo Moscow,Mordovia Saransk,2014,Russian
5,5,Viktor Vasin,RUS,D,1.92,80,06-10-88,St. Petersburg,CSKA Moscow,Mordovia Saransk,2014,Russian
6,6,Mitchell Donald,NED,M,1.83,80,10-12-88,Amsterdam,Roda JC,Mordovia Saransk,2014,Russian
7,7,Damien Le Tallec,FRA,F,1.84,73,14-10-90,Poissy,Hoverla Uzhhorod,Mordovia Saransk,2014,Russian
8,8,Anton Bober,RUS,M,1.82,75,28-09-82,Naberezhnye Chelny,Krylia Sovetov,Mordovia Saransk,2014,Russian
9,9,Rustem Mukhametshin,RUS,M,1.83,79,02-04-84,Kazan,SOYUZ-Gazprom,Mordovia Saransk,2014,Russian
10,10,Danilo,BRA,M,1.73,71,13-01-90,São Luis,Metalurh Donetsk,Mordovia Saransk,2014,Russian
11,11,Dmitriy Sisuev,RUS,M,1.75,72,13-01-88,Saransk,Baltika Kaliningrad,Mordovia Saransk,2014,Russian
12,12,Vladimir Boović,MNE,D,1.82,79,13-11-81,Kragujevac,Rapid Bucureşti,Mordovia Saransk,2014,Russian
14,14,Pavel Yakovlev,RUS,F,1.80,69,07-04-91,Lyubertsy,Spartak Moscow,Mordovia Saransk,2014,Russian
16,16,Yannick Djaló,POR,F,1.71,60,05-05-86,Bissau,Benfica,Mordovia Saransk,2014,Russian
17,17,Aslan Dudiyev,RUS,D,1.81,71,15-06-90,Alagir,SKA-Energia,Mordovia Saransk,2014,Russian
18,18,Ibrahima Niasse,SEN,D,1.88,87,18-04-88,Nancy,Qäbälä,Mordovia Saransk,2014,Russian
22,22,Sergey Samodin,RUS,F,1.78,76,14-02-85,Stavropol,Chornomorets Odessa,Mordovia Saransk,2014,Russian
23,23,Ruslan Mukhametshin,RUS,F,1.78,75,29-10-81,Kazan,Rubin Kazan,Mordovia Saransk,2014,Russian
25,25,Ilie Cebanu,MDA,G,1.89,81,29-12-86,Chişinău,Tom Tomsk,Mordovia Saransk,2014,Russian
32,32,Marko Lomić,SRB,D,1.89,80,13-09-83,Čačak,Dynamo Moscow,Mordovia Saransk,2014,Russian
33,33,Denis Shebanov,RUS,G,1.83,76,27-11-89,Saransk,Mordovia-2,Mordovia Saransk,2014,Russian
40,40,Milan Perendija,MKD,D,1.90,90,05-01-86,Belgrade,Oţelul Galaţi,Mordovia Saransk,2014,Russian
41,48,Evgeniy Lutsenko,RUS,F,1.86,72,25-02-87,Moscow,SKA-Energia,Mordovia Saransk,2014,Russian
42,55,Ruslan Nakhushev,RUS,D,1.85,79,05-09-84,Nalchik,FC Krasnodar,Mordovia Saransk,2014,Russian
43,81,Nikita Khaykin,RUS,G,1.85,70,11-07-95,Netanya,Marbella,Mordovia Saransk,2014,Russian
44,84,Oleg Vlasov,RUS,M,1.77,73,10-12-84,Priladozhsky,Torpedo Moscow,Mordovia Saransk,2014,Russian
45,88,Aleksey Ivanov,RUS,M,1.78,73,01-09-81,Saratov,Anzhi Makhachkala,Mordovia Saransk,2014,Russian
46,91,Lorenzo Ebecilio,NED,M,1.75,70,24-09-91,Hoorn,Qäbälä,Mordovia Saransk,2014,Russian
47,99,Pavel Ignatovich,RUS,F,1.77,68,24-05-89,St. Petersburg,Dynamo Moscow,Mordovia Saransk,2014,Russian
1,1,Stipe Pletikosa,CRO,G,1.94,91,08-01-79,Split,Spartak Moscow,FC Rostov,2014,Russian
2,2,Timofei Kalachev,BLR,M,1.73,69,01-05-81,Mogilev,Krylia Sovetov,FC Rostov,2014,Russian
3,3,Vladimir Granat,RUS,D,1.84,80,22-05-87,Ulan-Ude,Dynamo Moscow,FC Rostov,2014,Russian
