,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
5,5,Ramón,BRA,M,1.80,72,24-05-88,Nova Era,Corinthians,CSKA Moscow,2008,Russian
6,6,Aleksey Berezutskiy,RUS,D,1.90,82,20-06-82,Moscow,Chernomorets,CSKA Moscow,2008,Russian
9,9,Vágner Love,BRA,F,1.71,72,11-06-84,Rio de Janeiro,Palmeiras,CSKA Moscow,2008,Russian
11,11,Pavel Mamaev,RUS,M,1.78,70,17-09-88,Moscow,Torpedo Moscow,CSKA Moscow,2008,Russian
14,14,Ricardo Jesús,BRA,F,1.85,81,16-05-85,Campinas,Spartak Nalchik,CSKA Moscow,2008,Russian
15,15,Chidi Odiah,NGA,D,1.80,79,17-12-83,Port Harcourt,Sheriff Tiraspol,CSKA Moscow,2008,Russian
17,17,Milo  Krasić,SRB,M,1.86,78,01-11-84,Belgrade,Vojvodina,CSKA Moscow,2008,Russian
18,18,Yuriy Zhirkov,RUS,M,1.80,75,20-08-83,Tambov,Spartak Tambov,CSKA Moscow,2008,Russian
19,19,Dawid Janczyk,POL,F,1.83,81,23-09-87,Nowy Sącz,Legia Warszawa,CSKA Moscow,2008,Russian
20,20,Lubo  Kalouda,CZE,M,1.80,75,20-05-87,Brno,Brno,CSKA Moscow,2008,Russian
22,22,Evgeniy Aldonin,RUS,M,1.79,72,22-01-80,Alupka,Rotor Volgograd,CSKA Moscow,2008,Russian
24,24,Vasiliy Berezutskiy,RUS,D,1.89,83,20-06-82,Moscow,Torpedo-ZIL,CSKA Moscow,2008,Russian
25,25,Elvir Rahimić,BIH,M,1.91,80,04-04-76,ivinice,Anzhi Makhachkala,CSKA Moscow,2008,Russian
33,33,Evgeniy  Pomazan,RUS,G,1.93,85,31-01-89,Angren,Kuban Krasnodar,CSKA Moscow,2008,Russian
35,35,Igor Akinfeev,RUS,G,1.85,81,08-04-86,Vidnoye,CSKA-2,CSKA Moscow,2008,Russian
36,36,Anton Vlasov,RUS,D,1.87,83,11-05-89,,CSKA-2,CSKA Moscow,2008,Russian
37,37,Dmitri Ryzhov,RUS,F,1.87,84,26-08-89,,CSKA-2,CSKA Moscow,2008,Russian
38,38,Sergey Perunov,RUS,D,1.83,75,04-06-90,,CSKA-2,CSKA Moscow,2008,Russian
39,39,Aleksei Volkov,RUS,F,1.83,73,10-06-91,,CSKA-2,CSKA Moscow,2008,Russian
40,40,Nikolay Zaycev,RUS,D,1.91,87,01-06-89,,CSKA-2,CSKA Moscow,2008,Russian
41,41,Nikolay Zhirkov,RUS,M,1.75,68,03-07-88,,CSKA-2,CSKA Moscow,2008,Russian
42,42,Georgi Schennikov,RUS,D,1.78,69,27-04-91,Moscow,CSKA-2,CSKA Moscow,2008,Russian
43,43,Amir Kashiev,RUS,M,1.72,73,11-12-89,Moscow,CSKA-2,CSKA Moscow,2008,Russian
44,44,Dmitri Arslanov,RUS,M,1.86,81,10-02-90,,CSKA-2,CSKA Moscow,2008,Russian
45,45,Aleksandr Kudriavtsev,RUS,M,1.70,72,09-06-90,,CSKA-2,CSKA Moscow,2008,Russian
46,46,Alan Dzagoev,RUS,M,1.79,70,17-06-90,Beslan,CSKA-2,CSKA Moscow,2008,Russian
47,47,Batraz Zasseyev,RUS,D,1.72,68,10-09-91,,CSKA-2,CSKA Moscow,2008,Russian
48,48,Igor Dragunov,RUS,M,1.76,70,06-04-91,,CSKA-2,CSKA Moscow,2008,Russian
49,49,Dmitri Protopopov,RUS,D,1.86,75,23-01-89,,CSKA-2,CSKA Moscow,2008,Russian
50,50,Anton  Grigoriev,RUS,D,1.89,80,13-12-85,Moscow,CSKA-2,CSKA Moscow,2008,Russian
51,51,Aleksandr Tchutchalov,RUS,G,1.84,76,30-03-90,,CSKA-2,CSKA Moscow,2008,Russian
52,52,Anton Zabolotniy,RUS,F,1.88,84,13-06-91,Lipetsk,CSKA-2,CSKA Moscow,2008,Russian
53,54,Dmitri Manoshkin,RUS,M,1.72,64,28-06-90,,CSKA-2,CSKA Moscow,2008,Russian
54,55,Iskandar Dzhalilov,RUS,D,1.80,72,01-06-92,Dushanbe,CSKA-2,CSKA Moscow,2008,Russian
55,56,Maksim Karpov,RUS,M,1.74,69,02-04-90,,CSKA-2,CSKA Moscow,2008,Russian
56,57,Nikita Andreyev,RUS,M,1.74,67,18-02-90,,CSKA-2,CSKA Moscow,2008,Russian
57,58,Viktor Vorobiov,RUS,M,1.76,76,29-01-90,,CSKA-2,CSKA Moscow,2008,Russian
58,59,Sergei Shumilin,RUS,F,1.81,76,21-02-90,Moscow,CSKA-2,CSKA Moscow,2008,Russian
59,60,Dmitriy Abakumov,RUS,G,1.85,76,08-07-89,Voronezh,CSKA-2,CSKA Moscow,2008,Russian
60,61,Ganiyu Oseni,NGA,F,1.77,82,19-09-91,,Espérance,CSKA Moscow,2008,Russian
61,62,Ruslan Perepelyukov,RUS,D,1.81,72,15-03-90,,CSKA-2,CSKA Moscow,2008,Russian
62,63,Dmitriy Zameshayev,RUS,M,1.78,69,14-05-91,,CSKA-2,CSKA Moscow,2008,Russian
63,64,Yevgeniy Sherenkov,RUS,M,1.78,70,27-01-91,,CSKA-2,CSKA Moscow,2008,Russian
64,88,Caner Erkin,TUR,M,1.77,75,04-10-88,Edremit,Manisaspor,CSKA Moscow,2008,Russian
65,90,Viktor Klimeev,RUS,D,1.95,85,16-01-90,,CSKA-2,CSKA Moscow,2008,Russian
66,91,Artur Nigmatullin,RUS,G,1.92,88,17-05-91,Vladivostok,CSKA-2,CSKA Moscow,2008,Russian
1,1,Anton Shunin,RUS,G,1.91,81,27-01-87,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
2,2,Andrey Karpovich,RUS,M,1.77,74,18-01-81,Semey,Kayrat,Dynamo Moscow,2008,Russian
3,3,Aleksandr Tochilin,RUS,D,1.81,79,27-04-74,Moscow,Asmaral,Dynamo Moscow,2008,Russian
4,4,Marcin Kowalczyk,POL,D,1.83,83,09-04-85,Wieruszów,GKS Bełchatów,Dynamo Moscow,2008,Russian
5,5,Aleksandr  Kerzhakov,RUS,F,1.75,67,27-11-82,Kingisepp,Sevilla,Dynamo Moscow,2008,Russian
6,6,Leandro Fernández,ARG,D,1.79,80,30-01-83,Rosario,River  Plate,Dynamo Moscow,2008,Russian
7,7,Kirill Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
8,8,Dmitri Khokhlov,RUS,M,1.89,86,22-12-75,Moscow,Lokomotiv  Moscow,Dynamo Moscow,2008,Russian
9,9,Dmitriy Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
11,11,Ruslan Pimenov,RUS,F,1.77,79,25-11-81,Moscow,Lokomotiv Moscow,Dynamo Moscow,2008,Russian
13,13,Vladimir  Granat,RUS,D,1.84,80,22-05-87,Ulan-Ude,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
15,15,Aleksandr Dimidko,RUS,M,1.91,80,20-01-86,Khabarovsk,SKA-Energia,Dynamo Moscow,2008,Russian
16,16,Tsvetan Genkov,BUL,F,1.84,83,08-08-84,Mezdra,Lokomotiv Sofia,Dynamo Moscow,2008,Russian
17,17,Aleksandr Lobkov,RUS,D,1.80,74,17-12-89,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
19,19,Cícero,POR,F,1.85,89,08-05-86,Seia,Sporting  Braga,Dynamo Moscow,2008,Russian
20,20,Igor Semshov,RUS,M,1.70,69,06-04-78,Moscow,Torpedo  Moscow,Dynamo Moscow,2008,Russian
21,21,ydrunas  Karčemarskas,LTU,G,1.89,85,24-05-83,Vilnius,algiris,Dynamo Moscow,2008,Russian
22,22,Luke Wilkshire,AUS,D,1.76,75,02-10-81,Wollongong,FC Twente,Dynamo Moscow,2008,Russian
23,23,Jovan  Tanasijević,MNE,D,1.82,73,20-01-78,Belgrade,Vojvodina,Dynamo Moscow,2008,Russian
24,24,Arūnas Klimavičius,LTU,D,1.87,80,05-10-82,Panevėys,Ekranas,Dynamo Moscow,2008,Russian
25,25,Denis Kolodin,RUS,D,1.85,87,11-01-82,Kamyshin,Krylia  Sovetov,Dynamo Moscow,2008,Russian
27,27,Custódio,POR,M,1.80,80,24-05-83,Guimarães,Sporting CP,Dynamo Moscow,2008,Russian
30,30,Vladimir Gabulov,RUS,G,1.90,81,19-10-83,Mozdok,Kuban Krasnodar,Dynamo Moscow,2008,Russian
31,31,Alexey Karasevich,RUS,G,1.86,78,29-03-89,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
33,33,Nail Zamaliev,RUS,M,1.77,67,09-07-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
35,35,Sergey Panov,RUS,G,1.89,75,13-07-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
40,40,Fedor Smolov,RUS,F,1.87,80,09-02-90,Saratov,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
41,43,Irakliy Logua,RUS,F,1.74,67,29-07-91,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
42,44,Nikita Chicherin,RUS,D,1.84,74,18-08-90,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
43,45,Roman Panin,RUS,F,1.83,73,17-02-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
44,46,Yuriy Medvedev,RUS,D,1.90,80,03-01-90,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
45,47,Artem Alimchev,RUS,M,1.81,74,09-06-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
46,50,Vakhtang Morgoshia,RUS,M,1.81,71,12-04-89,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
47,53,Ivan Myasnikov,RUS,M,1.82,72,17-02-90,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
48,57,Vladimir Rikhovskiy,RUS,M,1.85,76,04-03-91,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
49,58,Vasiliy Tagil,RUS,D,1.86,74,07-11-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
50,63,Anton Rudakov,RUS,D,1.91,82,07-04-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
51,69,Pavel Alpatov,RUS,M,1.77,66,29-05-90,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
52,70,Andrey Altunin,RUS,M,1.80,64,09-01-89,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
53,77,Aleksandr Kokorin,RUS,F,1.82,72,19-03-91,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
54,88,Vladimir Paskayants,RUS,M,1.90,79,05-07-90,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
55,89,Aleksandr Bebikh,RUS,F,1.84,76,29-08-89,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
56,91,Viktor Svezhov,RUS,M,1.75,71,17-05-91,Moscow,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
57,99,Timofey Berdishev,RUS,F,1.85,77,30-05-90,,Dynamo Moscow-2,Dynamo Moscow,2008,Russian
2,2,Florin  Şoavă,ROU,D,1.88,82,24-07-78,Gârla-Mare,Spartak Moscow,FC Khimki,2008,Russian
4,4,Victor Golovatenco,MDA,D,1.89,83,28-04-84,Chişinău,Sheriff  Tiraspol,FC Khimki,2008,Russian
5,5,Serhiy Pylypchuk,UKR,M,1.87,80,26-11-84,Zmiiv,Spartak Nalchik,FC Khimki,2008,Russian
6,6,Vule Trivunović,BIH,D,1.88,83,13-03-83,Glamoč,Sarajevo,FC Khimki,2008,Russian
8,8,Artem Pershin,RUS,M,1.78,72,06-02-88,Moskovskaya Oblast,Saturn,FC Khimki,2008,Russian
10,10,Nastja Čeh,SVN,M,1.81,75,26-01-78,Ptuj,Austria Vienna,FC Khimki,2008,Russian
11,11,Martin  Jakubko,SVK,F,1.94,95,26-02-80,Prešov,Saturn,FC Khimki,2008,Russian
12,12,Vladislav Nikiforov,RUS,F,1.66,60,21-03-89,Khabarovsk,SKA-Energia,FC Khimki,2008,Russian
14,14,Andrey Stepanov,EST,D,1.88,76,16-03-79,Tallinn,Torpedo Moscow,FC Khimki,2008,Russian
15,15,Mantas Samusiovas,LTU,D,1.85,80,08-09-78,Vilnius,Torpedo  Moscow,FC Khimki,2008,Russian
16,16,Vladimir Suleymanov,RUS,G,1.89,83,21-01-85,,Dinamo Minsk,FC Khimki,2008,Russian
18,18,Miodrag Jovanović,RUS,D,1.86,80,24-03-77,Ni,Chernomorets,FC Khimki,2008,Russian
19,19,Dragan Blatnjak,CRO,F,1.81,75,01-08-81,Studenci,Hajduk Split,FC Khimki,2008,Russian
20,20,Aleksandr Antipenko,RUS,F,1.94,88,27-05-82,Komsomolsk-on-Amur,Tom,FC Khimki,2008,Russian
21,21,Roman Berezovskiy,ARM,G,1.88,78,05-08-74,Yerevan,Dynamo Moscow,FC Khimki,2008,Russian
22,22,Vladimir Vavilov,RUS,F,1.73,62,04-08-88,,FC Khimki-2,FC Khimki,2008,Russian
23,23,Richard Eromoigbe,NGA,M,1.77,73,26-06-84,Lagos,Levski Sofia,FC Khimki,2008,Russian
24,24,Dmitriy Lutaev,RUS,M,1.83,80,29-03-89,,FC Khimki-2,FC Khimki,2008,Russian
26,26,Artem Radkov,BLR,D,1.87,82,26-08-85,Mahilyow,BATE,FC Khimki,2008,Russian
27,27,Vladimir Bajramov,TKM,F,1.81,76,02-08-80,Ashhabad,Rubin,FC Khimki,2008,Russian
28,28,Aleksey Zaytsev,RUS,D,1.88,77,01-03-88,,FC Khimki-2,FC Khimki,2008,Russian
30,30,Andrey Chichkin,RUS,G,1.95,81,12-10-77,Krasnodar,FC Rostov,FC Khimki,2008,Russian
31,31,Eldar Nizamutdinov,RUS,M,1.73,72,31-05-81,Kostroma,Nosta Novotroitsk,FC Khimki,2008,Russian
33,33,Radu Rebeja,MDA,M,1.85,75,08-06-73,Chişinău,FC Moscow,FC Khimki,2008,Russian
34,34,Dmitriy Artyushkin,RUS,M,1.79,68,02-03-88,,FC Khimki-2,FC Khimki,2008,Russian
36,36,Sergey Nechushkin,RUS,F,1.76,71,05-06-90,,FC Khimki-2,FC Khimki,2008,Russian
37,37,Aleksey Alekseev,RUS,F,1.85,74,14-04-89,,FC Khimki-2,FC Khimki,2008,Russian
38,38,Kirill Akilov,RUS,M,1.81,72,12-06-89,,FC Khimki-2,FC Khimki,2008,Russian
39,39,Aleksandr Ovsov,RUS,M,1.75,70,14-10-91,Moskovskaya Oblast,FC Khimki-2,FC Khimki,2008,Russian
40,40,Adil Ibragimov,RUS,D,1.87,78,23-04-89,Moskovskaya Oblast,FC Khimki-2,FC Khimki,2008,Russian
41,41,Maksim Plopa,RUS,M,1.88,76,23-01-90,Bălţi,FC Khimki-2,FC Khimki,2008,Russian
42,42,Ivan Lavrukhin,RUS,D,1.79,70,05-07-89,,FC Khimki-2,FC Khimki,2008,Russian
43,43,Viktor Konoplev,RUS,D,1.80,72,23-10-88,,FC Khimki-2,FC Khimki,2008,Russian
44,44,Mikhail Timofeev,RUS,M,1.77,68,11-01-88,,FC Khimki-2,FC Khimki,2008,Russian
45,45,Andrey Kokin,RUS,M,1.80,68,20-01-90,,FC Khimki-2,FC Khimki,2008,Russian
46,46,Aleksey Butrin,RUS,M,1.77,70,24-04-90,,FC Khimki-2,FC Khimki,2008,Russian
47,47,Evgeniy Sudakov,RUS,D,1.85,75,31-08-90,,FC Khimki-2,FC Khimki,2008,Russian
48,48,Anton Mamonov,RUS,F,1.80,74,19-09-89,,FC Khimki-2,FC Khimki,2008,Russian
49,49,Yuriy Tryukhan,RUS,M,1.77,66,04-04-88,,FC Khimki-2,FC Khimki,2008,Russian
50,50,Ilya Vaganov,RUS,D,1.85,74,15-01-89,,FC Khimki-2,FC Khimki,2008,Russian
51,51,Dmitriy Chudaykin,RUS,G,1.82,75,09-11-90,,FC Khimki-2,FC Khimki,2008,Russian
52,52,Anton Volkov,RUS,F,1.85,76,20-08-90,,FC Khimki-2,FC Khimki,2008,Russian
53,55,Oleg Dineev,RUS,M,1.81,73,30-10-87,Moscow,Spartak Moscow,FC Khimki,2008,Russian
54,77,Renat Sabitov,RUS,D,1.85,81,13-06-85,Moscow,Spartak Moscow,FC Khimki,2008,Russian
55,79,Gabriel,BRA,D,1.90,84,04-08-81,Portão,Rubin Kazan,FC Khimki,2008,Russian
56,81,Danielson,BRA,D,1.86,75,09-01-81,São Paulo,Chengdu Blades,FC Khimki,2008,Russian
57,90,Egor Titov,RUS,M,1.86,80,29-05-76,Moscow,Spartak Moscow,FC Khimki,2008,Russian
58,97,Alexey Bugaev,RUS,D,1.80,74,25-08-81,Moscow,Tom,FC Khimki,2008,Russian
59,99,Fedor Kudryashov,RUS,D,1.83,80,05-04-87,Moscow,Spartak Moscow,FC Khimki,2008,Russian
2,2,Timofei Kalachev,BLR,M,1.73,69,01-05-81,Mogilev,FC Rostov,Krylia Sovetov,2008,Russian
3,3,Leilton Silva,BRA,D,1.78,77,07-03-82,Salvador,Vitória,Krylia Sovetov,2008,Russian
6,6,Juan Carlos Escobar,COL,M,1.83,76,30-10-82,Cali,Deportes Tolima,Krylia Sovetov,2008,Russian
7,7,Anton Bober,RUS,M,1.82,75,28-09-82,Naberezhnye Chelny,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
8,8,Ivan Taranov,RUS,D,1.85,74,22-06-86,Tomsk,CSKA Moscow,Krylia Sovetov,2008,Russian
9,9,Dzyanis Kowba,BLR,M,1.88,78,06-09-79,Vitebsk,Zirka Kirovohrad,Krylia Sovetov,2008,Russian
10,10,Evgeniy Savin,RUS,F,1.87,84,19-04-84,Tobolsk,Amkar Perm,Krylia Sovetov,2008,Russian
11,11,Andrey Tikhonov,RUS,M,1.79,75,16-10-70,Korolev,FC Khimki,Krylia Sovetov,2008,Russian
14,14,Oh Beom-Seok,KOR,D,1.81,75,29-07-84,Pohang,Pohang Steelers,Krylia Sovetov,2008,Russian
15,15,Aleksandr Salugin,RUS,F,1.85,75,23-10-88,Moscow,CSKA Moscow-2,Krylia Sovetov,2008,Russian
17,17,Dmitriy Vasilyev,RUS,F,1.87,80,02-05-85,Kiev,Shinnik,Krylia Sovetov,2008,Russian
20,20,Jiří  Jaroík,CZE,M,1.95,89,27-10-77,Ústí  Nad Labem,Celtic,Krylia Sovetov,2008,Russian
21,21,Ruslan Adzhindzhal,RUS,M,1.68,68,22-06-74,Gagra,Luch-Energia,Krylia Sovetov,2008,Russian
22,22,Matthew  Booth,RSA,D,1.99,94,14-03-77,Cape  Town,FC Rostov,Krylia Sovetov,2008,Russian
23,23,Evgeniy Kaleshin,RUS,M,1.77,70,20-06-78,Timashevsk,Tom Tomsk,Krylia Sovetov,2008,Russian
27,27,Syarhey Palitsevich,BLR,D,1.90,84,09-04-90,Lida,Naftan Novopolotsk,Krylia Sovetov,2008,Russian
28,28,Roman Polovov,RUS,D,1.83,82,09-02-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
29,29,Sergey Budylin,RUS,M,1.75,73,30-10-79,Niznekamsk,Rubin Kazan,Krylia Sovetov,2008,Russian
30,30,Aleksandr Shabalov,RUS,M,1.89,76,09.03-87,Samara,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
31,31,Eduardo Lobos,CHI,G,1.87,91,30-06-81,Curicó,Huachipato,Krylia Sovetov,2008,Russian
33,33,Aleksandr Belozerov,RUS,D,1.83,79,27-10-81,Togliatti,KamAZ,Krylia Sovetov,2008,Russian
34,34,Aleksandr Zvezintsev,RUS,G,1.93,89,01-05-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
36,36,Vadim Tkachenko,RUS,D,1.74,73,08-11-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
37,37,Kirill Kiselev,RUS,M,1.76,67,10-01-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
38,38,Dmitriy Podrezov,RUS,M,1.80,69,14-03-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
39,39,Aleksey Popov,RUS,F,1.73,76,08-07-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
40,40,Sergey Shustikov,RUS,D,1.83,76,05-03-89,Moscow,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
41,41,Sergey Andrianov,RUS,M,1.92,79,14-01-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
42,42,Evgeniy Poplov,RUS,M,1.69,66,19-04-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
43,53,Choe  Myong-Ho,PRK,M,1.72,66,03-07-88,Pyongyang,Railway  Works [PRK],Krylia Sovetov,2008,Russian
44,55,Artem Moskvin,RUS,G,1.80,72,07-05-88,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
45,56,Aleksandr Khramov,RUS,D,1.86,84,09-02-89,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
46,57,Artem Butivskiy,RUS,F,1.77,69,18-02-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
47,58,Sergei Lyskov,RUS,M,1.73,75,28-04-88,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
48,60,Aleksei Petukhov,RUS,G,1.83,70,04-07-88,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
49,65,Nikita Anotonov,RUS,M,1.88,79,29-01-90,,Spartak Moscow-2,Krylia Sovetov,2008,Russian
50,69,Azamat Zaseev,RUS,D,1.79,69,29-04-88,Samara,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
51,71,Sergei Borodin,RUS,G,1.95,84,19-10-88,,Lada Togiatti,Krylia Sovetov,2008,Russian
52,77,David Yurchenko,BLR,G,1.86,71,27-03-86,Ashgabat,Dinamo Minsk,Krylia Sovetov,2008,Russian
53,88,Mikhail Kuzmin,RUS,M,1.78,81,08-01-88,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
54,89,Jan Koller,CZE,F,2.02,99,30-03-73,Smetanova  Lhota,Nürnberg,Krylia Sovetov,2008,Russian
55,90,Vitaliy Rushnitskiy,BLR,F,1.80,79,17-01-90,,Krylia Sovetov-2,Krylia Sovetov,2008,Russian
