,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
6,6,Leandro Fernández,ARG,D,1.79,80,30-01-83,Rosario,River Plate,Dynamo Moscow,2011,Russian
7,7,Balázs Dzsudzsák,HUN,M,1.79,72,23-12-86,Nyírlugos,Anzhi Makhachkala,Dynamo Moscow,2011,Russian
8,8,Zvjezdan Misimović,BIH,M,1.80,79,05-06-82,Munich,Galatasaray,Dynamo Moscow,2011,Russian
9,9,Aleksandr Kokorin,RUS,F,1.82,72,19-03-91,Moscow,Dynamo Moscow-2,Dynamo Moscow,2011,Russian
10,10,Andriy Voronin,UKR,F,1.77,79,21-07-79,Odessa,Liverpool,Dynamo Moscow,2011,Russian
12,12,Pavel Nyakhaychyk,BLR,M,1.80,70,15-07-88,Minsk,BATE,Dynamo Moscow,2011,Russian
13,13,Vladimir Granat,RUS,D,1.84,80,22-05-87,Ulan-Ude,Dynamo Moscow-2,Dynamo Moscow,2011,Russian
14,14,Artur Yusupov,RUS,M,1.79,71,01-09-89,Samara,FC Togliatti,Dynamo Moscow,2011,Russian
16,16,Evgeniy Frolov,RUS,G,1.94,82,05-02-88,Saransk,Mordovia Saransk,Dynamo Moscow,2011,Russian
18,18,Roman Berezovskiy,ARM,G,1.88,78,05-08-74,Yerevan,FC Khimki,Dynamo Moscow,2011,Russian
19,19,Aleksandr Samedov,RUS,M,1.74,64,19-07-84,Moscow,FC Moscow,Dynamo Moscow,2011,Russian
21,21,Igor Semshov,RUS,M,1.70,69,06-04-78,Moscow,Zenit St Petersburg,Dynamo Moscow,2011,Russian
22,22,Kevin Kuranyi,GER,F,1.90,80,02-03-82,Rio de Janeiro,Schalke,Dynamo Moscow,2011,Russian
23,23,Luke Wilkshire,AUS,D,1.76,75,02-10-81,Wollongong,FC Twente,Dynamo Moscow,2011,Russian
26,26,Cristian Noboa,ECU,M,1.81,74,09-04-85,Guayaquil,Rubin Kazan,Dynamo Moscow,2011,Russian
27,27,Fedor Smolov,RUS,F,1.87,80,09-02-90,Saratov,Dynamo Moscow-2,Dynamo Moscow,2011,Russian
32,32,Marko Lomić,SRB,D,1.89,80,13-09-83,Čačak,Partizan Belgrade,Dynamo Moscow,2011,Russian
33,33,Vladimir Rykov,RUS,D,1.91,83,13-11-87,Novosibirsk,KamAZ,Dynamo Moscow,2011,Russian
41,41,Aleksandr Sapeta,RUS,M,1.79,73,28-06-89,Engels,Saturn,Dynamo Moscow,2011,Russian
42,45,Borys Taschchy,UKR,M,1.81,75,26-07-93,Odessa,Chornomorets Odessa,Dynamo Moscow,2011,Russian
43,55,Nikita Sergeev,RUS,D,1.85,80,14-02-92,,Dynamo Moscow-2,Dynamo Moscow,2011,Russian
44,59,Aleksandr Ilyin,RUS,M,1.77,68,05-02-93,,Spartak Moscow-2,Dynamo Moscow,2011,Russian
1,1,Evgeniy Gorodov,RUS,G,1.85,75,13-12-85,Barnaul,Tom Tomsk,FC Krasnodar,2011,Russian
2,2,Nikolay Markov,RUS,D,1.78,74,20-04-85,Tashkent,Salyut-Energia,FC Krasnodar,2011,Russian
3,3,Duan Andjelković,SRB,D,1.74,67,15-06-82,Kraljevo,FC Rostov,FC Krasnodar,2011,Russian
4,4,Alyaksandr Martynovich,BLR,D,1.92,85,26-08-87,Minsk,Dinamo Minsk,FC Krasnodar,2011,Russian
5,5,Aleksandr Amisulashvili,GEO,D,1.88,86,20-08-82,Tbilisi,Kayserispor,FC Krasnodar,2011,Russian
7,7,Otar Martsvaladze,GEO,F,1.76,74,14-07-84,Tbilisi,Volga Nizhny Novgorord,FC Krasnodar,2011,Russian
9,9,Igor Picuşceac,MDA,F,1.84,76,27-03-83,Tiraspol,Beijing Hongdeng,FC Krasnodar,2011,Russian
10,10,Yura Movsisyan,ARM,F,1.83,82,06-07-87,Baku,Randers,FC Krasnodar,2011,Russian
14,14,Vladimir Tatarchuk,RUS,M,1.69,63,20-09-87,Moscow,CSKA Moscow,FC Krasnodar,2011,Russian
15,15,Ognjen Vranje,BIH,D,1.88,82,24-10-89,Banja Luka,Crvena Zvezda,FC Krasnodar,2011,Russian
17,17,Pavel Golyshev,RUS,F,1.76,68,07-07-87,Moscow,Tom Tomsk,FC Krasnodar,2011,Russian
18,18,Igor Uzminskiy,RUS,G,1.88,80,23-04-77,Grozny,Amkar Perm,FC Krasnodar,2011,Russian
19,19,Aleksandr Erokhin,RUS,M,1.93,79,13-10-89,Barnaul,Sheriff Tiraspol,FC Krasnodar,2011,Russian
20,20,Igor Lambarschi,MDA,M,1.78,65,26-11-92,Edineţ,Academia UTM,FC Krasnodar,2011,Russian
21,21,Oleg Samsonov,RUS,M,1.74,72,07-09-87,Novovoronezh,Krylia Sovetov,FC Krasnodar,2011,Russian
22,22,Joãozinho,BRA,M,1.62,57,25-12-88,Ubatuba,Levski Sofia,FC Krasnodar,2011,Russian
23,23,Andrey Mikheev,RUS,F,1.83,72,01-07-87,Rostov-on-Don,FC Taganrog,FC Krasnodar,2011,Russian
24,24,Alyaksandr Kulchiy,BLR,M,1.81,74,01-11-73,Gomel,FC Rostov,FC Krasnodar,2011,Russian
25,25,Evgeniy Shipitsin,RUS,M,1.75,68,16-01-85,Perm,Salyut-Energia,FC Krasnodar,2011,Russian
26,26,Márcio Abreu,POR,F,1.70,67,25-04-80,Funchal,Chernomorets Burgas,FC Krasnodar,2011,Russian
29,29,Nukri Revishvili,GEO,G,1.88,74,02-03-87,Kutaisi,Anzhi Makhachkala,FC Krasnodar,2011,Russian
31,31,Valeriu Ciuperca,MDA,M,1.79,73,12-06-92,Tiraspol,Academia UTM,FC Krasnodar,2011,Russian
33,33,Khasan Akhriyev,RUS,M,1.74,70,03-06-94,,Krasnodar-2,FC Krasnodar,2011,Russian
41,45,Marat Garilov,RUS,M,1.65,62,09-10-95,,Krasnodar-2,FC Krasnodar,2011,Russian
42,54,Ilya Petrov,RUS,M,1.76,75,27-06-95,,Krasnodar-2,FC Krasnodar,2011,Russian
43,55,Nemanja Tubić,SRB,D,1.89,82,08-04-84,Belgrade,Karpaty Lviv,FC Krasnodar,2011,Russian
44,64,Oleg Lanin,RUS,D,1.80,70,22-01-96,Ladozhskaya,Krasnodar-2,FC Krasnodar,2011,Russian
45,84,Nikola Drinčić,SRB,M,1.81,76,07-01-84,Belgrade,Spartak Moscow,FC Krasnodar,2011,Russian
2,2,Basel Abdulfattakh,RUS,D,1.84,71,06-03-90,St. Petersburg,Zenit St Petersburg,Krylia Sovetov,2011,Russian
3,3,Dmitry Molosh,BLR,D,1.74,69,10-12-81,Minsk,Sibir Novosibirsk,Krylia Sovetov,2011,Russian
4,4,Ivan Taranov,RUS,D,1.85,74,22-06-86,Tomsk,CSKA Moscow,Krylia Sovetov,2011,Russian
5,5,Ognjen Koroman,SRB,M,1.73,70,09-09-78,Belgrade,Crvena Zvezda,Krylia Sovetov,2011,Russian
7,7,Anton Bober,RUS,M,1.82,75,28-09-82,Naberezhnye Chelny,Krylia Sovetov-2,Krylia Sovetov,2011,Russian
8,8,Volodymyr Pryyomov,UKR,F,1.83,75,02-01-86,Odessa,Oleksandria,Krylia Sovetov,2011,Russian
13,13,Aliaksandr Hleb,BLR,M,1.85,74,01-05-81,Minsk,Barcelona,Krylia Sovetov,2011,Russian
18,18,Siarhei Karnilenka,BLR,F,1.85,78,14-06-83,Vitebsk,Zenit St Petersburg,Krylia Sovetov,2011,Russian
20,20,Joseph DiChiara,CAN,M,1.85,76,30-01-92,Toronto,Howard Univ,Krylia Sovetov,2011,Russian
21,21,Dmitriy Golubev,RUS,D,1.81,72,01-03-92,Totskoye,Akademiya Tolyatti,Krylia Sovetov,2011,Russian
25,25,Roman Grigoryan,RUS,M,1.70,70,14-09-82,,Shinnik,Krylia Sovetov,2011,Russian
35,35,Denis Vavilin,RUS,G,1.92,85,04-07-82,Samara,KamAZ,Krylia Sovetov,2011,Russian
41,45,Aleksey Kontsedalov,RUS,D,1.85,79,24-07-90,Valuyki,FC Moscow,Krylia Sovetov,2011,Russian
42,46,Ibrahim Tsallagov,RUS,M,1.77,71,12-12-90,Vladikavkaz,Krylia Sovetov-2,Krylia Sovetov,2011,Russian
43,51,Viktor Svezhov,RUS,M,1.75,71,17-05-91,Moscow,Dynamo Moscow,Krylia Sovetov,2011,Russian
44,81,Dzmitry Verkhawtsow,BLR,D,1.90,85,10-10-86,Mogilev,Naftan Novopolotsk,Krylia Sovetov,2011,Russian
45,82,Syarhey Vyeramko,BLR,G,1.90,90,16-10-82,Minsk,Sevastopol,Krylia Sovetov,2011,Russian
46,83,Steeve Joseph-Reinette,FRA,D,1.80,77,02-12-83,Paris,Slavia Sofia,Krylia Sovetov,2011,Russian
47,84,Roman Vorobyov,RUS,M,1.75,70,24-03-84,St. Petersburg,FC Krasnodar,Krylia Sovetov,2011,Russian
48,89,Maksim Palienko,RUS,M,1.77,67,18-10-94,Samara,Krylia Sovetov-2,Krylia Sovetov,2011,Russian
49,90,Khyzyr Appayev,RUS,F,1.75,68,27-01-90,Nalchik,Druzhba Maykop,Krylia Sovetov,2011,Russian
50,91,Pavel Yakovlev,RUS,F,1.80,69,07-04-91,Lyubertsy,Spartak Moscow,Krylia Sovetov,2011,Russian
51,98,Sergey Petrov,RUS,M,1.80,72,02-01-91,St. Petersburg,Zenit St Petersburg,Krylia Sovetov,2011,Russian
52,99,Joël Tshibamba,NED,F,1.88,74,22-09-88,Kinshasa,Larissa,Krylia Sovetov,2011,Russian
1,1,Stanislav Namaşco,MDA,G,1.88,89,10-11-86,Tiraspol,Sheriff Tiraspol,Kuban Krasnodar,2011,Russian
2,2,Igor Armaş,MDA,D,1.94,79,14-07-87,Chişinău,Hammarby IF,Kuban Krasnodar,2011,Russian
4,4,Boris Rotenberg,FIN,D,1.89,83,19-05-86,St. Petersburg,Dynamo Moscow,Kuban Krasnodar,2011,Russian
6,6,David Tsorayev,RUS,M,1.74,72,07-05-83,Vladikavkaz,Anzhi Makhachkala,Kuban Krasnodar,2011,Russian
7,7,Vladislav Kulik,RUS,M,1.80,76,27-02-85,Poltava,Krylia Sovetov,Kuban Krasnodar,2011,Russian
8,8,Artur Tlisov,RUS,M,1.80,71,10-06-82,Cherkessk,CSKA Moscow,Kuban Krasnodar,2011,Russian
9,9,Nikolay Zhilyaev,RUS,M,1.78,74,05-03-87,Nizhny Novgorod,Amkar Perm,Kuban Krasnodar,2011,Russian
11,11,Gheorghe Bucur,ROU,F,1.71,70,08-04-80,Bucharest,FC Timişoara,Kuban Krasnodar,2011,Russian
14,14,Aleksey Ionov,RUS,M,1.77,68,18-02-89,Kingisepp,Zenit St Petersburg,Kuban Krasnodar,2011,Russian
15,15,Maksim Zhavnerchik,BLR,M,1.79,70,09-02-85,Salihorsk,BATE,Kuban Krasnodar,2011,Russian
17,17,Artem Fidler,RUS,D,1.78,74,14-07-83,Yekaterinburg,FC Ural,Kuban Krasnodar,2011,Russian
18,18,Anton Rogochiy,RUS,D,1.89,80,23-01-82,Rostov-on-Don,Baltika Kaliningrad,Kuban Krasnodar,2011,Russian
20,20,Lacina Traoré,CIV,F,1.86,75,20-08-90,Abidjan,CFR Cluj,Kuban Krasnodar,2011,Russian
21,21,Marco Ureña,CRC,F,1.79,70,05-03-90,San José [CRC],LD Alajuelense,Kuban Krasnodar,2011,Russian
22,22,Anton Sosnin,RUS,M,1.78,72,27-01-90,St. Petersburg,Krylia Sovetov,Kuban Krasnodar,2011,Russian
23,23,Aleksandr Belenov,RUS,G,1.97,94,13-09-86,Belgorod,Spartak Moscow,Kuban Krasnodar,2011,Russian
25,25,Aleksey Kozlov,RUS,D,1.86,78,25-12-86,Petrozavodsk,KamAZ,Kuban Krasnodar,2011,Russian
26,26,Zelão,BRA,D,1.88,89,12-11-86,Pirajuí,Saturn,Kuban Krasnodar,2011,Russian
27,27,Igor Lolo,CIV,D,1.79,68,22-07-82,Abidjan,Monaco,Kuban Krasnodar,2011,Russian
30,30,Marcos Pizzelli,ARM,F,1.78,72,03-10-84,Piracicaba,Metalurh Donetsk,Kuban Krasnodar,2011,Russian
33,33,Bogdan Karyukin,RUS,G,1.84,92,20-08-85,Barnaul,Metallurg-Kuzbass,Kuban Krasnodar,2011,Russian
37,37,Mikhail Komkov,RUS,M,1.74,71,01-10-84,Krasnoyarsk,FC Krasnodar,Kuban Krasnodar,2011,Russian
41,43,Roman Bugaev,RUS,D,1.81,70,11-02-89,Bratsk,Kuban-2,Kuban Krasnodar,2011,Russian
42,90,Anton Sekret,RUS,F,1.84,78,23-01-92,Bryukhovetskaya,Krasnodar-2000,Kuban Krasnodar,2011,Russian
1,1,Guilherme,BRA,G,1.97,78,12-12-85,Cataguases,Atlético Paranaense,Lokomotiv Moscow,2011,Russian
4,4,Alberto Zapater,ESP,M,1.80,80,13-06-85,Zaragoza,Sporting CP,Lokomotiv Moscow,2011,Russian
5,5,Taras Burlak,RUS,D,1.87,78,22-02-90,Vladivostok,Lokomotiv-2,Lokomotiv Moscow,2011,Russian
6,6,Maksim Grigoryev,RUS,M,1.88,75,06-07-90,Lipetsk,MITOS Novocherkassk,Lokomotiv Moscow,2011,Russian
7,7,Dmitriy Tarasov,RUS,M,1.88,73,18-03-87,Tomsk,FC Moscow,Lokomotiv Moscow,2011,Russian
8,8,Denis Glushakov,RUS,M,1.78,72,27-01-87,Millerovo,Lokomotiv-2,Lokomotiv Moscow,2011,Russian
9,9,Senijad Ibričić,BIH,M,1.80,80,26-09-85,Kotor Varo,Hajduk Split,Lokomotiv Moscow,2011,Russian
10,10,Dmitriy Loskov,RUS,M,1.78,78,12-02-74,Kurgan,Saturn,Lokomotiv Moscow,2011,Russian
11,11,Dmitri Sychev,RUS,F,1.76,71,26-10-83,Omsk,Marseille,Lokomotiv Moscow,2011,Russian
13,13,Victor Obinna,NGA,F,1.78,78,25-03-87,Jos,Internazionale,Lokomotiv Moscow,2011,Russian
15,15,Roman Pavlyuchenko,RUS,F,1.88,78,15-12-81,Mostovskoy,Tottenham H,Lokomotiv Moscow,2011,Russian
16,16,Anton Amelchenko,BLR,G,1.92,85,27-03-85,Gomel,FC Rostov,Lokomotiv Moscow,2011,Russian
18,18,Vladislav Ignatyev,RUS,M,1.80,72,20-01-87,Naberezhnye Chelny,Krylia Sovetov,Lokomotiv Moscow,2011,Russian
21,21,Dmitriy Torbinskiy,RUS,M,1.72,60,28-04-84,Moscow,Spartak Moscow,Lokomotiv Moscow,2011,Russian
22,22,Manuel Da Costa,POR,D,1.91,82,06-05-86,Saint-Max,West Ham U,Lokomotiv Moscow,2011,Russian
25,25,Felipe Caicedo,ECU,F,1.85,78,05-09-88,Guayaquil,Manchester C,Lokomotiv Moscow,2011,Russian
26,26,Yan Tsiharow,BLR,D,1.82,74,10-03-84,Minsk,Tom Tomsk,Lokomotiv Moscow,2011,Russian
27,27,Magomed Ozdoev,RUS,M,1.82,75,05-11-92,Grozny,Dynamo Kyiv-2,Lokomotiv Moscow,2011,Russian
28,28,Ján Ďurica,SVK,D,1.87,85,10-11-81,Bratislava,Saturn,Lokomotiv Moscow,2011,Russian
29,29,Igor Golban,RUS,D,1.91,83,31-07-90,Sochi,Zhemchuzhina-Sochi,Lokomotiv Moscow,2011,Russian
35,35,Aleksandr Filtsov,RUS,G,1.97,85,02-01-90,Shimanovsk,FC Togliatti,Lokomotiv Moscow,2011,Russian
41,49,Roman Shishkin,RUS,D,1.77,73,27-01-87,Voronezh,Spartak Moscow,Lokomotiv Moscow,2011,Russian
42,50,Andrei Yeschenko,RUS,D,1.76,74,09-02-84,Irkutsk,Volga Nizhny Novgorod,Lokomotiv Moscow,2011,Russian
43,51,Maksim Belyayev,RUS,D,1.85,76,30-09-91,Ozyory,Lokomotiv-2,Lokomotiv Moscow,2011,Russian
