,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
44,55,Renat Yanbaev,RUS,D,1.78,71,07-04-84,Noginsk,Kuban Krasnodar,Lokomotiv Moscow,2011,Russian
45,65,Vyacheslav Podberezkin,RUS,M,1.87,76,21-06-92,Moscow,Lokomotiv-2,Lokomotiv Moscow,2011,Russian
46,77,Stanislav Ivanov,MDA,M,1.83,73,07-10-80,Tiraspol,FC Moscow,Lokomotiv Moscow,2011,Russian
47,90,Maicon,BRA,F,1.82,67,18-02-90,Duque de Caxias,Fluminense,Lokomotiv Moscow,2011,Russian
2,2,Timofei Kalachev,BLR,M,1.73,69,01-05-81,Mogilev,Krylia Sovetov,FC Rostov,2011,Russian
3,3,Kornel Saláta,SVK,D,1.91,89,24-01-85,Kamenica nad Hronom,Slovan Bratislava,FC Rostov,2011,Russian
4,4,Isaac Okoronkwo,NGA,D,1.82,74,01-05-78,Aba,FC Moscow,FC Rostov,2011,Russian
6,6,Oscar Ahumada,ARG,M,1.72,70,31-08-82,Zárate,Veracruz,FC Rostov,2011,Russian
7,7,Élson,BRA,M,1.72,67,16-11-81,Conceição do Araguaia,Stuttgart,FC Rostov,2011,Russian
9,9,Roman Adamov,RUS,F,1.87,80,21-06-82,Belaya Kalitva,Rubin Kazan,FC Rostov,2011,Russian
10,10,Dmitriy Kirichenko,RUS,F,1.75,75,17-01-77,Novoalexandrovsk,Saturn,FC Rostov,2011,Russian
11,11,Dragan Blatnjak,CRO,F,1.81,75,01-08-81,Studenci,FC Khimki,FC Rostov,2011,Russian
12,12,Ilya Madilov,RUS,G,1.90,82,18-06-88,Moscow,FC Istra,FC Rostov,2011,Russian
15,15,Ivan ivanović,SRB,D,1.88,79,12-10-81,abac,Sampdoria,FC Rostov,2011,Russian
16,16,Dmitri Kruglov,EST,D,1.71,70,24-05-84,Tapa,Inter Baku,FC Rostov,2011,Russian
18,18,Michal Papadopulos,CZE,F,1.83,79,14-04-85,Ostrava,Zhemchuzhina-Sochi,FC Rostov,2011,Russian
19,19,Héctor Bracamonte,ARG,F,1.91,82,16-02-78,Rio Cuarto,Terek Grozny,FC Rostov,2011,Russian
21,21,Stipe Pletikosa,CRO,G,1.94,91,08-01-79,Split,Spartak Moscow,FC Rostov,2011,Russian
22,22,Dejan Radić,SRB,G,1.87,82,08-07-80,Belgrade,Spartak Nalchik,FC Rostov,2011,Russian
23,23,Dmitriy Poloz,RUS,F,1.83,73,12-07-91,Stavropol,Lokomotiv Moscow-2,FC Rostov,2011,Russian
24,24,Denis Kolodin,RUS,D,1.85,87,11-01-82,Kamyshin,Dynamo Moscow,FC Rostov,2011,Russian
28,28,Igor Smolnikov,RUS,M,1.78,70,08-08-88,Moscow,Lokomotiv Moscow,FC Rostov,2011,Russian
29,29,Andrey Vasilyev,RUS,D,1.84,77,11-02-92,St. Petersburg,Zenit St Petersburg,FC Rostov,2011,Russian
41,47,Khoren Bayramyan,RUS,M,1.69,60,07-01-92,Koti,FC Rostov-2,FC Rostov,2011,Russian
42,49,Nikita Vasliyev,RUS,M,1.91,85,22-03-92,,FC Rostov-2,FC Rostov,2011,Russian
43,70,Magomed Kurbanov,RUS,F,1.79,64,11-04-92,,FC Rostov-2,FC Rostov,2011,Russian
44,72,Valentin Filatov,RUS,D,1.76,71,19-03-82,St. Petersburg,Spartak Nalchik,FC Rostov,2011,Russian
45,81,Răzvan Cociş,ROU,F,1.81,72,19-02-83,Cluj-Napoca,Al-Nassr,FC Rostov,2011,Russian
46,84,Aleksandr Gaţcan,RUS,M,1.85,78,27-03-84,Chişinău,Rubin Kazan,FC Rostov,2011,Russian
47,88,Edgaras Česnauskis,LTU,M,1.82,77,05-02-84,Kurėnai,Dynamo Moscow,FC Rostov,2011,Russian
48,89,Vitaliy Dyakov,RUS,D,1.92,88,31-01-89,Krasnodar,Lokomotiv Moscow-2,FC Rostov,2011,Russian
49,92,Roman Emelyanov,RUS,M,1.89,85,08-05-92,Pavlovo,Shakhtar Donetsk,FC Rostov,2011,Russian
50,97,Sergey Pesyakov,RUS,G,1.95,85,16-12-88,Ivanovo,Spartak Moscow,FC Rostov,2011,Russian
1,1,Sergey Ryzhikov,RUS,G,1.94,83,19-09-80,Shebekino,Lokomotiv Moscow,Rubin Kazan,2011,Russian
2,2,Oleg Kuzmin,RUS,D,1.75,72,09-05-81,Moscow,Lokomotiv Moscow,Rubin Kazan,2011,Russian
3,3,Cristian Ansaldi,ARG,D,1.78,73,20-09-86,Rosario,Newell's Old Boys,Rubin Kazan,2011,Russian
4,4,César Navas,ESP,D,1.96,89,14-02-80,Móstoles,Racing Santander,Rubin Kazan,2011,Russian
5,5,Obafemi Martins,NGA,F,1.76,67,28-10-84,Lagos,Wolfsburg,Rubin Kazan,2011,Russian
7,7,Petr Bystrov,RUS,M,1.80,78,15-07-79,Nizhny Novgorod,FC Moscow,Rubin Kazan,2011,Russian
8,8,Aleksandr Ryazantsev,RUS,M,1.76,70,05-09-86,Moscow,FC Moscow,Rubin Kazan,2011,Russian
9,9,Petr Nemov,RUS,M,1.80,69,18-10-83,Oryol,Saturn,Rubin Kazan,2011,Russian
10,10,Alan Kasaev,RUS,M,1.73,67,08-04-86,Vladikavkaz,Kuban Krasnodar,Rubin Kazan,2011,Russian
12,12,Merabi Uridia,RUS,F,1.75,67,07-04-93,Batumi,Rubin-2,Rubin Kazan,2011,Russian
15,15,Syarhey Kislyak,BLR,M,1.85,70,06-08-87,Kamyanyets,Dinamo Minsk,Rubin Kazan,2011,Russian
18,18,Nelson Haedo Valdez,PAR,F,1.78,71,28-11-83,Caaguazú,Hércules,Rubin Kazan,2011,Russian
19,19,Vitaliy Kaleshin,RUS,D,1.73,67,03-10-80,Krasnodar,FC Moscow,Rubin Kazan,2011,Russian
20,20,Alexei Eremenko,FIN,M,1.83,84,24-03-83,Rostov-on-Don,Metalist Kharkiv,Rubin Kazan,2011,Russian
22,22,Aleksandr Orekhov,RUS,D,1.98,92,29-11-83,Kropotkin,Kuban Krasnodar,Rubin Kazan,2011,Russian
23,23,Roman Eremenko,FIN,M,1.80,67,19-03-87,Moscow,Dynamo Kyiv,Rubin Kazan,2011,Russian
24,24,Giedrius Arlauskis,LTU,G,1.83,80,01-12-87,Teliai,Unirea Urziceni,Rubin Kazan,2011,Russian
25,25,Vladimir Dyadyun,RUS,F,1.80,71,12-07-88,Omsk,Rubin-2,Rubin Kazan,2011,Russian
27,27,Salvatore Bocchetti,ITA,D,1.78,70,30-11-86,Naples,Genoa,Rubin Kazan,2011,Russian
28,28,Sergey Davydov,RUS,F,1.88,76,22-07-85,Moscow,Kuban Krasnodar,Rubin Kazan,2011,Russian
30,30,Jonatan Valle,ESP,M,1.70,66,30-12-84,Santander,Leganés,Rubin Kazan,2011,Russian
41,61,Gökdeniz Karadeniz,TUR,M,1.69,66,11-01-80,Giresun,Trabzonspor,Rubin Kazan,2011,Russian
42,63,Alisher Dzhalilov,RUS,M,1.68,57,29-08-93,Dushanbe,Rubin-2,Rubin Kazan,2011,Russian
43,66,Bibras Natkho,ISR,M,1.75,73,18-02-88,Kfar Kama,Hapoel Tel Aviv,Rubin Kazan,2011,Russian
44,67,Solomon Kvirkvelia,GEO,D,1.90,75,06-02-92,Samtredia,Zenit-2,Rubin Kazan,2011,Russian
45,68,Dmitriy Volkotrub,RUS,G,1.88,75,23-04-92,,Saturn-2,Rubin Kazan,2011,Russian
46,76,Roman Sharonov,RUS,D,1.84,76,08-09-76,Moscow,Shinnik,Rubin Kazan,2011,Russian
47,77,Nikita Bocharov,RUS,M,1.84,74,12-06-92,St Petersburg,Zenit-2,Rubin Kazan,2011,Russian
48,87,Carlos Eduardo,BRA,M,1.71,68,18-07-87,Ajuricaba,1899 Hoffenheim,Rubin Kazan,2011,Russian
49,88,Alireza Haghighi,IRN,G,1.93,80,02-05-88,Tehran,Persepolis,Rubin Kazan,2011,Russian
50,92,Vakhit Orazsakhedov,TKM,F,1.80,70,26-01-92,Ashgabat,Rubin-2,Rubin Kazan,2011,Russian
51,97,Georgiy Nurov,RUS,F,1.79,67,08-06-92,Moscow,Lokomotiv Moscow,Rubin Kazan,2011,Russian
1,1,Nikolay Zabolotniy,RUS,G,1.84,81,16-04-90,St. Petersburg,Zenit St Petersburg,Spartak Moscow,2011,Russian
3,3,Rodri,ESP,D,1.85,78,17-08-84,Mataró,Hércules,Spartak Moscow,2011,Russian
5,5,Aleksandr Sheshukov,RUS,M,1.81,77,15-04-83,Omsk,FC Moscow,Spartak Moscow,2011,Russian
6,6,Rafael Carioca,BRA,M,1.79,72,18-06-89,Rio de Janeiro,Grêmio,Spartak Moscow,2011,Russian
8,8,Aidan McGeady,IRL,M,1.78,72,04-04-86,Glasgow,Celtic,Spartak Moscow,2011,Russian
9,9,Ari,BRA,F,1.82,87,11-12-85,Fortaleza,AZ Alkmaar,Spartak Moscow,2011,Russian
11,11,Welliton,BRA,F,1.75,75,22-10-86,Conceição do Araguaia,Goiás,Spartak Moscow,2011,Russian
12,12,Jano Ananidze,GEO,M,1.70,60,10-10-92,Kobuleti,Spartak Moscow-2,Spartak Moscow,2011,Russian
13,13,Fedor Kudryashov,RUS,D,1.83,80,05-04-87,Moscow,Spartak Moscow-2,Spartak Moscow,2011,Russian
15,15,Sergey Parshivlyuk,RUS,D,1.78,73,18-03-89,Moscow,Spartak Moscow-2,Spartak Moscow,2011,Russian
16,16,Demy de Zeeuw,NED,M,1.74,71,26-05-83,Apeldoorn,Ajax,Spartak Moscow,2011,Russian
17,17,Marek Suchý,CZE,D,1.82,76,29-03-88,Prague,Slavia Prague,Spartak Moscow,2011,Russian
19,19,Marcos Rojo,ARG,D,1.87,82,20-03-90,La Plata,Estudiantes (LP),Spartak Moscow,2011,Russian
21,21,Nicolás Pareja,ARG,D,1.81,75,19-01-84,Capital Federal,Espanyol,Spartak Moscow,2011,Russian
22,22,Artem Dzyuba,RUS,F,1.93,89,22-08-88,Moscow,Spartak Moscow-2,Spartak Moscow,2011,Russian
23,23,Dmitriy Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Dynamo Moscow,Spartak Moscow,2011,Russian
24,24,Kirill Kombarov,RUS,M,1.82,69,22-01-87,Moscow,Dynamo Moscow,Spartak Moscow,2011,Russian
25,25,Diniyar Bilyaletdinov,RUS,M,1.86,77,27-02-85,Moscow,Everton,Spartak Moscow,2011,Russian
27,27,Aleksandr Zotov,RUS,M,1.72,64,27-08-90,Askiz,Spartak Moscow-2,Spartak Moscow,2011,Russian
29,29,Emmanuel Emenike,NGA,F,1.82,82,10-05-87,Otuocha,Fenerbahçe,Spartak Moscow,2011,Russian
31,31,Andriy Dikan,UKR,G,1.92,84,16-07-77,Kharkiv,Terek Grozny,Spartak Moscow,2011,Russian
32,32,Artem Rebrov,RUS,G,1.89,85,04-03-84,Moscow,Shinnik,Spartak Moscow,2011,Russian
34,34,Evgeniy Makeev,RUS,M,1.81,69,24-07-89,Cherepovets,Spartak Moscow-2,Spartak Moscow,2011,Russian
37,37,Sergey Bryzgalov,RUS,D,1.78,72,15-11-92,Pavlovo,Saturn,Spartak Moscow,2011,Russian
41,41,Vladimir Obukhov,RUS,F,1.84,77,08-02-92,Bukhara,Spartak Moscow-2,Spartak Moscow,2011,Russian
42,44,Anton Khodyrev,RUS,D,1.79,67,26-01-92,Moscow,Spartak Moscow-2,Spartak Moscow,2011,Russian
43,49,Aleksandr Kozlov,RUS,F,1.70,70,19-03-93,Moscow,Spartak Moscow-2,Spartak Moscow,2011,Russian
44,50,Irakli Chezhia,RUS,D,1.86,72,22-05-92,Gali,Spartak Moscow-2,Spartak Moscow,2011,Russian
45,51,Dmitriy Kayumov,RUS,M,1.73,58,11-05-92,Reutov,Spartak Moscow-2,Spartak Moscow,2011,Russian
46,77,Soslan Gatagov,RUS,D,1.80,70,29-09-92,Vladikavkaz,Lokomotiv Moscow-2,Spartak Moscow,2011,Russian
3,3,Evgeniy Ovsienko,RUS,D,1.90,85,18-01-88,Krasnodar,Irtysh Omsk,Spartak Nalchik,2011,Russian
4,4,Milan Jovanović,MNE,D,1.88,83,21-07-83,Čačak,Rapid Vienna,Spartak Nalchik,2011,Russian
5,5,Adnan Zahirović,BIH,M,1.78,72,23-03-90,Banja Luka,Čelik Zenica,Spartak Nalchik,2011,Russian
6,6,Andrey Lukanchenkov,RUS,D,1.82,77,07-02-86,Velikiye Luki,Avangard Kursk,Spartak Nalchik,2011,Russian
7,7,Kantemir Berkhamov,RUS,M,1.80,72,07-08-88,Moscow,Lokomotiv Moscow,Spartak Nalchik,2011,Russian
8,8,David Siradze,GEO,M,1.86,78,21-10-81,Tbilisi,Paderborn,Spartak Nalchik,2011,Russian
9,9,Arsen Goshokov,RUS,F,1.80,73,05-06-91,Baksan,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
11,11,Roman Kontsedalov,RUS,M,1.81,75,11-05-86,Valuyki,Lokomotiv Moscow,Spartak Nalchik,2011,Russian
13,13,Aleksandr Shchanitsin,RUS,M,1.73,72,02-12-84,Ivanovo,FC Ural,Spartak Nalchik,2011,Russian
14,14,Anri Khagush,RUS,D,1.77,74,23-09-86,Gagra,Rubin Kazan,Spartak Nalchik,2011,Russian
15,15,Hrayr Mkoyan,ARM,D,1.80,78,02-09-86,Gyumri,Mika Yerevan,Spartak Nalchik,2011,Russian
17,17,Mikhail Bagaev,RUS,D,1.78,72,28-02-85,Kazan,FC Krasnodar,Spartak Nalchik,2011,Russian
18,18,Aleksey Skvernyuk,BLR,M,1.71,62,13-10-85,Minsk,Kuban Krasnodar,Spartak Nalchik,2011,Russian
19,19,Aleksandr Kulikov,RUS,D,1.90,85,19-03-88,Vologda,Rubin Kazan,Spartak Nalchik,2011,Russian
20,20,Miodrag Dudović,MNE,D,1.97,92,06-09-79,Plav,Volyn Lutsk,Spartak Nalchik,2011,Russian
21,21,Eugeniu Cebotaru,MDA,D,1.75,68,16-10-84,Chişinău,Ceahlăul Piatra-Neamţ,Spartak Nalchik,2011,Russian
22,22,Gudzha Rukhaia,RUS,M,1.76,72,22-07-87,Batumi,Zhemchuzhina-Sochi,Spartak Nalchik,2011,Russian
23,23,Anton Antipov,RUS,G,1.82,74,20-04-90,,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
25,25,Rustam Balov,RUS,M,1.78,74,03-02-86,Nalchik,Chernomorets Novorossiysk,Spartak Nalchik,2011,Russian
27,27,Daniel Buitrago,COL,F,1.77,75,27-02-91,Medellín,Spartaks Jūrmala,Spartak Nalchik,2011,Russian
28,28,Jovan Golić,SRB,M,1.93,93,18-09-86,Milići,Indjija,Spartak Nalchik,2011,Russian
30,30,Otto Fredikson,FIN,G,1.89,85,30-11-81,Valkeakoski,Lillestrøm,Spartak Nalchik,2011,Russian
32,32,Semen Fomin,RUS,M,1.80,79,10-01-89,Vladivostok,Lokomotiv Moscow,Spartak Nalchik,2011,Russian
35,35,Aleksey Aravin,RUS,M,1.85,78,09-07-86,Moscow,Volga Nizhny Novgorod,Spartak Nalchik,2011,Russian
41,57,Ruslan Abazov,RUS,D,1.85,77,25-05-93,Nalchik,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
42,60,Azamat Shogenov,RUS,G,1.84,72,22-02-89,Nalchik,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
43,88,Ruslan Bolov,RUS,F,1.78,71,07-05-94,Nalchik,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
44,95,Magomed Mitrishev,RUS,F,1.77,61,10-09-92,Grozny,Spartak Nalchik-2,Spartak Nalchik,2011,Russian
45,98,Aleksandr Budakov,RUS,G,1.86,79,10-02-85,Magnitogorsk,Kuban Krasnodar,Spartak Nalchik,2011,Russian
1,1,Soslan Dzhanaev,RUS,G,1.90,84,13-03-87,Vladikavkaz,Spartak Moscow,Terek Grozny,2011,Russian
3,3,Dmitriy Yatchenko,RUS,D,1.72,68,25-08-86,Moscow,Spartak Nalchik,Terek Grozny,2011,Russian
5,5,Antonio Ferreira,BRA,D,1.91,83,24-04-84,Rio de Janeiro,Spartak Nalchik,Terek Grozny,2011,Russian
6,6,Adilson,BRA,M,1.81,70,16-01-87,Bom Princípio,Grêmio,Terek Grozny,2011,Russian
7,7,Blagoy Georgiev,BUL,M,1.85,80,21-12-81,Sofia,Slavia Sofia,Terek Grozny,2011,Russian
8,8,Maurício,BRA,M,1.80,73,21-10-88,São José dos Campos,Fluminense,Terek Grozny,2011,Russian
9,9,Guy Stephane Essamé,CMR,M,1.78,73,25-11-84,Douala,Boavista,Terek Grozny,2011,Russian
10,10,Adlan Katsaev,RUS,M,1.80,73,20-02-88,Achkhoy-Martan,Terek-2,Terek Grozny,2011,Russian
11,11,Shamil Asildarov,RUS,F,1.86,83,18-05-83,Makhachkala,Spartak Nalchik,Terek Grozny,2011,Russian
12,12,Yaroslav Hodzyur,UKR,G,1.94,90,06-03-85,Ivano-Frankivsk,Dynamo Kyiv-2,Terek Grozny,2011,Russian
13,13,Zaur Sadaev,RUS,M,1.82,78,06-11-89,Shali,Terek-2,Terek Grozny,2011,Russian
14,14,Herve Xavier Zengue,CMR,D,1.77,78,22-01-84,Yaoundé,Viktoria ikov,Terek Grozny,2011,Russian
15,15,Aleksandr Pavlenko,RUS,M,1.79,75,20-01-85,Ordzhonikidze,Spartak Moscow,Terek Grozny,2011,Russian
17,17,Musawengosi Mguni,ZIM,F,1.95,79,05-04-83,Bulawayo,Metalurh Donetsk,Terek Grozny,2011,Russian
19,19,Oleg Ivanov,RUS,M,1.91,82,04-08-86,Moscow,FC Rostov,Terek Grozny,2011,Russian
21,21,Oleg Vlasov,RUS,M,1.77,73,10-12-84,Priladozhsky,Saturn,Terek Grozny,2011,Russian
22,22,Levan Gvazava,GEO,M,1.80,76,08-07-80,Nodzhikhevi,Luch-Energia,Terek Grozny,2011,Russian
23,23,Khalid Kadyrov,RUS,F,1.64,56,19-04-94,,Terek-2,Terek Grozny,2011,Russian
24,24,Marcin Komorowski,POL,D,1.86,75,17-04-84,Pabianice,Legia Warszawa,Terek Grozny,2011,Russian
25,25,Piotr Polczak,POL,D,1.92,75,25-09-86,Kraków,Cracovia Kraków,Terek Grozny,2011,Russian
31,31,Maciej Rybus,POL,M,1.72,75,19-08-89,Łowicz,Legia Warszawa,Terek Grozny,2011,Russian
40,40,Rizvan Utsiev,RUS,M,1.73,68,07-02-88,Argun,Terek-2,Terek Grozny,2011,Russian
41,44,Dzhabrail Kadiev,RUS,D,1.84,73,21-01-94,,Terek-2,Terek Grozny,2011,Russian
42,52,Martin Jiránek,CZE,D,1.89,90,25-05-79,Liberec,Birmingham C,Terek Grozny,2011,Russian
43,55,Igor Lebedenko,RUS,F,1.82,78,27-05-83,Moscow,Rubin Kazan,Terek Grozny,2011,Russian
44,77,Stanislav Murikhin,RUS,F,1.73,61,21-01-92,,Zenit St Petersburg,Terek Grozny,2011,Russian
45,88,Ştefan Sicaci,MDA,G,1.94,86,08-09-88,,Sheriff Tiraspol,Terek Grozny,2011,Russian
46,90,Murad Tagilov,RUS,D,1.89,81,27-01-90,,Terek-2,Terek Grozny,2011,Russian
47,95,Rizavdi Edilov,RUS,G,1.83,80,26-06-88,Grozny,Terek-2,Terek Grozny,2011,Russian
48,99,Jonathan Legaer,BEL,F,1.79,72,13-04-87,Liège,Anderlecht,Terek Grozny,2011,Russian
1,1,Aleksei Botvinyev,RUS,G,1.94,92,25-06-81,Kolomna,Saturn,Tom Tomsk,2011,Russian
3,3,Valeriy Klimov,RUS,M,1.88,82,31-01-74,Orel,Arsenal Tula,Tom Tomsk,2011,Russian
4,4,Syarhey Sasnowski,BLR,D,1.90,80,14-08-81,Minsk,BATE,Tom Tomsk,2011,Russian
5,5,Syarhey Amelyanchuk,BLR,D,1.78,75,08-08-80,Minsk,Terek Grozny,Tom Tomsk,2011,Russian
7,7,Aleksey Rebko,RUS,M,1.78,65,23-04-86,Moscow,FC Rostov,Tom Tomsk,2011,Russian
8,8,Dmitriy Malyaka,RUS,M,1.81,74,15-01-90,Omsk,MITOS Novocherkassk,Tom Tomsk,2011,Russian
9,9,Igor Portnyagin,RUS,F,1.90,75,07-01-89,Vladivostok,Rubin Kazan,Tom Tomsk,2011,Russian
11,11,Alan Gatagov,RUS,D,1.80,71,23-01-91,Vladikavkaz,Dynamo Moscow,Tom Tomsk,2011,Russian
13,13,Ilya Gultyayev,RUS,D,1.81,76,05-09-88,Vologda,Spartak Moscow,Tom Tomsk,2011,Russian
15,15,Ruslan Nakhushev,RUS,D,1.85,79,05-09-84,Nalchik,Lokomotiv Moscow,Tom Tomsk,2011,Russian
17,17,Andrey Ivanov,RUS,D,1.79,75,08-10-88,Moscow,Lokomotiv Moscow,Tom Tomsk,2011,Russian
18,18,Petr Vaek,CZE,G,1.89,86,09-04-79,Čeládná,Sibir Novosibirsk,Tom Tomsk,2011,Russian
21,21,Denis Boyarintsev,RUS,M,1.74,71,06-02-78,Moscow,Zhemchuzhina-Sochi,Tom Tomsk,2011,Russian
22,22,Plamen Nikolov,BUL,D,1.91,78,12-06-85,Pleven,Litex Lovech,Tom Tomsk,2011,Russian
23,23,Evgeniy Balyaikin,RUS,M,1.83,74,19-05-88,Bratsk,Rubin Kazan,Tom Tomsk,2011,Russian
24,24,Dmitriy N. Smirnov,RUS,D,1.87,74,09-11-80,Moscow,Luch-Energia,Tom Tomsk,2011,Russian
25,25,Anton Khazov,RUS,F,1.85,80,28-04-79,Nizhny Novgorod,Volga Nizhny Novgorod,Tom Tomsk,2011,Russian
26,26,Viktor Stroyev,RUS,D,1.78,70,16-01-87,Voronezh,Zenit St Petersburg,Tom Tomsk,2011,Russian
32,32,Nikita Bazhenov,RUS,F,1.79,76,01-02-85,Bolshoye Bunkovo,Spartak Moscow,Tom Tomsk,2011,Russian
41,47,Aleksey Sazonov,RUS,M,1.76,72,21-07-92,,Tom-2,Tom Tomsk,2011,Russian
42,55,Ilie Cebanu,MDA,G,1.89,81,29-12-86,Chişinău,Rubin Kazan,Tom Tomsk,2011,Russian
43,61,Daniil Gavilovskiy,RUS,G,1.97,80,21-03-90,,Tom-2,Tom Tomsk,2011,Russian
44,62,Dmitriy Nikitinskiy,RUS,M,1.80,70,09-02-92,Volokolamsk,Saturn,Tom Tomsk,2011,Russian
45,67,Emin Makhmudov,RUS,M,1.67,67,27-04-92,Lankaran,Spartak Moscow,Tom Tomsk,2011,Russian
46,78,Kirill Pogrebnyak,RUS,F,1.85,80,27-06-92,Moscow,Tom-2,Tom Tomsk,2011,Russian
47,79,Yaroslav Ovsyannikov,RUS,D,1.71,62,14-05-93,,Tom-2,Tom Tomsk,2011,Russian
48,80,Evgeniy Chernov,RUS,M,1.80,73,23-10-92,Tomsk,Tom-2,Tom Tomsk,2011,Russian
49,86,Adrian Ropotan,ROU,M,1.85,75,08-05-86,Galaţi,Dynamo Moscow,Tom Tomsk,2011,Russian
50,90,Mikhail Filippov,RUS,G,1.90,90,10-06-92,,Saturn-2,Tom Tomsk,2011,Russian
51,91,Denis Voronov,RUS,D,1.84,72,02-06-91,,Tom-2,Tom Tomsk,2011,Russian
52,93,Mikhail Bashilov,RUS,M,1.80,73,12-01-93,,Tom-2,Tom Tomsk,2011,Russian
53,97,Dmitriy Tikhonov,RUS,M,1.75,68,11-02-92,,Dynamo Moscow,Tom Tomsk,2011,Russian
1,1,Vitaliy Astakhov,RUS,G,1.92,85,09-01-79,Samara,Baltika Kaliningrad,Volga Nizhny Novgorod,2011,Russian
4,4,Nikita Chicherin,RUS,D,1.84,74,18-08-90,Moscow,Dynamo Moscow-2,Volga Nizhny Novgorod,2011,Russian
5,5,Andrey Karyaka,RUS,M,1.79,75,01-04-78,Dnipropetrovsk,Dynamo Moscow,Volga Nizhny Novgorod,2011,Russian
6,6,Nikita Malyarov,RUS,M,1.81,74,23-10-89,Moscow,Spartak Nalchik,Volga Nizhny Novgorod,2011,Russian
7,7,Vladislav Rizhkov,RUS,M,1.68,67,28-02-90,Voronezh,Kuban Krasnodar,Volga Nizhny Novgorod,2011,Russian
8,8,Gia Grigalava,RUS,D,1.90,89,05-08-89,Kutaisi,SKA Rostov-on-Don,Volga Nizhny Novgorod,2011,Russian
9,9,Aleksandr Shulenin,RUS,M,1.78,75,31-10-79,Skhodnya,Sibir Novosibirsk,Volga Nizhny Novgorod,2011,Russian
10,10,János Székely,ROU,M,1.77,68,13-05-83,Timişoara,Steaua Bucureşti,Volga Nizhny Novgorod,2011,Russian
12,12,Dani Bondar,ISR,D,1.77,71,07-02-87,Moscow,Hapoel Tel Aviv,Volga Nizhny Novgorod,2011,Russian
13,13,Miklós Gaál,HUN,D,1.82,82,13-05-81,Celldömölk,Amkar Perm,Volga Nizhny Novgorod,2011,Russian
14,14,Aleksey Pomerko,RUS,M,1.82,69,03-05-90,Gorodovikovsk,Amkar Perm,Volga Nizhny Novgorod,2011,Russian
17,17,Petar Jelić,BIH,F,1.89,87,18-10-86,Doboj,OFK Belgrade,Volga Nizhny Novgorod,2011,Russian
19,19,Mersudin Ahmetović,BIH,F,1.91,81,19-03-85,Tuzla,FC Rostov,Volga Nizhny Novgorod,2011,Russian
21,21,Ruslan Adzhindzhal,RUS,M,1.68,68,22-06-74,Gagra,Krylia Sovetov,Volga Nizhny Novgorod,2011,Russian
22,22,Aleksandr Budanov,RUS,M,1.78,74,27-04-91,,Krylia Sovetov,Volga Nizhny Novgorod,2011,Russian
23,23,Mihăiţă Pleşan,ROU,M,1.83,77,19-02-83,Moldova Nouă,Steaua Bucureşti,Volga Nizhny Novgorod,2011,Russian
24,24,Ruslan Pashtov,RUS,M,1.74,72,28-11-92,Nalchik,Dynamo Moscow,Volga Nizhny Novgorod,2011,Russian
25,25,Andrey Buyvolov,RUS,D,1.86,76,12-01-87,Balakhna,None,Volga Nizhny Novgorod,2011,Russian
26,26,Sergey Bendz,RUS,D,1.89,81,03-04-83,Krasnodar,Kuban Krasnodar,Volga Nizhny Novgorod,2011,Russian
28,28,Aleksandr Semyachkin,RUS,M,1.74,65,25-07-92,,Saturn,Volga Nizhny Novgorod,2011,Russian
29,29,Shota Bibilov,RUS,M,1.79,68,06-08-90,Vladikavkaz,Alania Vladikavkaz,Volga Nizhny Novgorod,2011,Russian
31,31,Ilya Abaev,RUS,G,1.92,83,02-08-81,Moscow,Anzhi Makhachkala,Volga Nizhny Novgorod,2011,Russian
33,33,Inal Getigezhev,RUS,M,1.87,81,23-05-87,Rostov-on-Don,FC Nizhny Novgorod,Volga Nizhny Novgorod,2011,Russian
41,41,Mikhail Kerzhakov,RUS,G,1.89,84,28-01-87,Kingisepp,Zenit St Petersburg,Volga Nizhny Novgorod,2011,Russian
42,63,Aleksandr Belozerov,RUS,D,1.83,79,27-10-81,Togliatti,Krylia Sovetov,Volga Nizhny Novgorod,2011,Russian
43,83,Aleksandr Kharitonov,RUS,M,1.80,72,04-04-83,Krasnoyarsk,Tom Tomsk,Volga Nizhny Novgorod,2011,Russian
44,87,Ilya Maksimov,RUS,M,1.83,74,02-02-87,Nizhny Novgorod,Kuban Krasnodar,Volga Nizhny Novgorod,2011,Russian
45,89,Aleksey Mamonov,RUS,D,1.83,79,14-04-93,Poltava,Lokomotiv Moscow-2,Volga Nizhny Novgorod,2011,Russian
46,98,Dmitriy Karasev,RUS,F,1.74,63,01-04-92,Nizhny Novgorod,Volga-2,Volga Nizhny Novgorod,2011,Russian
2,2,Aleksandr Anyukov,RUS,D,1.78,70,28-09-82,Samara,Krylia Sovetov,Zenit St. Petersburg,2011,Russian
3,3,Bruno Alves,POR,D,1.89,80,27-11-81,Porto,FC Porto,Zenit St. Petersburg,2011,Russian
