,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
7,7,Diniyar Bilyaletdinov,RUS,M,1.86,77,27-02-85,Moscow,Lokomotiv Moscow,Everton,2010,English
8,8,Louis Saha,FRA,F,1.84,75,08-08-78,Paris,Manchester U,Everton,2010,English
10,10,Mikel Arteta,ESP,M,1.75,69,26-03-82,San  Sebastián,Real  Sociedad,Everton,2010,English
12,12,Iain  Turner,SCO,G,1.93,70,26-01-84,Stirling,Stirling  Alb,Everton,2010,English
15,15,Sylvain Distin,FRA,D,1.93,85,16-12-77,Bagnolet,Portsmouth,Everton,2010,English
16,16,Jermaine  Beckford,ENG,F,1.88,83,09-12-83,Ealing,Leeds U,Everton,2010,English
17,17,Tim Cahill,AUS,M,1.78,69,06-12-79,Sydney,Millwall,Everton,2010,English
18,18,Phil Neville,ENG,D,1.80,75,21-01-77,Bury,Manchester  U,Everton,2010,English
19,19,Magaye Gueye,FRA,F,1.79,73,06-07-90,Nogent-sur-Marne,Strasbourg,Everton,2010,English
21,21,Leon Osman,ENG,M,1.73,62,17-05-81,Billinge,None,Everton,2010,English
23,23,Séamus Coleman,IRL,D,1.93,67,11-10-88,Donegal,Sligo R,Everton,2010,English
24,24,Tim  Howard,USA,G,1.91,95,06-03-79,North  Brunswick,Manchester  U,Everton,2010,English
25,25,Marouane  Fellaini,BEL,M,1.94,85,22-11-87,Etterbeek,Standard Liège,Everton,2010,English
26,26,Jack Rodwell,ENG,M,1.88,70,11-03-91,Birkdale,None,Everton,2010,English
27,27,Apostolos Vellios,GRE,F,1.91,79,08-01-92,Thessaloniki,Iraklis,Everton,2010,English
28,28,Victor  Anichebe,NGA,F,1.85,80,23-04-88,Lagos,None,Everton,2010,English
30,30,Shkodran Mustafi,GER,D,1.84,73,17-04-92,Bad Hersfeld,Hamburg,Everton,2010,English
31,31,Conor McAleny,ENG,F,1.78,79,12-08-92,Liverpool,None,Everton,2010,English
32,32,Ross Barkley,ENG,M,1.89,76,05-12-93,Liverpool,None,Everton,2010,English
33,33,Adam  Forshaw,ENG,M,1.85,71,08-10-91,Liverpool,None,Everton,2010,English
34,34,Shane Duffy,IRL,D,1.93,76,01-01-92,Derry,None,Everton,2010,English
36,36,Aristote Nsiala,CGO,D,1.93,83,25-03-92,Kinshasa,None,Everton,2010,English
37,37,Jose Baxter,ENG,F,1.79,74,07-02-92,Bootle,None,Everton,2010,English
38,38,James Wallace,ENG,M,1.80,80,19-12-91,Fazackerly,None,Everton,2010,English
1,1,Mark Schwarzer,AUS,G,1.94,85,06-10-72,Sydney,Middlesbrough,Fulham,2010,English
2,2,Stephen  Kelly,IRL,D,1.84,82,06-09-83,Dublin,Birmingham C,Fulham,2010,English
3,3,Carlos Salcido,MEX,D,1.74,70,02-04-80,Ocotlán,PSV Eindhoven,Fulham,2010,English
4,4,John Paintsil,GHA,D,1.78,68,15-06-81,Berekum,West Ham U,Fulham,2010,English
5,5,Brede Hangeland,NOR,D,1.95,92,20-06-81,Houston,FC København,Fulham,2010,English
6,6,Chris Baird,NIR,D,1.79,71,25-02-82,Ballymena,Southampton,Fulham,2010,English
7,7,Steve Sidwell,ENG,M,1.78,70,14-12-82,Wandsworth,Aston Villa,Fulham,2010,English
8,8,Andy Johnson,ENG,F,1.70,64,10-02-81,Bedford,Everton,Fulham,2010,English
11,11,Zoltán Gera,HUN,M,1.83,75,22-04-79,Pécs,WBA,Fulham,2010,English
12,12,David  Stockdale,ENG,G,1.91,84,20-09-85,Leeds,Darlington,Fulham,2010,English
13,13,Danny Murphy,ENG,M,1.75,69,18-03-77,Chester,Tottenham H,Fulham,2010,English
14,14,Philippe  Senderos,SUI,D,1.90,84,14-02-85,Geneva,Arsenal,Fulham,2010,English
15,15,Diomansy Kamara,SEN,F,1.81,77,08-11-80,Paris,WBA,Fulham,2010,English
16,16,Damien Duff,IRL,M,1.78,70,02-03-79,Ballyboden,Newcastle U,Fulham,2010,English
17,17,Bjørn  Helge Riise,NOR,M,1.74,70,21-06-83,Ålesund,Lillestrøm,Fulham,2010,English
18,18,Aaron Hughes,NIR,D,1.83,72,08-11-79,Magherafelt,Aston Villa,Fulham,2010,English
19,19,Pascal Zuberbühler,SUI,G,1.97,98,08-01-71,Frauenfeld,Neuchâtel Xamax,Fulham,2010,English
20,20,Dickson Etuhu,NGA,M,1.88,83,08-06-82,Kano,Sunderland,Fulham,2010,English
22,22,Eiður  Guðjohnsen,ISL,F,1.85,82,15-09-78,Reykjavík,Stoke C,Fulham,2010,English
23,23,Clint Dempsey,USA,M,1.86,84,09-03-83,Nacogdoches,New England Revolution,Fulham,2010,English
24,24,Gaël Kakuta,FRA,F,1.73,65,21-06-91,Lille,Chelsea,Fulham,2010,English
25,25,Bobby Zamora,ENG,F,1.83,74,16-01-81,Barking,West Ham U,Fulham,2010,English
26,26,Kagisho Dikgacoi,RSA,M,1.80,80,24-11-84,Brandfort,Golden Arrows,Fulham,2010,English
27,27,Jonathan Greening,ENG,M,1.80,70,02-01-79,Scarborough,WBA,Fulham,2010,English
28,28,Matthew Briggs,ENG,D,1.88,84,09-03-91,Wandsworth,None,Fulham,2010,English
29,29,Simon Davies,WAL,M,1.78,76,23-10-79,Haverfordwest,Everton,Fulham,2010,English
30,30,Mousa Dembélé,BEL,M,1.77,70,17-07-87,Wilrijk,AZ Alkmaar,Fulham,2010,English
31,31,Matthew Saunders,ENG,M,1.80,72,12-09-89,Chertsey,None,Fulham,2010,English
32,32,Rafik Halliche,ALG,D,1.87,77,02-09-86,Algiers,Benfica,Fulham,2010,English
33,33,Danny Hoesen,NED,F,1.86,75,15-01-91,Kerkrade,Fortuna Sittard,Fulham,2010,English
36,36,Lauri Dalla Valle,FIN,F,1.80,73,14-09-91,Kontiolahti,Liverpool,Fulham,2010,English
37,37,Alex Kačaniklić,SWE,M,1.75,71,13-08-91,Helsingborg,Liverpool,Fulham,2010,English
38,38,Neil Etheridge,PHI,G,1.91,89,07-02-90,Enfield,None,Fulham,2010,English
41,44,Keanu Marsh-Brown,ENG,F,1.81,78,10-08-92,Hammersmith,None,Fulham,2010,English
42,45,Alex Smith,ENG,D,1.75,54,31-10-91,Clapham,None,Fulham,2010,English
1,1,Brad Jones,AUS,G,1.91,76,19-03-82,Armadale,Middlesbrough,Liverpool,2010,English
2,2,Glen Johnson,ENG,D,1.82,70,23-08-84,Greenwich,Portsmouth,Liverpool,2010,English
3,3,Paul Konchesky,ENG,D,1.78,69,15-05-81,Barking,Fulham,Liverpool,2010,English
4,4,Raul Meireles,POR,M,1.79,69,17-03-83,Porto,FC Porto,Liverpool,2010,English
5,5,Daniel Agger,DEN,D,1.87,75,12-12-84,Hvidovre,Brøndby,Liverpool,2010,English
6,6,Fábio  Aurélio,BRA,D,1.78,75,24-09-79,São  Carlos,Valencia,Liverpool,2010,English
7,7,Luis Suárez,URU,F,1.81,81,24-01-87,Salto,Ajax,Liverpool,2010,English
8,8,Steven Gerrard,ENG,M,1.83,79,30-05-80,Whiston,None,Liverpool,2010,English
9,9,Andy  Carroll,ENG,F,1.91,65,06-01-89,Gateshead,Newcastle U,Liverpool,2010,English
10,10,Joe Cole,ENG,M,1.76,73,08-11-81,Paddington,Chelsea,Liverpool,2010,English
12,12,Daniel Pacheco,ESP,F,1.68,67,05-01-91,Málaga,Barcelona,Liverpool,2010,English
14,14,Milan  Jovanović,SRB,M,1.83,73,18-04-81,Bajina Bata,Standard Liège,Liverpool,2010,English
16,16,Sotirios  Kyrgiakos,GRE,D,1.92,85,23-07-79,Trikala,AEK,Liverpool,2010,English
17,17,Maxi  Rodríguez,ARG,M,1.80,79,02-01-81,Rosario,Atlético Madrid,Liverpool,2010,English
18,18,Dirk Kuyt,NED,F,1.84,77,22-07-80,Katwijk,Feyenoord,Liverpool,2010,English
21,21,Lucas Leiva,BRA,M,1.79,74,09-01-87,Dourados,Grêmio,Liverpool,2010,English
22,22,Danny Wilson,SCO,D,1.87,79,27-12-91,Livingston,Rangers,Liverpool,2010,English
23,23,Jamie Carragher,ENG,D,1.85,83,28-01-78,Bootle,None,Liverpool,2010,English
24,24,David  N'Gog,FRA,F,1.90,79,01-04-89,Gennevilliers,Paris St-Germain,Liverpool,2010,English
25,25,Pepe Reina,ESP,G,1.88,92,31-08-82,Madrid,Villarreal,Liverpool,2010,English
26,26,Jay Spearing,ENG,M,1.68,70,25-11-88,Wirral,None,Liverpool,2010,English
28,28,Christian Poulsen,DEN,M,1.82,76,28-02-80,Asnaes,Juventus,Liverpool,2010,English
30,30,Suso,ESP,F,1.76,69,19-11-93,Cádiz,Cádiz,Liverpool,2010,English
31,31,Raheem Sterling,ENG,M,1.70,69,08-12-94,Kingston,QPR,Liverpool,2010,English
33,33,Jonjo Shelvey,ENG,M,1.83,70,27-02-92,Romford,Charlton Ath,Liverpool,2010,English
34,34,Martin Kelly,ENG,D,1.91,77,27-04-90,Bolton,None,Liverpool,2010,English
35,35,Conor Coady,ENG,D,1.85,75,25-02-93,Liverpool,None,Liverpool,2010,English
36,36,Steven Irwin,ENG,D,1.73,66,29-09-90,Liverpool,None,Liverpool,2010,English
37,37,Martin krteľ,SVK,D,1.91,81,15-12-84,Handlová,Zenit St Petersburg,Liverpool,2010,English
38,38,Jon Flanagan,ENG,D,1.81,79,21-01-93,Liverpool,None,Liverpool,2010,English
40,40,Daniel Ayala,ESP,D,1.91,84,07-11-90,El Saucejo,Sevilla B,Liverpool,2010,English
41,41,Martin Hansen,ENG,G,1.88,80,15-06-90,Glostrup,Brøndby,Liverpool,2010,English
42,42,Péter Gulácsi,HUN,G,1.90,83,06-05-90,Budapest,MTK,Liverpool,2010,English
43,43,Dean Bouzanis,AUS,G,1.85,84,02-10-90,Sydney,NSWIS,Liverpool,2010,English
44,44,Emmanuel Mendy,GNB,D,1.88,76,30-03-90,Madina Gounass,Murcia Deportivo,Liverpool,2010,English
45,45,Thomas Ince,ENG,M,1.78,66,30-01-92,Stockport,None,Liverpool,2010,English
46,46,David Amoo,ENG,F,1.78,77,13-04-91,London,Millwall,Liverpool,2010,English
47,47,Andre  Wisdom,ENG,D,1.86,78,09-05-93,Leeds,None,Liverpool,2010,English
48,48,Gerardo Bruna,ARG,M,1.73,64,29-01-91,Mendoza,Real Madrid,Liverpool,2010,English
49,49,Jack Robinson,ENG,D,1.80,67,01-09-93,Warrington,None,Liverpool,2010,English
1,1,Shay Given,IRL,G,1.88,84,20-04-76,Lifford,Newcastle U,Manchester City,2010,English
2,2,Micah  Richards,ENG,D,1.80,83,24-06-88,Birmingham,None,Manchester City,2010,English
4,4,Vincent Kompany,BEL,D,1.91,91,10-04-86,Ukkel,Hamburg,Manchester City,2010,English
5,5,Pablo  Zabaleta,ARG,D,1.74,74,16-01-85,Capital  Federal,Espanyol,Manchester City,2010,English
6,6,Michael  Johnson,ENG,M,1.83,79,24-02-88,Urmston,None,Manchester City,2010,English
7,7,James  Milner,ENG,M,1.70,67,04-01-86,Wortley,Aston Villa,Manchester City,2010,English
8,8,Shaun Wright-Phillips,ENG,M,1.66,64,25-10-81,Greenwich,Chelsea,Manchester City,2010,English
10,10,Edin Deko,BIH,F,1.92,80,17-03-86,Doboj,Wolfsburg,Manchester City,2010,English
11,11,Adam  Johnson,ENG,M,1.75,62,14-07-87,Sunderland,Middlesbrough,Manchester City,2010,English
12,12,Stuart Taylor,ENG,G,1.96,86,28-11-80,Romford,Aston Villa,Manchester City,2010,English
13,13,Aleksandar Kolarov,SRB,D,1.87,83,10-11-85,Belgrade,Lazio,Manchester City,2010,English
17,17,Jerome Boateng,GER,D,1.92,90,03-09-88,Berlin,Hamburg,Manchester City,2010,English
18,18,Gareth Barry,ENG,M,1.83,79,23-02-81,Hastings,Aston Villa,Manchester City,2010,English
19,19,Joleon Lescott,ENG,D,1.88,83,16-08-82,Birmingham,Everton,Manchester City,2010,English
21,21,David Silva,ESP,M,1.70,67,08-01-86,Arguineguín,Valencia,Manchester City,2010,English
22,22,Greg Cunningham,IRL,D,1.83,73,31-01-91,Galway,None,Manchester City,2010,English
24,24,Patrick Vieira,FRA,M,1.92,82,23-06-76,Dakar,Internazionale,Manchester City,2010,English
25,25,Joe  Hart,ENG,G,1.91,80,19-04-87,Shrewsbury,Shrewsbury T,Manchester City,2010,English
27,27,Jô,BRA,F,1.88,78,20-03-87,São  Paulo,CSKA Moscow,Manchester City,2010,English
28,28,Kolo  Touré,CIV,D,1.83,76,19-03-81,Sokoura  Bouaké,Arsenal,Manchester City,2010,English
30,30,Shaleum  Logan,ENG,D,1.85,79,06-11-88,Manchester,None,Manchester City,2010,English
32,32,Carlos Tévez,ARG,F,1.71,75,05-02-84,Ciudadela,West Ham U,Manchester City,2010,English
34,34,Nigel de Jong,NED,M,1.74,72,30-11-84,Amsterdam,Hamburg,Manchester City,2010,English
35,35,Scott Kay,ENG,M,1.79,77,18-09-89,Denton,None,Manchester City,2010,English
36,36,Javan Vidal,ENG,D,1.78,68,10-05-89,Manchester,None,Manchester City,2010,English
37,37,Gunnar Nielsen,FRO,G,1.91,89,07-10-86,Tórshavn,Blackburn R,Manchester City,2010,English
38,38,Dedryck Boyata,BEL,D,1.88,84,08-09-90,Uccle,None,Manchester City,2010,English
41,42,Yaya Touré,CIV,M,1.91,90,13-05-83,Sokoura  Bouaké,Barcelona,Manchester City,2010,English
42,43,Alex Nimely,ENG,F,1.80,72,11-05-91,Monrovia,Cotonsport Garoua,Manchester City,2010,English
43,45,Mario Balotelli,ITA,F,1.89,88,12-08-90,Palermo,Internazionale,Manchester City,2010,English
44,46,Loris Karius,GER,G,1.87,75,22-06-93,Biberach,Stuttgart,Manchester City,2010,English
45,47,James Poole,ENG,F,1.80,79,20-03-90,Stockport,None,Manchester City,2010,English
46,48,Ryan McGivern,NIR,D,1.78,74,08-01-90,Newry,None,Manchester City,2010,English
47,49,Donal McDermott,IRL,F,1.98,76,19-10-89,Dublin,None,Manchester City,2010,English
48,50,Abdisalam Ibrahim,NOR,M,1.85,73,01-05-91,Mogadishu,Fjellhamar,Manchester City,2010,English
49,53,Chris Chantler,ENG,M,1.73,70,16-12-90,Cheadle Hulme,None,Manchester City,2010,English
50,54,Tommy Smith,ENG,D,1.86,75,14-04-92,Warrington,None,Manchester City,2010,English
51,55,Sean Tse,IRL,D,1.85,75,03-05-92,Salford,None,Manchester City,2010,English
52,56,Frédéric Veseli,SUI,D,1.83,80,20-11-92,Renens,Lausanne-Sport,Manchester City,2010,English
53,57,Reece Wabara,ENG,D,1.82,73,28-12-91,Stoke Heath,Walsall,Manchester City,2010,English
54,58,Ahmad Benali,ENG,M,1.68,65,07-02-92,Manchester,None,Manchester City,2010,English
55,60,John Guidetti,SWE,F,1.81,79,15-04-92,Stockholm,IF Brommapojkarna,Manchester City,2010,English
56,61,Jérémy Helan,FRA,M,1.81,76,09-05-92,Clichy,Rennes,Manchester City,2010,English
57,62,Abdul Razak,CIV,M,1.80,76,11-11-92,Bouaké,Crystal Palace,Manchester City,2010,English
58,63,Eirik Johansen,NOR,G,1.93,89,12-07-92,Tønsberg,None,Manchester City,2010,English
59,65,Harry Bunn,ENG,F,1.75,75,21-11-92,Oldham,None,Manchester City,2010,English
1,1,Edwin van  der Sar,NED,G,1.97,83,29-10-70,Voorhout,Fulham,Manchester United,2010,English
3,3,Patrice Evra,FRA,D,1.75,76,15-05-81,Dakar,Monaco,Manchester United,2010,English
4,4,Owen  Hargreaves,ENG,M,1.80,74,20-01-81,Calgary,Bayern Munich,Manchester United,2010,English
5,5,Rio Ferdinand,ENG,D,1.89,82,07-11-78,Peckham,Leeds U,Manchester United,2010,English
6,6,Wes Brown,ENG,D,1.85,75,13-10-79,Manchester,None,Manchester United,2010,English
7,7,Michael Owen,ENG,F,1.73,70,14-12-79,Chester,Newcastle U,Manchester United,2010,English
8,8,Anderson,BRA,M,1.76,69,13-04-88,Porto Alegre,FC Porto,Manchester United,2010,English
9,9,Dimitar  Berbatov,BUL,F,1.88,79,30-01-81,Blagoevgrad,Tottenham H,Manchester United,2010,English
10,10,Wayne Rooney,ENG,F,1.78,78,24-10-85,Croxteth,Everton,Manchester United,2010,English
11,11,Ryan Giggs,WAL,M,1.80,68,29-11-73,Cardiff,None,Manchester United,2010,English
12,12,Chris Smalling,ENG,D,1.93,90,22-11-89,Greenwich,Fulham,Manchester United,2010,English
13,13,Park Ji-Sung,KOR,M,1.75,70,25-02-81,Suwon,PSV Eindhoven,Manchester United,2010,English
14,14,Javier Hernández,MEX,F,1.72,62,01-06-88,Guadalajara,Guadalajara,Manchester United,2010,English
15,15,Nemanja  Vidić,SRB,D,1.88,82,21-10-81,Uice,Spartak  Moscow,Manchester United,2010,English
16,16,Michael Carrick,ENG,M,1.86,74,28-07-81,Wallsend,Tottenham H,Manchester United,2010,English
17,17,Nani,POR,M,1.75,66,17-11-86,Praia,Sporting CP,Manchester United,2010,English
18,18,Paul Scholes,ENG,M,1.70,72,16-11-74,Salford,None,Manchester United,2010,English
20,20,Fábio,BRA,D,1.72,65,09-07-90,Petrópolis,Fluminense,Manchester United,2010,English
21,21,Rafael,BRA,D,1.72,65,09-07-90,Petrópolis,Fluminense,Manchester United,2010,English
22,22,John O'Shea,IRL,D,1.90,75,30-04-81,Waterford,Waterford  U,Manchester United,2010,English
23,23,Jonny  Evans,NIR,D,1.88,77,02-01-88,Belfast,None,Manchester United,2010,English
24,24,Darren Fletcher,SCO,M,1.83,83,01-02-84,Edinburgh,None,Manchester United,2010,English
25,25,Luis Antonio  Valencia,ECU,M,1.81,78,04-08-85,Lago Agrio,Wigan Ath,Manchester United,2010,English
26,26,Gabriel Obertan,FRA,F,1.86,79,26-02-89,Pantin,Bordeaux,Manchester United,2010,English
28,28,Darron  Gibson,IRL,M,1.80,83,25-10-87,Derry,None,Manchester United,2010,English
29,29,Tomasz Kuszczak,POL,G,1.90,84,20-03-82,Krosno  Odrzańskie,WBA,Manchester United,2010,English
33,33,Bebé,POR,F,1.90,75,12-07-90,Agualva-Cacém,Vitória Guimarães,Manchester United,2010,English
34,34,Anders Lindegaard,DEN,G,1.93,80,13-04-84,Odense,Aalesund,Manchester United,2010,English
37,37,Robbie Brady,IRL,M,1.75,69,14-01-92,Dublin,None,Manchester United,2010,English
40,40,Ben Amos,ENG,G,1.85,83,10-04-90,Macclesfield,None,Manchester United,2010,English
41,41,Joshua King,NOR,F,1.80,74,15-01-92,Oslo,None,Manchester United,2010,English
42,42,Paul Pogba,FRA,M,1.85,80,15-03-93,Lagny-sur-Marne,Le Havre,Manchester United,2010,English
43,43,Matthew James,ENG,M,1.78,74,22-07-91,Bacup,None,Manchester United,2010,English
44,45,Oliver Gill,ENG,D,,,15-09-90,Frimley,None,Manchester United,2010,English
45,46,Ryan Tunnicliffe,ENG,M,1.83,80,30-12-92,Bury,None,Manchester United,2010,English
46,47,Oliver Norwood,NIR,M,1.80,76,12-04-91,Burnley,None,Manchester United,2010,English
47,48,Will Keane,ENG,F,1.78,78,11-01-93,Stockport,None,Manchester United,2010,English
48,49,Ravel Morrison,ENG,M,1.75,71,02-02-93,Wythenshawe,None,Manchester United,2010,English
49,50,Sam Johnstone,ENG,G,1.93,85,25-03-93,Preston,None,Manchester United,2010,English
1,1,Steve Harper,ENG,G,1.88,82,14-03-75,Easington,Seaham Red Star,Newcastle United,2010,English
2,2,Fabricio Coloccini,ARG,D,1.83,78,22-01-82,Córdoba,Deportivo La Coruña,Newcastle United,2010,English
3,3,José Enrique,ESP,D,1.84,82,23-01-86,Valencia,Villarreal,Newcastle United,2010,English
4,4,Kevin Nolan,ENG,M,1.83,89,24-06-82,Liverpool,Bolton W,Newcastle United,2010,English
5,5,Sol Campbell,ENG,D,1.88,88,18-09-74,Newham,Arsenal,Newcastle United,2010,English
6,6,Michael Williamson,ENG,D,1.91,84,08-11-83,Stoke-on-Trent,Portsmouth,Newcastle United,2010,English
7,7,Joey Barton,ENG,M,1.80,76,02-09-82,Huyton,Manchester C,Newcastle United,2010,English
8,8,Danny  Guthrie,ENG,M,1.75,73,18-04-87,Shrewsbury,Liverpool,Newcastle United,2010,English
11,11,Peter Løvenkrands,DEN,F,1.81,75,29-01-80,Hørsholm,Schalke,Newcastle United,2010,English
12,12,Danny Simpson,ENG,D,1.73,74,04-01-87,Salford,Manchester U,Newcastle United,2010,English
14,14,James Perch,ENG,D,1.80,72,28-09-85,Mansfield,Nottingham F,Newcastle United,2010,English
15,15,Dan Gosling,ENG,M,1.78,71,02-02-90,Brixham,Everton,Newcastle United,2010,English
16,16,Ryan Taylor,ENG,D,1.73,75,19-08-84,Liverpool,Wigan Ath,Newcastle United,2010,English
17,17,Alan Smith,ENG,F,1.78,69,28-10-80,Leeds,Manchester U,Newcastle United,2010,English
18,18,Jonás  Gutiérrez,ARG,M,1.82,70,05-07-82,Sáenz Peña,Mallorca,Newcastle United,2010,English
20,20,Leon Best,IRL,F,1.85,76,19-09-86,Nottingham,Coventry C,Newcastle United,2010,English
22,22,Stephen  Ireland,IRL,M,1.75,68,22-08-86,Cork,Aston Villa,Newcastle United,2010,English
23,23,Shola Ameobi,ENG,F,1.91,84,12-10-81,Zaria,None,Newcastle United,2010,English
24,24,Cheik Ismael  Tioté,CIV,M,1.80,79,21-06-86,Yamoussoukro,FC Twente,Newcastle United,2010,English
25,25,Kazenga LuaLua,COD,F,1.80,76,10-12-90,Kinshasa,None,Newcastle United,2010,English
26,26,Tim Krul,NED,G,1.88,74,03-04-88,Den Haag,ADO Den Haag,Newcastle United,2010,English
27,27,Steven  Taylor,ENG,D,1.88,81,23-01-86,Greenwich,None,Newcastle United,2010,English
28,28,Tamás Kádár,HUN,D,1.88,74,14-03-90,Veszprém,Zalaegerszeg,Newcastle United,2010,English
29,29,Haris Vučkić,SVN,M,1.88,80,21-08-92,Ljubljana,Domale,Newcastle United,2010,English
30,30,Nile Ranger,ENG,F,1.88,84,11-04-91,Bounds Green,Southampton,Newcastle United,2010,English
31,31,Shane Ferguson,NIR,M,1.80,67,12-07-91,Derry,None,Newcastle United,2010,English
32,32,Ryan Donaldson,ENG,F,1.75,70,01-05-91,Newcastle upon Tyne,None,Newcastle United,2010,English
33,33,Ole Soderberg,SWE,G,1.94,85,20-07-90,Norrköping,BK Häcken,Newcastle United,2010,English
34,34,James Tavernier,ENG,D,1.76,70,31-10-91,Bradford,None,Newcastle United,2010,English
35,35,Bradden Inman,AUS,M,1.85,79,10-12-91,Adelaide,None,Newcastle United,2010,English
36,36,Greg McDermott,ENG,M,1.77,61,18-10-91,Liverpool,None,Newcastle United,2010,English
37,37,Hatem  Ben Arfa,FRA,F,1.78,65,07-03-87,Clamart,Marseille,Newcastle United,2010,English
38,38,Phil Airey,ENG,F,1.81,66,14-11-91,Newcastle upon Tyne,None,Newcastle United,2010,English
39,39,Jóan Edmundsson,FRO,M,1.74,70,26-07-91,Toftir,B68 Toftir,Newcastle United,2010,English
40,40,Michael Richardson,ENG,M,1.78,77,17-03-92,Newcastle upon Tyne,Walker Central,Newcastle United,2010,English
41,42,Shefki Kuqi,FIN,F,1.88,89,10-11-76,Vushtrri,Swansea C,Newcastle United,2010,English
42,44,Sammy Ameobi,ENG,F,1.90,66,01-05-92,Newcastle upon Tyne,None,Newcastle United,2010,English
43,45,Paul Dummett,WAL,D,1.78,65,26-09-91,Newcastle upon Tyne,None,Newcastle United,2010,English
1,1,Asmir Begović,BIH,G,1.98,84,20-06-87,Trebinje,Portsmouth,Stoke City,2010,English
3,3,Danny Higginbotham,ENG,D,1.85,78,29-12-78,Manchester,Sunderland,Stoke City,2010,English
4,4,Robert Huth,GER,D,1.91,88,18-08-84,Berlin,Middlesbrough,Stoke City,2010,English
5,5,Danny Collins,WAL,D,1.83,76,06-08-80,Chester,Sunderland,Stoke City,2010,English
6,6,Glenn Whelan,IRL,M,1.80,79,13-01-84,Dublin,Sheffield W,Stoke City,2010,English
8,8,Tom Soares,ENG,M,1.83,72,10-07-86,Reading,Crystal Palace,Stoke City,2010,English
9,9,Kenwyne Jones,TRI,F,1.88,75,05-10-84,Point Fortin,Sunderland,Stoke City,2010,English
10,10,Ricardo Fuller,JAM,F,1.91,79,31-10-79,Kingston,Southampton,Stoke City,2010,English
11,11,Mamady Sidibé,MLI,F,1.93,77,18-12-79,Bamako,Gillingham,Stoke City,2010,English
12,12,Marc Wilson,IRL,D,1.88,80,17-08-87,Belfast,Portsmouth,Stoke City,2010,English
14,14,Danny Pugh,ENG,M,1.83,76,19-10-82,Manchester,Preston NE,Stoke City,2010,English
15,15,Salif Diao,SEN,M,1.83,73,10-02-77,Kedougou,Liverpool,Stoke City,2010,English
16,16,Jermaine Pennant,ENG,M,1.73,64,15-01-83,Nottingham,Zaragoza,Stoke City,2010,English
17,17,Ryan  Shawcross,ENG,D,1.83,76,04-10-87,Chester,Manchester U,Stoke City,2010,English
18,18,Dean Whitehead,ENG,M,1.80,77,12-01-82,Abingdon,Sunderland,Stoke City,2010,English
19,19,Jonathan Walters,IRL,F,1.83,79,20-09-83,Birkenhead,Ipswich T,Stoke City,2010,English
21,21,Andrew  Davies,ENG,D,1.90,92,17-12-84,Stockton-on-Tees,Southampton,Stoke City,2010,English
22,22,John Carew,NOR,F,1.93,88,05-09-79,Lørenskog,Aston Villa,Stoke City,2010,English
23,23,Michael  Tonge,ENG,M,1.83,75,07-04-83,Manchester,Sheffield U,Stoke City,2010,English
24,24,Rory Delap,IRL,M,1.83,74,06-07-76,Sutton Coldfield,Sunderland,Stoke City,2010,English
25,25,Abdoulaye  Diagne-Faye,SEN,D,1.87,84,26-02-78,Dakar,Newcastle U,Stoke City,2010,English
26,26,Matthew Etherington,ENG,M,1.78,64,14-08-81,Truro,West Ham U,Stoke City,2010,English
27,27,Carlo Nash,ENG,G,1.96,89,13-09-73,Bolton,Everton,Stoke City,2010,English
28,28,Andy Wilkinson,ENG,D,1.80,70,06-08-84,Stone,None,Stoke City,2010,English
29,29,Thomas  Sørensen,DEN,G,1.96,89,12-06-76,Fredericia,Aston Villa,Stoke City,2010,English
30,30,Ryan Shotton,ENG,D,1.91,85,30-09-88,Fenton,None,Stoke City,2010,English
36,36,Matthew Lund,NIR,M,1.70,61,21-11-90,Manchester,Crewe Alex,Stoke City,2010,English
41,42,Louis Moult,ENG,F,1.83,85,14-05-92,Stoke-on-Trent,None,Stoke City,2010,English
1,1,Craig Gordon,SCO,G,1.93,77,31-12-82,Edinburgh,Hearts,Sunderland,2010,English
2,2,Phillip  Bardsley,SCO,D,1.79,74,28-06-85,Salford,Manchester U,Sunderland,2010,English
3,3,Kieran  Richardson,ENG,M,1.79,74,21-10-84,Greenwich,Manchester U,Sunderland,2010,English
4,4,Michael  Turner,ENG,D,1.93,85,09-11-83,Lewisham,Hull C,Sunderland,2010,English
5,5,John  Mensah,GHA,D,1.80,81,29-11-82,Obuasi,Lyon,Sunderland,2010,English
6,6,Lee Cattermole,ENG,M,1.78,76,21-03-88,Stockton-on-Tees,Wigan Ath,Sunderland,2010,English
7,7,Boudewijn Zenden,NED,M,1.74,70,15-08-76,Maastricht,Marseille,Sunderland,2010,English
8,8,Steed Malbranque,FRA,M,1.72,73,06-01-80,Mouscron,Tottenham H,Sunderland,2010,English
9,9,Fraizer  Campbell,ENG,F,1.80,78,13-09-87,Huddersfield,Manchester U,Sunderland,2010,English
10,10,Jordan Henderson,ENG,M,1.82,67,17-06-90,Sunderland,None,Sunderland,2010,English
11,11,Sulley Muntari,GHA,M,1.79,76,27-07-84,Konongo,Internazionale,Sunderland,2010,English
12,12,Marcos  Angeleri,ARG,D,1.82,68,07-04-83,La Plata,Estudiantes (LP),Sunderland,2010,English
15,15,Nedum Onuoha,ENG,D,1.83,78,12-11-86,Warri,Manchester C,Sunderland,2010,English
