,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
49,59,Emiliano Martínez,ARG,G,1.93,85,02-09-92,Mar del Plata,Independiente,Arsenal,2010,English
1,1,Brad  Friedel,USA,G,1.88,91,18-05-71,Lakewood,Blackburn R,Aston Villa,2010,English
2,2,Luke Young,ENG,D,1.83,78,19-07-79,Harlow,Middlesbrough,Aston Villa,2010,English
3,3,Stephen  Warnock,ENG,D,1.78,75,12-12-81,Ormskirk,Blackburn R,Aston Villa,2010,English
5,5,Richard Dunne,IRL,D,1.88,95,21-09-79,Dublin,Manchester C,Aston Villa,2010,English
6,6,Stewart Downing,ENG,M,1.80,64,22-07-84,Middlesbrough,Middlesbrough,Aston Villa,2010,English
7,7,Ashley Young,ENG,M,1.75,65,09-07-85,Stevenage,Watford,Aston Villa,2010,English
8,8,Robert  Pirès,FRA,M,1.87,80,29-10-73,Reims,Villarreal,Aston Villa,2010,English
11,11,Gabriel  Agbonlahor,ENG,F,1.80,79,13-10-86,Birmingham,None,Aston Villa,2010,English
12,12,Marc Albrighton,ENG,M,1.75,67,18-11-89,Tamworth,None,Aston Villa,2010,English
13,13,Michael Bradley,USA,M,1.85,82,31-07-87,Palatine,B Mönchengladbach,Aston Villa,2010,English
14,14,Nathan Delfouneso,ENG,F,1.86,78,02-02-91,Birmingham,None,Aston Villa,2010,English
16,16,Fabian Delph,ENG,M,1.74,60,21-11-89,Bradford,Leeds U,Aston Villa,2010,English
17,17,Jean  II Makoun,CMR,M,1.73,69,29-05-83,Yaoundé,Lyon,Aston Villa,2010,English
18,18,Emile Heskey,ENG,F,1.88,88,11-01-78,Leicester,Wigan Ath,Aston Villa,2010,English
19,19,Stiliyan Petrov,BUL,M,1.80,77,05-07-79,Montana,Celtic,Aston Villa,2010,English
20,20,Nigel  Reo-Coker,ENG,M,1.75,76,14-05-84,Southwark,West Ham U,Aston Villa,2010,English
21,21,Ciaran Clark,IRL,D,1.88,76,26-09-89,Harrow,None,Aston Villa,2010,English
22,22,Brad  Guzan,USA,G,1.93,94,09-09-84,Home  Glen,Chivas USA,Aston Villa,2010,English
23,23,Habib Beye,SEN,D,1.82,79,19-10-77,Suresnes,Newcastle U,Aston Villa,2010,English
24,24,Carlos Cuéllar,ESP,D,1.90,84,23-08-81,Madrid,Rangers,Aston Villa,2010,English
25,25,Barry Bannan,SCO,M,1.70,60,01-12-89,Glasgow,None,Aston Villa,2010,English
27,27,Isaiah  Osbourne,ENG,M,1.88,79,15-11-87,Birmingham,None,Aston Villa,2010,English
29,29,James Collins,WAL,D,1.88,90,23-08-83,Newport,West Ham U,Aston Villa,2010,English
30,30,Eric Lichaj,USA,D,1.80,79,17-11-88,Downers Grove,Univ of Nth Carolina,Aston Villa,2010,English
31,31,Chris Herd,AUS,M,1.73,76,04-04-89,Perth [AUS],Bayswater C,Aston Villa,2010,English
32,32,Nathan Baker,ENG,D,1.91,80,23-04-91,Worcester,None,Aston Villa,2010,English
33,33,Andy Marshall,ENG,G,1.88,86,14-04-75,Bury St Edmunds,Coventry C,Aston Villa,2010,English
35,35,Daniel Johnson,ENG,M,1.74,67,08-10-92,Kingston,Crystal Palace,Aston Villa,2010,English
36,36,Kyle Walker,ENG,D,1.78,73,28-05-90,Sheffield,Tottenham H,Aston Villa,2010,English
37,37,Moustapha Salifou,TOG,M,1.80,69,01-06-83,Lomé,FC Wil,Aston Villa,2010,English
39,39,Darren Bent,ENG,F,1.80,73,06-02-84,Tooting,Sunderland,Aston Villa,2010,English
41,43,Elliott Parish,ENG,G,1.88,83,20-05-90,Northampton,None,Aston Villa,2010,English
1,1,Maik Taylor,NIR,G,1.93,90,04-09-71,Hildeshein,Fulham,Birmingham City,2010,English
2,2,Stephen Carr,IRL,D,1.76,78,29-08-76,Dublin,Newcastle U,Birmingham City,2010,English
3,3,David Murphy,ENG,D,1.83,84,01-03-84,Hartlepool,Hibernian,Birmingham City,2010,English
4,4,Lee Bowyer,ENG,M,1.75,62,03-01-77,Newham,West Ham U,Birmingham City,2010,English
5,5,Roger Johnson,ENG,D,1.91,70,28-04-83,Ashford,Cardiff C,Birmingham City,2010,English
6,6,Liam Ridgewell,ENG,D,1.88,79,21-07-84,Bexley,Aston Villa,Birmingham City,2010,English
7,7,Sebastian  Larsson,SWE,M,1.78,70,06-06-85,Eskiltuna,Arsenal,Birmingham City,2010,English
8,8,Craig  Gardner,ENG,M,1.78,71,25-11-86,Solihull,Aston Villa,Birmingham City,2010,English
9,9,Kevin Phillips,ENG,F,1.70,70,25-07-73,Hitchin,WBA,Birmingham City,2010,English
10,10,Cameron Jerome,ENG,F,1.85,85,14-08-86,Huddersfield,Cardiff  C,Birmingham City,2010,English
11,11,David Bentley,ENG,M,1.75,68,27-08-84,Peterborough,Tottenham H,Birmingham City,2010,English
12,12,Barry  Ferguson,SCO,M,1.78,74,02-02-78,Glasgow,Rangers,Birmingham City,2010,English
13,13,Colin  Doyle,IRL,G,1.96,91,12-08-85,Cork,None,Birmingham City,2010,English
14,14,Matt  Derbyshire,ENG,F,1.85,72,14-04-86,Great Harwood,Olympiakos,Birmingham City,2010,English
15,15,Scott  Dann,ENG,D,1.88,76,14-02-87,Liverpool,Coventry C,Birmingham City,2010,English
16,16,James  McFadden,SCO,F,1.78,75,14-04-83,Glasgow,Everton,Birmingham City,2010,English
17,17,Obafemi Martins,NGA,F,1.76,67,28-10-84,Lagos,Rubin Kazan,Birmingham City,2010,English
18,18,Keith Fahey,IRL,M,1.78,80,15-01-83,Dublin,St Patrick's Ath,Birmingham City,2010,English
19,19,Nikola igić,SRB,F,2.02,90,25-09-80,Bačka Topola,Valencia,Birmingham City,2010,English
20,20,Enric Vallès,ESP,M,1.89,83,01-03-90,Barcelona,NAC Breda,Birmingham City,2010,English
21,21,Stuart Parnaby,ENG,D,1.78,70,19-07-82,Durham,Middlesbrough,Birmingham City,2010,English
22,22,Aliaksandr  Hleb,BLR,M,1.85,74,01-05-81,Minsk,Barcelona,Birmingham City,2010,English
23,23,Jean Beausejour,CHI,M,1.79,80,01-06-84,Santiago,América,Birmingham City,2010,English
24,24,Jay  O'Shea,IRL,M,1.83,70,10-08-88,Dún Laoghaire,Galway U,Birmingham City,2010,English
25,25,Jordon Mutch,ENG,M,1.75,65,02-12-91,Birmingham,Derby Co,Birmingham City,2010,English
26,26,Ben Foster,ENG,G,1.88,80,03-04-83,Leamington,Manchester U,Birmingham City,2010,English
27,27,Nathan Redmond,ENG,M,1.73,75,06-03-94,Birmingham,None,Birmingham City,2010,English
28,28,Martin Jiránek,CZE,D,1.89,90,25-05-79,Liberec,Spartak Moscow,Birmingham City,2010,English
29,29,Marcus Bent,ENG,F,1.88,76,19-05-78,Hammersmith,Charlton Ath,Birmingham City,2010,English
30,30,Akwasi Asante,GHA,F,1.83,83,06-09-92,Amsterdam,Haarlem,Birmingham City,2010,English
31,31,Fraser Kerr,SCO,D,1.91,84,17-01-93,Rutherglen,Motherwell,Birmingham City,2010,English
32,32,Curtis Davies,ENG,D,1.88,76,15-03-85,Waltham Forest,Aston Villa,Birmingham City,2010,English
33,33,Alpaslan Öztürk,BEL,D,1.84,83,16-07-93,Antwerp,Germinal Beerschot,Birmingham City,2010,English
34,34,Jack Butland,ENG,G,1.92,95,10-03-93,Bristol,None,Birmingham City,2010,English
1,1,Paul Robinson,ENG,G,1.93,90,15-10-79,Beverley,Tottenham H,Blackburn Rovers,2010,English
2,2,Jermaine Jones,USA,M,1.84,78,03-11-81,Frankfurt am  Main,Schalke,Blackburn Rovers,2010,English
3,3,Martin Olsson,SWE,D,1.78,81,17-05-88,Gävle,Högaborgs BK,Blackburn Rovers,2010,English
4,4,Christopher Samba,CGO,D,1.93,91,28-03-84,Créteil,Hertha Berlin,Blackburn Rovers,2010,English
5,5,Gaël Givet,FRA,D,1.81,75,09-10-81,Arles,Marseille,Blackburn Rovers,2010,English
6,6,Ryan Nelsen,NZL,D,1.83,90,18-10-77,Christchurch,DC United,Blackburn Rovers,2010,English
7,7,Brett  Emerton,AUS,M,1.85,85,22-02-79,Bankstown,Feyenoord,Blackburn Rovers,2010,English
8,8,David Dunn,ENG,M,1.75,78,27-12-79,Blackburn,Birmingham C,Blackburn Rovers,2010,English
9,9,Nikola Kalinić,CRO,F,1.87,84,05-01-88,Split,Hajduk Split,Blackburn Rovers,2010,English
10,10,Mauro  Formica,ARG,M,1.76,64,04-04-88,Rosario,Newell's Old Boys,Blackburn Rovers,2010,English
11,11,Vince Grella,AUS,M,1.82,79,05-10-79,Melbourne,Torino,Blackburn Rovers,2010,English
12,12,Morten Gamst Pedersen,NOR,M,1.83,74,08-09-81,Vadsø,Tromsø,Blackburn Rovers,2010,English
13,13,Mark  Bunn,ENG,G,1.83,77,16-11-84,Southgate,Northampton T,Blackburn Rovers,2010,English
15,15,Steven N'Zonzi,FRA,M,1.90,75,15-12-88,Colombes,Amiens,Blackburn Rovers,2010,English
17,17,Keith Andrews,IRL,M,1.83,78,13-09-80,Dublin,MK Dons,Blackburn Rovers,2010,English
18,18,Roque Santa  Cruz,PAR,F,1.87,80,16-08-81,Asunción,Manchester C,Blackburn Rovers,2010,English
20,20,Rubén Rochina,ESP,F,1.81,70,23-03-91,Sagunto,Barcelona,Blackburn Rovers,2010,English
21,21,Benjani Mwaruwari,ZIM,F,1.82,78,13-08-78,Bulawayo,Manchester C,Blackburn Rovers,2010,English
23,23,Junior Hoilett,CAN,M,1.73,70,05-06-90,Brampton,None,Blackburn Rovers,2010,English
26,26,Hérold Goulon,FRA,M,1.90,85,12-06-88,Paris,Le Mans,Blackburn Rovers,2010,English
27,27,Michel Salgado,ESP,D,1.74,75,22-10-75,As Neves,Real Madrid,Blackburn Rovers,2010,English
28,28,Phil Jones,ENG,D,1.80,71,21-02-92,Preston,None,Blackburn Rovers,2010,English
30,30,Jason Roberts,GRN,F,1.85,92,25-01-78,Park Royal,Wigan Ath,Blackburn Rovers,2010,English
31,31,Grant Hanley,SCO,D,1.88,76,20-11-91,Dumfries,None,Blackburn Rovers,2010,English
32,32,Jason Brown,WAL,G,1.80,98,18-05-82,Southwark,Gillingham,Blackburn Rovers,2010,English
33,33,Josh Morris,ENG,D,1.80,70,30-09-91,Preston,None,Blackburn Rovers,2010,English
34,34,Frank  Fielding,ENG,G,1.85,75,04-04-88,Blackburn,None,Blackburn Rovers,2010,English
35,35,Jason Lowe,ENG,M,1.83,80,02-09-91,Wigan,None,Blackburn Rovers,2010,English
36,36,Michael Potts,ENG,M,1.82,77,26-11-91,Preston,None,Blackburn Rovers,2010,English
37,37,Zac Aley,ENG,M,1.80,71,17-08-91,Fazakerley,Southport,Blackburn Rovers,2010,English
38,38,Robbie Cotton,ENG,M,1.80,70,15-09-94,Rotherham,None,Blackburn Rovers,2010,English
41,41,Mame Biram Diouf,SEN,F,1.85,76,16-12-87,Dakar,Manchester U,Blackburn Rovers,2010,English
1,1,Paul Rachubka,USA,G,1.85,85,21-05-81,San  Luis Opispo,Huddersfield T,Blackpool,2010,English
2,2,Daniel Coid,ENG,D,1.80,73,03-10-81,Liverpool,None,Blackpool,2010,English
3,3,Stephen Crainey,SCO,D,1.75,60,22-06-81,Glasgow,Leeds U,Blackpool,2010,English
4,4,Keith Southern,ENG,M,1.78,78,21-04-81,Gateshead,Everton,Blackpool,2010,English
5,5,Neal Eardley,WAL,D,1.80,74,06-11-88,Llandudno,Oldham Ath,Blackpool,2010,English
6,6,Ian Evatt,ENG,D,1.91,88,19-11-81,Coventry,QPR,Blackpool,2010,English
7,7,Billy Clarke,IRL,F,1.70,64,13-12-87,Cork,Ipswich T,Blackpool,2010,English
8,8,Malaury  Martin,FRA,M,1.78,75,25-08-88,Nice,Monaco,Blackpool,2010,English
9,9,Marlon Harewood,ENG,F,1.85,85,25-08-79,Hampstead,Aston Villa,Blackpool,2010,English
10,10,Brett Ormerod,ENG,F,1.77,77,18-10-76,Blackburn,Preston NE,Blackpool,2010,English
11,11,David Vaughan,WAL,M,1.70,66,18-02-83,Rhuddlan,Real Sociedad,Blackpool,2010,English
12,12,Gary Taylor-Fletcher,ENG,F,1.83,70,04-06-81,Widnes,Huddersfield T,Blackpool,2010,English
13,13,Mark Halstead,ENG,G,1.91,89,01-01-90,Blackpool,None,Blackpool,2010,English
14,14,Elliot Grandin,FRA,F,1.78,67,17-10-87,Caen,CSKA Sofia,Blackpool,2010,English
15,15,Alex John-Baptiste,ENG,D,1.80,74,31-01-86,Sutton-in-Ashfield,Mansfield T,Blackpool,2010,English
16,16,Luke  Varney,ENG,F,1.80,70,28-09-82,Leicester,Derby Co,Blackpool,2010,English
17,17,Chris Basham,ENG,M,1.80,80,20-07-88,Hebburn,Bolton W,Blackpool,2010,English
18,18,Jason Euell,JAM,F,1.80,71,06-02-77,Lambeth,Southampton,Blackpool,2010,English
19,19,Ludovic  Sylvestre,FRA,M,1.82,74,05-02-84,Le  Blanc-Mesnil,Mladá Boleslav,Blackpool,2010,English
20,20,Craig Cathcart,NIR,D,1.88,72,06-02-89,Belfast,Manchester U,Blackpool,2010,English
21,21,Matthew Gilks,SCO,G,1.85,81,04-06-82,Rochdale,Norwich C,Blackpool,2010,English
22,22,Ashley Eastham,ENG,D,1.91,79,22-03-91,Preston,None,Blackpool,2010,English
23,23,Matt Phillips,ENG,M,1.83,75,13-03-91,Aylesbury,Wycombe W,Blackpool,2010,English
24,24,Rob  Edwards,WAL,D,1.85,74,25-12-82,Telford,Wolverhampton W,Blackpool,2010,English
25,25,Louis Almond,ENG,F,1.80,76,15-08-90,Blackburn,None,Blackpool,2010,English
26,26,Charlie  Adam,SCO,M,1.85,83,10-12-85,Dundee,Rangers,Blackpool,2010,English
27,27,Ishmel  Demontagnac,ENG,M,1.78,75,15-06-88,London,Walsall,Blackpool,2010,English
28,28,Richard  Kingson,GHA,G,1.83,83,13-06-78,Accra,Wigan Ath,Blackpool,2010,English
29,29,David Carney,AUS,D,1.80,70,30-11-83,Sydney,FC Twente,Blackpool,2010,English
30,30,Stephen Husband,SCO,M,1.83,82,29-10-90,Kelty,Hearts,Blackpool,2010,English
31,31,Salaheddine Sbaï,MAR,D,1.78,73,21-08-85,Rabat,Nîmes,Blackpool,2010,English
32,32,Tom  Barkhuizen,ENG,F,1.75,70,04-07-93,Blackpool,None,Blackpool,2010,English
33,33,Josh Roberts,ENG,D,,,,,None,Blackpool,2010,English
34,34,Liam Tomsett,ENG,M,1.80,78,21-01-92,Ulverston,None,Blackpool,2010,English
35,35,Biko Youanda,ENG,D,,,,,None,Blackpool,2010,English
36,36,Kingsley Francis-Reynolds,ENG,M,,,,,Tottenham H,Blackpool,2010,English
37,37,Adam Dodd,ENG,M,1.73,83,25-06-92,Kirkham,None,Blackpool,2010,English
39,39,DJ Campbell,ENG,F,1.78,72,12-11-81,London,Leicester C,Blackpool,2010,English
40,40,Pa Modu Jobe,ENG,F,,,,,None,Blackpool,2010,English
41,41,Siarhei Karnilenka,BLR,F,1.85,78,14-06-83,Vitebsk,Zenit St Petersburg,Blackpool,2010,English
42,42,Jason Puncheon,ENG,M,1.73,71,26-06-86,Croydon,Southampton,Blackpool,2010,English
43,43,Andy Reid,IRL,M,1.75,70,29-07-82,Dublin,Sunderland,Blackpool,2010,English
44,44,James Beattie,ENG,F,1.85,84,27-02-78,Lancaster,Rangers,Blackpool,2010,English
45,45,Chris Kettings,SCO,G,1.88,78,25-10-92,Bolton,None,Blackpool,2010,English
1,1,Ádám Bogdán,HUN,G,1.94,90,27-09-87,Budapest,Vasas,Bolton Wanderers,2010,English
2,2,Grétar Steinsson,ISL,D,1.89,78,09-01-82,Siglufjördur,AZ Alkmaar,Bolton Wanderers,2010,English
3,3,Jlloyd Samuel,TRI,D,1.80,72,29-03-81,San  Fernando,Aston Villa,Bolton Wanderers,2010,English
4,4,Paul Robinson,ENG,D,1.75,73,14-12-78,Watford,WBA,Bolton Wanderers,2010,English
5,5,Gary Cahill,ENG,D,1.88,71,19-12-85,Sheffield,Aston Villa,Bolton Wanderers,2010,English
6,6,Fabrice  Muamba,ENG,M,1.88,78,06-04-88,Kinshasa,Birmingham C,Bolton Wanderers,2010,English
7,7,Matthew Taylor,ENG,M,1.78,74,27-11-81,Oxford,Portsmouth,Bolton Wanderers,2010,English
8,8,Stuart  Holden,USA,M,1.78,73,01-08-85,Aberdeen,Houston Dynamo,Bolton Wanderers,2010,English
9,9,Johan Elmander,SWE,F,1.88,79,27-05-81,Alingsas,Toulouse,Bolton Wanderers,2010,English
10,10,Martin Petrov,BUL,M,1.80,76,15-01-79,Vzatza,Manchester C,Bolton Wanderers,2010,English
11,11,Ricardo Gardner,JAM,M,1.75,70,25-09-78,St Andrews,Harbour View,Bolton Wanderers,2010,English
12,12,Zat Knight,ENG,D,1.98,86,02-05-80,Solihull,Aston Villa,Bolton Wanderers,2010,English
13,13,Robert Lainton,ENG,G,1.88,79,12-10-89,Ashton-under-Lyme,None,Bolton Wanderers,2010,English
14,14,Kevin Davies,ENG,F,1.83,81,26-03-77,Sheffield,Southampton,Bolton Wanderers,2010,English
15,15,Daniel  Sturridge,ENG,F,1.88,76,01-09-89,Birmingham,Chelsea,Bolton Wanderers,2010,English
16,16,Mark  Davies,ENG,M,1.80,74,18-02-88,Wolverhampton,Wolverhampton W,Bolton Wanderers,2010,English
17,17,Ivan Klasnić,CRO,F,1.86,79,29-01-80,Hamburg,Nantes,Bolton Wanderers,2010,English
18,18,Sam Ricketts,WAL,D,1.85,77,11-10-81,Aylesbury,Hull C,Bolton Wanderers,2010,English
19,19,Rodrigo Moreno,ESP,F,1.80,74,06-03-91,Rio de Janeiro,Benfica,Bolton Wanderers,2010,English
20,20,Robbie Blake,ENG,F,1.75,76,04-03-76,Middlesbrough,Burnley,Bolton Wanderers,2010,English
21,21,Tamir Cohen,ISR,M,1.81,77,04-03-84,Tel Aviv,Maccabi Netanya,Bolton Wanderers,2010,English
22,22,Jussi Jääskeläinen,FIN,G,1.91,81,19-04-75,Mikkeli,VPS,Bolton Wanderers,2010,English
23,23,Sean Davis,ENG,M,1.78,80,20-09-79,Clapham,Portsmouth,Bolton Wanderers,2010,English
25,25,Marcos Alonso,ESP,D,1.88,85,28-12-90,Madrid,Real  Madrid B,Bolton Wanderers,2010,English
27,27,Lee Chung-Yong,KOR,M,1.80,69,02-07-88,Seoul,FC Seoul,Bolton Wanderers,2010,English
28,28,Joey  O'Brien,IRL,M,1.80,69,17-02-86,Dublin,None,Bolton Wanderers,2010,English
29,29,Michael  O'Halloran,SCO,F,1.88,79,06-01-91,Glasgow,None,Bolton Wanderers,2010,English
31,31,David  Wheater,ENG,D,1.96,82,14-02-87,Redcar,Middlesbrough,Bolton Wanderers,2010,English
33,33,Danny Ward,ENG,F,1.80,78,11-12-91,Leeds,Leeds U,Bolton Wanderers,2010,English
35,35,Temitope Obadeyi,ENG,F,1.90,87,29-10-89,Birmingham,None,Bolton Wanderers,2010,English
40,40,Tom Eaves,ENG,F,1.90,86,14-02-92,Liverpool,Oldham Ath,Bolton Wanderers,2010,English
41,44,Josh Vela,ENG,M,1.81,73,14-12-93,Salford,None,Bolton Wanderers,2010,English
1,1,Petr Čech,CZE,G,1.96,90,20-05-82,Plzeň,Rennes,Chelsea,2010,English
2,2,Branislav Ivanović,SRB,D,1.88,86,22-02-84,Sremska Mitrovica,Lokomotiv Moscow,Chelsea,2010,English
3,3,Ashley Cole,ENG,D,1.72,67,20-12-80,Stepney,Arsenal,Chelsea,2010,English
4,4,David Luiz,BRA,D,1.89,84,22-04-87,São Paulo,Benfica,Chelsea,2010,English
5,5,Michael Essien,GHA,M,1.78,84,03-12-82,Accra,Lyon,Chelsea,2010,English
7,7,Ramires,BRA,M,1.79,65,24-03-87,Rio de Janeiro,Benfica,Chelsea,2010,English
8,8,Frank Lampard,ENG,M,1.83,90,20-06-78,Romford,West Ham U,Chelsea,2010,English
9,9,Fernando Torres,ESP,F,1.86,78,20-03-84,Madrid,Liverpool,Chelsea,2010,English
10,10,Yossi Benayoun,ISR,M,1.78,70,05-05-80,Beersheba,Liverpool,Chelsea,2010,English
11,11,Didier Drogba,CIV,F,1.89,91,11-03-78,Abidjan,Marseille,Chelsea,2010,English
12,12,Mikel John Obi,NGA,M,1.84,85,22-04-87,Jos,Lyn,Chelsea,2010,English
15,15,Florent Malouda,FRA,M,1.81,73,13-06-80,Cayenne,Lyon,Chelsea,2010,English
17,17,José Bosingwa,POR,D,1.83,75,24-08-82,Kinshasa,FC Porto,Chelsea,2010,English
18,18,Yuriy Zhirkov,RUS,M,1.80,75,20-08-83,Tambov,CSKA Moscow,Chelsea,2010,English
19,19,Paulo  Ferreira,POR,D,1.82,76,18-01-79,Lisbon,FC Porto,Chelsea,2010,English
21,21,Salomon Kalou,CIV,F,1.84,77,05-08-85,Oumé,Feyenoord,Chelsea,2010,English
22,22,Ross  Turnbull,ENG,G,1.93,85,04-01-85,Bishop  Auckland,Middlesbrough,Chelsea,2010,English
26,26,John Terry,ENG,D,1.86,91,07-12-80,Barking,None,Chelsea,2010,English
33,33,Alex,BRA,D,1.88,92,17-06-82,Niterói,PSV Eindhoven,Chelsea,2010,English
34,34,Ryan Bertrand,ENG,D,1.79,85,05-08-89,Southwark,Gillingham,Chelsea,2010,English
39,39,Nicolas Anelka,FRA,F,1.85,77,14-03-79,Versailles,Bolton W,Chelsea,2010,English
40,40,Hilário,POR,G,1.88,86,21-10-75,São Pedro da Cova,Nacional  [POR],Chelsea,2010,English
41,43,Jeffrey Bruma,NED,D,1.86,83,13-11-91,Rotterdam,Feyenoord,Chelsea,2010,English
42,45,Fabio Borini,ITA,F,1.80,74,29-03-91,Bentivoglio,Bologna,Chelsea,2010,English
43,46,Josh McEachran,ENG,M,1.78,65,01-03-93,Oxford,None,Chelsea,2010,English
44,47,Billy Clifford,ENG,D,1.70,67,18-10-92,Slough,None,Chelsea,2010,English
45,48,Conor Clifford,IRL,M,1.73,67,01-10-91,Dublin,None,Chelsea,2010,English
46,49,Aziz Deen-Conteh,ENG,D,1.76,70,14-01-93,Bumpeh,None,Chelsea,2010,English
47,50,Aliu Djaló,GNB,M,1.69,65,05-02-92,Bissau,Boavista,Chelsea,2010,English
48,51,Rohan Ince,ENG,D,1.91,80,08-11-92,Whitechapel,None,Chelsea,2010,English
49,53,Marko Mitrović,SWE,F,1.86,76,27-06-92,Malmö,Malmö FF,Chelsea,2010,English
50,54,Sam Walker,ENG,G,1.99,78,02-10-91,Gravesend,Millwall,Chelsea,2010,English
51,55,Jacopo Sala,ITA,M,1.83,80,05-12-91,Bergamo,Atalanta,Chelsea,2010,English
52,56,George Saville,ENG,M,1.76,73,01-06-93,Camberley,None,Chelsea,2010,English
53,58,Adam Phillip,ENG,F,1.85,82,19-06-91,Carshalton,None,Chelsea,2010,English
54,59,Michael Woods,ENG,M,1.83,79,06-04-90,York,Leeds U,Chelsea,2010,English
55,60,Daniel Philliskirk,ENG,M,1.78,72,10-04-91,Oldham,Oldham Ath,Chelsea,2010,English
56,61,Jan ebek,CZE,G,1.97,,31-01-91,Planá,Tachov,Chelsea,2010,English
57,62,Nathaniel  Chalobah,ENG,D,1.85,75,12-12-94,Freetown,None,Chelsea,2010,English
1,1,Ján Mucha,SVK,G,1.89,87,05-12-82,Belá nad Cirochou,Legia Warszawa,Everton,2010,English
2,2,Tony Hibbert,ENG,D,1.73,72,20-02-81,Liverpool,None,Everton,2010,English
3,3,Leighton  Baines,ENG,D,1.70,75,11-12-84,Liverpool,Wigan Ath,Everton,2010,English
5,5,John Heitinga,NED,D,1.80,72,15-11-83,Alphen aan den Rijn,Atlético Madrid,Everton,2010,English
6,6,Phil Jagielka,ENG,D,1.83,83,17-08-82,Sale,Sheffield U,Everton,2010,English
