,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
22,22,Javi Casquero,ESP,M,1.80,73,19-08-76,Toledo,Racing  Santander,Getafe,2010,Spanish
23,23,Iván Marcano,ESP,D,1.77,77,23-06-87,Santander,Villarreal,Getafe,2010,Spanish
24,24,Miguel  Torres,ESP,D,1.84,78,28-01-86,Madrid,Real Madrid,Getafe,2010,Spanish
27,27,Adrián Sardinero,ESP,F,1.75,60,13-10-90,Leganés,Getafe B,Getafe,2010,Spanish
28,28,Alberto Escassi,ESP,M,1.83,70,28-02-89,Málaga,Getafe B,Getafe,2010,Spanish
29,29,Álex Pérez,ESP,D,1.89,80,11-08-91,Madrid,Getafe B,Getafe,2010,Spanish
31,31,Gonzalo,ESP,G,1.88,75,10-01-88,Madrid,Getafe B,Getafe,2010,Spanish
33,33,Ángel Luis,ESP,M,,,18-06-92,,Getafe Juvenil A,Getafe,2010,Spanish
34,34,Fundi,ESP,D,,,08-03-93,,Getafe Juvenil B,Getafe,2010,Spanish
35,35,Pedro Alcalá,ESP,D,1.96,82,19-03-89,Mazarrón,Getafe B,Getafe,2010,Spanish
36,36,Jesús,ESP,G,,,09-05-93,,Getafe Juvenil B,Getafe,2010,Spanish
37,37,Adrián Cañas,ESP,M,,,17-06-92,,Getafe Juvenil A,Getafe,2010,Spanish
1,1,Juan Catalayud,ESP,G,1.91,85,21-12-79,Málaga,Racing Santander,Hércules,2010,Spanish
2,2,Cristian Pulhac,ROU,D,1.76,65,17-08-84,Iaşi,Dinamo Bucureşti,Hércules,2010,Spanish
3,3,Juanra,ESP,D,1.83,78,24-04-80,Estivella,Numancia,Hércules,2010,Spanish
4,4,Mohamed Adama Sarr,SEN,D,1.84,84,23-12-83,Dakar,Standard Liège,Hércules,2010,Spanish
5,5,Abraham Paz,ESP,D,1.78,75,14-03-79,Santa María,Cádiz,Hércules,2010,Spanish
6,6,Cristian,ESP,F,1.71,68,21-09-83,Barcelona,Deportivo La Coruña,Hércules,2010,Spanish
7,7,Francisco Rufete,ESP,M,1.77,76,20-11-76,Benejucar,Espanyol,Hércules,2010,Spanish
8,8,Francisco  Javier Farinós,ESP,M,1.72,68,29-03-78,Valencia,Mallorca,Hércules,2010,Spanish
9,9,Javier Portillo,ESP,F,1.80,70,30-03-82,Aranjuez,Osasuna,Hércules,2010,Spanish
10,10,Tote,ESP,F,1.77,68,23-11-78,Madrid,Valladolid,Hércules,2010,Spanish
11,11,Sendoa,ESP,M,1.76,75,31-12-75,Bilbao,Alicante,Hércules,2010,Spanish
12,12,Royston  Drenthe,NED,D,1.67,67,08-04-87,Rotterdam,Real Madrid,Hércules,2010,Spanish
13,13,Unai Alba,ESP,G,1.90,84,19-02-78,Oiartzun,Athletic Bilbao,Hércules,2010,Spanish
14,14,Abel Aguilar,COL,M,1.85,82,06-01-85,Santa Fe de Bogota,Udinese,Hércules,2010,Spanish
15,15,Kiko Femenia,ESP,D,1.74,61,02-02-91,Sanet y Negrals,Hércules B,Hércules,2010,Spanish
16,16,Paco Peña,ESP,D,1.70,64,25-07-78,Jerez de los  Caballeros,Murcia,Hércules,2010,Spanish
17,17,David Trézéguet,FRA,F,1.90,80,15-10-77,Rouen,Juventus,Hércules,2010,Spanish
18,18,Matías  Fritzler,ARG,M,1.79,73,23-08-86,Lomas de Zamora,Lanús,Hércules,2010,Spanish
20,20,Nelson Haedo  Valdez,PAR,F,1.78,71,28-11-83,Caaguazú,Borussia Dortmund,Hércules,2010,Spanish
21,21,David  Cortés,ESP,D,1.81,74,29-08-79,Badajoz,Getafe,Hércules,2010,Spanish
22,22,Olivier Thomert,FRA,F,1.88,84,28-05-80,Versailles,Le Mans,Hércules,2010,Spanish
23,23,Noé Pamarot,FRA,D,1.80,86,14-04-79,Fontenay-sous-Bois,Portsmouth,Hércules,2010,Spanish
24,24,Tiago Gomes,POR,M,1.81,76,18-08-85,Vila Franca de Xira,Estrela da Amadora,Hércules,2010,Spanish
25,25,Piet  Velthuizen,NED,G,1.89,88,03-11-86,Nijmegen,Vitesse,Hércules,2010,Spanish
26,26,Jesús Pastor,VEN,M,,,27-04-93,Caracas,Hércules B,Hércules,2010,Spanish
27,27,Jabo,ESP,F,,,05-02-93,,Hércules B,Hércules,2010,Spanish
28,28,Borja,ESP,D,,,,,Hércules B,Hércules,2010,Spanish
29,29,Luis Carlos,ESP,F,,,16-12-90,,Hércules B,Hércules,2010,Spanish
30,30,Álex,ESP,G,1.80,78,18-06-89,,Hércules B,Hércules,2010,Spanish
31,31,Pepe Sellés,ESP,D,,,25-10-93,Alicante,Hércules B,Hércules,2010,Spanish
32,32,Sergio Poveda,ESP,F,1.89,85,18-11-88,Aspe,Hércules B,Hércules,2010,Spanish
1,1,Manolo Reina,ESP,G,1.85,80,01-04-85,Villaneuva del Trabuco,Málaga B,Levante,2010,Spanish
2,2,Cerra,ESP,D,1.77,68,04-08-83,Valencia,Valencia B,Levante,2010,Spanish
3,3,Nano,ESP,D,1.86,79,07-07-80,Ciudad Real,Betis,Levante,2010,Spanish
4,4,Héctor Rodas,ESP,D,1.90,80,07-03-88,Valencia,Levante B,Levante,2010,Spanish
5,5,Miquel Robusté,ESP,D,1.85,80,20-05-85,Vilassar  de Mar,Espanyol  B,Levante,2010,Spanish
6,6,Miguel  Pallardó,ESP,M,1.73,73,05-06-86,Valencia,Getafe,Levante,2010,Spanish
7,7,Xisco Nadal,ESP,F,1.81,81,27-06-86,Mallorca,Villarreal,Levante,2010,Spanish
8,8,Gorka Larrea,ESP,M,1.82,70,07-04-84,San  Sebastián,Real  Sociedad,Levante,2010,Spanish
9,9,Rafa Jordá,ESP,F,1.92,80,11-01-84,Santa Perpetua,Hércules,Levante,2010,Spanish
10,10,Vicente Iborra,ESP,F,1.90,76,16-01-88,Moncada,Levante B,Levante,2010,Spanish
11,11,Wellington Silva,BRA,F,1.70,64,06-01-93,Rio de Janeiro,Arsenal,Levante,2010,Spanish
12,12,Juanfran,ESP,D,1.82,73,15-07-76,Valencia,AEK,Levante,2010,Spanish
13,13,Gustavo  Munúa,URU,G,1.88,87,27-01-78,Montevideo,Málaga,Levante,2010,Spanish
14,14,Xavi Torres,ESP,M,1.82,76,21-11-86,Jávea,Málaga,Levante,2010,Spanish
15,15,Asier Del Horno,ESP,D,1.83,72,19-01-81,Barakaldo,Valencia,Levante,2010,Spanish
16,16,Sergio  González,ESP,M,1.82,77,10-11-76,Barcelona,Deportivo La Coruña,Levante,2010,Spanish
17,17,Javi Venta,ESP,D,1.80,74,13-12-75,Oviedo,Villarreal,Levante,2010,Spanish
18,18,Sergio Ballesteros,ESP,D,1.88,93,04-09-75,Valencia,Mallorca,Levante,2010,Spanish
19,19,Xisco,ESP,F,1.75,69,05-09-80,Manacor,Betis,Levante,2010,Spanish
20,20,Juanlu,ESP,F,1.72,70,08-05-80,Málaga,Betis,Levante,2010,Spanish
21,21,Rubén,ESP,M,1.67,67,19-02-79,Gijón,Elche,Levante,2010,Spanish
22,22,Christian Stuani,URU,F,1.85,74,12-10-86,Tala,Reggina,Levante,2010,Spanish
23,23,Valdo,ESP,M,1.83,78,23-04-81,Villablino,Espanyol,Levante,2010,Spanish
24,24,Jefferson Montero,ECU,F,1.70,70,01-09-89,Babahoyo,Villarreal,Levante,2010,Spanish
25,25,Felipe Caicedo,ECU,F,1.85,78,05-09-88,Guayaquil,Manchester C,Levante,2010,Spanish
26,26,Sergio Garabato,ESP,G,1.87,98,16-05-89,Valencia,Valencia B,Levante,2010,Spanish
27,27,Adrián Lois,ESP,M,1.76,72,12-02-89,Valencia,Levante B,Levante,2010,Spanish
28,28,Mossa,ESP,D,1.78,66,24-01-89,Valencia,Levante B,Levante,2010,Spanish
29,29,Antonio López,ESP,D,1.86,79,05-09-89,Puerto Lumbreras,Levante B,Levante,2010,Spanish
30,30,José Marco Higón,ESP,M,1.73,65,22-05-91,Valencia,Levante B,Levante,2010,Spanish
31,31,Mono,ESP,M,1.76,70,01-03-89,Valencia,Levante B,Levante,2010,Spanish
1,1,Francesc  Arnau,ESP,G,1.86,83,23-03-75,Les Planes,Barcelona,Málaga,2010,Spanish
2,2,Jesús  Gámez,ESP,D,1.82,70,10-04-85,Fuengirola,Málaga B,Málaga,2010,Spanish
3,3,Weligton,BRA,D,1.86,78,26-08-79,Fernandopolis,Grasshoppers,Málaga,2010,Spanish
4,4,Manu,ESP,D,1.86,76,14-08-89,Málaga,Málaga B,Málaga,2010,Spanish
5,5,Martin  Demichelis,ARG,D,1.84,78,20-12-80,Justiniano  Posse,Bayern Munich,Málaga,2010,Spanish
6,6,Júlio  Baptista,BRA,M,1.83,72,01-10-81,São Paulo,Roma,Málaga,2010,Spanish
8,8,Fernando,ESP,M,1.81,76,02-06-79,Málaga,Betis,Málaga,2010,Spanish
10,10,Apoño,ESP,M,1.73,69,13-02-84,Málaga,Marbella,Málaga,2010,Spanish
11,11,Sebastián Fernández,URU,F,1.67,69,23-05-85,Montevideo,Banfield,Málaga,2010,Spanish
12,12,Kris Stadsgaard,DEN,D,1.85,78,01-08-85,Copenhagen,Rosenborg,Málaga,2010,Spanish
13,13,Wilfredo  Caballero,ARG,G,1.85,83,28-09-81,Salta Elena,Elche,Málaga,2010,Spanish
14,14,Hélder Rosário,POR,D,1.85,81,09-03-80,Lisbon,Boavista,Málaga,2010,Spanish
15,15,Javier Malagueño,ARG,D,1.84,82,27-10-82,Cosquín,Indios de Ciudad Juárez,Málaga,2010,Spanish
16,16,Enzo Maresca,ITA,M,1.80,77,10-02-80,Salerno,Olympiakos,Málaga,2010,Spanish
17,17,Duda,POR,M,1.80,76,27-06-80,Lisbon,Sevilla,Málaga,2010,Spanish
18,18,Eliseu,POR,F,1.75,75,01-10-83,Acoras,Lazio,Málaga,2010,Spanish
19,19,Patrick  Mtiliga,DEN,D,1.72,73,28-01-81,Copenhagen,NAC Breda,Málaga,2010,Spanish
20,20,Manolo,ESP,D,1.76,72,03-02-81,Málaga,Levante,Málaga,2010,Spanish
22,22,Sandro Silva,BRA,M,1.86,76,29-04-84,Rio de Janeiro,Botafogo,Málaga,2010,Spanish
23,23,José Salomón Rondón,VEN,F,1.90,86,16-09-89,Caracas,Las Palmas,Málaga,2010,Spanish
24,24,Ignacio Camacho,ESP,M,1.81,68,04-05-90,Zaragoza,Atlético Madrid,Málaga,2010,Spanish
25,25,Rubén,ESP,G,1.87,82,22-06-84,La Coruña,Cartagena,Málaga,2010,Spanish
26,26,Juanmi,ESP,F,1.69,63,20-05-93,Coín,Málaga Juvenil,Málaga,2010,Spanish
27,27,Francisco Portillo,ESP,M,1.69,63,13-06-90,Málaga,Málaga B,Málaga,2010,Spanish
28,28,Francisco Marmolejo,ESP,G,1.82,86,19-01-88,Coín,Málaga B,Málaga,2010,Spanish
29,29,Jona,ESP,D,1.94,95,24-01-90,Marbella,Málaga B,Málaga,2010,Spanish
30,30,Jurado,ESP,D,1.73,61,14-03-90,Málaga,Málaga B,Málaga,2010,Spanish
31,31,Omar,ESP,D,1.80,74,02-06-88,Gijón,Málaga B,Málaga,2010,Spanish
36,36,Juanfri,ESP,F,1.81,75,01-10-89,Fuengirola,Málaga B,Málaga,2010,Spanish
37,37,Cala,ESP,M,1.72,65,02-03-90,Antequera,Málaga B,Málaga,2010,Spanish
41,45,Recio,ESP,M,1.83,74,11-01-91,Málaga,Málaga B,Málaga,2010,Spanish
1,1,Germán  Lux,ARG,G,1.86,77,06-07-82,Carcarañá,River Plate,Mallorca,2010,Spanish
3,3,João Victor,BRA,M,1.81,77,07-11-88,Olinda,Bunyodkor,Mallorca,2010,Spanish
4,4,Iván Ramis,ESP,D,1.88,82,25-10-84,Sa Pobla,Mallorca B,Mallorca,2010,Spanish
5,5,Rubén  González,ESP,D,1.87,75,29-01-82,Santiago de Compostela,Celta Vigo,Mallorca,2010,Spanish
7,7,Michael Pereira,FRA,M,1.80,69,08-12-87,Paris,Mallorca B,Mallorca,2010,Spanish
8,8,Emilio Nsue,ESP,F,1.78,75,30-09-89,Palma de Mallorca,Mallorca B,Mallorca,2010,Spanish
9,9,Pierre Webó,CMR,F,1.80,78,20-01-82,Bafoussan,Osasuna,Mallorca,2010,Spanish
11,11,Gonzalo Castro,URU,M,1.76,70,14-09-84,Trinidad,Nacional [URU],Mallorca,2010,Spanish
13,13,Dudu Aouate,ISR,G,1.88,84,17-10-77,Haifa,Deportivo La Coruña,Mallorca,2010,Spanish
14,14,Akihiro Ienaga,JPN,M,1.73,70,13-06-86,Hyogo,Gamba Osaka,Mallorca,2010,Spanish
16,16,José Nunes,POR,D,1.85,82,07-03-77,Castelo de Pavia,Sporting  Braga,Mallorca,2010,Spanish
17,17,Ayoze,ESP,D,1.75,70,25-05-82,La Laguna,Racing Santander,Mallorca,2010,Spanish
18,18,Víctor,ESP,F,1.80,77,28-02-85,Palma de  Mallorca,Mallorca B,Mallorca,2010,Spanish
19,19,José Luis Martí,ESP,M,1.80,74,28-04-75,Palma de Mallorca,Sevilla,Mallorca,2010,Spanish
20,20,Jonathan  de Guzmán,NED,M,1.73,65,13-09-87,Scarborough  [CAN],Feyenoord,Mallorca,2010,Spanish
21,21,Martí Crespi,ESP,D,1.81,78,15-06-87,Mallorca,Mallorca B,Mallorca,2010,Spanish
22,22,Pau Cendrós,ESP,D,1.76,71,01-04-87,Palma de Mallorca,Mallorca B,Mallorca,2010,Spanish
23,23,Enrique  Corrales,ESP,D,1.75,70,01-03-82,Seville,Osasuna,Mallorca,2010,Spanish
26,26,Sergi Enrich,ESP,F,1.81,77,26-02-90,Ciutadella,Mallorca B,Mallorca,2010,Spanish
27,27,Sergio Tejera,ESP,M,1.83,76,28-05-90,Barcelona,Chelsea,Mallorca,2010,Spanish
28,28,Tomás Pina,ESP,M,1.84,75,14-10-87,Madrid,Mallorca B,Mallorca,2010,Spanish
29,29,Kevin,ESP,D,1.77,72,08-09-89,Peguera,Mallorca B,Mallorca,2010,Spanish
30,30,Tomeu Nadal,ESP,G,1.90,77,08-02-89,Manacor,Mallorca B,Mallorca,2010,Spanish
31,31,Abdón,ESP,F,1.78,76,17-12-92,Arta,Mallorca B,Mallorca,2010,Spanish
33,33,Ximo,ESP,D,1.76,70,23-01-90,Palma de Mallorca,Mallorca B,Mallorca,2010,Spanish
1,1,Ricardo,ESP,G,1.87,88,30-12-71,Madrid,Manchester  U,Osasuna,2010,Spanish
2,2,Nélson,POR,D,1.72,65,10-06-83,Praia,Betis,Osasuna,2010,Spanish
3,3,Nacho  Monreal,ESP,D,1.78,72,26-02-86,Pamplona,Osasuna B,Osasuna,2010,Spanish
4,4,Miguel  Flaño,ESP,D,1.77,72,19-08-84,Pamplona,Osasuna B,Osasuna,2010,Spanish
5,5,Lolo,ESP,D,1.82,80,22-08-84,Huelva,Sevilla,Osasuna,2010,Spanish
6,6,Javad Nekounam,IRN,M,1.86,78,07-09-80,Shar Rey,Sharjah FC,Osasuna,2010,Spanish
7,7,Carlos Aranda,ESP,F,1.86,82,27-07-80,Málaga,Numancia,Osasuna,2010,Spanish
8,8,Masoud Shojaei,IRN,M,1.84,73,09-06-84,Shiraz,Al Sharjah,Osasuna,2010,Spanish
9,9,Dejan Lekić,SRB,F,1.93,88,07-06-85,Kraljevo,Crvena Zvezda,Osasuna,2010,Spanish
10,10,Patxi Puñal,ESP,M,1.79,73,06-09-75,Pamplona,Leganés,Osasuna,2010,Spanish
11,11,Walter Pandiani,URU,F,1.84,75,27-04-76,Montevideo,Espanyol,Osasuna,2010,Spanish
12,12,Ferrán  Corominas,ESP,F,1.71,70,05-01-83,Girona,Espanyol,Osasuna,2010,Spanish
13,13,Asier Riesgo,ESP,G,1.85,70,06-10-83,Deba,Real  Sociedad,Osasuna,2010,Spanish
14,14,Josetxo,ESP,D,1.85,79,25-02-77,Pamplona,Osasuna  B,Osasuna,2010,Spanish
15,15,Oier Sanjurjo,ESP,M,1.78,66,25-05-86,Pamplona,Osasuna B,Osasuna,2010,Spanish
16,16,Álvaro Cejudo,ESP,M,1.80,72,29-01-84,Puente Genil,Las Palmas,Osasuna,2010,Spanish
17,17,Javier  Camuñas,ESP,M,1.73,71,17-07-80,Madrid,Recreativo Huelva,Osasuna,2010,Spanish
18,18,Kike Sola,ESP,F,1.84,84,25-02-86,Tudela,Osasuna B,Osasuna,2010,Spanish
19,19,Javier Calleja,ESP,M,1.72,70,12-05-78,Madrid,Málaga,Osasuna,2010,Spanish
20,20,Fernando Soriano,ESP,M,1.89,81,24-09-79,Zaragoza,Almería,Osasuna,2010,Spanish
21,21,Krisztián  Vadócz,HUN,M,1.88,83,30-05-85,Budapest,NEC Nijmegen,Osasuna,2010,Spanish
22,22,Ruper,ESP,M,1.80,76,04-06-87,Estella,Osasuna B,Osasuna,2010,Spanish
23,23,Sergio  Fernández,ESP,D,1.91,81,23-05-77,Avilés,Zaragoza,Osasuna,2010,Spanish
24,24,Damiá,ESP,D,1.88,77,15-04-82,Figueras,Betis,Osasuna,2010,Spanish
26,26,Nacho Zabal,ESP,G,1.94,89,14-02-87,Logroño,Osasuna B,Osasuna,2010,Spanish
27,27,Ekhi Senar,ESP,D,1.80,76,26-04-90,Pamplona,Osasuna B,Osasuna,2010,Spanish
28,28,Xavier Annunziata,ESP,M,1.74,63,31-08-87,Santa Cruz de Tenerife,Osasuna B,Osasuna,2010,Spanish
30,30,David Tímor,ESP,M,1.85,77,17-10-89,Valencia,Valencia B,Osasuna,2010,Spanish
1,1,Fabio Coltorti,SUI,G,1.97,95,03-12-80,Kriens,Grasshoppers,Racing Santander,2010,Spanish
2,2,Henrique,BRA,D,1.85,73,14-10-86,Marechal Cândido Róndon,Barcelona,Racing Santander,2010,Spanish
3,3,Christian,ESP,D,1.82,77,15-10-85,Santander,Racing  B,Racing Santander,2010,Spanish
4,4,Osmar Barba,ESP,D,1.92,84,08-06-88,Santoña,Racing  B,Racing Santander,2010,Spanish
5,5,Mehdi  Lacen,ALG,M,1.76,74,15-03-84,Versailles,Alavés,Racing Santander,2010,Spanish
6,6,Domingo  Cisma,ESP,D,1.84,76,09-02-82,Seville,Almería,Racing Santander,2010,Spanish
7,7,Manuel Arana,ESP,M,1.75,72,03-12-84,Seville,Castellón,Racing Santander,2010,Spanish
8,8,Gonzalo Colsa,ESP,M,1.85,77,11-05-79,Ramales  de la Victoria,Atlético  Madrid,Racing Santander,2010,Spanish
9,9,Iván Bolado,ESP,F,1.80,75,03-07-89,Santander,Racing  B,Racing Santander,2010,Spanish
10,10,Pedro  Munitis,ESP,F,1.67,70,19-06-75,Santander,Deportivo La  Coruña,Racing Santander,2010,Spanish
11,11,Óscar Serrano,ESP,M,1.75,73,30-09-81,Blanes,Espanyol,Racing Santander,2010,Spanish
12,12,Markus Rosenberg,SWE,F,1.85,80,27-09-82,Malmö,Werder Bremen,Racing Santander,2010,Spanish
13,13,Toño,ESP,G,1.82,81,17-12-79,Alicante,Recreativo Huelva,Racing Santander,2010,Spanish
14,14,Pablo Pinillos,ESP,D,1.73,71,09-07-74,Logroño,Levante,Racing Santander,2010,Spanish
15,15,Francis,ESP,M,1.79,70,17-12-81,Barbate,Xerez,Racing Santander,2010,Spanish
16,16,Kennedy Bakırcıoğlu,SWE,M,1.81,71,02-11-80,Södertälje,Ajax,Racing Santander,2010,Spanish
17,17,Giovani  dos Santos,MEX,M,1.73,77,11-05-89,Monterrey,Tottenham H,Racing Santander,2010,Spanish
19,19,Marc Torrejón,ESP,D,1.87,87,18-02-86,Barcelona,Espanyol,Racing Santander,2010,Spanish
20,20,Alexandros Tziolis,GRE,M,1.89,84,13-02-85,Katerini,Siena,Racing Santander,2010,Spanish
21,21,Papakouli Diop,SEN,M,1.80,73,19-03-86,Kaolack,Nàstic,Racing Santander,2010,Spanish
22,22,Ariel Nahuelpán,ARG,F,1.90,87,15-10-87,Capital Federal,Coritiba,Racing Santander,2010,Spanish
23,23,Adrián González,ESP,M,1.83,76,25-05-88,Madrid,Getafe,Racing Santander,2010,Spanish
25,25,Mario Fernández,ESP,G,1.84,74,30-04-88,Santander,Racing  B,Racing Santander,2010,Spanish
28,28,Ramón Arcas,ESP,M,1.82,75,25-01-91,Águilas,Racing  B,Racing Santander,2010,Spanish
30,30,Julián Luque,ESP,F,1.75,73,27-03-92,Torrelavega,Racing B,Racing Santander,2010,Spanish
32,32,Tato,ESP,M,1.78,69,09-07-92,Santander,Racing  B,Racing Santander,2010,Spanish
33,33,Álvaro González,ESP,D,1.80,68,08-01-90,Potes,Racing  B,Racing Santander,2010,Spanish
1,1,Iker Casillas,ESP,G,1.85,79,20-05-81,Madrid,Real  Madrid B,Real Madrid,2010,Spanish
2,2,Ricardo  Carvalho,POR,D,1.83,76,18-05-78,Amarante,Chelsea,Real Madrid,2010,Spanish
3,3,Pepe,POR,D,1.86,72,26-02-83,Maceió,FC Porto,Real Madrid,2010,Spanish
4,4,Sergio Ramos,ESP,D,1.83,73,30-03-86,Camas,Sevilla,Real Madrid,2010,Spanish
5,5,Fernando  Gago,ARG,M,1.78,69,10-04-86,Ciudadela,Boca Juniors,Real Madrid,2010,Spanish
6,6,Emmanuel Adebayor,TOG,F,1.91,75,26-02-84,Lomé,Manchester C,Real Madrid,2010,Spanish
7,7,Cristiano Ronaldo,POR,F,1.86,75,05-02-85,Funchal,Manchester U,Real Madrid,2010,Spanish
8,8,Kaká,BRA,M,1.86,83,22-04-82,Brasília,Milan,Real Madrid,2010,Spanish
9,9,Karim  Benzema,FRA,F,1.82,74,19-12-87,Lyon,Lyon,Real Madrid,2010,Spanish
10,10,Lassana Diarra,FRA,M,1.73,68,10-03-85,Paris,Portsmouth,Real Madrid,2010,Spanish
11,11,Esteban  Granero,ESP,M,1.79,77,02-07-87,Madrid,Getafe,Real Madrid,2010,Spanish
12,12,Marcelo,BRA,D,1.74,73,12-05-88,Rio de Janeiro,Fluminense,Real Madrid,2010,Spanish
13,13,Antonio Adán,ESP,G,1.89,91,13-05-87,Madrid,Real  Madrid B,Real Madrid,2010,Spanish
14,14,Xabi Alonso,ESP,M,1.83,75,25-11-81,Tolosa,Liverpool,Real Madrid,2010,Spanish
16,16,Sergio Canales,ESP,M,1.76,65,16-02-91,Santander,Racing Santander,Real Madrid,2010,Spanish
17,17,Álvaro  Arbeloa,ESP,D,1.83,76,17-01-83,Salamanca,Liverpool,Real Madrid,2010,Spanish
18,18,Raúl Albiol,ESP,D,1.87,74,04-09-85,Valencia,Valencia,Real Madrid,2010,Spanish
19,19,Ezequiel Garay,ARG,D,1.89,83,10-10-86,Rosario,Racing Santander,Real Madrid,2010,Spanish
20,20,Gonzalo  Higuaín,ARG,F,1.84,75,10-12-87,Brest,River Plate,Real Madrid,2010,Spanish
21,21,Pedro León,ESP,M,1.82,70,24-11-86,Mula,Getafe,Real Madrid,2010,Spanish
22,22,Ángel  Di Maria,ARG,M,1.78,75,14-02-88,Rosario,Benfica,Real Madrid,2010,Spanish
23,23,Mesut Özil,GER,M,1.82,73,15-10-88,Gelsenkirchen,Werder Bremen,Real Madrid,2010,Spanish
24,24,Sami Khedira,GER,M,1.89,83,04-04-87,Stuttgart,Stuttgart,Real Madrid,2010,Spanish
25,25,Jerzy Dudek,POL,G,1.87,78,23-03-73,Rybnik,Liverpool,Real Madrid,2010,Spanish
26,26,Juan Carlos,ESP,M,1.76,68,30-03-90,Madrid,Real Madrid B,Real Madrid,2010,Spanish
27,27,Juanfran,ESP,F,1.78,69,27-04-87,Madrid,Real Madrid B,Real Madrid,2010,Spanish
28,28,Jesús Fernández,ESP,G,1.89,79,11-06-88,Madrid,Real Madrid B,Real Madrid,2010,Spanish
29,29,Álvaro Morata,ESP,F,1.87,80,23-10-92,Madrid,Real Madrid B,Real Madrid,2010,Spanish
30,30,Álex Fernández,ESP,M,1.80,68,15-10-92,Madrid,Real Madrid B,Real Madrid,2010,Spanish
31,31,Isaac Becerra,ESP,G,1.83,84,18-06-88,Badalona,Espanyol B,Real Madrid,2010,Spanish
32,32,Fernando Pacheco,ESP,G,1.87,81,18-05-92,Badajoz,Real Madrid C,Real Madrid,2010,Spanish
33,33,Pablo Sarabia,ESP,M,1.77,72,11-05-92,Madrid,Real Madrid B,Real Madrid,2010,Spanish
34,34,Jorge Casado,ESP,D,1.83,77,26-06-89,Madrid,Real Madrid B,Real Madrid,2010,Spanish
35,35,Nacho Fernández,ESP,D,1.80,74,18-01-90,Madrid,Real Madrid B,Real Madrid,2010,Spanish
36,36,Pablo Gil,ESP,D,1.75,69,08-10-88,Murcia,Albacete B,Real Madrid,2010,Spanish
37,37,Daniel Carvajal,ESP,D,1.73,70,11-01-92,Leganés,Real Madrid B,Real Madrid,2010,Spanish
38,38,Mandi,ESP,M,1.78,74,01-03-89,Las Palmas,Real Madrid B,Real Madrid,2010,Spanish
39,39,Joselu,ESP,F,1.91,79,27-03-90,Stuttgart,Celta Vigo B,Real Madrid,2010,Spanish
40,40,Tomás Mejías,ESP,G,1.94,81,30-01-89,Madrid,Real Madrid B,Real Madrid,2010,Spanish
41,41,Óscar Plano,ESP,F,1.80,68,11-02-91,Móstoles,Real Madrid B,Real Madrid,2010,Spanish
1,1,Claudio Bravo,CHI,G,1.84,84,13-04-83,Viluco,Colo  Colo,Real Sociedad,2010,Spanish
2,2,Carlos Martínez,ESP,D,1.88,78,09-04-86,Estella,Real  Sociedad B,Real Sociedad,2010,Spanish
3,3,Mikel  González,ESP,D,1.88,78,24-09-85,Mondragón,Real  Sociedad B,Real Sociedad,2010,Spanish
4,4,Gorka  Elustondo,ESP,M,1.82,73,18-03-87,Beasain,Real  Sociedad B,Real Sociedad,2010,Spanish
5,5,Markel  Bergara,ESP,M,1.80,74,05-05-86,Elgoibar,Real  Sociedad B,Real Sociedad,2010,Spanish
6,6,Mikel Labaka,ESP,D,1.85,78,10-08-80,Azpeitia,Real  Sociedad B,Real Sociedad,2010,Spanish
7,7,Antoine Griezmann,FRA,F,1.74,72,21-03-91,Maçon,Real  Sociedad B,Real Sociedad,2010,Spanish
8,8,Joseba Llorente,ESP,F,1.84,72,24-11-79,Hondarribia,Villarreal,Real Sociedad,2010,Spanish
9,9,Imanol Agirretxe,ESP,F,1.85,74,24-02-87,Usurbil,Real  Sociedad B,Real Sociedad,2010,Spanish
10,10,Xabi Prieto,ESP,M,1.85,77,29-08-83,San Sebastián,Real Sociedad B,Real Sociedad,2010,Spanish
11,11,Mikel Aranburu,ESP,M,1.80,70,18-02-79,Azpeitia,Real  Sociedad B,Real Sociedad,2010,Spanish
13,13,Eñaut Zubikarai,ESP,G,1.85,73,26-02-84,Ondarroa,Real  Sociedad B,Real Sociedad,2010,Spanish
14,14,Jeffrey  Sarpong,NED,M,1.76,65,03-08-88,Amsterdam,Ajax,Real Sociedad,2010,Spanish
15,15,Ion Ansotegi,ESP,D,1.92,84,13-07-82,Berriatua,Real  Sociedad B,Real Sociedad,2010,Spanish
16,16,Vladim Demidov,NOR,D,1.85,73,10-10-86,Riga,Rosenborg,Real Sociedad,2010,Spanish
17,17,David Zurutuza,ESP,M,1.84,70,19-07-86,Rochefort,Real  Sociedad B,Real Sociedad,2010,Spanish
19,19,Diego  Rivas,ESP,M,1.80,80,27-04-80,Ciudad Real,Getafe,Real Sociedad,2010,Spanish
20,20,Raúl Tamudo,ESP,F,1.80,74,19-10-77,Santa Coloma,Espanyol,Real Sociedad,2010,Spanish
21,21,Diego Ifrán,URU,F,1.71,69,08-06-87,Montevideo,Danubio,Real Sociedad,2010,Spanish
22,22,Dani Estrada,ESP,M,1.77,68,03-01-87,Zarautz,Real  Sociedad B,Real Sociedad,2010,Spanish
23,23,Francisco Sutil,ESP,F,1.73,69,21-12-84,Jaén,Eibar,Real Sociedad,2010,Spanish
