,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
23,23,Fredrik Ulvestad,NOR,D,1.83,79,17-06-92,Ålesund,None,Aalesund,2011,Norwegian
24,24,Mathias Rasmussen,NOR,G,1.80,70,25-04-92,Ålesund,None,Aalesund,2011,Norwegian
25,25,Lars Fuhre,NOR,M,1.77,66,29-08-89,Drammen,Nybergsund,Aalesund,2011,Norwegian
26,26,Sverre Økland,NOR,M,1.76,72,19-06-93,Ålesund,None,Aalesund,2011,Norwegian
27,27,Dan Peter Ulvestad,NOR,D,1.89,84,04-04-89,Ålesund,Herd,Aalesund,2011,Norwegian
28,28,Magnus Solevåg,NOR,D,,,11-05-92,,None,Aalesund,2011,Norwegian
29,29,Adam Sellami Honningsvåg,NOR,M,1.81,74,22-09-94,Ålesund,None,Aalesund,2011,Norwegian
30,30,Solomon Okoronkwo,NGA,F,1.82,77,02-03-87,Enugu,Saturn,Aalesund,2011,Norwegian
31,31,Michael Barrantes,CRC,M,1.77,71,04-10-83,San José [CRC],Deportivo Saprissa,Aalesund,2011,Norwegian
32,32,Steven Fellows,NOR,D,,,19-04-92,,None,Aalesund,2011,Norwegian
34,34,Scott Fellows,NOR,D,,,19-04-92,,None,Aalesund,2011,Norwegian
35,35,Jonas Sandqvist,SWE,G,1.93,83,06-05-81,Landskrona,Atromitos,Aalesund,2011,Norwegian
1,1,Jørgen Mohus,NOR,G,1.85,79,05-09-91,Bergen,None,Brann,2011,Norwegian
2,2,Birkir Már Sævarsson,ISL,D,1.87,81,11-11-84,Reykjavik,Valur,Brann,2011,Norwegian
3,3,Christian Kalvenes,NOR,D,1.83,75,08-03-77,Bergen,Burnley,Brann,2011,Norwegian
4,4,Lars Grorud,NOR,D,1.89,87,02-07-83,Tønsberg,Sogndal,Brann,2011,Norwegian
5,5,Rodolph Austin,JAM,M,1.80,78,01-06-85,Clarendon,Portmore U,Brann,2011,Norwegian
6,6,Carl-Erik Torp,NOR,M,1.80,83,17-09-84,Oslo,Kongsvinger,Brann,2011,Norwegian
7,7,Hassan  El Fakiri,NOR,M,1.81,74,18-04-77,Nador,B Mönchengladbach,Brann,2011,Norwegian
8,8,Fredrik Haugen,NOR,M,1.84,76,13-06-92,Bergen,Løv-Ham,Brann,2011,Norwegian
9,9,Kim Ojo,NGA,F,1.92,82,02-12-88,Warri,Nybergsund,Brann,2011,Norwegian
10,10,Erik  Mjelde,NOR,M,1.80,74,06-03-84,Bergen,Sandefjord,Brann,2011,Norwegian
11,11,"Chukwuma ""Bentley"" Akabueze",NGA,F,1.80,72,06-05-89,Ilorin,Odd,Brann,2011,Norwegian
12,12,Håkon Opdal,NOR,G,1.87,89,11-06-82,Odda,Odda,Brann,2011,Norwegian
15,15,Diego Guastavino,URU,M,1.68,66,26-07-84,Montevideo,Lyn,Brann,2011,Norwegian
16,16,Bjarte Haugsdal,NOR,M,1.83,75,09-03-90,Bergen,Os,Brann,2011,Norwegian
17,17,Lars Henrik Skage,NOR,D,1.78,70,09-02-92,Bergen,None,Brann,2011,Norwegian
18,18,Maximiliano Bajter,URU,M,1.83,76,01-03-86,Montevideo,Fénix,Brann,2011,Norwegian
19,19,Tadas Labukas,LTU,F,1.82,78,10-01-84,Klaipėda,Arka Gdynia,Brann,2011,Norwegian
20,20,Juninho,BRA,F,1.78,71,10-03-92,Laguna Carapã,Desportivo Brasil,Brann,2011,Norwegian
21,21,Zsolt Korcsmár,HUN,M,1.88,82,09-01-89,Komló,Újpest,Brann,2011,Norwegian
23,23,Jonas Grønner,NOR,D,1.83,79,11-04-94,Bergen,None,Brann,2011,Norwegian
24,24,Piotr Leciejewski,POL,G,1.94,88,23-03-85,Legnica,Sogndal,Brann,2011,Norwegian
25,25,Yaw Ihle Amankwah,NOR,D,1.95,85,07-07-88,Bergen,Fana,Brann,2011,Norwegian
26,26,Bjørnar  Holmvik,NOR,D,1.75,67,02-06-85,Oslo,Stabæk,Brann,2011,Norwegian
27,27,Kjetil Kalve,NOR,M,1.75,64,10-03-94,Bergen,None,Brann,2011,Norwegian
28,28,Eirik Birkelund,NOR,M,1.80,81,13-01-94,Bergen,None,Brann,2011,Norwegian
29,29,Kristoffer Barmen,NOR,M,1.90,76,19-08-93,Bergen,None,Brann,2011,Norwegian
30,30,Kristoffer Larsen,NOR,F,1.87,74,19-01-92,Bergen,None,Brann,2011,Norwegian
36,36,Øystein Øvretveit,NOR,G,1.93,85,25-06-94,Bergen,None,Brann,2011,Norwegian
1,1,Lasse  Staw,NOR,G,1.90,87,01-01-88,Skiptvet,Borg  Fotball,Fredrikstad,2011,Norwegian
3,3,Jørgen Horn,NOR,D,1.87,84,07-06-87,Oslo,Viking,Fredrikstad,2011,Norwegian
4,4,Vidar Martinsen,NOR,D,1.82,80,11-03-81,Råde,Moss,Fredrikstad,2011,Norwegian
5,5,Andreas Landgren,SWE,D,1.76,72,17-03-89,Helsingborg,Udinese,Fredrikstad,2011,Norwegian
6,6,Hans Erik Ramberg,NOR,M,1.78,74,08-08-76,Fredrikstad,Moss,Fredrikstad,2011,Norwegian
7,7,Alex Valencia,NOR,M,1.81,75,22-09-79,Bergen,Odd,Fredrikstad,2011,Norwegian
9,9,James Keene,ENG,F,1.79,74,26-12-85,Wells,IF Elfsborg,Fredrikstad,2011,Norwegian
10,10,Tarik Elyounoussi,NOR,F,1.72,62,23-02-88,Al Hoceima,SC Heerenveen,Fredrikstad,2011,Norwegian
11,11,Mads Hansen,NOR,M,1.86,80,02-02-84,Drammen,Mjøndalen,Fredrikstad,2011,Norwegian
13,13,Kevin Durè,NOR,D,1.84,80,08-03-93,Bergen,Løv-Ham,Fredrikstad,2011,Norwegian
14,14,Khalifa Jabbie,SLE,M,1.93,79,20-01-93,Freetown,Kallon FC,Fredrikstad,2011,Norwegian
15,15,Joachim Thomassen,NOR,M,1.80,71,04-05-88,Sarpsborg,Sparta,Fredrikstad,2011,Norwegian
17,17,David Myrie,CRC,D,1.85,79,01-06-88,Puerto Viejo,Limón,Fredrikstad,2011,Norwegian
18,18,Amin Askar,NOR,M,1.77,73,01-10-85,Mogadishu,Moss,Fredrikstad,2011,Norwegian
19,19,Simen Standerholen,NOR,M,1.83,67,15-10-93,Halden,None,Fredrikstad,2011,Norwegian
20,20,Etzaz Hussain,NOR,M,1.76,69,27-01-93,Oslo,Vålerenga,Fredrikstad,2011,Norwegian
21,21,Simen  Rafn,NOR,M,1.72,70,16-02-92,Fredrikstad,Skogstrand,Fredrikstad,2011,Norwegian
22,22,Celso Borges,CRC,M,1.86,81,27-05-88,San José [CRC],Deportivo Saprissa,Fredrikstad,2011,Norwegian
23,23,Alexander Ruud Tveter,NOR,F,1.88,88,07-03-91,Lørenskog,Follo,Fredrikstad,2011,Norwegian
24,24,Jan Tore Ophaug,NOR,D,1.89,86,25-03-77,Orkanger,Odense,Fredrikstad,2011,Norwegian
25,25,Jon Masalin,FIN,G,1.96,91,29-01-86,Helsinki,HamKam,Fredrikstad,2011,Norwegian
26,26,Sanpreet Singh,NOR,D,,,14-01-93,,Drøbak/Frogn,Fredrikstad,2011,Norwegian
27,27,Dino  Mulac,NOR,F,1.87,88,13-11-88,Podujevo,Trosvik,Fredrikstad,2011,Norwegian
28,28,Håvard Åsheim,NOR,D,,,05-02-95,,Rolvsøy,Fredrikstad,2011,Norwegian
29,29,Eirik Laabak,NOR,M,1.73,55,29-05-93,,Begby,Fredrikstad,2011,Norwegian
1,1,Per Morten Kristiansen,NOR,G,1.85,84,14-07-81,Sarpsborg,Moss,Haugesund,2011,Norwegian
2,2,Joakim Våge Nilsen,NOR,D,1.78,72,24-04-91,Bømlo,Bremnes,Haugesund,2011,Norwegian
3,3,Derek Decamps,FRA,M,1.87,78,02-05-85,Paris,Ajax Cape Town,Haugesund,2011,Norwegian
4,4,Chris Poźniak,CAN,D,1.80,79,10-01-81,Kraków,Vancouver Whitecaps,Haugesund,2011,Norwegian
5,5,Trygve Nygaard,NOR,D,1.80,78,19-08-75,Haugesund,Viking,Haugesund,2011,Norwegian
7,7,Andrés Már Jóhannesson,ISL,D,1.77,72,21-12-88,Reykjavík,Fyklir,Haugesund,2011,Norwegian
9,9,Alexander Søderlund,NOR,F,1.87,87,03-08-87,Haugesund,Vard,Haugesund,2011,Norwegian
10,10,Umaru Bangura,SLE,M,1.75,73,07-10-87,Freetown,Hønefoss,Haugesund,2011,Norwegian
11,11,Tor Arne Andreassen,NOR,D,1.85,80,16-03-83,Haugesund,Vard,Haugesund,2011,Norwegian
12,12,Lars Øvernes,NOR,G,1.87,86,28-02-89,Etne,Etne,Haugesund,2011,Norwegian
13,13,Eirik Mæland,NOR,M,1.75,69,15-02-89,Bømlo,Bremnes,Haugesund,2011,Norwegian
14,14,Jarle Steinsland,NOR,M,1.79,75,07-10-80,Tysvær,Bryne,Haugesund,2011,Norwegian
15,15,Ole Kristian Kråkmo,NOR,D,1.82,78,28-12-85,Trondheim,Ranheim,Haugesund,2011,Norwegian
16,16,Ugonna Anyora,NGA,M,1.83,81,29-04-91,Enugu,INGAS Football Academy,Haugesund,2011,Norwegian
18,18,Vegard Skjerve,NOR,D,1.87,80,22-05-88,Rennebu,Rosenborg,Haugesund,2011,Norwegian
19,19,Kristoffer Haraldseid,NOR,M,1.80,74,17-01-94,Haugesund,None,Haugesund,2011,Norwegian
20,20,Juska Savolainen,FIN,M,1.73,71,01-09-83,Helsinki,Rosenborg,Haugesund,2011,Norwegian
21,21,Eirik Andersen,NOR,M,1.81,73,21-09-92,Randers,None,Haugesund,2011,Norwegian
23,23,Daniel Bamberg,BRA,M,1.75,65,23-04-84,São Lourenço do Oeste,IFK Norrköping,Haugesund,2011,Norwegian
25,25,Are Tronseth,NOR,D,1.90,76,03-09-81,Levanger,Sarpsborg Sparta,Haugesund,2011,Norwegian
26,26,Fredrik Abrahamsen Deilkas,NOR,M,,,07-05-94,,None,Haugesund,2011,Norwegian
28,28,Lars Waage Hansen,NOR,F,,,24-02-92,,None,Haugesund,2011,Norwegian
41,44,Nikola Djurdjić,SRB,F,1.84,77,01-04-86,Pirot,Vodovac,Haugesund,2011,Norwegian
1,1,Stefán Logi Magnússon,ISL,G,1.93,80,05-09-80,Reykjavík,KR Reykjavík,Lillestrøm,2011,Norwegian
2,2,Steinar Pedersen,NOR,D,1.80,80,06-06-75,Kristiansand,Start,Lillestrøm,2011,Norwegian
3,3,Lars Kristian Eriksen,NOR,D,1.80,74,28-06-83,Ålesund,Lyn,Lillestrøm,2011,Norwegian
4,4,Paul Obiefule,NGA,M,1.83,76,15-05-86,Owerri,Hønefoss,Lillestrøm,2011,Norwegian
5,5,Youssef Sekour,FRA,M,1.88,80,27-02-88,Istres,Lierse,Lillestrøm,2011,Norwegian
6,6,Efiiom Otu Bassey,NGA,M,,,24-06-92,,Bukola Babes,Lillestrøm,2011,Norwegian
8,8,Björn Sigurðarson,ISL,F,1.86,81,26-12-91,Akranes,ÍA  Akranes,Lillestrøm,2011,Norwegian
9,9,Henrik Kjelsrud Johansen,NOR,F,1.82,84,22-03-93,Gjøvik,Raufoss,Lillestrøm,2011,Norwegian
11,11,Erling Knudtzon,NOR,M,1.78,72,15-12-88,Oslo,Lyn,Lillestrøm,2011,Norwegian
12,12,Alexander Nadj,SWE,G,1.93,93,26-08-86,Gothenburg,Jönköpings Södra IF,Lillestrøm,2011,Norwegian
13,13,Frode Kippe,NOR,D,1.94,90,17-01-78,Oslo,Liverpool,Lillestrøm,2011,Norwegian
14,14,Edwin Eziyodawe,NGA,F,1.75,75,09-05-88,Benin City,Sharks FC,Lillestrøm,2011,Norwegian
15,15,Nicolás Mezquida,URU,F,1.72,66,21-01-92,Paysandú,Peñarol,Lillestrøm,2011,Norwegian
16,16,Ohi Omoijuanfo,NOR,M,1.88,75,10-01-94,Oslo,Holmlia,Lillestrøm,2011,Norwegian
17,17,Nicolay Solberg,NOR,M,1.80,68,09-07-91,Tønsberg,Tønsberg,Lillestrøm,2011,Norwegian
18,18,Arild Sundgot,NOR,F,1.90,85,17-04-78,Ålesund,Hødd,Lillestrøm,2011,Norwegian
19,19,Fredrik Gulbrandsen,NOR,F,1.78,75,10-09-92,Oslo,None,Lillestrøm,2011,Norwegian
20,20,Stian Ringstad,NOR,D,1.82,75,29-08-91,Bodding,Eidsvold Turn,Lillestrøm,2011,Norwegian
21,21,Karim Essediri,TUN,F,1.82,78,29-07-79,Meaux-Paris,Rosenborg,Lillestrøm,2011,Norwegian
22,22,Kristoffer Tokstad,NOR,M,1.83,86,21-06-90,Lørenskog,None,Lillestrøm,2011,Norwegian
23,23,Pål Steffen Andreassen,NOR,D,1.88,80,19-05-82,Lillestrøm,None,Lillestrøm,2011,Norwegian
24,24,Marius Høibråten,NOR,D,1.84,72,23-01-95,Oslo,None,Lillestrøm,2011,Norwegian
25,25,Steffe Hjelmtvedt,NOR,D,,,07-02-92,,None,Lillestrøm,2011,Norwegian
26,26,Mathis Bolly,NOR,M,1.85,77,14-11-90,Oslo,Holmlia,Lillestrøm,2011,Norwegian
27,27,John Haraldsen,NOR,M,,,06-07-94,,None,Lillestrøm,2011,Norwegian
28,28,Ruben Gabrielsen,NOR,D,1.86,77,10-03-92,Gjøvik,Gjøvik-Lyn,Lillestrøm,2011,Norwegian
29,29,Andreas Fjeldstad,NOR,G,,,08-06-92,,Rælingen,Lillestrøm,2011,Norwegian
31,31,Marius Amundsen,NOR,D,1.85,79,19-05-92,Lørenskog,None,Lillestrøm,2011,Norwegian
1,1,Espen Bugge Pettersen,NOR,G,1.89,88,10-05-80,Tønsberg,Sandefjord,Molde,2011,Norwegian
2,2,Kristoffer Paulsen Vatshaug,NOR,D,1.77,74,03-06-81,Levanger,Start,Molde,2011,Norwegian
5,5,Vegard Forren,NOR,D,1.86,85,16-02-88,Trondheim,KIL/Hemne,Molde,2011,Norwegian
6,6,Daniel Berg Hestad,NOR,M,1.84,78,30-07-75,Molde,SC Heerenveen,Molde,2011,Norwegian
7,7,Magnus Eikrem,NOR,M,1.73,69,08-08-90,Molde,Manchester U,Molde,2011,Norwegian
8,8,Makhtar Thioune,SEN,M,1.77,77,05-08-84,Richard Toll,Sparta Sarpsborg,Molde,2011,Norwegian
9,9,Mattias Moström,SWE,M,1.78,70,25-02-83,Stockholm,AIK,Molde,2011,Norwegian
10,10,Magne Hoseth,NOR,M,1.86,80,13-10-80,Averøy,Vålerenga,Molde,2011,Norwegian
11,11,Jo Inge Berget,NOR,F,1.84,78,11-09-90,Oslo,Udinese,Molde,2011,Norwegian
12,12,Knut Dørum Lillebakk,NOR,G,1.94,80,27-04-78,,None,Molde,2011,Norwegian
13,13,Pål Erik Ulvestad,NOR,M,1.86,77,08-09-90,Molde,Herd,Molde,2011,Norwegian
14,14,Christian Steen,NOR,D,1.91,90,02-07-77,Trondheim,Tromsø,Molde,2011,Norwegian
15,15,Magnus Stamnesstrø,NOR,M,1.78,72,18-04-92,Kyrksæterøra,KIL/Hemne,Molde,2011,Norwegian
16,16,Jacob Falch Meidell,NOR,M,1.82,74,11-10-90,Mo i Rana,None,Molde,2011,Norwegian
17,17,Børre Steenslid,NOR,D,1.85,81,25-06-85,Deknepollen,Viking,Molde,2011,Norwegian
18,18,Magne Simonsen,NOR,M,1.78,70,13-07-88,Oslo,Lyn,Molde,2011,Norwegian
19,19,José Mota,BRA,F,1.86,79,10-05-79,São Paulo,Aalborg,Molde,2011,Norwegian
20,20,Davy Claude Angan,CIV,F,1.82,75,20-09-87,Abidjan,Hønefoss,Molde,2011,Norwegian
21,21,Krister Wemberg,NOR,D,1.92,,21-02-92,,Moss,Molde,2011,Norwegian
22,22,Joshua Gatt,USA,M,1.77,73,29-08-91,"Plymouth, MI",SCR Altach,Molde,2011,Norwegian
23,23,Knut Olav Rindarøy,NOR,D,1.77,74,17-07-85,Molde,Gossen,Molde,2011,Norwegian
24,24,Torjus Aaland,NOR,D,,,15-08-91,,Aalesund,Molde,2011,Norwegian
25,25,Sean Cunningham,USA,D,1.85,79,24-01-93,Troy,Derby County Wolves,Molde,2011,Norwegian
26,26,Elias Valderhaug,NOR,G,1.83,77,26-04-90,Ålesund,None,Molde,2011,Norwegian
27,27,Daniel Chima,NGA,F,1.80,74,04-04-91,Kano,Lyn,Molde,2011,Norwegian
28,28,Ivar Furu,NOR,M,1.90,84,07-05-94,Sunndal,None,Molde,2011,Norwegian
29,29,Simon Markeng,NOR,F,1.78,,09-09-92,Addis Ababa,None,Molde,2011,Norwegian
30,30,Zlatko Tripić,NOR,F,1.82,76,02-12-92,Rijeka,Egersund,Molde,2011,Norwegian
31,31,Mamadou Gando Ba,SEN,M,1.78,,01-10-92,,Diambars,Molde,2011,Norwegian
32,32,Abdou Karim Camara,SEN,M,1.80,75,27-10-92,Tambacounda,Diambars,Molde,2011,Norwegian
33,33,Vini Dantas,BRA,F,1.82,78,14-09-89,São Paulo,Le Mans,Molde,2011,Norwegian
34,34,Sivert Beinset,NOR,G,1.83,,04-04-93,,None,Molde,2011,Norwegian
35,35,Ole Martin Rindarøy,NOR,D,1.72,70,16-05-95,Molde,None,Molde,2011,Norwegian
1,1,André Hansen,NOR,G,1.94,93,17-12-89,Oslo,Lillestrøm,Odd,2011,Norwegian
2,2,Håvard Storbæk,NOR,M,1.79,66,25-05-86,Elverum,Nybergsund,Odd,2011,Norwegian
3,3,Ulf Riis,NOR,D,,,15-01-85,Skien,Pors,Odd,2011,Norwegian
4,4,Morten Fevang,NOR,M,1.85,83,06-05-75,Sandefjord,Odense,Odd,2011,Norwegian
6,6,Simen Brenne,NOR,M,1.81,80,17-03-81,Sarpsborg,Lillestrøm,Odd,2011,Norwegian
7,7,Tommy Svindal Larsen,NOR,M,1.74,78,11-08-73,Porsgrunn,Nürnberg,Odd,2011,Norwegian
8,8,Jone Samuelsen,NOR,M,1.73,74,06-07-84,Stavanger,Viking,Odd,2011,Norwegian
9,9,Mattias Andersson,SWE,F,1.83,82,07-10-81,Eksjø,Fredrikstad,Odd,2011,Norwegian
10,10,Magnus Lekven,NOR,M,1.77,75,13-01-88,Porsgrunn,Gulset,Odd,2011,Norwegian
11,11,Frode Johnsen,NOR,F,1.86,79,17-03-74,Skien,Shimizu S-Pulse,Odd,2011,Norwegian
13,13,Magnus Myklebust,NOR,F,1.72,72,08-07-85,Ulsteinvik,Lillestrøm,Odd,2011,Norwegian
14,14,Fredrik Semb Berge,NOR,D,1.90,82,06-02-90,Skien,Storm,Odd,2011,Norwegian
15,15,Elba Rashani,NOR,F,1.81,69,09-05-93,Hillerstorp,None,Odd,2011,Norwegian
16,16,Aleksandar Corovic,NOR,M,1.76,69,07-08-93,Molde,None,Odd,2011,Norwegian
17,17,Emil Jonassen,NOR,D,1.76,78,17-02-93,Skien,None,Odd,2011,Norwegian
18,18,Herolind Shala,NOR,M,1.78,71,01-02-92,Porsgrunn,Notodden,Odd,2011,Norwegian
19,19,Snorre Krogsgård,NOR,F,1.88,81,25-05-91,Porsgrunn,None,Odd,2011,Norwegian
20,20,John Anders Bjørkøy,NOR,M,1.80,74,08-01-79,Oslo,Lillestrøm,Odd,2011,Norwegian
21,21,Steffen Hagen,NOR,D,1.85,80,08-03-86,Kristiansand,Mandalskameratene,Odd,2011,Norwegian
22,22,Torgeir Børven,NOR,F,1.85,70,03-12-91,Bergen,None,Odd,2011,Norwegian
23,23,Niklas Gunnarsson,NOR,D,1.88,81,27-04-91,Tønsberg,None,Odd,2011,Norwegian
24,24,Paul Addo,GHA,D,1.74,70,14-06-90,Accra,Løv-Ham,Odd,2011,Norwegian
25,25,George White Agwuocha,NGA,F,1.79,74,13-01-93,Irebisi,Kwara U,Odd,2011,Norwegian
30,30,Andreas Lie,NOR,G,1.86,82,31-08-87,Ålesund,Aalesund,Odd,2011,Norwegian
1,1,Daniel Örlund,SWE,G,1.94,93,23-06-80,Stockholm,AIK,Rosenborg,2011,Norwegian
2,2,Mikael Lustig,SWE,D,1.89,77,13-12-86,Umeå,GIF Sundsvall,Rosenborg,2011,Norwegian
3,3,Mikael Dorsin,SWE,D,1.82,78,06-10-81,Lidingö,CFR Cluj,Rosenborg,2011,Norwegian
4,4,Jim Larsen,DEN,D,1.90,90,06-11-85,Korsør,Silkeborg,Rosenborg,2011,Norwegian
5,5,Per Verner Vågan Rønning,NOR,D,1.93,85,09-01-83,Levanger,Bodø/Glimt,Rosenborg,2011,Norwegian
8,8,Fredrik Winsnes,NOR,M,1.73,73,28-12-75,Trondheim,Strømsgodset,Rosenborg,2011,Norwegian
9,9,Michael Jamtfall,NOR,F,1.83,75,24-03-87,Trondheim,Astor,Rosenborg,2011,Norwegian
10,10,Morten  Moldskred,NOR,M,1.76,75,13-06-80,Ålesund,Tromsø,Rosenborg,2011,Norwegian
11,11,Boti Goa,CIV,F,1.82,78,03-03-89,Dabou,Mika,Rosenborg,2011,Norwegian
14,14,Jon Inge Høiland,NOR,D,1.87,82,20-09-77,Fåberg,Stabæk,Rosenborg,2011,Norwegian
15,15,John Chibuike,NGA,M,1.82,76,10-10-88,Enugu,BK Häcken,Rosenborg,2011,Norwegian
16,16,Simen Wangberg,NOR,D,1.85,73,06-05-91,Trondheim,None,Rosenborg,2011,Norwegian
18,18,Alejandro  Lago,URU,D,1.87,78,28-06-79,Montevideo,Bella Vista,Rosenborg,2011,Norwegian
19,19,Markus Henriksen,NOR,M,1.87,85,25-07-92,Trondheim,Trond,Rosenborg,2011,Norwegian
20,20,Ole Selnæs,NOR,M,1.87,74,07-07-94,Trondheim,None,Rosenborg,2011,Norwegian
21,21,Mushaga Bakenga,NOR,F,1.81,75,08-08-92,Trondheim,Nationalkameratene,Rosenborg,2011,Norwegian
22,22,Jonas Svensson,NOR,M,1.70,70,06-03-93,Levanger,None,Rosenborg,2011,Norwegian
23,23,Gjermund Åsen,NOR,M,1.82,71,22-05-91,Trondheim,Strindheim,Rosenborg,2011,Norwegian
24,24,Fredrik Midtsjø,NOR,M,1.76,70,11-08-93,Stjørdal,None,Rosenborg,2011,Norwegian
25,25,Bořek Dočkal,CZE,M,1.82,71,30-09-88,Městec Králové,Slovan Liberec,Rosenborg,2011,Norwegian
26,26,Erik Bråthen,NOR,G,1.96,94,16-09-87,Halden,Fredrikstad,Rosenborg,2011,Norwegian
27,27,Awal Issah,GHA,M,1.73,71,04-04-86,Accra,Crvena Zvezda,Rosenborg,2011,Norwegian
28,28,Daniel Fredheim Holm,NOR,F,1.80,77,30-07-85,Oslo,Aalborg,Rosenborg,2011,Norwegian
30,30,Rade Prica,SWE,F,1.85,80,30-06-80,Ljungby,Sunderland,Rosenborg,2011,Norwegian
33,33,Even Barli,NOR,G,1.87,81,24-07-91,Verdal,None,Rosenborg,2011,Norwegian
34,34,Emil Røkke,NOR,D,,,14-07-93,,None,Rosenborg,2011,Norwegian
35,35,Ole Kristian Langås,NOR,F,,,07-05-93,,None,Rosenborg,2011,Norwegian
36,36,Kim Ove Riksvold,NOR,F,,,26-10-93,,None,Rosenborg,2011,Norwegian
37,37,Jonas Halstensen,NOR,D,,,01-01-94,,None,Rosenborg,2011,Norwegian
38,38,Christoffer Aasbak,NOR,D,1.87,72,22-07-93,Trondheim,None,Rosenborg,2011,Norwegian
39,39,Ivar Skjerve,NOR,D,,,13-01-91,,None,Rosenborg,2011,Norwegian
1,1,Joacim Heier,NOR,G,1.87,80,27-01-86,Sarpsborg,Sandefjord,Sarpsborg 08,2011,Norwegian
2,2,Hugues Wembangomo,NOR,D,1.84,80,10-05-92,Kinshasa,Borgen,Sarpsborg 08,2011,Norwegian
4,4,Kjetil Berge,NOR,D,1.85,80,05-06-81,Kvinnherad,Skeid,Sarpsborg 08,2011,Norwegian
5,5,Joakim Eyde,NOR,D,,,12-12-91,Nesodden,Fredrikstad,Sarpsborg 08,2011,Norwegian
7,7,Martin Wiig,NOR,F,1.84,74,22-08-83,Bodø,Fredrikstad,Sarpsborg 08,2011,Norwegian
8,8,Morten Giæver,NOR,M,1.80,72,20-05-82,Tromsø,Tromsdalen,Sarpsborg 08,2011,Norwegian
9,9,Berat Jusufi,NOR,D,1.78,78,01-01-81,Pritina,Yven,Sarpsborg 08,2011,Norwegian
10,10,Michael Røn,NOR,M,1.79,72,25-07-84,Skive,Fredrikstad,Sarpsborg 08,2011,Norwegian
11,11,Øyvind Hoås,NOR,F,2.03,95,28-10-83,Molde,Fredrikstad,Sarpsborg 08,2011,Norwegian
13,13,Ole Heieren Hansen,NOR,D,1.90,86,26-02-87,Fredrikstad,Sellebakk,Sarpsborg 08,2011,Norwegian
14,14,Mehmed Divanović,MNE,M,1.84,,03-12-84,,OFK Petrovac,Sarpsborg 08,2011,Norwegian
15,15,Joackim Jørgensen,NOR,M,1.83,77,20-09-88,Fredrikstad,Yven,Sarpsborg 08,2011,Norwegian
16,16,Magnar Ødegaard,NOR,D,1.86,80,11-05-93,Fredrikstad,Borgen,Sarpsborg 08,2011,Norwegian
17,17,Erik Jonvik,NOR,M,1.80,70,29-12-90,Oslo,KFUM Oslo,Sarpsborg 08,2011,Norwegian
19,19,Mathias Engebretsen,NOR,M,1.70,68,24-01-93,Halden,Berg,Sarpsborg 08,2011,Norwegian
21,21,Tobias Henanger,NOR,M,1.76,67,03-12-92,Sarpsborg,Tune,Sarpsborg 08,2011,Norwegian
