,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
23,23,Tom Erik Breive,NOR,M,1.75,75,18-04-80,Steigen,Skeid,Sarpsborg 08,2011,Norwegian
24,24,Mohamed Elyounoussi,NOR,F,1.78,70,04-08-94,Al Hoceima,None,Sarpsborg 08,2011,Norwegian
25,25,Glenn Roberts,NOR,F,1.77,82,26-06-88,Oslo,Aalesund,Sarpsborg 08,2011,Norwegian
32,32,Claes Jørgensen,DEN,M,1.77,75,19-04-87,Lolland,Lolland Falster Alliancen,Sarpsborg 08,2011,Norwegian
34,34,Stanley Ihugba,NGA,M,1.70,75,19-11-87,Jos,Ullensaker/Kisa,Sarpsborg 08,2011,Norwegian
39,39,Mohammed Ahamed,NOR,F,1.70,57,08-05-85,Burao,Tromsø,Sarpsborg 08,2011,Norwegian
41,84,Magnus Hjulstad,NOR,G,1.85,81,15-03-84,Oslo,Lørenskog,Sarpsborg 08,2011,Norwegian
1,1,Kenneth Udjus,NOR,G,1.93,87,02-07-83,Kristiansand,Brann,Sogndal,2011,Norwegian
2,2,Mats Solheim,NOR,F,1.78,74,03-12-87,Loen,Stryn,Sogndal,2011,Norwegian
3,3,Vegar Gjermundstad,NOR,D,1.93,96,14-03-90,Vadheim,Lyn,Sogndal,2011,Norwegian
4,4,Even Hovland,NOR,D,1.90,85,14-02-89,Vadheim,Vadheim,Sogndal,2011,Norwegian
5,5,Per-Egil Flo,NOR,F,1.82,75,18-01-89,Stryn,Stryn,Sogndal,2011,Norwegian
6,6,Ahyee Aye Elvis,CIV,M,1.78,68,13-12-83,Abidjan,Stella Abidjan,Sogndal,2011,Norwegian
7,7,Henrik Furebotn,NOR,F,1.70,60,11-02-86,Øvre Årdal,Jotun/Årdalstangen,Sogndal,2011,Norwegian
8,8,Ulrik Flo,NOR,M,1.86,75,06-10-88,Stryn,Stryn,Sogndal,2011,Norwegian
9,9,Eirik Bakke,NOR,M,1.88,80,13-09-77,Sogndal,Brann,Sogndal,2011,Norwegian
11,11,Ole Jørgen Halvorsen,NOR,F,1.78,75,02-09-87,Sarpsborg,Sarpsborg 08,Sogndal,2011,Norwegian
12,12,Joseph Bendik,USA,G,1.91,93,25-04-89,Marietta,Clemson Univ,Sogndal,2011,Norwegian
14,14,Barry Kader,CIV,F,1.75,79,26-03-86,Abidjan,Africa Sport,Sogndal,2011,Norwegian
15,15,Joakim Rudolfsen,NOR,F,1.89,86,25-08-88,Mo i Rana,Mo,Sogndal,2011,Norwegian
16,16,Eivind Røed,NOR,D,1.81,81,01-01-92,Nordfjordeid,Eid,Sogndal,2011,Norwegian
17,17,Gustav Valsvik,NOR,D,1.95,94,26-05-93,Vik,Vik,Sogndal,2011,Norwegian
18,18,Cato Hansen,NOR,F,1.76,66,26-05-88,Stavanger,Brann,Sogndal,2011,Norwegian
19,19,Ørjan Hopen,NOR,M,1.80,74,19-03-92,Sogndal,None,Sogndal,2011,Norwegian
20,20,Thomas Ness,NOR,D,1.80,69,30-01-91,Sogndal,None,Sogndal,2011,Norwegian
22,22,Isak Scheel,NOR,D,1.85,76,19-06-90,Oslo,Stabæk,Sogndal,2011,Norwegian
23,23,Espen Lund,NOR,D,1.95,85,07-05-85,Tønsberg,Sarpsborg 08,Sogndal,2011,Norwegian
24,24,Tore André Flo,NOR,F,1.93,77,15-06-73,Stryn,MK Dons,Sogndal,2011,Norwegian
25,25,Ruben Holsæter,NOR,M,1.75,66,20-04-91,Førde,Førde,Sogndal,2011,Norwegian
26,26,Taijo Teniste,EST,D,1.74,65,31-01-88,Tartu,Levadia Tallinn,Sogndal,2011,Norwegian
27,27,Tonny Brochmann,DEN,M,1.81,75,11-08-89,Horsens,Horsens,Sogndal,2011,Norwegian
32,32,Eirik Bergum Skaasheim,NOR,M,1.83,77,22-01-93,Balestrand,None,Sogndal,2011,Norwegian
33,33,Bjørnar Hove,NOR,M,,,24-04-95,,None,Sogndal,2011,Norwegian
34,34,Olav Fretland,NOR,D,,,07-10-92,,None,Sogndal,2011,Norwegian
35,35,Brage Sande,NOR,D,,,14-05-94,,None,Sogndal,2011,Norwegian
41,44,Eirik Hove,NOR,G,,,14-02-93,,None,Sogndal,2011,Norwegian
1,1,Jon  Knudsen,NOR,G,1.85,82,20-11-74,Leirsund,Midtjylland,Stabæk,2011,Norwegian
2,2,Bjarni Olafur Eiriksson,ISL,D,1.90,84,28-03-82,Oslo,Valur,Stabæk,2011,Norwegian
3,3,Andreas Leirvik,NOR,D,,,30-07-93,,None,Stabæk,2011,Norwegian
5,5,Jørgen Hammer,NOR,D,1.90,84,02-04-91,Sandvika,Bærum,Stabæk,2011,Norwegian
6,6,Fredrik Brustad,NOR,M,1.90,85,21-06-89,Oslo,Stetson Univ,Stabæk,2011,Norwegian
8,8,Alain Junior Ollé  Ollé,CMR,M,1.75,73,11-04-87,Douala,Freiburg,Stabæk,2011,Norwegian
9,9,Gilles Ondo,GAB,F,1.89,82,10-10-85,Libreville,Grindavík,Stabæk,2011,Norwegian
13,13,Pálmi Rafn Pálmason,ISL,M,1.85,75,09-11-84,Húsavík,Valur,Stabæk,2011,Norwegian
14,14,Herman Stengel,NOR,M,1.77,70,26-08-95,Hokksund,None,Stabæk,2011,Norwegian
15,15,Morten  Skjønsberg,NOR,D,1.81,72,12-02-83,Bærum,Helset,Stabæk,2011,Norwegian
16,16,Tor-Marius Gromstad,NOR,M,1.85,76,08-07-89,Arendal,Arendal,Stabæk,2011,Norwegian
17,17,Pontus Farnerud,SWE,M,1.80,70,04-06-80,Helsingborg,Sporting CP,Stabæk,2011,Norwegian
18,18,Marcus Bergholtz,SWE,M,1.86,80,15-12-89,Örkelljunga,Helsingborgs IF,Stabæk,2011,Norwegian
19,19,Johan Andersson,SWE,F,1.88,70,22-08-83,Landskrona,Malmö FF,Stabæk,2011,Norwegian
21,21,Mikkel Diskerud,USA,M,1.84,68,02-10-90,Oslo,None,Stabæk,2011,Norwegian
22,22,Jan Kjell Larsen,NOR,G,1.94,94,24-06-83,Kopervik,Molde,Stabæk,2011,Norwegian
23,23,Vegar Eggen Hedenstad,NOR,M,1.75,72,26-06-91,Elverum,Elverum,Stabæk,2011,Norwegian
25,25,Erik Benjaminsen,USA,M,1.80,69,03-09-92,San Francisco,Hauger,Stabæk,2011,Norwegian
27,27,Torstein Andersen Aase,NOR,F,1.88,83,04-10-91,Oslo,Nordstrand,Stabæk,2011,Norwegian
29,29,Haris Skenderović,BIH,D,1.87,82,03-11-81,Bihać,Syrianska FC,Stabæk,2011,Norwegian
36,36,Pal Henning Albertsen,NOR,G,,,04-12-75,,,Stabæk,2011,Norwegian
1,1,Alexander Lund Hansen,NOR,G,1.97,89,06-10-82,Trondheim,Odense,Start,2011,Norwegian
2,2,Amin Nouri,NOR,D,1.80,74,10-01-90,Oslo,Vålerenga,Start,2011,Norwegian
3,3,Branislav Miličević,SRB,D,1.83,73,23-07-83,,Keflavík,Start,2011,Norwegian
4,4,Birger Madsen,NOR,D,1.95,83,23-04-82,Oslo,Vålerenga,Start,2011,Norwegian
5,5,Olufemi Oladapo,NGA,M,1.90,78,05-11-88,,Boavista,Start,2011,Norwegian
6,6,Espen Søgård,NOR,M,1.83,72,10-10-79,Lørenskog,Lillestrøm,Start,2011,Norwegian
8,8,Espen Hoff,NOR,F,1.72,70,20-11-81,Larvik,Stabæk,Start,2011,Norwegian
9,9,Ernest  Asante,GHA,F,1.71,69,06-11-88,Sunyani,Maxbees,Start,2011,Norwegian
10,10,Solomon Owello,NGA,M,1.70,69,25-12-88,,Niger Tornadoes,Start,2011,Norwegian
11,11,Olav Tuelo Johannesen,NOR,F,1.79,78,23-02-84,Larvik,Kongsvinger,Start,2011,Norwegian
13,13,Johnny Kristiansen,NOR,G,1.84,86,14-10-92,,Randesund,Start,2011,Norwegian
14,14,Espen Børufsen,NOR,M,1.78,81,04-03-88,Kristiansand,Våg,Start,2011,Norwegian
15,15,Petter Bruer Hanssen,NOR,M,1.86,80,08-01-86,Tønsberg,Odd,Start,2011,Norwegian
16,16,Øyvind Gausdal,NOR,F,1.92,89,14-03-86,Flekkefjord,Vindbjart,Start,2011,Norwegian
17,17,Christian Follerås,NOR,D,1.88,87,03-10-91,,Hånes,Start,2011,Norwegian
18,18,Mads Stokkelien,NOR,F,1.78,80,15-03-90,Hånes,None,Start,2011,Norwegian
19,19,Jonas  Werner,NOR,M,1.74,64,27-02-92,,Randesund,Start,2011,Norwegian
20,20,Bård Borgersen,NOR,D,1.88,85,20-05-72,Kristiansand,Aalborg,Start,2011,Norwegian
21,21,Haraldur Gudmundsson,ISL,D,1.89,86,14-12-81,Keflavik,Keflavik,Start,2011,Norwegian
22,22,Avni Pepa,NOR,D,1.83,70,14-11-88,Kristiansand,Vigør,Start,2011,Norwegian
24,24,Kenneth Høie,NOR,G,1.88,91,11-09-79,Haugesund,Bryne,Start,2011,Norwegian
25,25,Ole Martin Årst,NOR,F,1.90,83,19-07-74,Bergen,Tromsø,Start,2011,Norwegian
26,26,Jesper Mathisen,NOR,D,1.95,93,17-03-87,Kristiansand,Gimletroll,Start,2011,Norwegian
28,28,Rolf Daniel Vikstøl,NOR,D,1.85,72,22-02-89,Kristiansand,Våg,Start,2011,Norwegian
29,29,Espen Knudsen,NOR,D,1.80,80,05-03-91,,Hånes,Start,2011,Norwegian
30,30,Christer Kleiven,NOR,M,1.81,77,09-04-88,Kristiansand,Vigør,Start,2011,Norwegian
33,33,Henrik Dahlum,NOR,F,,,09-03-94,Kristiansand,None,Start,2011,Norwegian
35,35,Dardan Dreshaj,NOR,M,,,04-08-92,,None,Start,2011,Norwegian
1,1,Lars Stubhaug,NOR,G,1.82,78,18-04-90,Haugesund,Everton,Strømsgodset,2011,Norwegian
2,2,Glenn Andersen,NOR,D,1.88,84,05-04-80,Grimstad,Start,Strømsgodset,2011,Norwegian
3,3,Lars  Sætra,NOR,D,1.95,90,24-07-91,Drammen,None,Strømsgodset,2011,Norwegian
4,4,Kim André Madsen,NOR,D,1.82,74,12-03-89,Oslo,Lyn,Strømsgodset,2011,Norwegian
5,5,Krister  Aunan,NOR,D,1.79,80,25-12-87,Stavanger,Randberg,Strømsgodset,2011,Norwegian
6,6,Alexander Aas,NOR,D,1.84,85,14-09-78,Skien,Odense,Strømsgodset,2011,Norwegian
7,7,Muhamed Keita,NOR,M,1.71,71,02-09-90,Banjul,None,Strømsgodset,2011,Norwegian
8,8,Stefan Johansen,NOR,F,1.82,78,08-01-91,Vardø,Bodø/Glimt,Strømsgodset,2011,Norwegian
9,9,Øyvind Storflor,NOR,M,1.83,70,18-12-79,Trondheim,Rosenborg,Strømsgodset,2011,Norwegian
11,11,Ola Kamara,NOR,M,1.84,75,15-10-89,Oslo,Stabæk,Strømsgodset,2011,Norwegian
12,12,Adam Larsen Kwarasey,GHA,G,1.88,81,12-12-87,Oslo,Vålerenga,Strømsgodset,2011,Norwegian
14,14,Fredrik  Nordkvelle,NOR,M,1.80,69,13-10-85,Porsgrunn,Pors,Strømsgodset,2011,Norwegian
15,15,Kjetil  Lundebakken,NOR,M,1.73,64,06-06-90,,Hokksund,Strømsgodset,2011,Norwegian
16,16,Omar Elabdellaoui,NOR,M,1.79,72,05-12-91,Skien,Manchester C,Strømsgodset,2011,Norwegian
17,17,Colin Nkee,NOR,F,,,14-01-91,,Lillestrøm,Strømsgodset,2011,Norwegian
18,18,Mads  Ryghseter,NOR,M,,,17-08-91,,None,Strømsgodset,2011,Norwegian
19,19,Gustav Wikheim,NOR,F,1.80,65,18-03-93,Drammen,None,Strømsgodset,2011,Norwegian
20,20,Mohammed Abu,GHA,M,1.76,75,14-11-91,Accra,Manchester C,Strømsgodset,2011,Norwegian
21,21,Eirik Markegård,NOR,F,1.83,81,13-02-84,Hemsedal,Follo,Strømsgodset,2011,Norwegian
22,22,André Hanssen,NED,M,1.78,73,31-01-81,Skjervøj,Bodø/Glimt,Strømsgodset,2011,Norwegian
23,23,Anders Konradsen,NOR,M,1.85,79,18-07-90,Bodø,Bodø/Glimt,Strømsgodset,2011,Norwegian
24,24,Lars Cramer,NOR,G,1.87,78,25-05-91,Drammen,None,Strømsgodset,2011,Norwegian
25,25,Tokmac Nguen,NOR,F,1.74,60,20-10-93,Kakuma,Drammen,Strømsgodset,2011,Norwegian
26,26,Lars Christopher Vilsvik,NOR,M,1.82,73,18-10-88,Berlin,LFC Berlin,Strømsgodset,2011,Norwegian
27,27,Alfred Sankoh,SLE,M,1.75,65,22-10-88,Freetown,Ullern,Strømsgodset,2011,Norwegian
28,28,Razak Nuhu,GHA,D,1.72,68,14-05-91,Tamale,Manchester C,Strømsgodset,2011,Norwegian
30,30,Thomas André Ødegaard,NOR,G,1.88,79,12-02-71,,Lyn,Strømsgodset,2011,Norwegian
35,35,Lars Ottersen,NOR,M,,,12-06-92,,Hallingdal,Strømsgodset,2011,Norwegian
37,37,Morten Fredriksen,NOR,D,,,25-05-93,,Svelvik,Strømsgodset,2011,Norwegian
38,38,Armann Ingthorsson,NOR,M,,,23-05-94,,Kongsberg,Strømsgodset,2011,Norwegian
39,39,Kim Olav Østhagen,NOR,D,,,14-07-92,,Drafn,Strømsgodset,2011,Norwegian
40,40,Fredrik Madsen,NOR,D,,,16-01-92,,Åssiden,Strømsgodset,2011,Norwegian
41,41,Kim Berntzen,NOR,F,,,01-02-92,,,Strømsgodset,2011,Norwegian
42,42,Jesper Johansen,NOR,M,,,31-10-94,,Liungen,Strømsgodset,2011,Norwegian
43,43,Behajdin Celina,NOR,D,,,11-11-93,,Drafn,Strømsgodset,2011,Norwegian
44,44,Trygve Andreassen,NOR,D,,,01-11-93,,Hokksund,Strømsgodset,2011,Norwegian
45,45,Mads Gundersen,NOR,M,1.77,66,13-03-93,Drammen,Åssiden,Strømsgodset,2011,Norwegian
46,46,Henning Thomesen,NOR,M,,,12-01-93,,Solberg,Strømsgodset,2011,Norwegian
47,47,Lars Christian Karlsen,NOR,M,,,17-01-94,,Skiold,Strømsgodset,2011,Norwegian
48,48,Simen Hobbelstad,NOR,D,,,15-03-93,,Hokksund,Strømsgodset,2011,Norwegian
49,49,Truls Garmo Johansen,NOR,M,,,12-03-93,,Svelvik,Strømsgodset,2011,Norwegian
50,50,Karanveer Grewal,NOR,D,1.73,65,23-04-93,Drammen,Lier,Strømsgodset,2011,Norwegian
51,51,Bongana Monga,NOR,F,,,23-11-94,,Spa/Bra,Strømsgodset,2011,Norwegian
52,52,Hermann Rhodén,NOR,G,1.84,79,22-04-93,Drammen,Birkebeineren,Strømsgodset,2011,Norwegian
53,53,Mats Petter Hansen,NOR,F,,,,,,Strømsgodset,2011,Norwegian
54,54,Sondre Haffner Slørdal,NOR,M,,,12-03-93,,Hana,Strømsgodset,2011,Norwegian
55,55,Martin Lyhus Gundersen,NOR,G,,,01-09-94,,Liungen,Strømsgodset,2011,Norwegian
1,1,Marcus Sahlman,SWE,G,1.98,89,02-01-85,Halmstad,Halmstads BK,Tromsø,2011,Norwegian
2,2,Kara Mbodji,SEN,D,1.92,85,11-11-89,Ndiass,Diambars,Tromsø,2011,Norwegian
3,3,Fredrik Björck,SWE,D,1.90,86,22-10-79,Kållered,Esbjerg,Tromsø,2011,Norwegian
4,4,Ludvig Rinde,NOR,D,1.83,83,24-03-90,,None,Tromsø,2011,Norwegian
6,6,Dan Roger Roland,NOR,F,,,01-08-92,,None,Tromsø,2011,Norwegian
7,7,Miika Koppinen,FIN,D,1.88,80,05-07-78,Kokkola,Rosenborg,Tromsø,2011,Norwegian
8,8,Marcus Sletten,NOR,M,,,17-03-92,,None,Tromsø,2011,Norwegian
9,9,Steffen  Nystrøm,NOR,M,1.80,73,01-07-84,Vadsø,Strømsgodset,Tromsø,2011,Norwegian
10,10,Sigurd  Rushfeldt,NOR,F,1.90,86,11-12-72,Tromsø,Austria  Vienna,Tromsø,2011,Norwegian
11,11,Ruben Yttergård Jenssen,NOR,M,1.73,71,04-05-88,Tromsø,Sogndal,Tromsø,2011,Norwegian
12,12,Steffen Andreassen,NOR,G,1.90,79,18-07-90,Botnhamn,Tromsdalen,Tromsø,2011,Norwegian
13,13,Espen Isaksen,NOR,G,1.86,80,16-01-79,Narvik,Odd,Tromsø,2011,Norwegian
14,14,Hans Norbye,NOR,D,1.76,76,16-01-87,Karasjok,Tromsdalen,Tromsø,2011,Norwegian
15,15,Magnus Andersen,NOR,M,1.79,71,28-05-86,Øksfjord,Alta,Tromsø,2011,Norwegian
16,16,Hans Åge Yndestad,NOR,D,1.74,72,24-07-80,Tromsø,Ulfstind,Tromsø,2011,Norwegian
17,17,Remi Johansen,NOR,M,1.83,75,04-09-90,Tromsø,None,Tromsø,2011,Norwegian
18,18,Isak Krogstad,NOR,M,1.76,67,02-10-92,Tromsø,None,Tromsø,2011,Norwegian
19,19,William Frantzen,NOR,M,1.80,70,13-06-93,,None,Tromsø,2011,Norwegian
21,21,Thomas Drage,NOR,M,1.74,62,22-02-92,Mosjøen,Mosjøen,Tromsø,2011,Norwegian
22,22,Saliou Ciss,SEN,D,1.73,69,15-09-89,Dakar,Diambars,Tromsø,2011,Norwegian
23,23,El Hadji Sega Ngom,SEN,F,,,26-06-90,,Alta,Tromsø,2011,Norwegian
27,27,Lars Henrik  Andreassen,NOR,M,1.82,74,14-05-91,,None,Tromsø,2011,Norwegian
28,28,Hakon Kjaeve,NOR,F,,,02-01-92,,None,Tromsø,2011,Norwegian
30,30,Mostafa Abdellaoue,NOR,F,1.81,68,01-08-88,Oslo,Vålerenga,Tromsø,2011,Norwegian
35,35,Robin Malmkvist,SWE,G,1.92,87,13-11-87,,Halmstads BK,Tromsø,2011,Norwegian
41,44,Thomas Holm,NOR,M,1.81,77,19-02-81,Oslo,Molde,Tromsø,2011,Norwegian
1,1,Lars Hirschfeld,CAN,G,1.90,90,17-10-78,Edmonton,Energie Cottbus,Vålerenga,2011,Norwegian
2,2,Benjamin Dahl Hagen,NOR,D,1.84,76,09-01-88,Oslo,Follo,Vålerenga,2011,Norwegian
3,3,Andreas  Nordvik,NOR,M,1.84,84,18-03-87,Trondheim,Rosenborg,Vålerenga,2011,Norwegian
4,4,André  Muri,NOR,D,1.91,94,22-04-81,Asker,Stabæk,Vålerenga,2011,Norwegian
5,5,Aleksander Solli,NOR,D,1.88,83,16-03-90,Førde,Løv-Ham,Vålerenga,2011,Norwegian
6,6,Freddy dos Santos,NOR,M,1.80,76,02-10-76,Oslo,Molde,Vålerenga,2011,Norwegian
7,7,Fredrik Stoor,SWE,D,1.83,79,28-02-84,Stockholm,Fulham,Vålerenga,2011,Norwegian
9,9,Sidoine Oussou,BEN,F,1.76,72,14-11-92,Bantè,ASPAC,Vålerenga,2011,Norwegian
10,10,Lars Iver Strand,NOR,F,1.78,73,07-05-83,Lakselv,Tromsø,Vålerenga,2011,Norwegian
11,11,Morten Berre,NOR,F,1.82,82,10-08-75,Oslo,St Pauli,Vålerenga,2011,Norwegian
13,13,Fegor Ogude,NGA,M,1.80,78,29-07-87,Lagos,Warri Wolves,Vålerenga,2011,Norwegian
14,14,Yssouf Koné,BFA,F,1.84,80,19-02-82,Abidjan,CFR Cluj,Vålerenga,2011,Norwegian
16,16,Håvard Nielsen,NOR,F,1.87,80,15-07-93,Oslo,Oppsal,Vålerenga,2011,Norwegian
17,17,Mohammed  Fellah,NOR,M,1.67,70,24-05-89,Oslo,Holmlia,Vålerenga,2011,Norwegian
18,18,Veigar Páll Gunnarsson,ISL,F,1.76,74,21-03-80,Reykjavik,Stabæk,Vålerenga,2011,Norwegian
19,19,Dawda Leigh,NOR,M,1.81,74,27-06-86,Oslo,Skeid,Vålerenga,2011,Norwegian
23,23,Kristofer Hæstad,NOR,M,1.72,74,09-12-83,Kristiansand,Start,Vålerenga,2011,Norwegian
24,24,Stefan Strandberg,NOR,D,1.89,80,25-07-90,Lyngdal,Mandalskameratene,Vålerenga,2011,Norwegian
26,26,Bojan Zajić,SRB,M,1.88,80,17-06-80,Kruevac,Partizan Belgrade,Vålerenga,2011,Norwegian
27,27,Adnan Haidar,NOR,M,1.78,82,03-08-89,Drammen,Klemetsrud,Vålerenga,2011,Norwegian
28,28,Harmeet Singh,NOR,M,1.80,72,12-11-90,Oslo,None,Vålerenga,2011,Norwegian
30,30,Kamer Qaka,NOR,M,1.78,75,11-04-95,Brandbu,None,Vålerenga,2011,Norwegian
31,31,Chuma Anene,NOR,M,1.88,86,14-05-93,Oslo,Holmlia,Vålerenga,2011,Norwegian
34,34,Gudmund Taksdal Kongshavn,NOR,G,1.88,83,23-01-91,Bergen,None,Vålerenga,2011,Norwegian
37,37,Gard Aarvik,NOR,G,,,30-01-93,,None,Vålerenga,2011,Norwegian
1,1,Rune Almenning Jarstein,NOR,G,1.90,82,29-09-84,Skien,Rosenborg,Viking,2011,Norwegian
2,2,Trond Erik Bertelsen,NOR,D,1.73,74,05-06-84,Lura,Fredrikstad,Viking,2011,Norwegian
3,3,Johan Lædre Bjørdal,NOR,D,1.85,80,05-05-86,Egersund,Bodø/Glimt,Viking,2011,Norwegian
4,4,Björn Andersson,SWE,D,1.91,90,13-02-82,Fåglum,GAIS,Viking,2011,Norwegian
6,6,Håkon Skogseid,NOR,D,1.86,76,14-01-88,Bærum,Notodden,Viking,2011,Norwegian
7,7,Tomasz Sokolowski,NOR,M,1.84,70,25-06-85,Szczecin,Lyn,Viking,2011,Norwegian
8,8,Vidar Nisja,NOR,M,1.79,71,21-08-86,Stavanger,Bryne,Viking,2011,Norwegian
9,9,Patrik Ingelsten,SWE,F,1.78,78,25-01-82,Hillerstorp,SC Heerenveen,Viking,2011,Norwegian
10,10,Erik Nevland,NOR,F,1.78,74,10-11-77,Stavanger,Fulham,Viking,2011,Norwegian
11,11,Bengt Sæternes,NOR,F,1.87,92,01-01-75,Stavanger,Vålerenga,Viking,2011,Norwegian
12,12,Arild Østbø,NOR,G,1.83,70,19-04-91,Stavanger,Buøy,Viking,2011,Norwegian
13,13,Christian Landu Landu,NOR,D,1.83,78,25-01-92,Stavanger,Tasta,Viking,2011,Norwegian
14,14,André Danielsen,NOR,M,1.73,70,20-01-85,Stavanger,Stavanger,Viking,2011,Norwegian
15,15,Tommy Knarvik,NOR,M,1.75,73,01-11-79,Bergen,Tromsø,Viking,2011,Norwegian
16,16,Yann-Erik de Lanlay,NOR,M,1.80,72,14-05-92,Stavanger,None,Viking,2011,Norwegian
17,17,Eirik Jakobsen,NOR,F,,,19-07-92,,None,Viking,2011,Norwegian
19,19,King Gyan Osei,GHA,M,1.70,65,22-12-88,Accra,Fulham,Viking,2011,Norwegian
20,20,Indriði  Sigurðsson,ISL,D,1.84,82,12-10-81,Reykjavik,Lyn,Viking,2011,Norwegian
21,21,Birkir Bjarnason,ISL,M,1.82,73,27-05-88,Akureyri,Figgjo,Viking,2011,Norwegian
22,22,Valon Berisha,NOR,M,1.85,75,07-02-93,Malmö,Egersund,Viking,2011,Norwegian
23,23,Ole Marius Aasen,NOR,F,,,14-04-92,,Riska,Viking,2011,Norwegian
24,24,Aslak Falch,NOR,G,1.85,81,25-05-92,Stavanger,Hundvåg,Viking,2011,Norwegian
25,25,Magnus Kristensen,NOR,M,,,,,None,Viking,2011,Norwegian
26,26,Veton Berisha,NOR,F,1.72,71,13-04-94,Egersund,Egersund,Viking,2011,Norwegian
27,27,Trond Olsen,NOR,F,1.73,70,05-02-84,Tromsø,Rosenborg,Viking,2011,Norwegian
28,28,Per Eik Forgaard,NOR,M,,,30-11-92,,None,Viking,2011,Norwegian
29,29,Eirik Schulze,NOR,M,1.77,73,07-01-93,Mandal,Mandalskameratene,Viking,2011,Norwegian
