,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
6,6,Tom  Stenvoll,NOR,M,1.75,74,27-03-78,Andenes,NTG,Stabćk,2009,Norweigan
7,7,Henning  Hauger,NOR,M,1.79,71,17-07-85,Bærum,None,Stabćk,2009,Norweigan
8,8,Espen Hoff,NOR,F,1.72,70,20-11-81,Larvik,Lyn,Stabćk,2009,Norweigan
10,10,Daigo Kobayashi,JPN,M,1.78,70,19-02-83,Shizuoka,Omiya Ardija,Stabćk,2009,Norweigan
11,11,Daniel  Nannskog,SWE,F,1.80,76,22-05-74,Helsingborg,Sichuan Guancheng,Stabćk,2009,Norweigan
12,12,Kristoffer Jensen,NOR,G,1.90,82,13-01-90,Larvik,Fram Larvik,Stabćk,2009,Norweigan
13,13,Pálmi Rafn Pálmason,ISL,M,1.85,75,09-11-84,Húsavík,Valur,Stabćk,2009,Norweigan
15,15,Morten  Skjønsberg,NOR,D,1.81,72,12-02-83,Bærum,Helset,Stabćk,2009,Norweigan
16,16,Tor-Marius Gromstad,NOR,M,1.85,76,08-07-89,Arendal,Arendal,Stabćk,2009,Norweigan
17,17,Pontus Farnerud,SWE,M,1.80,70,04-06-80,Helsingborg,Sporting CP,Stabćk,2009,Norweigan
18,18,Thomas Rogne,NOR,D,1.93,87,29-06-90,Bærum,None,Stabćk,2009,Norweigan
19,19,Johan Andersson,SWE,F,1.88,70,22-08-83,Landskrona,Malmö FF,Stabćk,2009,Norweigan
20,20,Inge  André Olsen,NOR,D,1.87,80,21-01-78,Arendal,Start,Stabćk,2009,Norweigan
21,21,Mikkel Diskerud,USA,M,1.84,68,02-10-90,Oslo,None,Stabćk,2009,Norweigan
22,22,Iven Austbø,NOR,G,1.89,80,22-02-85,Stavanger,Viking,Stabćk,2009,Norweigan
23,23,Vegar Eggen Hedenstad,NOR,M,1.75,72,26-06-91,Elverum,Elverum,Stabćk,2009,Norweigan
24,24,Jørgen Skjelvik,NOR,D,1.80,80,05-07-91,Hosle,None,Stabćk,2009,Norweigan
25,25,Fredrik Berglund,SWE,F,1.77,82,21-03-79,Borås,IF Elfsborg,Stabćk,2009,Norweigan
27,27,Torstein Andersen Aase,NOR,F,1.88,83,04-10-91,Oslo,Nordstrand,Stabćk,2009,Norweigan
29,29,Jan Tømmernes,NOR,F,1.80,78,26-01-87,,Asker,Stabćk,2009,Norweigan
2,2,Hunter Freeman,USA,D,1.80,77,08-01-85,Tyler,Toronto FC,Start,2009,Norweigan
3,3,Branislav Miličević,SRB,D,1.83,73,23-07-83,,Keflavík,Start,2009,Norweigan
4,4,Clarence Goodson,USA,D,1.93,77,17-05-82,Alexandria,FC Dallas,Start,2009,Norweigan
5,5,Olufemi Oladapo,NGA,M,1.90,78,05-11-88,,Boavista,Start,2009,Norweigan
9,9,Christian Bolaños,CRC,M,1.78,67,17-05-84,San José [CRC],Odense,Start,2009,Norweigan
10,10,Solomon Owello,NGA,M,1.70,69,25-12-88,,Niger Tornadoes,Start,2009,Norweigan
11,11,Geir Ludvig Fevang,NOR,M,1.79,72,17-11-80,Sandefjord,Sandefjord,Start,2009,Norweigan
13,13,Tommy Runar,NOR,G,1.84,75,22-01-85,Grimstad,Jerv,Start,2009,Norweigan
14,14,Espen Børufsen,NOR,M,1.78,81,04-03-88,Kristiansand,Våg,Start,2009,Norweigan
15,15,Petter Bruer Hanssen,NOR,M,1.86,80,08-01-86,Tønsberg,Odd,Start,2009,Norweigan
16,16,Bernt Hulsker,NOR,F,1.88,83,09-09-77,Den Haag,AIK,Start,2009,Norweigan
18,18,Mads Stokkelien,NOR,F,1.78,80,15-03-90,Hånes,None,Start,2009,Norweigan
19,19,Knut Henry Haraldsen,NOR,D,1.96,86,14-12-76,Kristiansand,HamKam,Start,2009,Norweigan
20,20,Bård Borgersen,NOR,D,1.88,85,20-05-72,Kristiansand,Aalborg,Start,2009,Norweigan
24,24,Kenneth Høie,NOR,G,1.88,91,11-09-79,Haugesund,Bryne,Start,2009,Norweigan
25,25,Ole Martin Årst,NOR,F,1.90,83,19-07-74,Bergen,Tromsø,Start,2009,Norweigan
26,26,Jesper Mathisen,NOR,D,1.95,93,17-03-87,Kristiansand,Gimletroll,Start,2009,Norweigan
27,27,Morten Hæstad,NOR,M,1.80,76,11-03-87,Kristiansand,Randesund,Start,2009,Norweigan
28,28,Rolf Daniel Vikstøl,NOR,D,1.85,72,22-02-89,Kristiansand,Våg,Start,2009,Norweigan
30,30,Christer Kleiven,NOR,M,1.81,77,09-04-88,Kristiansand,Vigør,Start,2009,Norweigan
1,1,Lars Ivar Moldskred,NOR,G,1.94,93,12-11-78,Tjørvåg,Lillestrøm,Strřmsgodset,2009,Norweigan
2,2,Glenn Andersen,NOR,D,1.88,84,05-04-80,Grimstad,Start,Strřmsgodset,2009,Norweigan
3,3,Vidar Riseth,NOR,D,1.87,81,21-04-72,Levanger,Lillestrøm,Strřmsgodset,2009,Norweigan
4,4,Kim André Madsen,NOR,D,1.82,74,12-03-89,Oslo,Lyn,Strřmsgodset,2009,Norweigan
5,5,Samir Fazlagić,NOR,M,1.86,74,21-10-82,Čapljina,Stabæk,Strřmsgodset,2009,Norweigan
6,6,Alexander Aas,NOR,D,1.84,85,14-09-78,Skien,Odense,Strřmsgodset,2009,Norweigan
7,7,Komlan Amewou,TOG,M,1.74,68,15-12-83,Lomé,OC Agaza,Strřmsgodset,2009,Norweigan
8,8,Ousman Nyan,NOR,M,1.65,60,05-08-75,Banjul,Sogndal,Strřmsgodset,2009,Norweigan
9,9,Øyvind Storflor,NOR,M,1.83,70,18-12-79,Trondheim,Rosenborg,Strřmsgodset,2009,Norweigan
10,10,Stian Ohr,NOR,M,1.82,65,04-01-78,Bergen,Molde,Strřmsgodset,2009,Norweigan
12,12,Adam Larsen Kwarasey,NOR,G,1.88,81,12-12-87,Oslo,Vålerenga,Strřmsgodset,2009,Norweigan
13,13,Christer George,NOR,F,1.78,83,11-08-79,Oslo,Aarhus,Strřmsgodset,2009,Norweigan
14,14,Fredrik  Nordkvelle,NOR,M,1.80,69,13-10-85,Porsgrunn,Pors,Strřmsgodset,2009,Norweigan
15,15,Marius Boldt,NOR,D,1.85,78,03-02-88,Drammen,Åssiden,Strřmsgodset,2009,Norweigan
17,17,Ola Kamara,NOR,M,1.84,75,15-10-89,Oslo,Stabæk,Strřmsgodset,2009,Norweigan
19,19,Marcus Pedersen,NOR,F,1.80,79,08-06-90,Hamar,HamKam,Strřmsgodset,2009,Norweigan
21,21,Fredrik Winsnes,NOR,M,1.73,73,28-12-75,Trondheim,Aalborg,Strřmsgodset,2009,Norweigan
22,22,Steffen  Nystrøm,NOR,M,1.80,73,01-07-84,Vadsø,Moss,Strřmsgodset,2009,Norweigan
23,23,Muhamed Keita,NOR,M,1.71,71,02-09-90,Banjul,None,Strřmsgodset,2009,Norweigan
25,25,Joel Riddez,SWE,D,1.81,74,21-05-80,Stockholm,Örebro SK,Strřmsgodset,2009,Norweigan
27,27,Alfred Sankoh,SLE,M,1.75,65,22-10-88,Freetown,Ullern,Strřmsgodset,2009,Norweigan
28,28,Ktejil Lundebakken,NOR,M,1.73,62,06-06-90,Drammen,Hoksund,Strřmsgodset,2009,Norweigan
30,30,Göksel Güvenc,NOR,M,1.66,55,03-03-91,,None,Strřmsgodset,2009,Norweigan
1,1,Marcus Sahlman,SWE,G,1.98,89,02-01-85,Halmstad,Halmstads BK,Tromsř,2009,Norweigan
3,3,Tore Reginiussen,NOR,D,1.85,80,10-06-86,Tromsø,Alta,Tromsř,2009,Norweigan
4,4,Morten  Moldskred,NOR,M,1.76,75,13-06-80,Ålesund,Haugesund,Tromsř,2009,Norweigan
5,5,Kevin Larsen,NOR,D,1.84,80,15-05-86,Sandefjord,Lyn,Tromsř,2009,Norweigan
6,6,Helge Haugen,NOR,M,1.83,79,15-02-82,Bergen,Brann,Tromsř,2009,Norweigan
7,7,Miika Koppinen,FIN,D,1.88,80,05-07-78,Kokkola,Rosenborg,Tromsř,2009,Norweigan
8,8,Mads Reginiussen,NOR,M,1.75,70,02-01-88,Alta,Alta,Tromsř,2009,Norweigan
10,10,Sigurd  Rushfeldt,NOR,F,1.90,86,11-12-72,Tromsø,Austria  Vienna,Tromsř,2009,Norweigan
11,11,Ruben Yttergård Jenssen,NOR,M,1.73,71,04-05-88,Tromsø,Sogndal,Tromsř,2009,Norweigan
12,12,Sead Ramović,BIH,G,1.90,90,14-03-79,Stuttgart,B Mönchengladbach II,Tromsř,2009,Norweigan
13,13,Espen Isaksen,NOR,G,1.86,80,16-01-79,Narvik,Odd,Tromsř,2009,Norweigan
14,14,Lars Iver Strand,NOR,F,1.78,73,07-05-83,Lakselv,Vålerenga,Tromsř,2009,Norweigan
16,16,Hans Åge Yndestad,NOR,D,1.74,72,24-07-80,Tromsø,Ulfstind,Tromsř,2009,Norweigan
17,17,Remi Johansen,NOR,M,1.83,75,04-09-90,Tromsø,None,Tromsř,2009,Norweigan
18,18,Tommy Knarvik,NOR,M,1.75,73,01-11-79,Bergen,Sandefjord,Tromsř,2009,Norweigan
19,19,Martin Knudsen,NOR,D,1.81,76,04-01-78,Bergen,Brann,Tromsř,2009,Norweigan
20,20,Mohammed Ahamed,NOR,F,1.70,57,08-05-85,Burao,Tromsdalen,Tromsř,2009,Norweigan
22,22,Joel Lindpere,EST,M,1.78,75,05-10-81,Tallinn,Flora Tallinn,Tromsř,2009,Norweigan
24,24,Dominique Taboga,AUT,D,1.88,80,06-11-82,Vienna,Kapfenberg,Tromsř,2009,Norweigan
25,25,Keijo Huusko,FIN,F,1.80,85,05-08-80,Kemi,Strømsgodset,Tromsř,2009,Norweigan
26,26,Tom Høgli,NOR,M,1.75,75,14-02-84,Evenskjer,Bodø/Glimt,Tromsř,2009,Norweigan
28,28,Bjørn Lidin Hansen,NOR,M,1.76,74,11-06-89,Tromsø,Lyn,Tromsř,2009,Norweigan
1,1,Troy Perkins,USA,G,1.88,83,29-07-81,Springfield,DC United,Vĺlerenga,2009,Norweigan
3,3,Andreas  Nordvik,NOR,M,1.84,84,18-03-87,Trondheim,Rosenborg,Vĺlerenga,2009,Norweigan
4,4,André  Muri,NOR,D,1.91,94,22-04-81,Asker,Stabæk,Vĺlerenga,2009,Norweigan
5,5,Erik Hagen,NOR,D,1.85,80,20-07-75,Venne,Zenit St Petersburg,Vĺlerenga,2009,Norweigan
6,6,Freddy dos Santos,NOR,M,1.80,76,02-10-76,Oslo,Molde,Vĺlerenga,2009,Norweigan
8,8,Martin Andresen,NOR,M,1.80,80,20-02-77,Kråkstad,Brann,Vĺlerenga,2009,Norweigan
9,9,Mario Martínez,HON,M,1.73,70,30-07-89,San Pedro Sula,Real España,Vĺlerenga,2009,Norweigan
11,11,Morten Berre,NOR,F,1.82,82,10-08-75,Oslo,St Pauli,Vĺlerenga,2009,Norweigan
13,13,Jarl-André Storbæk,NOR,D,1.85,84,21-09-78,Trysil,HamKam,Vĺlerenga,2009,Norweigan
14,14,Bengt Sæternes,NOR,F,1.87,92,01-01-75,Stavanger,Odense,Vĺlerenga,2009,Norweigan
17,17,Mohammed  Fellah,NOR,M,1.67,70,24-05-89,Oslo,Holmlia,Vĺlerenga,2009,Norweigan
18,18,Juan Fuenmayor,VEN,D,1.76,77,05-09-79,Maracaibo,UA Maracaibo,Vĺlerenga,2009,Norweigan
19,19,Dawda Leigh,NOR,M,1.81,74,27-06-86,Oslo,Skeid,Vĺlerenga,2009,Norweigan
20,20,Mostafa Abdellaoue,NOR,F,1.81,68,01-08-88,Oslo,Skeid,Vĺlerenga,2009,Norweigan
21,21,Luton Shelton,JAM,F,1.83,77,11-11-85,Kingston,Sheffield U,Vĺlerenga,2009,Norweigan
22,22,Birger Madsen,NOR,D,1.95,83,23-04-82,Oslo,Sandefjord,Vĺlerenga,2009,Norweigan
23,23,Kristofer Hæstad,NOR,M,1.72,74,09-12-83,Kristiansand,Start,Vĺlerenga,2009,Norweigan
25,25,Mohammed Abdellaoue,NOR,F,1.84,81,23-10-85,Oslo,Skeid,Vĺlerenga,2009,Norweigan
26,26,Bojan Zajić,SRB,M,1.88,80,17-06-80,Kruevac,Partizan Belgrade,Vĺlerenga,2009,Norweigan
27,27,Adnan Haidar,NOR,M,1.78,82,03-08-89,Drammen,Klemetsrud,Vĺlerenga,2009,Norweigan
28,28,Harmeet Singh,NOR,M,1.80,72,12-11-90,Oslo,None,Vĺlerenga,2009,Norweigan
30,30,Øyvind Bolthof,NOR,G,1.88,94,30-03-77,Oslo,Årvoll,Vĺlerenga,2009,Norweigan
31,31,Kristian Brix,NOR,M,1.75,68,13-06-90,Oslo,None,Vĺlerenga,2009,Norweigan
33,33,Amin Nouri,NOR,D,1.80,74,10-01-90,Oslo,None,Vĺlerenga,2009,Norweigan
34,34,Gudmund Taksdal Kongshavn,NOR,G,1.88,83,23-01-91,Bergen,None,Vĺlerenga,2009,Norweigan
1,1,Thomas Myhre,NOR,G,1.88,84,16-10-73,Sarpsborg,Charlton Ath,Viking,2009,Norweigan
2,2,Trond Erik Bertelsen,NOR,D,1.73,74,05-06-84,Lura,Fredrikstad,Viking,2009,Norweigan
3,3,Børre Steenslid,NOR,D,1.85,81,25-06-85,Deknepollen,Sogndal,Viking,2009,Norweigan
4,4,Vegard Aanestad,NOR,D,1.85,78,12-06-87,Stavanger,Randaberg,Viking,2009,Norweigan
5,5,Thomas Pereira,NOR,D,1.76,74,12-06-73,Sarpsborg,Moss,Viking,2009,Norweigan
6,6,Håkon Skogseid,NOR,D,1.86,76,14-01-88,Bærum,Notodden,Viking,2009,Norweigan
7,7,Tomasz Sokolowski,NOR,M,1.84,70,25-06-85,Szczecin,Lyn,Viking,2009,Norweigan
8,8,Vidar Nisja,NOR,M,1.79,71,21-08-86,Stavanger,Bryne,Viking,2009,Norweigan
9,9,Peter Ijeh,NGA,F,1.85,84,28-03-77,Lagos,FC  København,Viking,2009,Norweigan
10,10,Alexander Ødegård,NOR,M,1.80,73,13-09-80,Voss,Rosenborg,Viking,2009,Norweigan
11,11,Joakim Austnes,NOR,M,1.80,76,20-02-83,Ålesund,Aalesund,Viking,2009,Norweigan
12,12,Artur Kotenko,EST,G,1.84,82,20-08-81,Tallinn,Sandnes Ulf,Viking,2009,Norweigan
13,13,Christian Landu Landu,NOR,D,1.83,78,25-01-92,Stavanger,Tasta,Viking,2009,Norweigan
14,14,André Danielsen,NOR,M,1.73,70,20-01-85,Stavanger,Stavanger,Viking,2009,Norweigan
16,16,Martin Fillo,CZE,F,1.77,72,07-02-86,Planá,Viktoria Plzeň,Viking,2009,Norweigan
18,18,Andreas Ulland Andersen,NOR,M,1.76,69,06-05-89,Haugesund,Vard,Viking,2009,Norweigan
19,19,Tommy Høiland,NOR,F,1.75,72,11-04-89,Bryne,Bryne,Viking,2009,Norweigan
20,20,Indriði  Sigurðsson,ISL,D,1.84,82,12-10-81,Reykjavik,Lyn,Viking,2009,Norweigan
21,21,Birkir Bjarnason,ISL,M,1.82,73,27-05-88,Akureyri,Figgjo,Viking,2009,Norweigan
22,22,Valon Berisha,NOR,M,1.85,75,07-02-93,Malmö,Egersund,Viking,2009,Norweigan
23,23,Simen Melhus,NOR,M,,,01-06-90,,Bryne,Viking,2009,Norweigan
25,25,Gojko Ivković,SRB,D,1.89,78,20-05-90,Kragujevac,Åsane,Viking,2009,Norweigan
27,27,Mame Niang,SEN,F,1.94,79,30-03-84,Dakar,Wolfsburg,Viking,2009,Norweigan
28,28,Jørgen Horn,NOR,D,1.87,84,07-06-87,Oslo,Vålerenga,Viking,2009,Norweigan
33,33,Aslak Falch,NOR,G,1.85,81,25-05-92,Stavanger,Hundvåg,Viking,2009,Norweigan
41,99,Jone Samuelsen,NOR,M,1.73,74,06-07-84,Stavanger,Haugesund,Viking,2009,Norweigan
