,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
10,10,Jan-Derek Sørensen,NOR,M,1.77,75,28-12-71,Oslo,Vålerenga,Bodø/Glimt,2009,Norweigan
11,11,Mounir Hamoud,NOR,M,1.77,69,01-02-85,Nador,Lyn,Bodø/Glimt,2009,Norweigan
12,12,Jonas Ueland Kolstad,NOR,G,1.86,87,21-09-76,Bodø,Florida Atlantic University,Bodø/Glimt,2009,Norweigan
14,14,Trond Fredrik Ludvigsen,NOR,F,1.78,73,22-06-82,Alta,Brann,Bodø/Glimt,2009,Norweigan
15,15,Akwasi Oduro,BEL,F,1.80,,08-02-87,Cologne,Radnički Kragujevac,Bodø/Glimt,2009,Norweigan
16,16,Stig Johansen,NOR,F,1.78,78,13-06-72,Svolvær,Southampton,Bodø/Glimt,2009,Norweigan
17,17,Ruben Imingen,NOR,D,1.83,72,04-12-86,Steigen,Fauske/Spirit,Bodø/Glimt,2009,Norweigan
18,18,Christian Berg,NOR,M,1.77,75,17-05-78,Bodø,Fredrikstad,Bodø/Glimt,2009,Norweigan
19,19,Håvard Sakariassen,NOR,F,1.91,90,28-08-79,Bodø,Bryne,Bodø/Glimt,2009,Norweigan
21,21,Daniel Stensland,NOR,M,,,24-09-89,Fauske,Fauske/Sprint,Bodø/Glimt,2009,Norweigan
22,22,Even Iversen,NOR,D,,,14-01-82,Oslo,Oslo Øst,Bodø/Glimt,2009,Norweigan
23,23,Anders Konradsen,NOR,M,1.85,79,18-07-90,Bodø,None,Bodø/Glimt,2009,Norweigan
26,26,André Hanssen,NED,M,1.78,73,31-01-81,Skjervøj,SC Heerenveen,Bodø/Glimt,2009,Norweigan
27,27,Stefan Johansen,NOR,F,1.82,78,08-01-91,Vardø,None,Bodø/Glimt,2009,Norweigan
28,28,Alo Bärengrub,EST,D,1.82,76,12-02-84,Kehtna,Flora Tallinn,Bodø/Glimt,2009,Norweigan
29,29,Thommas Rønning,NOR,M,,,16-07-85,Trondheim,Strindheim,Bodø/Glimt,2009,Norweigan
1,1,Johan Thorbjørnsen,NOR,G,1.86,78,19-08-83,Bergen,None,Brann,2009,Norweigan
2,2,Birkir Már Sævarsson,ISL,D,1.87,81,11-11-84,Reykjavik,Valur,Brann,2009,Norweigan
4,4,Cato Guntveit,NOR,D,1.80,78,06-08-75,Bergen,Aberdeen,Brann,2009,Norweigan
5,5,Rodolph Austin,JAM,M,1.80,78,01-06-85,Clarendon,Portmore U,Brann,2009,Norweigan
7,7,Hassan  El Fakiri,NOR,M,1.81,74,18-04-77,Nador,B Mönchengladbach,Brann,2009,Norweigan
8,8,Gylfi Einarsson,ISL,M,1.81,81,27-10-78,Reykjavik,Leeds U,Brann,2009,Norweigan
9,9,Jan Gunnar Solli,NOR,M,1.83,83,19-04-81,Arendal,Rosenborg,Brann,2009,Norweigan
10,10,David  Nielsen,NOR,F,1.85,75,01-12-76,Sønderborg,Odense,Brann,2009,Norweigan
11,11,Petter Vaagan Moen,NOR,M,1.81,76,05-02-84,Hamar,HamKam,Brann,2009,Norweigan
12,12,Håkon Opdal,NOR,G,1.87,89,11-06-82,Odda,Odda,Brann,2009,Norweigan
13,13,Erik Huseklepp,NOR,M,1.86,75,05-09-84,Bærum,Fyllingen,Brann,2009,Norweigan
14,14,Tijan  Jaiteh,GAM,M,1.88,75,31-12-88,Bwiam,Gambia Ports Authority,Brann,2009,Norweigan
15,15,Diego Guastavino,URU,M,1.68,66,26-07-84,Montevideo,Lyn,Brann,2009,Norweigan
16,16,Bjarte Haugsdal,NOR,M,1.83,75,09-03-90,Bergen,Os,Brann,2009,Norweigan
17,17,Eirik Bakke,NOR,M,1.88,80,13-09-77,Sogndal,Leeds U,Brann,2009,Norweigan
18,18,Ólafur Örn Bjarnason,ISL,D,1.88,82,15-05-75,Grindavík,Grindavík,Brann,2009,Norweigan
20,20,Kristian Flittie Onstad,DEN,D,1.86,82,09-05-84,Janderup,Esbjerg,Brann,2009,Norweigan
21,21,Kristjan Ørn Sigurdsson,ISL,D,1.80,80,07-10-80,Akureyri,KR,Brann,2009,Norweigan
24,24,Kenneth Udjus,NOR,G,1.93,87,02-07-83,Kristiansand,Arendal,Brann,2009,Norweigan
26,26,Bjørnar  Holmvik,NOR,D,1.75,67,02-06-85,Oslo,Stabæk,Brann,2009,Norweigan
27,27,Matias Møvik,NOR,F,1.76,79,16-05-91,Bergen,None,Brann,2009,Norweigan
1,1,Kenny  Stamatopoulos,CAN,G,1.90,83,28-08-79,Kalamata,Tromsø,Fredrikstad,2009,Norweigan
2,2,Pål André Czwartek,NOR,D,1.81,77,25-04-75,Askim,Moss,Fredrikstad,2009,Norweigan
4,4,Vidar Martinsen,NOR,D,1.82,80,11-03-81,Råde,Moss,Fredrikstad,2009,Norweigan
5,5,Agim  Shabani,NOR,D,1.83,70,14-02-88,,Trosvik,Fredrikstad,2009,Norweigan
6,6,Hans Erik Ramberg,NOR,M,1.78,74,08-08-76,Fredrikstad,Moss,Fredrikstad,2009,Norweigan
7,7,Alex Valencia,NOR,M,1.81,75,22-09-79,Bergen,Odd,Fredrikstad,2009,Norweigan
9,9,Raio Piiroja,EST,D,1.90,80,11-07-79,Pärnu,Flora Tallinn,Fredrikstad,2009,Norweigan
10,10,Dominic Adiyiah,GHA,F,1.72,71,10-07-89,Accra,Heart of Lions,Fredrikstad,2009,Norweigan
11,11,Éverton,BRA,F,1.81,71,06-01-86,Ponta Grossa,Adap Galo Maringá,Fredrikstad,2009,Norweigan
12,12,Lasse  Staw,NOR,G,1.90,87,01-01-88,Skiptvet,Borg  Fotball,Fredrikstad,2009,Norweigan
14,14,Raymond Kvisvik,NOR,M,1.79,79,08-11-74,Greåker,Brann,Fredrikstad,2009,Norweigan
15,15,Joachim Thomassen,NOR,M,1.80,71,04-05-88,Sarpsborg,Sparta,Fredrikstad,2009,Norweigan
16,16,Martin  Elvestad,NOR,M,1.77,67,26-07-89,Fredrikstad,None,Fredrikstad,2009,Norweigan
17,17,Fernando Wallace,BRA,D,1.83,72,29-10-86,Cerquilho,Sheriff Tiraspol,Fredrikstad,2009,Norweigan
18,18,Amin Askar,NOR,M,1.77,73,01-10-85,Mogadishu,Moss,Fredrikstad,2009,Norweigan
20,20,Daniel Wass,DEN,D,1.81,74,31-05-89,Gladsaxe,Brøndby,Fredrikstad,2009,Norweigan
21,21,Ardian Gashi,NOR,F,1.72,69,20-06-81,Djakovica,Brann,Fredrikstad,2009,Norweigan
22,22,Celso Borges,CRC,M,1.86,81,27-05-88,San José [CRC],Deportivo Saprissa,Fredrikstad,2009,Norweigan
23,23,Mattias Andersson,SWE,F,1.83,82,07-10-81,Eksjø,Strømsgodset,Fredrikstad,2009,Norweigan
24,24,Jan Tore Ophaug,NOR,D,1.89,86,25-03-77,Orkanger,Odense,Fredrikstad,2009,Norweigan
25,25,Erik Bråthen,NOR,G,1.96,94,16-09-87,Halden,Lørenskog,Fredrikstad,2009,Norweigan
27,27,Garðar Jóhannsson,ISL,F,1.90,87,01-04-80,Garðabær,Valur,Fredrikstad,2009,Norweigan
29,29,Michael Trulsen,NOR,F,1.84,75,28-12-89,Fredrikstad,None,Fredrikstad,2009,Norweigan
41,77,Abgar Barsom,SWE,M,1.72,73,04-09-77,Örebro,Örebro SK,Fredrikstad,2009,Norweigan
1,1,Otto  Fredikson,FIN,G,1.89,85,30-11-81,Valkeakoski,B  Mönchengladbach,Lillestrřm,2009,Norweigan
2,2,Steinar Pedersen,NOR,D,1.80,80,06-06-75,Kristiansand,Start,Lillestrřm,2009,Norweigan
3,3,Lars Kristian Eriksen,NOR,D,1.80,74,28-06-83,Ålesund,Lyn,Lillestrřm,2009,Norweigan
4,4,Adrian Reid,JAM,D,1.83,,10-03-85,,Portmore U,Lillestrřm,2009,Norweigan
6,6,Alhassane Dosso,CIV,M,1.78,74,27-12-89,Sinfra,Sharks FC,Lillestrřm,2009,Norweigan
7,7,Espen Søgård,NOR,M,1.83,72,10-10-79,Lørenskog,Fet,Lillestrřm,2009,Norweigan
8,8,Björn Sigurðarson,ISL,F,1.86,81,26-12-91,Akranes,ÍA  Akranes,Lillestrřm,2009,Norweigan
11,11,Magnus Myklebust,NOR,F,1.72,72,08-07-85,Ulsteinvik,Hødd,Lillestrřm,2009,Norweigan
12,12,Stefán Logi Magnússon,ISL,G,1.93,80,05-09-80,Reykjavík,KR Reykjavík,Lillestrřm,2009,Norweigan
13,13,Frode Kippe,NOR,D,1.94,90,17-01-78,Oslo,Liverpool,Lillestrřm,2009,Norweigan
14,14,Edwin Eziyodawe,NGA,F,1.75,75,09-05-88,Benin City,Sharks FC,Lillestrřm,2009,Norweigan
15,15,Marius Johnsen,NOR,M,1.85,81,28-08-81,Kristiansand,Start,Lillestrřm,2009,Norweigan
16,16,Emmanuel Nosa Igiebor,NGA,M,1.82,79,09-11-90,Abuja,Warri Wolves,Lillestrřm,2009,Norweigan
17,17,Martin Husár,SVK,D,1.83,81,01-02-85,Trnava,Spartak Trnava,Lillestrřm,2009,Norweigan
18,18,Arild Sundgot,NOR,F,1.90,85,17-04-78,Ålesund,Hødd,Lillestrřm,2009,Norweigan
19,19,Fredrik Gulbrandsen,NOR,F,1.78,75,10-09-92,Oslo,None,Lillestrřm,2009,Norweigan
20,20,Stian Ringstad,NOR,D,1.82,75,29-08-91,Bodding,Eidsvold Turn,Lillestrřm,2009,Norweigan
21,21,Karim Essediri,TUN,F,1.82,78,29-07-79,Meaux-Paris,Rosenborg,Lillestrřm,2009,Norweigan
22,22,Kristoffer Tokstad,NOR,M,1.83,78,21-06-90,,None,Lillestrřm,2009,Norweigan
23,23,Pål Steffen Andreassen,NOR,D,1.88,80,19-05-82,Lillestrøm,None,Lillestrřm,2009,Norweigan
25,25,Khaled  Mouelhi,TUN,M,1.78,72,13-02-81,Tunis,Club Africain,Lillestrřm,2009,Norweigan
26,26,Mathis Bolly,NOR,M,1.85,77,14-11-90,Oslo,Holmlia,Lillestrřm,2009,Norweigan
28,28,Ruben Gabrielsen,NOR,D,1.86,77,10-03-92,Gjøvik,Gjøvik-Lyn,Lillestrřm,2009,Norweigan
30,30,Olivier Occean,CAN,F,1.86,86,23-10-81,Brossard,Odd,Lillestrřm,2009,Norweigan
1,1,Tyrel Lacey,USA,G,1.90,92,08-02-86,Jenks,Tulsa Golden Hurricane,Lyn,2009,Norweigan
2,2,Jimmy Tamandi,SWE,D,1.80,77,12-05-80,Malmö,AIK,Lyn,2009,Norweigan
5,5,Rikard Nilsson,SWE,M,1.85,83,24-05-83,,FC Trollhättan,Lyn,2009,Norweigan
6,6,Oliver Risser,NAM,M,1.90,87,19-09-80,Windhoek,Manglerud Star,Lyn,2009,Norweigan
7,7,Edwin Kjeldner,NOR,M,1.78,69,01-03-90,,Ålgård,Lyn,2009,Norweigan
8,8,Jean Stéphane Yao Yao,CIV,M,,,06-10-90,,SEFA,Lyn,2009,Norweigan
9,9,Kasey Wehrman,AUS,M,1.80,80,16-08-77,Cloncurry,Fredrikstad,Lyn,2009,Norweigan
11,11,Bi Hverve Guessan,CIV,M,1.59,61,06-04-91,,SEFA,Lyn,2009,Norweigan
13,13,Vegar Gjermundstad,NOR,D,1.93,96,14-03-90,Vadheim,Høyang,Lyn,2009,Norweigan
14,14,Kim Holmen,NOR,F,1.80,78,14-07-82,Oslo,Lørenskog,Lyn,2009,Norweigan
15,15,Erling Knudtzon,NOR,M,1.78,72,15-12-88,Oslo,Ullern,Lyn,2009,Norweigan
16,16,Thomas Jacobsen,NOR,M,1.75,74,16-09-83,Bodø,Bodø/Glimt,Lyn,2009,Norweigan
17,17,Gøran van den Burgt,NOR,M,1.85,80,01-01-90,,Bjerkealliansen,Lyn,2009,Norweigan
18,18,Jo Inge Berget,NOR,F,1.84,78,11-09-90,Oslo,Udinese,Lyn,2009,Norweigan
19,19,Davy Claude Angan,CIV,F,1.82,75,20-09-87,Abidjan,ES Bingerville,Lyn,2009,Norweigan
20,20,Fredrik Dahm,NOR,M,1.93,92,29-10-82,Oslo,Drøbak/Frogn,Lyn,2009,Norweigan
21,21,Mads Dahm,NOR,D,1.94,87,21-10-88,Oslo,Korsvoll,Lyn,2009,Norweigan
22,22,Tommy Berntsen,NOR,D,1.88,85,18-12-73,Oslo,Eintracht Frankfurt,Lyn,2009,Norweigan
23,23,Stanley Ihugba,NGA,M,1.70,75,19-11-87,Jos,Heartland,Lyn,2009,Norweigan
25,25,Paul Obiefule,NGA,M,1.83,76,15-05-86,Owerri,Viborg,Lyn,2009,Norweigan
26,26,Endre Fotland Knudsen,NOR,M,1.75,70,09-07-88,,Sagene,Lyn,2009,Norweigan
27,27,Magne Simonsen,NOR,M,1.78,70,13-07-88,Oslo,Slemmestad,Lyn,2009,Norweigan
29,29,Alexander Hassum,NOR,D,1.83,82,02-01-92,,Frigg Oslo,Lyn,2009,Norweigan
30,30,Arnar Darri Petursson,ISL,G,1.92,84,16-03-91,Reykjavík,Stjarnan,Lyn,2009,Norweigan
1,1,Knut Dørum Lillebakk,NOR,G,1.94,80,27-04-78,,None,Molde,2009,Norweigan
2,2,Kristoffer Paulsen Vatshaug,NOR,D,1.77,74,03-06-81,Levanger,Start,Molde,2009,Norweigan
3,3,Marcus Andreassen,SWE,D,1.91,91,13-07-78,Buchanan,Bryne,Molde,2009,Norweigan
4,4,Thomas Holm,NOR,M,1.81,77,19-02-81,Oslo,Vålerenga,Molde,2009,Norweigan
5,5,Øyvind Gjerde,NOR,D,1.78,74,18-03-77,Åndalsnes,Aalesund,Molde,2009,Norweigan
6,6,Daniel Berg Hestad,NOR,M,1.84,78,30-07-75,Molde,SC Heerenveen,Molde,2009,Norweigan
8,8,Makhtar Thioune,SEN,M,1.77,77,05-08-84,Richard Toll,Sparta Sarpsborg,Molde,2009,Norweigan
9,9,Mattias Moström,SWE,M,1.78,70,25-02-83,Stockholm,AIK,Molde,2009,Norweigan
10,10,Magne Hoseth,NOR,M,1.86,80,13-10-80,Averøy,Vålerenga,Molde,2009,Norweigan
13,13,Brian Waltrip,USA,F,1.86,83,12-01-78,Pensacola,Sogndal,Molde,2009,Norweigan
14,14,Christian Steen,NOR,D,1.91,90,02-07-77,Trondheim,Tromsø,Molde,2009,Norweigan
15,15,Aksel Berget Skjølsvik,NOR,M,1.74,73,15-05-87,Åndalsnes,Rosenborg,Molde,2009,Norweigan
16,16,Jacob Falch Meidell,NOR,M,1.82,74,11-10-90,Mo i Rana,None,Molde,2009,Norweigan
18,18,Valter Tomaz Jr,BRA,D,1.81,70,25-07-78,São Paulo,Örgryte IS,Molde,2009,Norweigan
19,19,José Mota,BRA,F,1.86,79,10-05-79,São Paulo,Aalborg,Molde,2009,Norweigan
20,20,Rune Ertsås,NOR,F,1.81,73,24-05-87,Levanger,Steinkjer,Molde,2009,Norweigan
21,21,Kristian Strandhagen,NOR,M,,,26-07-89,,None,Molde,2009,Norweigan
22,22,Jan Kjell Larsen,NOR,G,1.94,94,24-06-83,Kopervik,Haugesund,Molde,2009,Norweigan
23,23,Knut Olav Rindarøy,NOR,D,1.77,74,17-07-85,Molde,Gossen,Molde,2009,Norweigan
24,24,Vegard Forren,NOR,D,1.86,85,16-02-88,Trondheim,KIL/Hemne,Molde,2009,Norweigan
25,25,Mame Mbar Diouf,SEN,F,,,24-03-91,,,Molde,2009,Norweigan
30,30,Elias Valderhaug,NOR,G,1.83,77,26-04-90,Ålesund,None,Molde,2009,Norweigan
31,31,Vidar G. Henriksen,NOR,D,,,31-01-89,,KFK,Molde,2009,Norweigan
32,32,Mame Biram Diouf,SEN,F,1.85,76,16-12-87,Dakar,Manchester U,Molde,2009,Norweigan
41,42,Pape Pate Diouf,SEN,F,1.86,76,04-04-86,Dakar,Rufusque,Molde,2009,Norweigan
1,1,Árni Gautur Arason,ISL,G,1.87,84,07-05-75,Reykjavík,Thanda Royal Zulu,Odd,2009,Norweigan
2,2,Håvard Storbæk,NOR,M,1.79,66,25-05-86,Elverum,Nybergsund,Odd,2009,Norweigan
3,3,Anders Rambekk,NOR,D,1.90,81,17-08-76,Kristiansand,Lillestrøm,Odd,2009,Norweigan
4,4,Morten Fevang,NOR,M,1.85,83,06-05-75,Sandefjord,Odense,Odd,2009,Norweigan
5,5,Torjus Hansén,NOR,D,1.88,82,19-10-73,Skien,Rosenborg,Odd,2009,Norweigan
6,6,Simen Brenne,NOR,M,1.81,80,17-03-81,Sarpsborg,Lillestrøm,Odd,2009,Norweigan
7,7,Tommy Svindal Larsen,NOR,M,1.74,78,11-08-73,Porsgrunn,Nürnberg,Odd,2009,Norweigan
9,9,Péter Kovács,HUN,F,1.98,102,07-02-78,Salgótarján,Strømsgodset,Odd,2009,Norweigan
10,10,Magnus Lekven,NOR,M,1.77,75,13-01-88,Porsgrunn,Gulset,Odd,2009,Norweigan
11,11,Morten Sundli,NOR,D,1.88,83,31-03-90,Lillehammer,Lillehammer,Odd,2009,Norweigan
14,14,Fredrik Semb Berge,NOR,D,1.90,82,06-02-90,Skien,Storm,Odd,2009,Norweigan
15,15,Stian Parkstad Johansen,NOR,D,,,14-03-89,Ulefoss,Ulefoss,Odd,2009,Norweigan
17,17,Emil Jonassen,NOR,D,1.76,78,17-02-93,Skien,None,Odd,2009,Norweigan
19,19,Jacob  Sørensen,DEN,M,1.76,75,12-02-83,Aalborg,Aalborg,Odd,2009,Norweigan
20,20,John Anders Bjørkøy,NOR,M,1.80,74,08-01-79,Oslo,Lillestrøm,Odd,2009,Norweigan
21,21,Steffen Hagen,NOR,D,1.85,80,08-03-86,Kristiansand,Mandalskameratene,Odd,2009,Norweigan
22,22,Torgeir Børven,NOR,F,1.85,70,03-12-91,Bergen,None,Odd,2009,Norweigan
23,23,Fredrik Gulsvik,NOR,F,1.90,92,29-08-89,Flå,Maspalomas,Odd,2009,Norweigan
24,24,Simen Walmann,NOR,G,,,22-04-90,Nevlunghavn,Nesjar,Odd,2009,Norweigan
26,26,"Chukwuma ""Bentley"" Akabueze",NGA,F,1.80,72,06-05-89,Ilorin,Kwara United,Odd,2009,Norweigan
28,28,Dag Ole Thomassen,NOR,G,1.86,70,26-08-86,Skien,Pors,Odd,2009,Norweigan
33,33,Kenneth Dokken,NOR,M,1.83,81,10-10-78,Lørenskog,Strømsgodset,Odd,2009,Norweigan
36,36,Søren Jensen,DEN,D,1.80,74,01-03-84,Viborg,Odense,Odd,2009,Norweigan
1,1,Alexander Lund Hansen,NOR,G,1.97,89,06-10-82,Trondheim,Nardo,Rosenborg,2009,Norweigan
2,2,Mikael Lustig,SWE,D,1.89,77,13-12-86,Umeå,GIF Sundsvall,Rosenborg,2009,Norweigan
3,3,Mikael Dorsin,SWE,D,1.82,78,06-10-81,Lidingö,CFR Cluj,Rosenborg,2009,Norweigan
4,4,Anthony Annan,GHA,M,1.75,68,21-07-86,Accra,Start,Rosenborg,2009,Norweigan
6,6,Roar Strand,NOR,M,1.79,79,02-02-70,Trondheim,Nardo,Rosenborg,2009,Norweigan
7,7,Trond Olsen,NOR,F,1.73,70,05-02-84,Tromsø,Bodø/Glimt,Rosenborg,2009,Norweigan
11,11,Vladim Demidov,NOR,D,1.85,73,10-10-86,Riga,Hønefoss,Rosenborg,2009,Norweigan
12,12,Rune Almenning Jarstein,NOR,G,1.90,82,29-09-84,Skien,Odd,Rosenborg,2009,Norweigan
13,13,Kris Stadsgaard,DEN,D,1.85,78,01-08-85,Copenhagen,Reggina,Rosenborg,2009,Norweigan
14,14,Steffen Iversen,NOR,F,1.85,79,10-11-76,Oslo,Vålerenga,Rosenborg,2009,Norweigan
15,15,Per Ciljan Skjelbreid,NOR,M,1.75,62,16-06-87,Trondheim,Trygg/Lade,Rosenborg,2009,Norweigan
16,16,Albert Berbatovci,NOR,M,1.79,73,17-02-89,Pritina,Kattem,Rosenborg,2009,Norweigan
18,18,Alejandro  Lago,URU,D,1.87,78,28-06-79,Montevideo,Bella Vista,Rosenborg,2009,Norweigan
19,19,Juska Savolainen,FIN,M,1.73,71,01-09-83,Helsinki,Tampere U,Rosenborg,2009,Norweigan
20,20,Abdou Razack Traoré,BFA,M,1.70,64,28-12-88,Abidjan,Raja Casablanca,Rosenborg,2009,Norweigan
25,25,Kjell Rune Sellin,NOR,F,1.79,76,01-06-89,Namsos,Byåsen,Rosenborg,2009,Norweigan
26,26,Simen Wangberg,NOR,D,1.85,73,06-05-91,Trondheim,None,Rosenborg,2009,Norweigan
27,27,Marek  Sapara,SVK,M,1.76,67,31-07-82,Koice,MFK  Ruomberok,Rosenborg,2009,Norweigan
29,29,Dario Zahora,CRO,F,1.80,78,30-03-82,Vukovar,Dinamo Zagreb,Rosenborg,2009,Norweigan
30,30,Rade Prica,SWE,F,1.85,80,30-06-80,Ljungby,Sunderland,Rosenborg,2009,Norweigan
33,33,Espen Johnsen,NOR,G,1.88,88,20-12-79,Kristiansand,Start,Rosenborg,2009,Norweigan
1,1,Matthew Allen,USA,G,1.93,86,26-08-86,Beloit,Bryne,Sandefjord,2009,Norweigan
2,2,Alexander Gabrielsen,NOR,D,1.84,78,18-11-85,Randaberg,Viking,Sandefjord,2009,Norweigan
3,3,Martin Jensen,DEN,D,1.77,68,27-07-78,Esbjerg,Esbjerg,Sandefjord,2009,Norweigan
4,4,Victor Demba Bindia,SEN,D,1.68,69,06-08-89,Boutoupa,Casa Sports,Sandefjord,2009,Norweigan
6,6,Rune Hansen,DEN,D,1.86,81,04-06-85,Hinnerup,Wolfsburg II,Sandefjord,2009,Norweigan
7,7,Rocky Lekaj,NOR,M,1.75,73,12-10-89,Kosovo,Sheffield W,Sandefjord,2009,Norweigan
8,8,Espen Nystuen,NOR,M,1.83,79,19-12-81,Kongsvinger,Stabæk,Sandefjord,2009,Norweigan
9,9,Samir arić,BIH,F,1.80,76,27-05-84,Bijeljina,Løv-Ham,Sandefjord,2009,Norweigan
12,12,Espen Bugge Pettersen,NOR,G,1.89,88,10-05-80,Tønsberg,Eik Tønsberg,Sandefjord,2009,Norweigan
13,13,Ørjan Røyrane,NOR,M,1.72,67,10-07-88,Hatlestrand,Norheimsund,Sandefjord,2009,Norweigan
14,14,Malick Mane,SEN,F,1.81,84,14-10-88,Ziguinchor,Casa Sports,Sandefjord,2009,Norweigan
15,15,Ebrima Sohna,GAM,M,1.78,65,14-12-88,,Wallidan Banjul,Sandefjord,2009,Norweigan
16,16,Samuel Isaksen,NOR,M,1.80,75,14-04-82,Larvik,Larvik Turn,Sandefjord,2009,Norweigan
17,17,Olav Zanetti,NOR,D,1.80,74,29-04-76,Skjetten,Hønefoss,Sandefjord,2009,Norweigan
18,18,Erik  Mjelde,NOR,M,1.80,74,06-03-84,Bergen,Løv-Ham,Sandefjord,2009,Norweigan
19,19,Eirik Lamøy,NOR,M,1.77,92,07-11-84,Harstad,Tromsdalen,Sandefjord,2009,Norweigan
20,20,Marciano,BRA,M,1.74,71,12-07-80,Chapadinha,iroki Brijeg,Sandefjord,2009,Norweigan
21,21,Admir Račić,BIH,F,1.92,89,16-09-81,Foča,Sarajevo,Sandefjord,2009,Norweigan
22,22,Jon-Mikael Skaug,NOR,M,1.66,73,12-08-90,,Teie,Sandefjord,2009,Norweigan
23,23,Camazzola,BRA,M,1.80,74,30-08-82,Caxias do Sul,Juventude,Sandefjord,2009,Norweigan
24,24,Fenan Salcinović,BIH,M,1.78,75,26-06-87,Zenica,Lech Poznań,Sandefjord,2009,Norweigan
25,25,Mathias Raade Olsen,NOR,G,1.82,76,29-08-91,,Tønsberg,Sandefjord,2009,Norweigan
1,1,Jon  Knudsen,NOR,G,1.85,82,20-11-74,Leirsund,Midtjylland,Stabćk,2009,Norweigan
3,3,Jon Inge Høiland,NOR,D,1.87,82,20-09-77,Fåberg,Malmö FF,Stabćk,2009,Norweigan
5,5,Pontus Segerström,SWE,D,1.87,81,17-02-81,,Landskrona BoIS,Stabćk,2009,Norweigan
